,M_NAME,Cluster
0,Anderson Silva,7
1,Andrei Arlovski,3
2,Artem Lobov,7
3,BJ Penn,7
4,Brock Lesnar,2
5,Cain Velasquez,6
6,Carlos Condit,0
7,Chad Mendes,0
8,Cub Swanson,7
9,Daniel Cormier,2
10,Eddie Alvarez,4
11,Frank Mir,7
12,Georges St-Pierre,2
13,Henry Cejudo,1
14,Jon Jones,2
