,M_NAME,Cluster
0,Anderson Silva,4
1,Andrei Arlovski,1
2,Artem Lobov,1
3,BJ Penn,1
4,Brock Lesnar,0
5,Cain Velasquez,2
6,Carlos Condit,4
7,Chad Mendes,0
8,Cub Swanson,1
9,Daniel Cormier,0
10,Eddie Alvarez,1
11,Frank Mir,4
12,Georges St-Pierre,0
13,Henry Cejudo,3
14,Jon Jones,0
