Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
455,Decision - Unanimous,3,900,0,Romie Aram,1,24,34%,78,2,50%,0,0,294.0,21,1,2,10,11,3,1,Dave Strasser,0,60,48%,107,1,50%,0,0,284.0,46,12,2,22,14,24,4.0
468,Decision - Unanimous,3,900,0,Igor Araujo,0,39,47%,48,0,0%,0,0,18.0,11,14,14,34,5,0,1,Sean Strickland,1,71,42%,87,3,100%,2,0,329.0,61,6,4,32,17,22,4.0
469,KO/TKO,2,451,0,Igor Araujo,0,8,40%,8,2,28%,0,0,0.0,2,2,4,7,1,0,1,George Sullivan,0,43,68%,111,1,50%,0,0,324.0,32,8,3,5,2,36,4.0
470,Decision - Unanimous,3,900,1,Igor Araujo,0,12,32%,138,0,0%,1,1,532.0,7,5,0,2,1,9,0,Danny Mitchell,0,18,52%,70,0,0%,5,0,209.0,9,4,5,6,5,7,4.0
471,Decision - Unanimous,3,900,1,Igor Araujo,0,21,41%,128,1,16%,1,1,439.0,17,2,2,6,3,12,0,Ildemar Alcantara,0,18,54%,33,3,100%,3,0,271.0,11,5,2,3,7,8,4.0
528,Decision - Unanimous,3,900,0,Antonio Arroyo,0,29,61%,47,1,100%,0,1,303.0,20,5,4,21,0,8,1,Andre Muniz,0,22,52%,85,3,42%,2,0,321.0,12,8,2,20,1,1,4.0
531,Decision - Unanimous,3,900,1,Askar Askarov,0,41,65%,44,2,13%,0,1,311.0,31,1,9,34,5,2,0,Alexandre Pantoja,0,32,51%,40,1,50%,0,0,137.0,17,12,3,30,1,1,4.0
532,Decision - Unanimous,3,900,1,Askar Askarov,0,73,48%,96,0,0%,0,0,245.0,57,4,12,57,8,8,0,Tim Elliott,0,47,42%,86,3,27%,0,0,122.0,15,18,14,35,12,0,4.0
550,Decision - Unanimous,3,900,0,Junior Assuncao,0,43,62%,50,3,16%,0,0,339.0,32,8,3,32,10,1,1,Ross Pearson,0,52,58%,87,1,100%,0,0,116.0,28,16,8,39,13,0,4.0
551,Decision - Unanimous,3,900,1,Junior Assuncao,0,63,70%,164,3,37%,0,0,426.0,40,11,12,17,2,44,0,Eddie Yagin,0,10,38%,20,0,,2,0,15.0,9,0,1,9,1,0,4.0
552,Submission,1,250,0,Junior Assuncao,0,7,50%,9,1,50%,0,1,119.0,2,3,2,2,3,2,1,Nate Diaz,1,10,90%,25,1,33%,3,0,93.0,6,0,4,1,9,0,4.0
553,Submission,2,415,1,Junior Assuncao,1,29,59%,59,0,0%,2,0,308.0,21,7,1,9,15,5,0,David Lee,0,12,50%,23,0,0%,0,0,23.0,3,7,2,5,7,0,4.0
554,Submission,1,124,0,Junior Assuncao,0,1,16%,3,0,,0,0,0.0,1,0,0,1,0,0,1,Kurt Pellegrino,0,5,55%,30,1,100%,1,0,114.0,5,0,0,0,0,5,4.0
576,KO/TKO,2,370,0,Rich Attonito,0,17,62%,42,1,50%,0,0,244.0,13,3,1,4,0,13,1,Jake Hecht,0,33,70%,44,0,0%,0,0,13.0,27,3,3,6,1,26,4.0
577,Decision - Unanimous,3,900,1,Rich Attonito,1,66,65%,113,1,50%,0,1,344.0,40,15,11,29,6,31,0,Daniel Roberts,0,23,34%,26,1,14%,1,0,79.0,9,11,3,18,5,0,4.0
578,Decision - Unanimous,3,900,0,Rich Attonito,0,6,40%,17,0,,0,0,28.0,2,4,0,2,4,0,1,David Branch,0,16,59%,53,4,40%,0,0,739.0,2,6,8,0,14,2,4.0
579,Decision - Unanimous,3,900,1,Rich Attonito,1,25,31%,46,0,0%,0,0,195.0,15,2,8,14,1,10,0,Rafael Natal,0,28,27%,51,2,22%,0,0,96.0,14,5,9,26,1,1,4.0
580,KO/TKO,2,565,1,Rich Attonito,0,24,36%,38,1,33%,0,0,116.0,21,1,2,12,1,11,0,Jamie Yager,0,29,39%,31,0,0%,0,0,0.0,17,1,11,24,4,1,4.0
617,Decision - Unanimous,3,900,1,Abu Azaitar,0,48,37%,135,1,100%,0,1,198.0,33,11,4,30,5,13,0,Vitor Miranda,0,19,42%,63,3,75%,1,1,297.0,10,3,6,12,3,4,4.0
637,KO/TKO,3,831,1,Ryan Bader,0,86,74%,129,5,100%,1,0,680.0,74,8,4,9,0,77,0,Rogerio Nogueira,0,3,25%,12,0,,0,0,0.0,3,0,0,3,0,0,4.0
638,KO/TKO,2,426,1,Ryan Bader,1,13,38%,15,0,0%,0,0,2.0,12,1,0,13,0,0,0,Ilir Latifi,1,9,30%,11,0,0%,0,0,26.0,6,3,0,6,2,1,4.0
639,KO/TKO,1,86,0,Ryan Bader,0,0,,0,0,0%,0,0,0.0,0,0,0,0,0,0,1,Anthony Johnson,0,11,84%,13,0,,0,0,73.0,11,0,0,0,0,11,4.0
640,Decision - Unanimous,3,900,1,Ryan Bader,0,52,39%,55,1,16%,0,0,64.0,45,6,1,49,3,0,0,Rashad Evans,0,25,22%,27,0,0%,0,0,56.0,17,6,2,23,2,0,4.0
641,Decision - Split,3,900,1,Ryan Bader,0,26,22%,29,1,33%,0,0,45.0,19,4,3,24,1,1,0,Phil Davis,0,35,27%,51,0,0%,0,0,89.0,11,15,9,29,6,0,4.0
642,Decision - Unanimous,5,1500,1,Ryan Bader,0,24,33%,77,9,42%,1,0,610.0,18,3,3,13,2,9,0,Ovince Saint Preux,0,24,26%,30,2,100%,0,0,107.0,17,6,1,20,4,0,4.0
643,Decision - Unanimous,3,900,1,Ryan Bader,0,53,56%,107,7,43%,0,0,500.0,22,16,15,17,10,26,0,Rafael Cavalcante,0,10,27%,20,0,,0,0,31.0,10,0,0,7,3,0,4.0
644,Decision - Unanimous,3,900,1,Ryan Bader,0,70,70%,156,3,100%,0,0,734.0,64,6,0,11,4,55,0,Anthony Perosh,0,9,24%,11,0,0%,0,0,0.0,6,0,3,9,0,0,4.0
645,KO/TKO,1,175,0,Ryan Bader,0,11,40%,16,0,0%,1,0,38.0,9,0,2,5,6,0,1,Glover Teixeira,1,14,58%,20,1,25%,0,0,51.0,13,1,0,4,1,9,4.0
646,Submission,1,50,1,Ryan Bader,1,3,50%,3,0,,1,0,6.0,2,0,1,3,0,0,0,Vladimir Matyushenko,0,0,0%,1,0,,0,0,14.0,0,0,0,0,0,0,4.0
647,KO/TKO,2,392,0,Ryan Bader,0,7,21%,7,0,,0,0,0.0,2,1,4,7,0,0,1,Lyoto Machida,1,21,67%,21,0,,0,0,3.0,8,9,4,19,0,2,4.0
648,Decision - Unanimous,3,900,1,Ryan Bader,0,55,54%,109,4,44%,0,0,527.0,27,9,19,20,10,25,0,Quinton Jackson,0,16,41%,30,1,25%,0,0,21.0,8,6,2,9,6,1,4.0
649,KO/TKO,1,77,1,Ryan Bader,1,6,42%,6,0,,0,0,1.0,6,0,0,6,0,0,0,Jason Brilz,0,1,7%,1,0,,0,0,0.0,1,0,0,1,0,0,4.0
650,Submission,1,116,0,Ryan Bader,0,4,19%,4,0,,0,0,9.0,1,0,3,4,0,0,1,Tito Ortiz,1,6,37%,7,0,,1,0,6.0,4,1,1,5,0,1,4.0
651,Submission,2,560,0,Ryan Bader,0,5,20%,8,0,0%,0,0,0.0,3,0,2,5,0,0,1,Jon Jones,0,20,47%,31,2,100%,3,0,262.0,4,10,6,10,0,10,4.0
652,Decision - Unanimous,3,900,1,Ryan Bader,0,42,33%,66,5,31%,0,0,223.0,30,8,4,24,7,11,0,Rogerio Nogueira,0,28,22%,39,0,,0,0,6.0,21,4,3,25,3,0,4.0
653,KO/TKO,3,730,1,Ryan Bader,1,29,46%,55,3,33%,0,0,276.0,17,5,7,14,10,5,0,Keith Jardine,0,15,20%,18,0,,0,0,0.0,9,2,4,13,2,0,4.0
654,Decision - Unanimous,3,900,1,Ryan Bader,2,52,31%,74,3,75%,0,0,265.0,46,1,5,33,5,14,0,Eric Schafer,0,25,21%,45,0,,1,0,1.0,23,1,1,23,2,0,4.0
655,Decision - Unanimous,3,900,1,Ryan Bader,0,24,42%,87,5,71%,2,0,606.0,17,1,6,9,1,14,0,Carmelo Marrero,0,9,20%,20,0,,0,0,61.0,6,0,3,8,0,1,4.0
656,KO/TKO,1,138,1,Ryan Bader,1,15,50%,15,0,,0,0,4.0,9,2,4,12,0,3,0,Vinny Magalhaes,0,4,20%,4,0,,0,0,0.0,1,3,0,4,0,0,4.0
660,Decision - Unanimous,3,900,0,Ali Bagautinov,0,36,42%,48,2,33%,0,0,169.0,9,17,10,21,12,3,1,Kyoji Horiguchi,0,55,59%,115,4,44%,0,0,272.0,47,4,4,26,27,2,4.0
661,Decision - Unanimous,3,900,1,Ali Bagautinov,0,90,72%,128,5,62%,0,1,507.0,49,29,12,35,3,52,0,Geane Herrera,0,13,52%,40,1,50%,2,0,56.0,13,0,0,1,5,7,4.0
662,Decision - Unanimous,3,900,0,Ali Bagautinov,0,31,25%,31,0,0%,0,0,19.0,22,5,4,30,1,0,1,Joseph Benavidez,0,48,32%,48,0,0%,0,0,0.0,32,10,6,44,4,0,4.0
663,Decision - Unanimous,5,1500,0,Ali Bagautinov,0,36,29%,66,2,16%,0,0,491.0,9,24,3,11,25,0,1,Demetrious Johnson,0,133,61%,164,0,0%,0,0,86.0,51,41,41,59,73,1,4.0
664,Decision - Unanimous,3,900,1,Ali Bagautinov,0,49,53%,86,6,50%,1,0,441.0,30,17,2,19,12,18,0,John Lineker,0,27,50%,52,0,,2,0,21.0,5,21,1,11,10,6,4.0
665,Decision - Unanimous,3,900,1,Ali Bagautinov,0,43,28%,43,1,25%,0,0,34.0,34,7,2,38,4,1,0,Tim Elliott,0,48,30%,72,2,50%,1,0,66.0,28,5,15,41,5,2,4.0
666,KO/TKO,3,808,1,Ali Bagautinov,2,38,55%,46,3,60%,1,0,246.0,29,5,4,12,7,19,0,Marcos Vinicius,0,27,57%,45,0,,0,0,161.0,12,7,8,11,7,9,4.0
781,Submission,3,773,1,Josh Barnett,0,53,64%,112,1,50%,1,1,392.0,40,12,1,13,15,25,0,Andrei Arlovski,0,38,61%,51,1,50%,0,0,142.0,22,11,5,19,16,3,4.0
782,Submission,2,528,0,Josh Barnett,0,35,51%,35,0,0%,0,0,28.0,21,12,2,33,2,0,1,Ben Rothwell,0,35,38%,38,0,,1,0,7.0,24,5,6,35,0,0,4.0
783,Decision - Unanimous,5,1500,1,Josh Barnett,0,146,71%,215,0,,0,0,502.0,92,52,2,51,95,0,0,Roy Nelson,0,60,52%,92,4,40%,0,0,472.0,38,15,7,28,29,3,4.0
784,KO/TKO,1,60,0,Josh Barnett,0,5,71%,6,0,0%,0,0,10.0,2,1,2,4,1,0,1,Travis Browne,0,12,63%,12,0,,0,0,0.0,12,0,0,5,1,6,4.0
785,KO/TKO,1,116,1,Josh Barnett,1,26,68%,33,0,,0,0,71.0,13,13,0,1,25,0,0,Frank Mir,0,9,56%,20,0,,0,0,0.0,6,3,0,0,9,0,4.0
786,Submission,1,131,1,Josh Barnett,0,0,0%,5,2,100%,2,0,120.0,0,0,0,0,0,0,0,Nandor Guelmino,0,0,0%,1,0,0%,0,0,0.0,0,0,0,0,0,0,4.0
787,Decision - Unanimous,5,1500,0,Josh Barnett,0,53,33%,87,0,0%,1,0,102.0,22,25,6,32,21,0,1,Daniel Cormier,0,84,41%,131,4,57%,0,0,455.0,65,13,6,60,15,9,4.0
788,Submission,1,268,1,Josh Barnett,0,21,70%,83,1,50%,1,0,218.0,19,1,1,7,1,13,0,Sergei Kharitonov,0,9,39%,14,0,,0,0,0.0,9,0,0,8,1,0,4.0
789,Submission,2,377,1,Josh Barnett,0,10,66%,46,2,66%,1,0,332.0,9,1,0,1,1,8,0,Brett Rogers,0,2,25%,6,0,,0,0,0.0,1,0,1,2,0,0,4.0
790,KO/TKO,2,575,1,Josh Barnett,0,44,58%,53,0,,1,0,115.0,31,12,1,0,13,31,0,Randy Couture,0,18,85%,33,1,33%,0,0,438.0,13,4,1,0,8,10,4.0
791,KO/TKO,2,565,1,Josh Barnett,0,17,85%,83,2,100%,1,0,328.0,12,3,2,1,4,12,0,Bobby Hoffman,0,6,42%,21,1,50%,1,1,202.0,3,1,2,1,2,3,4.0
792,Submission,1,261,1,Josh Barnett,0,10,58%,21,1,100%,1,0,215.0,10,0,0,0,0,10,0,Semmy Schilt,0,1,100%,4,0,,0,0,32.0,0,0,1,1,0,0,4.0
793,KO/TKO,2,561,0,Josh Barnett,0,39,38%,41,0,,0,0,0.0,17,6,16,29,10,0,1,Pedro Rizzo,1,31,36%,35,0,,0,0,1.0,18,3,10,23,8,0,4.0
794,KO/TKO,2,574,1,Josh Barnett,0,17,70%,44,1,100%,1,0,78.0,10,5,2,1,6,10,0,Gan McGee,0,10,47%,24,2,40%,0,0,442.0,9,0,1,1,2,7,4.0
808,Decision - Unanimous,3,900,0,Dan Barrera,0,12,70%,59,1,8%,0,1,429.0,6,0,6,0,6,6,1,Ben Saunders,0,18,72%,143,0,,4,0,349.0,10,7,1,5,4,9,4.0
839,Decision - Unanimous,3,900,0,Enrique Barzola,0,78,33%,83,1,20%,0,0,38.0,48,21,9,64,6,8,1,Movsar Evloev,0,71,30%,78,4,36%,0,0,132.0,63,3,5,66,4,1,4.0
840,Decision - Split,3,900,1,Enrique Barzola,0,83,34%,88,3,42%,0,0,39.0,51,24,8,82,1,0,0,Bobby Moffett,0,90,38%,98,0,0%,0,0,24.0,56,21,13,88,2,0,4.0
841,Decision - Unanimous,3,900,0,Enrique Barzola,0,52,41%,53,0,0%,0,0,30.0,28,9,15,50,2,0,1,Kevin Aguilar,0,58,23%,58,0,,0,0,0.0,36,20,2,58,0,0,4.0
842,Decision - Unanimous,3,900,1,Enrique Barzola,0,51,54%,89,10,66%,1,0,433.0,33,5,13,27,5,19,0,Brandon Davis,0,29,33%,39,0,0%,0,0,53.0,18,2,9,28,1,0,4.0
843,Decision - Unanimous,3,900,1,Enrique Barzola,0,55,45%,73,5,50%,0,0,274.0,25,13,17,43,0,12,0,Matt Bessette,0,43,29%,55,0,,0,0,0.0,27,15,1,41,2,0,4.0
844,Decision - Unanimous,3,900,1,Enrique Barzola,0,46,31%,94,9,60%,1,0,350.0,33,7,6,36,7,3,0,Gabriel Benitez,0,51,33%,67,0,,0,1,0.0,33,12,6,49,1,1,4.0
845,Decision - Unanimous,3,900,1,Enrique Barzola,0,72,56%,129,7,58%,0,0,426.0,29,12,31,59,5,8,0,Chris Avila,0,29,27%,41,0,,0,0,0.0,24,4,1,24,4,1,4.0
846,Decision - Split,3,900,0,Enrique Barzola,0,55,33%,56,1,11%,0,0,18.0,31,17,7,47,8,0,1,Kyle Bochniak,0,41,29%,41,1,33%,0,0,27.0,15,6,20,38,3,0,4.0
847,Decision - Unanimous,3,900,1,Enrique Barzola,0,38,53%,173,5,55%,0,0,660.0,31,6,1,6,2,30,0,Horacio Gutierrez,0,10,26%,16,0,,0,0,0.0,6,0,4,6,4,0,4.0
866,Submission,1,150,0,Jeff Bedard,0,3,50%,15,0,,0,0,130.0,3,0,0,0,0,3,1,Miguel Torres,0,0,0%,31,0,,1,0,0.0,0,0,0,0,0,0,4.0
867,Decision - Unanimous,3,900,1,Jeff Bedard,0,11,52%,73,4,66%,3,0,598.0,8,3,0,1,0,10,0,Mike French,0,0,0%,16,0,0%,1,2,201.0,0,0,0,0,0,0,4.0
874,Decision - Split,3,900,0,Chase Beebe,0,24,31%,63,5,41%,0,1,436.0,17,3,4,11,4,9,1,Will Ribeiro,0,25,29%,44,1,100%,5,2,75.0,14,9,2,19,4,2,4.0
875,Submission,1,239,0,Chase Beebe,0,11,44%,13,2,100%,0,0,100.0,7,1,3,8,0,3,1,Miguel Torres,0,14,66%,25,0,,2,1,28.0,7,3,4,12,1,1,4.0
876,Decision - Unanimous,5,1500,1,Chase Beebe,0,43,66%,168,0,,4,1,1252.0,31,11,1,6,0,37,0,Rani Yahya,0,9,50%,16,1,16%,5,1,143.0,2,0,7,9,0,0,4.0
877,Decision - Unanimous,5,1500,1,Chase Beebe,0,55,31%,130,5,35%,0,0,629.0,49,6,0,12,4,39,0,Eddie Wineland,1,31,17%,37,0,,2,0,35.0,18,7,6,21,8,2,4.0
882,Submission,3,681,0,Mirsad Bektic,0,13,61%,76,7,77%,0,0,564.0,9,1,3,4,0,9,1,Damon Jackson,0,12,46%,20,0,,7,1,56.0,10,2,0,2,3,7,4.0
883,Decision - Split,3,900,0,Mirsad Bektic,0,17,28%,29,3,30%,1,0,393.0,14,3,0,14,3,0,1,Dan Ige,0,43,48%,64,1,50%,0,0,54.0,27,15,1,28,12,3,4.0
884,KO/TKO,1,265,0,Mirsad Bektic,0,10,15%,10,0,,0,0,0.0,8,1,1,10,0,0,1,Josh Emmett,1,27,51%,33,0,,0,0,29.0,22,3,2,12,0,15,4.0
885,Decision - Split,3,900,1,Mirsad Bektic,0,31,34%,97,2,50%,0,0,515.0,12,15,4,15,14,2,0,Ricardo Lamas,0,34,54%,69,0,0%,2,1,54.0,8,21,5,15,19,0,4.0
886,KO/TKO,1,167,1,Mirsad Bektic,1,12,36%,12,0,,0,0,4.0,7,1,4,9,0,3,0,Godofredo Pepey,0,5,29%,5,0,,0,0,0.0,2,2,1,4,1,0,4.0
887,KO/TKO,3,799,0,Mirsad Bektic,0,60,61%,146,4,40%,0,0,544.0,55,4,1,17,7,36,1,Darren Elkins,1,28,47%,72,0,0%,1,1,82.0,14,10,4,6,10,12,4.0
888,Submission,1,262,1,Mirsad Bektic,0,4,40%,20,4,66%,2,0,201.0,4,0,0,4,0,0,0,Russell Doane,0,6,40%,6,0,,0,0,0.0,3,0,3,4,1,1,4.0
889,KO/TKO,2,330,1,Mirsad Bektic,1,39,56%,78,3,60%,0,0,290.0,38,1,0,8,0,31,0,Lucas Martins,0,7,30%,11,0,,0,0,0.0,7,0,0,7,0,0,4.0
890,Decision - Unanimous,3,900,1,Mirsad Bektic,0,34,60%,154,2,66%,0,0,833.0,33,1,0,5,0,29,0,Paul Redmond,0,2,28%,16,0,0%,0,0,0.0,1,1,0,2,0,0,4.0
891,Decision - Majority,3,900,1,Mirsad Bektic,0,27,30%,80,2,50%,0,1,295.0,25,2,0,18,2,7,0,Chas Skelly,0,19,22%,32,0,0%,0,1,93.0,17,1,1,10,6,3,4.0
998,Decision - Unanimous,3,900,1,Lance Benoist,0,56,54%,81,2,28%,0,0,423.0,43,12,1,32,7,17,0,Bobby Voelker,0,37,39%,74,0,0%,0,2,137.0,19,12,6,26,10,1,4.0
999,Decision - Unanimous,3,900,0,Lance Benoist,1,91,45%,109,0,0%,0,0,44.0,56,20,15,73,7,11,1,Sean Pierson,0,74,46%,112,0,0%,0,0,172.0,51,17,6,65,6,3,4.0
1000,Decision - Split,3,900,0,Lance Benoist,0,35,54%,114,3,42%,0,0,390.0,15,17,3,19,7,9,1,Seth Baczynski,0,25,35%,50,1,20%,0,0,227.0,19,6,0,11,8,6,4.0
1001,Decision - Unanimous,3,900,1,Lance Benoist,0,39,59%,116,1,33%,0,1,294.0,18,14,7,12,9,18,0,Matthew Riddle,0,26,50%,96,4,100%,0,0,417.0,10,15,1,1,8,17,4.0
1018,Decision - Unanimous,3,900,1,Dennis Bermudez,0,63,51%,83,5,55%,2,0,42.0,42,12,9,27,3,33,0,Te Edwards,1,23,41%,24,0,,0,0,522.0,16,3,4,15,4,4,4.0
1019,Decision - Split,3,900,0,Dennis Bermudez,0,42,36%,56,6,42%,0,0,258.0,25,13,4,29,5,8,1,Rick Glenn,0,48,35%,59,0,,1,0,34.0,32,13,3,41,2,5,4.0
1020,Decision - Split,3,900,0,Dennis Bermudez,0,103,52%,133,1,9%,0,0,191.0,56,12,35,91,12,0,1,Andre Fili,0,80,34%,93,4,33%,0,0,50.0,70,5,5,76,4,0,4.0
1021,Decision - Split,3,900,0,Dennis Bermudez,0,69,43%,101,1,16%,0,0,156.0,39,18,12,47,22,0,1,Darren Elkins,0,70,45%,99,3,30%,2,0,246.0,42,24,4,34,33,3,4.0
1022,KO/TKO,1,149,0,Dennis Bermudez,0,20,58%,24,0,0%,0,0,20.0,11,6,3,14,6,0,1,Chan Sung Jung,1,17,48%,19,0,0%,0,0,5.0,16,1,0,12,2,3,4.0
1023,Decision - Unanimous,3,900,1,Dennis Bermudez,0,48,50%,77,5,50%,0,1,426.0,29,5,14,21,2,25,0,Rony Jason,0,9,21%,16,0,,0,0,52.0,6,3,0,7,2,0,4.0
1024,Decision - Unanimous,3,900,1,Dennis Bermudez,0,61,76%,120,4,80%,1,0,260.0,51,5,5,11,7,43,0,Tatsuya Kawajiri,0,12,46%,27,1,14%,0,1,446.0,7,3,2,9,1,2,4.0
