Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
1893,KO/TKO,1,85,1,Danny Castillo,0,8,88%,9,1,100%,0,0,75.0,6,2,0,0,0,8,0,Will Kerr,0,3,75%,4,0,,3,0,0.0,3,0,0,0,0,3,4.0
1894,Decision - Unanimous,3,900,1,Danny Castillo,0,32,74%,50,3,27%,0,0,784.0,12,8,12,6,11,15,0,Dustin Poirier,0,8,44%,15,0,,5,0,8.0,5,1,2,3,2,3,4.0
1895,KO/TKO,1,137,0,Danny Castillo,0,5,50%,7,1,100%,0,0,28.0,0,0,5,2,3,0,1,Anthony Pettis,1,4,23%,5,0,,0,0,2.0,4,0,0,1,0,3,4.0
1896,Submission,3,812,0,Danny Castillo,0,19,27%,50,2,50%,0,0,271.0,15,2,2,10,0,9,1,Shane Roller,0,24,32%,61,2,40%,1,0,199.0,18,5,1,14,3,7,4.0
1897,KO/TKO,2,555,1,Danny Castillo,1,25,26%,27,0,0%,0,0,16.0,12,6,7,17,3,5,0,Ricardo Lamas,0,27,36%,31,0,,0,0,13.0,12,4,11,23,4,0,4.0
1898,Decision - Split,3,900,1,Danny Castillo,0,25,44%,46,8,88%,0,0,,17,7,1,7,14,4,0,Phil Cardella,1,24,47%,164,0,,4,0,,10,9,5,9,15,0,4.0
1899,KO/TKO,2,474,1,Danny Castillo,0,28,31%,45,0,0%,0,0,,16,4,8,8,7,13,0,Rafael Dias,0,10,16%,15,1,16%,0,0,,8,2,0,6,4,0,4.0
1900,Submission,1,90,0,Danny Castillo,0,1,20%,8,1,100%,0,0,46.0,1,0,0,0,0,1,1,Donald Cerrone,0,1,33%,1,0,,1,0,0.0,0,1,0,0,1,0,4.0
1902,KO/TKO,2,537,1,Jenna Castillo,1,29,56%,68,1,100%,0,0,307.0,15,13,1,13,16,0,0,Charlene Gellner,0,18,42%,49,0,0%,1,0,16.0,9,6,3,13,5,0,4.0
1903,Decision - Split,3,900,1,Nick Catone,0,31,41%,34,5,45%,0,0,251.0,16,1,14,20,4,7,0,Tom Watson,0,50,33%,54,0,,0,0,4.0,20,5,25,42,6,2,4.0
1904,Submission,2,364,0,Nick Catone,0,10,62%,14,1,50%,0,1,199.0,6,1,3,1,4,5,1,TJ Waldburger,1,13,76%,14,1,20%,4,0,79.0,10,2,1,3,3,7,4.0
1905,TKO - Doctor's Stoppage,3,711,0,Nick Catone,0,14,32%,32,2,22%,0,0,157.0,10,2,2,8,4,2,1,Chris Camozzi,0,34,49%,55,0,,0,0,48.0,19,4,11,26,8,0,4.0
1906,Decision - Unanimous,3,900,1,Nick Catone,0,31,52%,79,3,37%,0,0,518.0,22,4,5,11,9,11,0,Constantinos Philippou,0,23,46%,44,0,,0,0,0.0,13,8,2,15,6,2,4.0
1907,Decision - Split,3,900,1,Nick Catone,0,32,31%,65,2,22%,0,0,98.0,15,9,8,19,12,1,0,Jesse Forbes,0,32,20%,40,0,0%,0,0,68.0,18,14,0,14,18,0,4.0
1908,Decision - Split,3,900,0,Nick Catone,0,38,46%,55,3,50%,1,0,190.0,21,14,3,14,11,13,1,Mark Munoz,0,53,51%,75,2,16%,2,1,248.0,34,11,8,19,21,13,4.0
1909,Submission,2,525,0,Nick Catone,0,19,51%,37,3,100%,0,0,331.0,14,4,1,8,0,11,1,Tim Credeur,0,9,23%,10,0,,7,0,24.0,6,2,1,7,2,0,4.0
1910,Submission,2,375,1,Nick Catone,0,21,87%,62,4,100%,2,0,277.0,21,0,0,1,3,17,0,Derek Downey,0,2,100%,2,1,16%,0,0,62.0,0,2,0,0,2,0,4.0
1928,KO/TKO,2,520,0,Magnus Cedenblad,0,36,43%,78,3,100%,0,0,270.0,25,6,5,25,0,11,1,Jack Marshman,2,42,46%,50,0,,0,0,13.0,33,7,2,32,0,10,4.0
1929,KO/TKO,2,347,1,Magnus Cedenblad,1,21,47%,21,0,,0,0,1.0,16,5,0,16,5,0,0,Garreth McLellan,0,12,36%,12,0,,0,0,0.0,2,1,9,12,0,0,4.0
1930,Decision - Unanimous,3,900,1,Magnus Cedenblad,0,23,67%,179,3,50%,0,0,588.0,10,5,8,10,11,2,0,Scott Askham,1,42,82%,86,0,0%,0,0,151.0,16,12,14,16,24,2,4.0
1931,Submission,2,599,1,Magnus Cedenblad,0,17,54%,58,3,60%,1,1,387.0,6,8,3,8,7,2,0,Krzysztof Jotko,0,15,60%,63,0,0%,0,1,116.0,10,3,2,10,5,0,4.0
1932,Submission,1,57,1,Magnus Cedenblad,0,4,30%,4,0,,1,0,8.0,3,1,0,4,0,0,0,Jared Hamman,0,3,37%,3,0,0%,0,0,1.0,0,0,3,3,0,0,4.0
1933,Submission,2,402,0,Magnus Cedenblad,0,11,78%,39,0,,1,1,133.0,10,0,1,4,0,7,1,Francis Carmont,0,28,93%,53,2,100%,1,1,218.0,27,1,0,2,0,26,4.0
2021,Decision - Unanimous,3,900,1,Michael Chiesa,0,9,17%,54,6,75%,0,0,613.0,6,2,1,9,0,0,0,Rafael Dos Anjos,0,14,38%,23,0,0%,0,0,41.0,2,4,8,14,0,0,4.0
2022,Decision - Unanimous,3,900,1,Michael Chiesa,0,47,70%,98,5,83%,0,1,709.0,46,1,0,4,5,38,0,Diego Sanchez,0,7,63%,23,1,50%,0,0,144.0,1,0,6,1,2,4,4.0
2023,Submission,2,356,1,Michael Chiesa,0,10,45%,16,4,80%,1,0,252.0,8,2,0,2,2,6,0,Carlos Condit,0,5,20%,20,0,,1,1,18.0,2,2,1,2,2,1,4.0
2024,Submission,2,352,0,Michael Chiesa,0,12,46%,19,2,33%,0,0,158.0,4,7,1,8,3,1,1,Anthony Pettis,0,9,40%,13,0,,2,0,64.0,3,4,2,7,1,1,4.0
2025,Submission,1,277,0,Michael Chiesa,0,4,44%,9,0,,0,0,8.0,3,1,0,2,0,2,1,Kevin Lee,0,22,73%,37,1,100%,1,0,213.0,19,1,2,3,0,19,4.0
2026,Submission,2,380,1,Michael Chiesa,0,11,21%,12,1,50%,2,0,76.0,7,1,3,9,2,0,0,Beneil Dariush,0,27,50%,27,1,25%,0,0,60.0,11,4,12,24,3,0,4.0
2027,Submission,2,477,1,Michael Chiesa,0,13,43%,33,2,100%,1,0,253.0,11,1,1,3,0,10,0,Jim Miller,0,7,46%,19,0,,1,1,147.0,5,2,0,7,0,0,4.0
2028,Decision - Unanimous,3,900,1,Michael Chiesa,0,59,46%,98,4,57%,0,0,321.0,48,9,2,41,7,11,0,Mitch Clarke,0,65,54%,81,0,0%,0,0,156.0,36,14,15,52,13,0,4.0
2029,TKO - Doctor's Stoppage,2,434,0,Michael Chiesa,0,30,52%,42,1,25%,0,0,82.0,14,10,6,19,11,0,1,Joe Lauzon,0,21,51%,42,2,28%,0,1,164.0,17,4,0,10,4,7,4.0
2030,Decision - Unanimous,3,900,1,Michael Chiesa,0,19,27%,121,2,28%,0,0,529.0,14,4,1,10,1,8,0,Francisco Trinaldo,0,13,38%,23,0,,1,0,0.0,7,4,2,11,2,0,4.0
2031,Submission,2,401,1,Michael Chiesa,0,7,36%,9,1,50%,2,1,81.0,5,1,1,7,0,0,0,Colton Smith,0,4,22%,13,2,66%,1,0,191.0,0,3,1,0,4,0,4.0
2032,Submission,2,599,0,Michael Chiesa,1,24,45%,35,2,40%,0,0,162.0,18,5,1,23,1,0,1,Jorge Masvidal,0,24,63%,66,0,,2,0,192.0,15,9,0,17,0,7,4.0
2033,Submission,2,449,1,Michael Chiesa,0,5,10%,9,1,20%,2,0,128.0,3,2,0,3,2,0,0,Anton Kuivanen,0,18,32%,18,0,,0,0,51.0,11,7,0,13,5,0,4.0
2034,Submission,1,167,1,Michael Chiesa,0,9,60%,9,1,33%,1,0,65.0,5,1,3,9,0,0,0,Al Iaquinta,0,8,50%,8,0,,0,0,0.0,6,1,1,8,0,0,4.0
2057,Decision - Split,3,900,0,Ryo Chonan,0,31,41%,53,2,100%,0,3,549.0,27,1,3,13,1,17,1,TJ Grant,0,34,44%,98,3,75%,0,1,203.0,24,5,5,15,13,6,4.0
2058,Decision - Unanimous,3,900,0,Ryo Chonan,0,63,34%,65,0,0%,0,0,0.0,31,20,12,62,0,1,1,Brad Blackburn,1,79,26%,84,0,0%,0,0,22.0,48,10,21,76,1,2,4.0
2059,Decision - Split,3,900,1,Ryo Chonan,0,23,39%,72,0,,0,0,460.0,11,7,5,6,2,15,0,Roan Carneiro,0,18,47%,68,2,33%,1,1,319.0,16,1,1,6,2,10,4.0
2060,Decision - Unanimous,3,900,0,Ryo Chonan,0,35,40%,57,0,,0,1,110.0,15,13,7,18,17,0,1,Karo Parisyan,0,49,44%,117,7,77%,0,0,444.0,45,1,3,19,5,25,4.0
2099,Submission,1,70,0,Laverne Clark,0,1,50%,1,0,,0,0,24.0,1,0,0,1,0,0,1,Fabiano Iha,0,1,33%,1,1,100%,2,0,7.0,0,0,1,1,0,0,4.0
2100,Decision - Majority,3,900,1,Laverne Clark,0,13,28%,138,0,,0,2,315.0,4,9,0,3,4,6,0,Koji Oishi,0,1,25%,13,3,27%,0,0,305.0,1,0,0,0,0,1,4.0
2101,TKO - Doctor's Stoppage,1,81,1,Laverne Clark,1,6,100%,6,0,,0,0,,3,3,0,3,1,2,0,Fabiano Iha,0,0,0%,0,0,,2,0,,0,0,0,0,0,0,4.0
2102,KO/TKO,1,412,1,Laverne Clark,0,15,50%,35,2,100%,0,0,,13,2,0,1,0,14,0,Frank Caracci,0,0,0%,0,0,0%,1,0,,0,0,0,0,0,0,4.0
2103,KO/TKO,1,277,1,Logan Clark,0,23,52%,39,0,,0,1,78.0,19,4,0,5,4,14,0,Scott Harper,0,6,54%,8,1,100%,0,0,109.0,3,1,2,5,0,1,4.0
2104,Decision - Unanimous,3,900,0,Logan Clark,0,11,37%,94,1,100%,4,0,46.0,10,1,0,5,3,3,1,Eric Schambari,0,25,38%,69,3,60%,0,0,776.0,22,3,0,4,0,21,4.0
2105,KO/TKO,3,863,1,Logan Clark,0,34,49%,142,0,,1,0,391.0,24,9,1,2,20,12,0,Blas Avena,0,24,52%,35,2,100%,0,0,333.0,15,5,4,9,6,9,4.0
2106,Decision - Unanimous,3,900,1,Logan Clark,0,40,72%,183,0,,2,1,229.0,27,11,2,2,14,24,0,Steve Byrnes,0,18,51%,45,3,60%,4,1,538.0,16,2,0,1,3,14,4.0
2111,Decision - Unanimous,3,900,1,Devin Clark,0,79,63%,150,1,10%,0,0,158.0,23,56,0,21,57,1,0,Alonzo Menifield,0,39,45%,54,0,0%,0,0,522.0,31,6,2,13,26,0,4.0
2112,Decision - Unanimous,3,900,1,Devin Clark,0,39,72%,122,3,75%,0,0,606.0,19,13,7,9,3,27,0,Dequan Townsend,0,6,16%,37,0,,0,0,0.0,4,2,0,2,4,0,4.0
2113,Submission,2,421,0,Devin Clark,0,17,45%,22,2,66%,0,0,38.0,8,7,2,11,6,0,1,Ryan Spann,0,17,35%,17,0,0%,1,0,68.0,14,3,0,8,9,0,4.0
2114,Decision - Unanimous,3,900,1,Devin Clark,0,40,42%,90,2,18%,0,0,172.0,26,5,9,28,11,1,0,Darko Stosic,0,26,47%,50,1,33%,0,0,310.0,23,3,0,12,11,3,4.0
2115,KO/TKO,1,245,0,Devin Clark,1,19,61%,24,0,0%,0,0,50.0,15,0,4,3,9,7,1,Aleksandar Rakic,1,31,68%,33,0,0%,0,0,66.0,12,10,9,11,10,10,4.0
2116,Decision - Unanimous,3,900,1,Devin Clark,0,50,78%,167,7,63%,0,0,685.0,30,12,8,17,19,14,0,Mike Rodriguez,0,40,60%,66,0,,0,0,38.0,17,21,2,11,27,2,4.0
2117,Submission,2,482,0,Devin Clark,0,15,34%,31,0,0%,0,0,25.0,6,1,8,10,5,0,1,Jan Blachowicz,0,33,75%,50,1,100%,1,0,161.0,14,14,5,21,7,5,4.0
2118,Decision - Unanimous,3,900,1,Devin Clark,0,68,64%,159,4,57%,0,0,465.0,42,17,9,20,11,37,0,Jake Collier,0,36,50%,52,0,0%,1,0,132.0,17,11,8,15,20,1,4.0
2119,Decision - Unanimous,3,900,1,Devin Clark,0,47,45%,115,1,16%,0,0,280.0,35,6,6,40,7,0,0,Josh Stansbury,0,36,54%,83,0,0%,2,0,231.0,21,9,6,23,13,0,4.0
2120,KO/TKO,1,297,0,Devin Clark,1,14,70%,30,1,100%,1,0,165.0,7,7,0,8,3,3,1,Alex Nicholson,1,18,58%,20,0,,0,0,1.0,6,5,7,12,3,3,4.0
2148,Decision - Unanimous,3,900,0,Josh Clopton,0,5,38%,57,0,,0,0,199.0,4,1,0,3,0,2,1,Rani Yahya,0,14,35%,135,2,28%,1,1,503.0,13,1,0,4,0,10,4.0
2149,Decision - Unanimous,3,900,0,Josh Clopton,0,43,69%,84,4,66%,0,0,465.0,18,13,12,17,20,6,1,Steven Siler,0,72,54%,133,0,0%,2,0,23.0,36,30,6,22,50,0,4.0
2150,KO/TKO,2,310,0,Brian Cobb,0,0,0%,70,2,50%,0,0,108.0,0,0,0,0,0,0,1,Terry Etim,1,19,44%,19,1,100%,0,0,24.0,8,1,10,17,0,2,4.0
2165,Submission,2,369,0,Mark Coleman,0,10,47%,16,0,,0,0,0.0,8,1,1,9,1,0,1,Randy Couture,0,44,65%,68,1,100%,1,0,217.0,41,2,1,20,16,8,4.0
2166,Decision - Unanimous,3,900,1,Mark Coleman,0,20,55%,59,3,33%,0,0,589.0,18,2,0,4,0,16,0,Stephan Bonnar,0,26,43%,68,0,,3,1,161.0,23,3,0,2,4,20,4.0
2167,KO/TKO,3,876,0,Mark Coleman,0,31,44%,71,7,77%,0,0,370.0,26,4,1,12,7,12,1,Mauricio Rua,2,62,60%,106,1,50%,2,0,209.0,34,19,9,39,17,6,4.0
2168,Decision - Split,2,480,0,Mark Coleman,0,25,47%,58,2,33%,0,0,,23,0,2,7,0,18,1,Pedro Rizzo,0,16,55%,29,0,,0,0,,9,0,7,15,1,0,4.0
2169,KO/TKO,2,338,0,Mark Coleman,0,26,53%,54,3,37%,0,0,,23,1,2,6,6,14,1,Pete Williams,1,22,52%,36,0,,1,0,,13,2,7,14,6,2,4.0
2170,Decision - Unanimous,3,780,0,Mark Coleman,0,19,44%,47,2,28%,2,0,,19,0,0,2,0,17,1,Maurice Smith,0,55,84%,129,0,,0,1,,34,1,20,36,0,19,4.0
2171,Submission,1,177,1,Mark Coleman,0,4,33%,12,0,,2,0,,4,0,0,2,0,2,0,Dan Severn,0,2,50%,16,0,0%,0,0,,2,0,0,2,0,0,4.0
2172,KO/TKO,1,140,1,Mark Coleman,0,9,90%,21,1,100%,0,0,,9,0,0,0,0,9,0,Brian Johnston,0,3,60%,3,0,,0,0,,0,0,3,3,0,0,4.0
2173,Submission,1,45,1,Mark Coleman,0,7,100%,8,1,100%,2,0,,7,0,0,1,0,6,0,Julian Sanchez,0,0,,0,0,,0,0,,0,0,0,0,0,0,4.0
2174,KO/TKO,1,663,1,Mark Coleman,0,34,56%,71,3,60%,2,0,,30,4,0,2,4,28,0,Don Frye,0,1,16%,17,0,0%,0,1,,1,0,0,1,0,0,4.0
2175,Submission,1,420,1,Mark Coleman,0,33,68%,51,2,100%,0,0,,33,0,0,2,19,12,0,Gary Goodridge,0,3,42%,8,0,,0,0,,1,1,1,0,3,0,4.0
2176,KO/TKO,1,163,1,Mark Coleman,0,25,83%,33,1,50%,0,0,,20,5,0,0,0,25,0,Moti Horenstein,0,0,0%,19,0,,0,0,,0,0,0,0,0,0,4.0
2216,Decision - Unanimous,3,900,1,Tristan Connelly,0,64,51%,151,0,0%,1,0,343.0,51,7,6,23,14,27,0,Michel Pereira,0,32,42%,56,2,40%,0,0,183.0,13,17,2,23,9,0,4.0
2243,Decision - Unanimous,5,1500,0,Daniel Cormier,0,105,57%,145,1,50%,0,0,53.0,70,11,24,95,10,0,1,Stipe Miocic,1,115,61%,171,0,0%,0,0,352.0,67,31,17,101,14,0,4.0
2244,KO/TKO,4,1149,0,Daniel Cormier,0,181,68%,230,1,33%,0,0,181.0,162,9,10,139,21,21,1,Stipe Miocic,1,123,53%,135,1,33%,0,0,91.0,86,27,10,102,19,2,4.0
2245,Submission,2,434,1,Daniel Cormier,0,19,76%,42,4,100%,1,0,310.0,16,2,1,4,1,14,0,Derrick Lewis,0,4,30%,5,0,,0,0,0.0,2,1,1,4,0,0,4.0
2246,KO/TKO,1,273,1,Daniel Cormier,1,25,67%,31,0,,0,0,6.0,20,1,4,19,2,4,0,Stipe Miocic,0,24,47%,29,1,100%,0,0,80.0,15,6,3,19,5,0,4.0
2247,KO/TKO,2,420,1,Daniel Cormier,0,32,52%,84,2,66%,1,0,103.0,30,1,1,24,3,5,0,Volkan Oezdemir,0,38,46%,42,0,,0,0,7.0,23,11,4,33,5,0,4.0
2249,Submission,2,517,1,Daniel Cormier,0,36,87%,85,1,50%,1,0,253.0,29,4,3,1,21,14,0,Anthony Johnson,0,22,61%,22,1,33%,0,0,158.0,6,8,8,12,10,0,4.0
2250,Decision - Unanimous,3,900,1,Daniel Cormier,0,33,51%,153,3,100%,0,0,633.0,27,2,4,15,0,18,0,Anderson Silva,0,17,39%,30,0,,0,0,0.0,9,4,4,16,1,0,4.0
2251,Decision - Split,5,1500,1,Daniel Cormier,0,140,49%,219,1,20%,0,0,210.0,111,11,18,86,48,6,0,Alexander Gustafsson,1,120,47%,130,1,14%,0,0,58.0,88,23,9,102,15,3,4.0
2252,Submission,3,759,1,Daniel Cormier,0,23,56%,70,3,37%,3,0,557.0,20,2,1,5,3,15,0,Anthony Johnson,1,23,46%,28,1,50%,0,0,43.0,18,3,2,15,7,1,4.0
2253,Decision - Unanimous,5,1500,0,Daniel Cormier,0,58,35%,78,1,12%,0,0,94.0,40,11,7,35,22,1,1,Jon Jones,0,92,51%,126,3,60%,0,0,410.0,43,34,15,51,40,1,4.0
2254,Submission,3,833,1,Daniel Cormier,0,50,62%,131,3,100%,2,0,676.0,35,15,0,4,0,46,0,Dan Henderson,0,6,33%,12,0,0%,0,0,4.0,1,3,2,3,2,1,4.0
2255,KO/TKO,1,79,1,Daniel Cormier,1,18,48%,20,0,,0,0,9.0,16,2,0,4,5,9,0,Patrick Cummins,0,8,36%,8,0,0%,0,0,0.0,5,1,2,7,1,0,4.0
2256,Decision - Unanimous,3,900,1,Daniel Cormier,0,74,50%,83,3,60%,0,0,232.0,50,13,11,59,12,3,0,Roy Nelson,0,17,20%,26,0,,0,0,1.0,11,1,5,16,1,0,4.0
2257,Decision - Unanimous,3,900,1,Daniel Cormier,0,59,61%,102,0,0%,0,0,454.0,27,23,9,10,49,0,0,Frank Mir,0,24,40%,53,0,,0,0,18.0,5,14,5,13,10,1,4.0
2258,KO/TKO,2,542,1,Daniel Cormier,0,53,60%,87,4,66%,0,0,393.0,51,1,1,8,4,41,0,Dion Staring,0,8,44%,16,0,,0,0,5.0,2,6,0,3,4,1,4.0
2259,Decision - Unanimous,5,1500,1,Daniel Cormier,0,84,41%,131,4,57%,0,0,455.0,65,13,6,60,15,9,0,Josh Barnett,0,53,33%,87,0,0%,1,0,102.0,22,25,6,32,21,0,4.0
2260,KO/TKO,1,236,1,Daniel Cormier,2,15,57%,22,0,,0,0,91.0,13,1,1,12,0,3,0,Antonio Silva,0,6,24%,9,0,0%,0,0,2.0,3,3,0,6,0,0,4.0
2261,Decision - Unanimous,3,900,1,Daniel Cormier,0,86,41%,110,0,0%,0,0,235.0,50,17,19,63,23,0,0,Jeff Monson,0,15,18%,19,0,0%,0,0,6.0,15,0,0,12,3,0,4.0
2262,Decision - Unanimous,3,900,1,Daniel Cormier,0,30,51%,118,3,33%,0,0,,13,12,5,19,4,7,0,Devin Cole,0,10,25%,63,0,,0,0,,2,6,2,6,4,0,4.0
2263,KO/TKO,1,62,1,Daniel Cormier,0,10,66%,10,1,50%,0,0,8.0,10,0,0,1,0,9,0,Jason Riley,0,0,0%,0,0,,0,0,11.0,0,0,0,0,0,0,4.0
2264,KO/TKO,1,79,1,Daniel Cormier,1,3,42%,4,0,,0,0,,2,0,1,2,0,1,0,John Devine,0,2,18%,2,0,,0,0,,0,2,0,1,1,0,4.0
2265,KO/TKO,2,519,1,Daniel Cormier,0,24,53%,104,0,0%,0,0,,17,5,2,11,3,10,0,Gary Frazier,0,13,39%,16,0,0%,0,0,,12,1,0,12,1,0,4.0
2282,Decision - Unanimous,3,900,1,Tracy Cortez,0,20,47%,66,3,60%,0,0,598.0,11,3,6,9,0,11,0,Stephanie Egger,0,10,31%,27,1,16%,0,1,127.0,6,0,4,8,2,0,4.0
2283,Decision - Unanimous,3,900,1,Tracy Cortez,0,79,56%,155,2,22%,0,0,527.0,53,16,10,46,12,21,0,Vanessa Melo,0,40,32%,76,0,,0,0,2.0,32,7,1,32,6,2,4.0
2320,KO/TKO,2,365,0,Randy Couture,0,5,21%,5,0,0%,0,0,6.0,4,1,0,5,0,0,1,Lyoto Machida,1,15,31%,17,0,,0,0,2.0,9,3,3,13,1,1,4.0
2321,Submission,1,199,1,Randy Couture,0,8,72%,41,1,100%,2,0,182.0,7,1,0,0,0,8,0,James Toney,0,0,,4,0,,0,0,0.0,0,0,0,0,0,0,4.0
2322,Submission,2,369,1,Randy Couture,0,44,65%,68,1,100%,1,0,217.0,41,2,1,20,16,8,0,Mark Coleman,0,10,47%,16,0,,0,0,0.0,8,1,1,9,1,0,4.0
2323,Decision - Unanimous,3,900,1,Randy Couture,0,39,53%,59,1,10%,0,0,539.0,19,9,11,6,33,0,0,Brandon Vera,1,27,52%,44,1,50%,0,0,145.0,10,10,7,15,10,2,4.0
2324,Decision - Unanimous,3,900,0,Randy Couture,0,42,40%,65,0,0%,0,1,207.0,40,0,2,25,10,7,1,Antonio Rodrigo Nogueira,2,27,28%,133,0,,3,2,335.0,21,4,2,25,1,1,4.0
2325,KO/TKO,2,487,0,Randy Couture,0,11,57%,17,1,33%,0,0,186.0,6,1,4,3,8,0,1,Brock Lesnar,1,31,73%,68,2,50%,0,0,170.0,21,6,4,5,12,14,4.0
2326,KO/TKO,3,697,1,Randy Couture,0,63,72%,82,3,30%,0,0,541.0,50,2,11,5,43,15,0,Gabriel Gonzaga,0,11,28%,12,0,0%,1,0,3.0,6,4,1,4,7,0,4.0
2327,Decision - Unanimous,5,1500,1,Randy Couture,1,73,52%,138,7,70%,0,0,951.0,57,13,3,40,2,31,0,Tim Sylvia,0,25,23%,39,0,,0,0,45.0,22,3,0,15,5,5,4.0
2328,KO/TKO,2,388,0,Randy Couture,0,7,29%,7,1,33%,0,0,56.0,6,0,1,6,1,0,1,Chuck Liddell,1,19,37%,27,0,,0,0,0.0,18,0,1,14,1,4,4.0
2329,Submission,3,652,1,Randy Couture,0,27,58%,40,4,66%,3,0,427.0,10,16,1,3,5,19,0,Mike van Arsdale,0,8,20%,9,1,11%,0,0,69.0,7,0,1,5,3,0,4.0
2330,KO/TKO,1,126,0,Randy Couture,0,9,37%,9,0,,0,0,2.0,8,0,1,8,1,0,1,Chuck Liddell,1,13,50%,15,0,,0,0,2.0,12,0,1,11,0,2,4.0
2331,TKO - Doctor's Stoppage,3,900,1,Randy Couture,0,50,70%,131,2,50%,0,0,846.0,40,3,7,1,16,33,0,Vitor Belfort,0,3,50%,10,0,,2,0,1.0,1,2,0,0,2,1,4.0
2332,TKO - Doctor's Stoppage,1,49,0,Randy Couture,0,1,50%,1,0,,0,0,0.0,0,0,1,1,0,0,1,Vitor Belfort,0,1,100%,1,0,,0,0,27.0,1,0,0,1,0,0,4.0
2333,Decision - Unanimous,5,1500,1,Randy Couture,0,88,64%,194,8,66%,0,0,1273.0,65,11,12,1,16,71,0,Tito Ortiz,0,16,53%,34,2,33%,0,0,129.0,3,11,2,1,14,1,4.0
2334,KO/TKO,3,759,1,Randy Couture,0,46,52%,56,4,80%,1,0,202.0,39,3,4,27,11,8,0,Chuck Liddell,0,22,37%,35,0,0%,0,1,124.0,11,0,11,12,10,0,4.0
2335,KO/TKO,5,1384,0,Randy Couture,0,39,50%,75,5,100%,0,1,530.0,32,5,2,9,5,25,1,Ricco Rodriguez,0,39,48%,128,4,80%,1,0,665.0,34,4,1,7,2,30,4.0
2336,KO/TKO,2,575,0,Randy Couture,0,18,85%,33,1,33%,0,0,438.0,13,4,1,0,8,10,1,Josh Barnett,0,44,58%,53,0,,1,0,115.0,31,12,1,0,13,31,4.0
2337,KO/TKO,3,802,1,Randy Couture,0,41,78%,98,3,60%,0,0,348.0,27,1,13,18,4,19,0,Pedro Rizzo,0,13,38%,20,1,100%,0,0,3.0,8,1,4,9,4,0,4.0
2338,Decision - Unanimous,5,1500,1,Randy Couture,0,69,58%,147,3,20%,0,0,478.0,51,3,15,28,20,21,0,Pedro Rizzo,1,42,38%,76,0,,0,0,256.0,27,3,12,29,7,6,4.0
2339,KO/TKO,3,853,1,Randy Couture,0,28,68%,71,1,100%,1,0,177.0,17,8,3,0,14,14,0,Kevin Randleman,0,15,78%,47,2,100%,1,0,531.0,8,6,1,3,6,6,4.0
2340,Decision - Majority,3,780,1,Randy Couture,0,19,61%,54,3,100%,1,0,,19,0,0,0,0,19,0,Maurice Smith,0,9,52%,18,0,,0,0,,5,1,3,7,1,1,4.0
2341,KO/TKO,1,496,1,Randy Couture,0,34,79%,77,1,100%,1,0,,31,3,0,2,22,10,0,Vitor Belfort,0,6,28%,13,0,0%,0,0,,6,0,0,1,5,0,4.0
2342,KO/TKO,1,193,1,Randy Couture,0,16,84%,25,1,100%,0,0,,15,1,0,0,0,16,0,Steven Graham,0,0,,1,0,,0,0,,0,0,0,0,0,0,4.0
2343,Submission,1,56,1,Randy Couture,0,1,100%,1,1,100%,1,0,,1,0,0,0,0,1,0,Tony Halme,0,0,,0,0,,0,0,,0,0,0,0,0,0,4.0
2354,KO/TKO,5,1279,1,Colby Covington,0,78,54%,232,3,37%,0,0,721.0,47,22,9,43,19,16,0,Tyron Woodley,0,34,40%,67,1,100%,0,0,14.0,14,15,5,26,8,0,4.0
2355,KO/TKO,5,1450,0,Colby Covington,0,143,36%,143,0,,0,0,0.0,103,28,12,143,0,0,1,Kamaru Usman,2,175,48%,175,0,,0,0,11.0,116,53,6,156,5,14,4.0
2356,Decision - Unanimous,5,1500,1,Colby Covington,0,179,34%,201,10,55%,0,0,523.0,128,20,31,154,25,0,0,Robbie Lawler,0,78,46%,82,0,,0,0,0.0,61,10,7,66,12,0,4.0
2357,Decision - Unanimous,5,1500,1,Colby Covington,0,99,33%,142,7,38%,0,0,757.0,54,14,31,90,8,1,0,Rafael Dos Anjos,0,105,53%,130,3,50%,0,0,134.0,54,37,14,70,32,3,4.0
2358,Decision - Unanimous,3,900,1,Colby Covington,0,88,27%,121,0,,0,0,104.0,65,1,22,81,4,3,0,Demian Maia,0,53,35%,59,0,0%,0,0,2.0,53,0,0,51,2,0,4.0
2359,Decision - Unanimous,3,900,1,Colby Covington,0,47,44%,92,8,53%,0,0,610.0,18,12,17,27,18,2,0,Dong Hyun Kim,0,19,35%,64,2,50%,0,0,68.0,16,2,1,15,2,2,4.0
2360,Decision - Unanimous,3,900,1,Colby Covington,0,76,53%,96,12,70%,0,0,547.0,56,12,8,59,10,7,0,Bryan Barberena,0,41,36%,100,0,,0,0,0.0,29,2,10,34,5,2,4.0
