Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
1672,KO/TKO,3,687,0,Brian Camozzi,0,47,25%,48,0,,0,0,0.0,29,9,9,47,0,0,1,Chad Laprise,1,76,42%,78,1,100%,0,0,32.0,31,33,12,64,5,7,2.0
1675,KO/TKO,1,233,0,Mike Campbell,0,5,25%,10,1,100%,0,0,55.0,2,3,0,3,0,2,1,Danillo Villefort,0,7,35%,36,1,100%,1,1,70.0,3,2,2,6,0,1,2.0
1677,Submission,2,482,0,Shane Campbell,0,16,61%,34,0,0%,0,0,65.0,2,6,8,13,3,0,1,Erik Koch,0,14,35%,22,2,50%,1,0,256.0,11,2,1,10,3,1,2.0
1682,KO/TKO,3,664,0,Wagner Campos,0,17,41%,58,2,100%,0,0,392.0,5,4,8,17,0,0,1,Marcos Vinicius,0,28,48%,46,0,,0,0,2.0,20,6,2,21,6,1,2.0
1691,Decision - Unanimous,3,900,1,Aleksa Camur,0,80,48%,88,1,50%,0,0,0.0,40,24,16,62,17,1,0,Justin Ledet,0,44,33%,60,0,,0,0,74.0,34,10,0,38,6,0,2.0
1698,Submission,3,710,0,Chico Camus,0,23,56%,34,1,33%,0,1,378.0,12,4,7,15,3,5,1,Dustin Kimura,0,16,28%,26,0,,5,1,56.0,13,3,0,9,2,5,2.0
1704,KO/TKO,1,133,0,Luiz Cane,1,4,25%,6,0,0%,0,0,65.0,3,0,1,3,1,0,1,Cyrille Diabate,1,17,80%,19,0,,0,1,10.0,13,2,2,14,1,2,2.0
1709,DQ,1,111,0,Luiz Cane,0,9,45%,10,1,100%,0,0,12.0,6,2,1,8,0,1,1,James Irvin,0,5,26%,5,0,0%,0,0,1.0,2,1,2,5,0,0,2.0
1711,Submission,2,391,0,Guido Cannetti,0,24,57%,37,2,50%,0,0,166.0,11,8,5,8,8,8,1,Marlon Vera,1,24,68%,36,2,100%,2,0,81.0,13,10,1,3,17,4,2.0
1720,KO/TKO,1,175,0,Jared Cannonier,0,6,28%,10,0,,0,0,0.0,4,0,2,6,0,0,1,Dominick Reyes,1,20,38%,21,0,0%,0,0,0.0,7,5,8,19,1,0,2.0
1722,KO/TKO,3,728,1,Jared Cannonier,0,84,56%,86,1,100%,0,0,34.0,75,5,4,57,18,9,0,Nick Roehrick,0,28,17%,29,0,,0,0,14.0,22,6,0,25,3,0,2.0
1730,Decision - Unanimous,3,900,0,Steve Cantwell,0,35,22%,36,0,0%,0,0,0.0,16,14,5,34,1,0,1,Brian Stann,0,44,24%,50,0,0%,0,0,6.0,16,11,17,41,3,0,2.0
1733,KO/TKO,2,541,1,Steve Cantwell,0,52,46%,60,0,0%,0,0,137.0,39,11,2,27,25,0,0,Brian Stann,0,27,29%,39,0,,0,0,25.0,18,3,6,15,8,4,2.0
1744,Decision - Unanimous,3,900,0,Bryan Caraway,0,39,30%,46,2,25%,0,0,59.0,26,6,7,34,5,0,1,Raphael Assuncao,0,75,56%,83,2,33%,0,0,41.0,39,11,25,56,18,1,2.0
1761,Decision - Unanimous,3,900,0,Chris Cariaso,0,26,28%,64,1,100%,1,0,81.0,15,11,0,6,11,9,1,Jussier Formiga,0,10,38%,33,4,50%,0,0,530.0,5,1,4,5,0,5,2.0
1788,KO/TKO,2,320,0,Francis Carmont,0,18,35%,18,0,0%,0,0,27.0,9,2,7,16,2,0,1,Thales Leites,1,18,41%,19,0,0%,0,0,51.0,11,3,4,12,5,1,2.0
1796,Decision - Unanimous,3,900,1,Francis Carmont,1,51,68%,82,3,50%,0,0,284.0,23,20,8,16,23,12,0,Chris Camozzi,0,22,46%,56,0,0%,1,0,360.0,9,4,9,13,9,0,2.0
1804,Decision - Unanimous,3,900,0,Liz Carmouche,0,43,50%,65,1,100%,0,0,18.0,21,7,15,39,4,0,1,Alexis Davis,0,50,29%,69,1,100%,0,0,188.0,22,7,21,38,11,1,2.0
1806,Submission,1,289,0,Liz Carmouche,0,4,66%,22,0,,1,0,52.0,4,0,0,3,1,0,1,Ronda Rousey,0,7,50%,41,1,100%,1,0,227.0,6,1,0,1,2,4,2.0
1838,KO/TKO,1,228,1,Shane Carwin,1,49,77%,74,0,0%,0,0,153.0,31,1,17,1,33,15,0,Frank Mir,0,3,30%,3,0,,0,0,3.0,2,1,0,2,1,0,2.0
1839,KO/TKO,1,69,1,Shane Carwin,1,4,40%,4,0,,0,0,2.0,4,0,0,2,0,2,0,Gabriel Gonzaga,0,5,62%,7,1,100%,0,0,29.0,5,0,0,3,1,1,2.0
1855,KO/TKO,2,437,0,Kevin Casey,0,14,63%,64,0,0%,2,0,193.0,9,5,0,0,3,11,1,Josh Samman,1,36,58%,55,0,,0,0,137.0,13,21,2,1,30,5,2.0
1859,Decision - Unanimous,3,900,0,Cortney Casey,0,73,41%,73,0,,0,0,0.0,41,6,26,72,1,0,1,Cynthia Calvillo,0,82,42%,82,0,0%,0,0,58.0,41,17,24,79,3,0,2.0
1879,Decision - Split,3,900,0,Danny Castillo,0,57,45%,60,2,33%,0,0,214.0,47,4,6,51,6,0,1,Nik Lentz,0,59,44%,72,3,50%,2,0,94.0,38,16,5,50,9,0,2.0
1882,Decision - Split,3,900,0,Danny Castillo,0,23,21%,30,2,25%,1,1,569.0,23,0,0,21,0,2,1,Tony Ferguson,0,23,28%,71,0,,1,1,7.0,10,3,10,22,0,1,2.0
1943,KO/TKO,2,325,1,Henry Cejudo,1,34,58%,39,2,100%,0,0,45.0,24,7,3,24,2,8,0,Wilson Reis,0,5,20%,5,0,0%,0,0,0.0,4,0,1,5,0,0,2.0
1948,Decision - Unanimous,3,900,1,Henry Cejudo,0,50,53%,111,6,85%,1,0,569.0,28,21,1,19,12,19,0,Chris Cariaso,0,22,30%,41,0,,0,0,42.0,11,10,1,17,5,0,2.0
1963,KO/TKO,2,360,0,Donald Cerrone,0,30,46%,30,0,0%,0,0,0.0,10,7,13,30,0,0,1,Jorge Masvidal,2,58,56%,58,0,,0,0,6.0,36,17,5,43,9,6,2.0
1999,Submission,3,837,0,Luan Chagas,2,41,40%,44,1,25%,0,0,152.0,27,8,6,30,2,9,1,Erick Silva,1,55,47%,62,0,,2,1,190.0,41,8,6,36,2,17,2.0
2023,Submission,2,356,1,Michael Chiesa,0,10,45%,16,4,80%,1,0,252.0,8,2,0,2,2,6,0,Carlos Condit,0,5,20%,20,0,,1,1,18.0,2,2,1,2,2,1,2.0
2048,KO/TKO,1,93,1,Dooho Choi,1,18,69%,18,0,,0,0,7.0,17,1,0,13,1,4,0,Sam Sicilia,0,8,42%,8,0,0%,0,0,0.0,6,0,2,8,0,0,2.0
2050,Decision - Unanimous,3,900,1,SeungWoo Choi,1,95,50%,158,0,,0,0,409.0,66,26,3,48,25,22,0,Suman Mokhtarian,0,33,41%,67,0,0%,0,0,29.0,14,8,11,29,2,2,2.0
2073,KO/TKO,1,29,0,Joachim Christensen,0,1,33%,1,0,0%,0,0,0.0,1,0,0,1,0,0,1,Dominick Reyes,1,13,81%,13,0,,0,0,6.0,10,2,1,7,0,6,2.0
2087,Decision - Unanimous,3,900,1,Hannah Cifers,0,70,42%,112,1,100%,1,0,11.0,39,12,19,61,7,2,0,Jodie Esquibel,0,43,33%,69,3,37%,0,0,195.0,29,14,0,36,5,2,2.0
2095,Submission,1,278,1,Misha Cirkunov,0,8,44%,13,2,66%,1,1,40.0,6,2,0,6,2,0,0,Nikita Krylov,0,16,55%,26,1,50%,0,0,93.0,5,6,5,12,4,0,2.0
2100,Decision - Majority,3,900,1,Laverne Clark,0,13,28%,138,0,,0,2,315.0,4,9,0,3,4,6,0,Koji Oishi,0,1,25%,13,3,27%,0,0,305.0,1,0,0,0,0,1,2.0
2119,Decision - Unanimous,3,900,1,Devin Clark,0,47,45%,115,1,16%,0,0,280.0,35,6,6,40,7,0,0,Josh Stansbury,0,36,54%,83,0,0%,2,0,231.0,21,9,6,23,13,0,2.0
2128,Decision - Unanimous,3,900,0,Mitch Clarke,0,65,54%,81,0,0%,0,0,156.0,36,14,15,52,13,0,1,Michael Chiesa,0,59,46%,98,4,57%,0,0,321.0,48,9,2,41,7,11,2.0
2157,KO/TKO,3,619,0,John Cofer,0,36,35%,39,2,50%,0,0,52.0,20,11,5,31,5,0,1,Justin Lawrence,1,54,34%,59,1,33%,0,0,53.0,44,8,2,46,5,3,2.0
2192,Submission,1,190,0,Wes Combs,0,4,33%,17,0,,0,0,1.0,3,0,1,2,2,0,1,Mike Nickels,0,22,59%,41,3,100%,1,0,156.0,12,10,0,1,8,13,2.0
2201,KO/TKO,4,954,1,Carlos Condit,1,100,42%,147,0,0%,2,1,76.0,68,15,17,81,17,2,0,Martin Kampmann,0,35,36%,43,6,40%,0,0,323.0,29,6,0,25,6,4,2.0
2250,Decision - Unanimous,3,900,1,Daniel Cormier,0,33,51%,153,3,100%,0,0,633.0,27,2,4,15,0,18,0,Anderson Silva,0,17,39%,30,0,,0,0,0.0,9,4,4,16,1,0,2.0
2251,Decision - Split,5,1500,1,Daniel Cormier,0,140,49%,219,1,20%,0,0,210.0,111,11,18,86,48,6,0,Alexander Gustafsson,1,120,47%,130,1,14%,0,0,58.0,88,23,9,102,15,3,2.0
2258,KO/TKO,2,542,1,Daniel Cormier,0,53,60%,87,4,66%,0,0,393.0,51,1,1,8,4,41,0,Dion Staring,0,8,44%,16,0,,0,0,5.0,2,6,0,3,4,1,2.0
2286,KO/TKO,2,458,1,Paulo Costa,1,75,64%,76,0,,0,0,8.0,39,33,3,66,8,1,0,Uriah Hall,0,58,47%,58,0,0%,0,0,3.0,45,8,5,54,4,0,2.0
2365,Submission,3,806,1,Colby Covington,0,23,37%,97,5,41%,1,0,503.0,13,7,3,13,5,5,0,Wagner Silva,0,16,27%,23,0,,0,0,2.0,8,4,4,13,2,1,2.0
2395,KO/TKO,1,48,0,Tim Credeur,0,11,45%,11,0,,0,0,0.0,9,0,2,11,0,0,1,Ed Herman,1,11,57%,11,0,,0,0,3.0,11,0,0,6,1,4,2.0
