Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
610,Decision - Unanimous,3,900,0,Julia Avila,0,34,39%,66,1,100%,0,0,114.0,26,4,4,32,1,1,1,Sijara Eubanks,0,53,49%,107,3,42%,3,1,612.0,46,7,0,25,0,28,2.0
616,Decision - Split,3,900,1,Jessin Ayari,0,70,40%,72,0,0%,0,0,11.0,48,8,14,65,5,0,0,Jim Wallhead,1,47,34%,53,0,,0,0,34.0,31,5,11,44,1,2,2.0
620,Decision - Unanimous,3,900,1,Hunter Azure,1,42,75%,75,5,62%,0,0,482.0,29,5,8,24,5,13,0,Cole Smith,0,31,38%,69,2,40%,3,0,193.0,16,8,7,20,5,6,2.0
622,Decision - Unanimous,3,900,1,Hunter Azure,0,41,34%,55,0,0%,0,1,29.0,25,11,5,33,6,2,0,Brad Katona,0,21,35%,40,3,25%,0,0,382.0,18,2,1,17,4,0,2.0
625,Submission,1,255,1,Niklas Backstrom,0,5,41%,6,0,,2,0,39.0,3,1,1,2,1,2,0,Tom Niinimaki,0,7,63%,11,2,28%,0,0,168.0,4,3,0,2,3,2,2.0
626,KO/TKO,1,8,0,Seth Baczynski,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,1,Leon Edwards,1,3,100%,3,0,,0,0,2.0,3,0,0,1,0,2,2.0
642,Decision - Unanimous,5,1500,1,Ryan Bader,0,24,33%,77,9,42%,1,0,610.0,18,3,3,13,2,9,0,Ovince Saint Preux,0,24,26%,30,2,100%,0,0,107.0,17,6,1,20,4,0,2.0
645,KO/TKO,1,175,0,Ryan Bader,0,11,40%,16,0,0%,1,0,38.0,9,0,2,5,6,0,1,Glover Teixeira,1,14,58%,20,1,25%,0,0,51.0,13,1,0,4,1,9,2.0
658,KO/TKO,2,318,1,Miguel Baeza,2,37,50%,42,0,,0,0,57.0,21,5,11,29,1,7,0,Matt Brown,0,33,54%,33,0,,0,0,10.0,25,8,0,21,12,0,2.0
662,Decision - Unanimous,3,900,0,Ali Bagautinov,0,31,25%,31,0,0%,0,0,19.0,22,5,4,30,1,0,1,Joseph Benavidez,0,48,32%,48,0,0%,0,0,0.0,32,10,6,44,4,0,2.0
664,Decision - Unanimous,3,900,1,Ali Bagautinov,0,49,53%,86,6,50%,1,0,441.0,30,17,2,19,12,18,0,John Lineker,0,27,50%,52,0,,2,0,21.0,5,21,1,11,10,6,2.0
665,Decision - Unanimous,3,900,1,Ali Bagautinov,0,43,28%,43,1,25%,0,0,34.0,34,7,2,38,4,1,0,Tim Elliott,0,48,30%,72,2,50%,1,0,66.0,28,5,15,41,5,2,2.0
667,Decision - Split,3,900,0,Mehdi Baghdad,1,60,31%,64,0,0%,0,0,7.0,32,8,20,54,3,3,1,John Makdessi,0,84,55%,110,0,0%,0,0,105.0,31,27,26,79,3,2,2.0
675,Decision - Unanimous,3,900,0,Siyar Bahadurzada,0,5,20%,25,0,,0,0,2.0,4,0,1,4,0,1,1,Dong Hyun Kim,0,23,39%,182,3,50%,1,0,674.0,16,6,1,6,0,17,2.0
683,Decision - Split,3,900,1,Bryan Baker,0,21,50%,75,0,,2,2,188.0,13,5,3,1,6,14,0,Eric Schambari,0,18,48%,41,3,33%,2,2,649.0,14,4,0,9,0,9,2.0
732,KO/TKO,1,184,1,Maycee Barber,0,34,50%,40,0,,0,0,22.0,31,3,0,15,16,3,0,Gillian Robertson,0,12,42%,15,0,0%,0,0,44.0,8,2,2,11,1,0,2.0
739,Decision - Unanimous,3,900,0,Bryan Barberena,1,44,50%,115,0,,1,0,85.0,28,9,7,17,23,4,1,Leon Edwards,0,23,45%,58,3,50%,3,0,488.0,13,3,7,21,2,0,2.0
752,Decision - Unanimous,3,900,0,Edson Barboza,0,25,32%,25,0,,0,0,0.0,6,11,8,23,2,0,1,Khabib Nurmagomedov,0,89,50%,154,4,30%,0,0,632.0,77,8,4,32,2,55,2.0
767,Decision - Split,3,900,1,Edson Barboza,1,55,28%,55,0,0%,0,0,1.0,29,22,4,49,6,0,0,Ross Pearson,0,60,32%,62,0,0%,0,0,39.0,47,7,6,59,1,0,2.0
778,KO/TKO,1,264,1,Luke Barnatt,0,45,38%,45,0,,0,0,1.0,32,10,3,41,4,0,0,Mats Nilsson,0,25,44%,32,0,,0,0,2.0,15,4,6,25,0,0,2.0
798,Decision - Unanimous,3,900,0,Phil Baroni,0,16,33%,67,2,50%,0,0,207.0,11,5,0,9,1,6,1,Joe Riggs,0,58,54%,75,4,57%,2,0,223.0,34,11,13,38,13,7,2.0
805,KO/TKO,1,179,1,Phil Baroni,0,11,47%,19,0,0%,0,0,51.0,10,0,1,4,0,7,0,Amar Suloev,0,9,60%,9,1,100%,1,0,3.0,7,0,2,7,0,2,2.0
806,Decision - Majority,3,900,0,Phil Baroni,1,32,59%,80,0,0%,2,2,148.0,25,6,1,4,19,9,1,Matt Lindland,0,71,75%,215,4,44%,0,1,623.0,49,9,13,12,26,33,2.0
815,KO/TKO,2,489,0,Alexandre Barros,0,8,40%,13,1,50%,0,0,135.0,1,1,6,4,3,1,1,Martin Kampmann,1,33,63%,51,0,0%,2,0,186.0,26,6,1,4,6,23,2.0
837,KO/TKO,1,156,1,Pat Barry,0,6,46%,6,0,,0,0,39.0,1,1,4,6,0,0,0,Dan Evensen,0,0,0%,0,0,0%,0,0,38.0,0,0,0,0,0,0,2.0
849,KO/TKO,1,116,0,Shayna Baszler,0,1,12%,1,0,0%,0,0,1.0,1,0,0,1,0,0,1,Amanda Nunes,1,15,88%,17,0,,0,0,1.0,8,1,6,13,0,2,2.0
864,Submission,1,172,0,Rudy Bears,0,3,27%,3,0,,0,0,,0,2,1,2,1,0,1,Tyron Woodley,0,4,30%,19,2,100%,1,0,,1,3,0,0,4,0,2.0
881,Submission,3,679,1,Lyle Beerbohm,0,27,67%,87,4,66%,1,0,,20,3,4,6,1,20,0,Ray Perales,0,2,25%,13,0,,0,0,,2,0,0,2,0,0,2.0
905,Submission,1,53,1,Alan Belcher,0,0,0%,0,0,,1,0,0.0,0,0,0,0,0,0,0,Sean Salmon,0,1,100%,1,0,0%,0,0,5.0,0,1,0,0,0,1,2.0
942,Decision - Unanimous,3,900,0,Joey Beltran,0,52,34%,80,1,50%,0,0,56.0,36,11,5,36,9,7,1,Stipe Miocic,0,68,47%,103,4,57%,0,0,365.0,38,9,21,44,12,12,2.0
946,Decision - Unanimous,3,900,1,Joey Beltran,0,97,60%,112,0,,0,1,19.0,93,0,4,74,18,5,0,Tim Hague,0,60,50%,65,2,28%,0,0,158.0,57,1,2,38,10,12,2.0
962,Decision - Unanimous,3,900,1,Joseph Benavidez,0,48,32%,48,0,0%,0,0,0.0,32,10,6,44,4,0,0,Ali Bagautinov,0,31,25%,31,0,0%,0,0,19.0,22,5,4,30,1,0,2.0
963,Decision - Unanimous,3,900,1,Joseph Benavidez,0,63,57%,116,4,66%,0,0,550.0,35,12,16,26,15,22,0,John Moraga,0,42,56%,55,0,0%,0,0,41.0,14,21,7,21,17,4,2.0
991,Decision - Unanimous,3,900,0,Gabriel Benitez,0,51,33%,67,0,,0,1,0.0,33,12,6,49,1,1,1,Enrique Barzola,0,46,31%,94,9,60%,1,0,350.0,33,7,6,36,7,3,2.0
992,Submission,2,380,1,Gabriel Benitez,1,39,38%,39,0,,1,0,17.0,21,4,14,31,2,6,0,Sam Sicilia,0,19,27%,19,0,0%,0,0,0.0,12,4,3,18,1,0,2.0
1085,Decision - Unanimous,3,900,1,Michael Bisping,0,118,44%,119,0,0%,0,0,2.0,89,11,18,115,3,0,0,Yoshihiro Akiyama,0,50,28%,50,0,0%,0,0,0.0,35,7,8,49,1,0,2.0
1093,Decision - Split,3,900,0,Michael Bisping,0,40,41%,52,2,100%,0,0,34.0,23,11,6,25,15,0,1,Rashad Evans,0,23,26%,38,6,37%,0,0,462.0,22,1,0,18,1,4,2.0
1094,Decision - Split,3,900,1,Michael Bisping,0,47,29%,65,0,,0,0,1.0,35,6,6,47,0,0,0,Matt Hamill,0,56,45%,88,6,50%,0,0,248.0,55,1,0,52,1,3,2.0
1135,KO/TKO,2,442,1,Curtis Blaydes,0,25,58%,46,5,100%,0,0,367.0,23,1,1,2,0,23,0,Shamil Abdurakhimov,0,3,37%,3,0,,0,0,0.0,3,0,0,3,0,0,2.0
1154,Submission,1,153,1,Mark Bocek,0,9,50%,24,1,100%,1,0,108.0,7,2,0,0,0,9,0,Dustin Hazelett,0,0,0%,0,0,,0,0,32.0,0,0,0,0,0,0,2.0
1157,Submission,1,297,1,Mark Bocek,0,20,46%,45,1,50%,1,0,240.0,17,2,1,0,4,16,0,David Bielkheden,0,4,80%,5,0,,0,0,22.0,0,1,3,1,3,0,2.0
1166,Decision - Unanimous,3,900,0,Kyle Bochniak,0,23,42%,43,0,,0,0,0.0,13,3,7,22,0,1,1,Jeremy Kennedy,0,41,43%,59,8,57%,0,0,697.0,30,6,5,13,7,21,2.0
1173,KO/TKO,2,346,1,Tim Boetsch,0,41,60%,42,0,,0,0,1.0,19,16,6,30,10,1,0,Johny Hendricks,0,10,22%,10,0,,0,0,0.0,2,2,6,10,0,0,2.0
1202,Decision - Unanimous,1,900,1,Jerry Bohlander,0,18,85%,179,1,100%,0,1,,9,5,4,1,5,12,0,Fabio Gurgel,0,2,66%,15,1,33%,1,0,,1,1,0,1,1,0,2.0
1265,KO/TKO,2,472,0,Roger Bowling,0,27,35%,32,1,100%,0,0,54.0,15,6,6,22,2,3,1,Anthony Njokuani,1,26,56%,28,0,0%,0,0,2.0,15,7,4,22,4,0,2.0
1292,Decision - Unanimous,3,900,1,David Branch,0,15,48%,62,3,30%,0,0,459.0,8,4,3,7,2,6,0,Tomasz Drwal,0,10,23%,19,0,,0,0,83.0,7,2,1,9,1,0,2.0
1321,Submission,1,273,0,Charlie Brenneman,0,3,25%,14,1,14%,0,0,120.0,2,1,0,2,1,0,1,Erick Silva,0,10,71%,11,0,,2,0,33.0,1,9,0,7,3,0,2.0
1338,KO/TKO,1,89,0,Marcus Brimage,0,9,52%,9,0,,0,0,0.0,4,4,1,9,0,0,1,Jimmie Rivera,1,15,55%,15,0,,0,0,1.0,10,3,2,14,0,1,2.0
1346,Submission,1,55,0,Aaron Brink,0,0,0%,0,0,0%,0,0,4.0,0,0,0,0,0,0,1,Andrei Arlovski,0,2,50%,2,1,100%,2,0,13.0,1,0,1,2,0,0,2.0
1348,Submission,1,121,0,Henry Briones,0,0,,9,0,,0,0,0.0,0,0,0,0,0,0,1,Rani Yahya,0,3,75%,14,1,50%,2,0,99.0,1,0,2,2,0,1,2.0
1359,Decision - Unanimous,3,900,0,Jonathan Brookins,0,23,38%,29,1,5%,0,0,519.0,11,9,3,4,19,0,1,Erik Koch,0,40,36%,86,0,,0,0,34.0,23,6,11,24,16,0,2.0
1388,KO/TKO,2,379,1,Matt Brown,1,48,67%,48,1,33%,0,0,81.0,24,15,9,35,9,4,0,Chris Cope,0,20,24%,24,0,,0,0,70.0,8,5,7,16,4,0,2.0
1394,KO/TKO,3,747,1,Matt Brown,1,45,60%,67,0,0%,3,0,165.0,36,8,1,20,6,19,0,James Wilks,0,19,35%,58,1,10%,3,2,371.0,13,1,5,16,3,0,2.0
1406,Submission,1,114,1,Mike Brown,0,0,0%,14,1,100%,1,0,61.0,0,0,0,0,0,0,0,Anthony Morrison,0,2,12%,2,0,,0,0,0.0,0,1,1,2,0,0,2.0
1452,Submission,2,392,1,Junie Browning,0,31,49%,38,2,100%,2,1,186.0,21,5,5,25,3,3,0,David Kaplan,0,12,41%,14,2,100%,1,1,60.0,5,3,4,8,4,0,2.0
1454,Decision - Unanimous,3,900,0,Steve Bruno,0,22,62%,40,1,100%,0,0,23.0,11,1,10,18,4,0,1,Matthew Riddle,0,48,59%,276,4,57%,0,0,671.0,18,24,6,3,17,28,2.0
1462,KO/TKO,1,291,0,Derek Brunson,0,3,21%,9,0,0%,0,0,95.0,2,0,1,2,1,0,1,Israel Adesanya,3,13,56%,15,0,,0,0,10.0,9,3,1,11,2,0,2.0
1466,Decision - Unanimous,3,900,0,Derek Brunson,0,54,53%,118,2,20%,0,0,228.0,36,5,13,33,19,2,1,Anderson Silva,0,43,55%,54,0,,0,0,0.0,28,13,2,30,8,5,2.0
1467,KO/TKO,1,247,0,Derek Brunson,0,19,45%,25,0,0%,0,0,72.0,18,1,0,9,10,0,1,Robert Whittaker,1,33,56%,35,0,,0,0,7.0,30,2,1,20,7,6,2.0
1470,KO/TKO,1,139,1,Derek Brunson,0,27,60%,53,0,0%,0,0,92.0,26,1,0,7,19,1,0,Sam Alvey,0,4,36%,6,0,,0,0,0.0,2,2,0,2,2,0,2.0
1472,Decision - Unanimous,3,900,1,Derek Brunson,0,12,40%,98,4,33%,1,0,642.0,10,2,0,4,2,6,0,Lorenz Larkin,0,20,50%,32,0,,0,0,0.0,7,13,0,15,5,0,2.0
1479,Decision - Unanimous,3,900,0,Justin Buchholz,0,30,23%,36,0,,1,1,144.0,24,2,4,20,7,3,1,Mac Danzig,0,62,49%,146,3,50%,0,1,286.0,45,9,8,45,4,13,2.0
1483,Submission,1,176,0,Justin Buchholz,0,3,30%,3,0,,0,0,0.0,3,0,0,3,0,0,1,Matt Wiman,0,6,66%,24,1,100%,3,0,160.0,5,0,1,1,0,5,2.0
1492,Decision - Split,3,900,0,Mike Budnik,0,11,44%,48,0,,3,3,,8,1,2,3,1,7,1,John Franchi,0,21,55%,85,4,100%,1,0,,13,7,1,5,4,12,2.0
1508,KO/TKO,1,121,0,Modestas Bukauskas,0,7,41%,7,0,,0,0,0.0,2,2,3,7,0,0,1,Jimmy Crute,2,17,70%,18,0,0%,0,0,25.0,8,1,8,14,1,2,2.0
1521,Submission,1,132,0,Joshua Burkman,0,4,30%,4,0,,0,0,6.0,0,0,4,4,0,0,1,Alex Morono,1,7,36%,7,0,,1,0,1.0,2,0,5,7,0,0,2.0
1523,Submission,1,102,0,Joshua Burkman,0,1,100%,1,0,0%,0,0,0.0,0,0,1,1,0,0,1,Michel Prazeres,0,24,70%,34,2,66%,1,0,72.0,24,0,0,4,12,8,2.0
1532,Decision - Majority,3,900,0,Joshua Burkman,0,39,46%,49,1,10%,0,0,344.0,9,3,27,13,26,0,1,Mike Swick,0,54,53%,58,0,,0,0,84.0,11,18,25,20,34,0,2.0
1539,KO/TKO,1,21,1,Joshua Burkman,0,4,80%,4,1,100%,0,0,3.0,3,0,1,1,0,3,0,Sammy Morgan,0,1,50%,1,0,,0,0,0.0,0,1,0,0,1,0,2.0
1566,KO/TKO,2,577,0,Herbert Burns,0,10,45%,35,3,75%,0,0,159.0,6,2,2,5,1,4,1,Daniel Pineda,0,57,76%,173,1,50%,0,1,373.0,50,4,3,8,1,48,2.0
1578,Decision - Unanimous,3,900,0,Murilo Bustamante,0,15,50%,15,2,10%,0,0,53.0,13,1,1,13,1,1,1,Chuck Liddell,1,27,34%,27,0,,0,0,108.0,15,1,11,16,2,9,2.0
1582,KO/TKO,1,38,0,Charles Byrd,0,1,16%,1,0,0%,0,0,3.0,0,0,1,1,0,0,1,Edmen Shahbazyan,1,13,61%,13,0,,0,0,2.0,13,0,0,4,7,2,2.0
1590,Decision - Unanimous,3,900,1,Yan Cabral,1,18,52%,59,4,66%,1,0,729.0,17,0,1,3,0,15,0,David Mitchell,0,5,22%,40,0,0%,1,0,67.0,4,1,0,3,1,1,2.0
1604,Decision - Unanimous,3,900,0,Alex Caceres,0,24,30%,33,0,,0,1,36.0,14,5,5,20,4,0,1,Masanori Kanehara,0,32,46%,102,2,50%,2,0,452.0,29,0,3,20,11,1,2.0
1605,Submission,3,669,0,Alex Caceres,0,20,44%,35,0,,0,0,31.0,10,5,5,13,6,1,1,Urijah Faber,0,20,52%,41,5,41%,1,0,406.0,16,3,1,6,6,8,2.0
1609,Decision - Split,3,900,1,Alex Caceres,0,64,51%,83,0,,0,0,71.0,40,14,10,55,6,3,0,Motonobu Tezuka,0,22,29%,40,2,16%,0,0,224.0,8,1,13,21,1,0,2.0
1610,Submission,2,387,1,Alex Caceres,0,9,75%,16,0,,3,1,13.0,4,4,1,7,1,1,0,Damacio Page,0,7,31%,56,2,100%,0,1,327.0,3,3,1,2,1,4,2.0
1629,Submission,1,90,0,Joanne Calderwood,0,11,45%,13,0,,0,0,16.0,3,2,6,10,1,0,1,Maryna Moroz,0,12,37%,12,0,,1,0,11.0,11,1,0,12,0,0,2.0
1641,KO/TKO,2,596,1,Frank Camacho,0,100,49%,105,0,,0,0,0.0,68,30,2,93,7,0,0,Nick Hein,0,37,46%,45,1,33%,0,0,21.0,20,8,9,36,1,0,2.0
1657,Decision - Unanimous,3,900,1,Chris Camozzi,0,87,59%,112,3,75%,2,0,264.0,65,14,8,69,18,0,0,Tom Watson,0,82,58%,104,1,12%,0,0,108.0,31,29,22,58,24,0,2.0
