,M_NAME,Cluster
0,Anderson Silva,0
1,Andrei Arlovski,0
2,Artem Lobov,0
3,BJ Penn,1
4,Brock Lesnar,0
5,Cain Velasquez,2
6,Carlos Condit,0
7,Chad Mendes,0
8,Cub Swanson,0
9,Daniel Cormier,0
10,Eddie Alvarez,1
11,Frank Mir,0
12,Georges St-Pierre,0
13,Henry Cejudo,1
14,Jon Jones,0
