Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
188,Decision - Split,3,900,0,JJ Aldrich,0,58,40%,69,0,,0,0,3.0,45,10,3,49,9,0,1,Sabina Mazo,0,118,36%,121,0,,0,0,121.0,66,29,23,92,26,0,3.0
194,Decision - Unanimous,3,900,0,JJ Aldrich,0,31,38%,111,0,,0,0,46.0,13,18,0,8,19,4,1,Juliana Lima,0,56,45%,90,4,66%,0,0,424.0,22,20,14,24,24,8,3.0
200,Decision - Unanimous,3,900,0,John Alessio,0,33,37%,82,0,,0,0,12.0,25,3,5,27,6,0,1,Mark Bocek,0,74,69%,117,5,45%,0,0,584.0,50,2,22,20,16,38,3.0
211,Submission,1,293,0,Houston Alexander,0,12,57%,22,0,,0,0,32.0,7,3,2,3,4,5,1,Eric Schafer,0,24,63%,53,1,25%,2,1,196.0,21,3,0,0,3,21,3.0
212,KO/TKO,1,8,0,Houston Alexander,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,1,James Irvin,1,3,75%,3,0,,0,0,2.0,3,0,0,1,0,2,3.0
215,KO/TKO,1,48,1,Houston Alexander,2,17,85%,17,0,,0,0,20.0,14,2,1,1,13,3,0,Keith Jardine,0,5,62%,6,0,,0,0,0.0,4,1,0,3,2,0,3.0
219,Decision - Split,3,900,0,Marcio Alexandre Junior,0,36,45%,60,1,25%,0,0,106.0,23,9,4,25,3,8,1,Tim Means,0,43,63%,53,1,50%,0,0,137.0,24,9,10,34,3,6,3.0
221,TKO - Doctor's Stoppage,2,533,0,Olaf Alfonso,0,5,23%,12,0,,0,0,0.0,2,1,2,3,2,0,1,Alex Karalexis,0,48,51%,91,3,100%,0,0,380.0,44,4,0,7,2,39,3.0
222,Decision - Split,3,900,0,Olaf Alfonso,0,48,47%,73,1,8%,1,0,,29,12,7,40,8,0,1,John Polakowski,0,57,29%,76,0,,0,0,,48,7,2,27,12,18,3.0
232,Decision - Unanimous,3,900,1,Arnold Allen,0,63,48%,68,0,0%,0,0,81.0,58,5,0,61,2,0,0,Nik Lentz,0,49,28%,63,0,0%,0,0,77.0,25,16,8,42,7,0,3.0
236,Decision - Split,3,900,1,Arnold Allen,0,32,43%,75,3,50%,1,0,333.0,27,5,0,16,2,14,0,Makwan Amirkhani,0,17,36%,32,4,33%,3,1,338.0,15,2,0,13,0,4,3.0
248,Submission,2,510,1,Ricardo Almeida,0,15,55%,24,5,45%,1,0,426.0,13,2,0,1,10,4,0,Matt Brown,0,6,60%,23,0,,0,0,16.0,0,3,3,3,3,0,3.0
253,KO/TKO,2,421,0,Ricardo Almeida,0,12,34%,12,1,25%,5,0,45.0,6,1,5,7,5,0,1,Andrei Semenov,1,5,17%,35,0,,0,0,147.0,5,0,0,3,1,1,3.0
257,Decision - Unanimous,3,900,0,Thomas Almeida,0,64,37%,64,0,0%,0,0,2.0,33,17,14,56,8,0,1,Jonathan Martinez,0,73,35%,73,0,,0,0,0.0,53,18,2,69,4,0,3.0
260,KO/TKO,2,397,1,Thomas Almeida,1,41,51%,42,0,,0,0,6.0,30,5,6,41,0,0,0,Albert Morales,0,18,24%,18,1,50%,0,0,36.0,13,2,3,18,0,0,3.0
266,Decision - Unanimous,3,900,0,Ericka Almeida,0,19,43%,57,1,100%,0,0,180.0,12,6,1,4,12,3,1,Aisling Daly,0,59,56%,166,2,40%,0,0,668.0,43,13,3,2,14,43,3.0
279,Decision - Split,3,900,1,Eddie Alvarez,0,31,48%,43,3,27%,0,0,227.0,16,8,7,29,2,0,0,Gilbert Melendez,0,37,28%,93,0,0%,0,0,0.0,33,4,0,36,1,0,3.0
284,Decision - Unanimous,3,900,0,Joel Alvarez,0,38,29%,38,0,,0,0,0.0,26,5,7,37,1,0,1,Damir Ismagulov,0,64,42%,64,0,,0,0,0.0,25,30,9,64,0,0,3.0
299,Decision - Unanimous,3,900,0,Thiago Alves,0,22,27%,39,0,,0,2,121.0,13,2,7,18,2,2,1,Jon Fitch,0,29,43%,70,9,81%,0,0,487.0,15,8,6,13,5,11,3.0
304,TKO - Doctor's Stoppage,2,600,1,Thiago Alves,1,39,43%,48,0,,0,0,32.0,14,7,18,28,9,2,0,Chris Lytle,0,42,32%,88,1,100%,0,0,149.0,23,14,5,29,12,1,3.0
325,Decision - Split,3,900,0,Sam Alvey,0,57,52%,103,0,,0,0,29.0,40,3,14,46,11,0,1,Ryan Spann,0,51,44%,52,2,28%,1,0,181.0,41,10,0,48,3,0,3.0
333,Decision - Unanimous,3,900,0,Sam Alvey,0,27,30%,50,0,,0,0,21.0,22,5,0,20,7,0,1,Thales Leites,0,38,55%,44,1,14%,0,0,98.0,8,6,24,37,1,0,3.0
334,Decision - Unanimous,3,900,1,Sam Alvey,0,36,42%,45,0,0%,0,0,121.0,23,5,8,31,4,1,0,Nate Marquardt,0,28,43%,52,1,50%,0,0,112.0,13,7,8,22,6,0,3.0
335,Decision - Unanimous,3,900,1,Sam Alvey,0,63,45%,65,0,0%,0,0,40.0,39,13,11,62,1,0,0,Alex Nicholson,0,82,45%,82,0,,0,0,0.0,51,16,15,81,1,0,3.0
341,KO/TKO,1,214,1,Sam Alvey,1,4,50%,4,0,,0,0,3.0,4,0,0,2,0,2,0,Cezar Ferreira,0,13,36%,13,0,,0,0,0.0,6,4,3,13,0,0,3.0
342,KO/TKO,1,136,1,Sam Alvey,0,6,85%,9,0,,0,0,2.0,6,0,0,1,0,5,0,Dylan Andrews,0,4,57%,12,2,66%,0,0,81.0,0,1,3,4,0,0,3.0
352,Decision - Unanimous,3,900,0,Makwan Amirkhani,0,11,28%,25,3,50%,0,0,193.0,10,1,0,10,0,1,1,Edson Barboza,2,32,43%,34,0,,1,0,98.0,8,18,6,31,0,1,3.0
361,Decision - Unanimous,3,900,0,Eryk Anders,0,41,42%,73,0,0%,0,0,351.0,19,22,0,23,18,0,1,Krzysztof Jotko,0,66,56%,101,0,0%,0,0,46.0,47,13,6,53,13,0,3.0
362,Decision - Split,3,900,1,Eryk Anders,0,64,35%,64,0,,0,0,9.0,31,14,19,61,2,1,0,Gerald Meerschaert,0,72,35%,72,0,0%,0,0,0.0,56,13,3,71,1,0,3.0
368,Decision - Split,5,1500,0,Eryk Anders,0,32,41%,46,3,27%,0,0,227.0,18,13,1,19,12,1,1,Lyoto Machida,0,62,55%,66,0,,0,0,137.0,18,23,21,49,6,7,3.0
373,KO/TKO,3,613,0,Lowell Anderson,0,9,27%,17,0,0%,0,0,3.0,6,3,0,9,0,0,1,John Lewis,0,20,32%,34,1,100%,0,0,200.0,18,2,0,11,9,0,3.0
375,KO/TKO,1,127,1,Corey Anderson,1,22,56%,26,1,50%,0,0,22.0,21,1,0,5,10,7,0,Johnny Walker,0,1,33%,1,0,,0,0,19.0,0,0,1,1,0,0,3.0
384,Decision - Unanimous,3,900,1,Corey Anderson,0,60,44%,97,6,40%,0,0,512.0,40,15,5,33,17,10,0,Fabio Maldonado,0,26,48%,49,0,,0,0,0.0,16,10,0,13,13,0,3.0
387,Decision - Unanimous,3,900,1,Corey Anderson,0,45,50%,95,7,53%,0,0,528.0,31,13,1,18,24,3,0,Justin Jones,0,28,40%,32,0,0%,1,0,0.0,12,9,7,20,8,0,3.0
389,KO/TKO,1,211,1,Megan Anderson,1,7,50%,32,0,0%,0,1,14.0,6,1,0,5,2,0,0,Norma Dumont,0,5,31%,14,1,33%,0,0,139.0,1,4,0,1,4,0,3.0
399,KO/TKO,1,118,1,Jessica Andrade,1,38,52%,39,0,,0,0,1.0,32,4,2,31,7,0,0,Karolina Kowalkiewicz,0,24,42%,25,0,,0,0,0.0,15,5,4,18,6,0,3.0
400,Decision - Unanimous,3,900,1,Jessica Andrade,0,92,51%,151,10,83%,0,1,435.0,46,43,3,37,17,38,0,Tecia Torres,0,69,46%,88,2,100%,0,0,23.0,54,6,9,61,5,3,3.0
402,Decision - Unanimous,5,1500,0,Jessica Andrade,0,83,38%,94,2,20%,0,0,211.0,51,15,17,58,24,1,1,Joanna Jedrzejczyk,0,225,63%,230,0,,0,0,16.0,101,49,75,193,32,0,3.0
405,KO/TKO,2,476,1,Jessica Andrade,0,117,57%,118,0,,0,0,32.0,90,26,1,78,39,0,0,Jessica Penne,0,27,29%,28,0,0%,0,0,0.0,17,10,0,19,8,0,3.0
416,KO/TKO,1,96,1,Viscardi Andrade,1,12,66%,12,0,,0,0,18.0,9,1,2,8,0,4,0,Bristol Marunde,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,3.0
428,KO/TKO,1,259,1,Magomed Ankalaev,2,21,51%,21,0,,0,0,5.0,17,2,2,14,1,6,0,Ion Cutelaba,0,11,30%,11,0,,0,0,0.0,5,2,4,11,0,0,3.0
429,KO/TKO,1,38,1,Magomed Ankalaev,0,8,66%,8,0,,0,0,0.0,6,1,1,8,0,0,0,Ion Cutelaba,0,5,45%,5,0,,0,0,0.0,3,0,2,5,0,0,3.0
449,Decision - Unanimous,3,900,1,Shinsho Anzai,0,51,53%,97,1,8%,0,0,219.0,36,13,2,22,28,1,0,Luke Jumeau,0,49,51%,53,0,,0,0,123.0,29,7,13,19,30,0,3.0
453,Decision - Unanimous,5,1500,0,Shinya Aoki,0,11,37%,17,0,0%,1,0,9.0,4,7,0,7,2,2,1,Gilbert Melendez,0,69,33%,114,0,,0,0,540.0,46,18,5,22,4,43,3.0
454,Submission,1,223,0,Erik Apple,0,0,0%,5,0,,2,0,4.0,0,0,0,0,0,0,1,Brock Larson,0,2,18%,10,1,100%,2,0,190.0,2,0,0,0,0,2,3.0
468,Decision - Unanimous,3,900,0,Igor Araujo,0,39,47%,48,0,0%,0,0,18.0,11,14,14,34,5,0,1,Sean Strickland,1,71,42%,87,3,100%,2,0,329.0,61,6,4,32,17,22,3.0
470,Decision - Unanimous,3,900,1,Igor Araujo,0,12,32%,138,0,0%,1,1,532.0,7,5,0,2,1,9,0,Danny Mitchell,0,18,52%,70,0,0%,5,0,209.0,9,4,5,6,5,7,3.0
478,Decision - Split,3,900,0,Julio Arce,0,25,21%,46,1,20%,2,0,251.0,16,9,0,23,2,0,1,Sheymon Moraes,2,32,31%,35,0,,0,0,98.0,22,9,1,16,9,7,3.0
499,Decision - Split,3,900,1,Andrei Arlovski,0,12,21%,40,0,0%,0,0,190.0,6,3,3,11,1,0,0,Brendan Schaub,0,30,34%,65,1,20%,0,0,192.0,23,7,0,15,3,12,3.0
507,KO/TKO,1,163,0,Andrei Arlovski,1,11,45%,12,0,,0,0,7.0,7,3,1,9,2,0,1,Tim Sylvia,1,13,43%,13,0,,0,0,4.0,13,0,0,7,0,6,3.0
509,KO/TKO,1,250,1,Andrei Arlovski,0,33,58%,33,0,,0,0,7.0,22,1,10,27,3,3,0,Justin Eilers,0,5,23%,7,0,0%,0,0,0.0,4,0,1,5,0,0,3.0
537,KO/TKO,1,161,1,Cyril Asker,0,19,40%,39,1,100%,0,0,82.0,19,0,0,2,0,17,0,Dmitrii Smoliakov,0,5,50%,28,0,0%,0,0,0.0,2,3,0,5,0,0,3.0
544,Decision - Unanimous,3,900,0,Scott Askham,1,42,82%,86,0,0%,0,0,151.0,16,12,14,16,24,2,1,Magnus Cedenblad,0,23,67%,179,3,50%,0,0,588.0,10,5,8,10,11,2,3.0
559,KO/TKO,3,710,1,Raphael Assuncao,1,46,29%,48,0,,0,0,1.0,24,6,16,45,1,0,0,Matthew Lopez,0,34,36%,36,1,25%,0,0,29.0,16,12,6,34,0,0,3.0
567,Decision - Unanimous,3,900,1,Raphael Assuncao,0,57,36%,60,0,0%,0,0,144.0,28,6,23,45,12,0,0,Mike Easton,0,30,19%,34,0,0%,0,0,1.0,7,3,20,29,1,0,3.0
570,KO/TKO,1,152,0,Raphael Assuncao,0,9,45%,9,0,,0,0,0.0,3,3,3,9,0,0,1,Erik Koch,1,4,22%,5,0,,0,0,2.0,2,1,1,4,0,0,3.0
572,Decision - Split,3,900,0,Raphael Assuncao,0,34,29%,39,2,40%,0,0,38.0,20,6,8,27,7,0,1,Diego Nunes,0,37,29%,37,0,,0,0,23.0,11,8,18,34,3,0,3.0
578,Decision - Unanimous,3,900,0,Rich Attonito,0,6,40%,17,0,,0,0,28.0,2,4,0,2,4,0,1,David Branch,0,16,59%,53,4,40%,0,0,739.0,2,6,8,0,14,2,3.0
612,Decision - Unanimous,3,900,1,Julia Avila,1,49,40%,66,0,0%,0,0,346.0,30,11,8,28,17,4,0,Pannie Kianzad,0,33,39%,39,1,50%,0,0,164.0,26,3,4,25,7,1,3.0
644,Decision - Unanimous,3,900,1,Ryan Bader,0,70,70%,156,3,100%,0,0,734.0,64,6,0,11,4,55,0,Anthony Perosh,0,9,24%,11,0,0%,0,0,0.0,6,0,3,9,0,0,3.0
647,KO/TKO,2,392,0,Ryan Bader,0,7,21%,7,0,,0,0,0.0,2,1,4,7,0,0,1,Lyoto Machida,1,21,67%,21,0,,0,0,3.0,8,9,4,19,0,2,3.0
682,Decision - Unanimous,3,900,0,Bryan Baker,0,6,50%,14,0,,0,0,0.0,1,5,0,1,1,4,1,Chael Sonnen,0,70,60%,148,5,100%,0,0,866.0,51,18,1,2,3,65,3.0
688,KO/TKO,1,60,1,Oluwale Bamgbose,1,8,40%,8,0,,0,0,5.0,6,0,2,3,0,5,0,Daniel Sarafian,0,0,,0,0,,0,0,0.0,0,0,0,0,0,0,3.0
699,KO/TKO,3,721,1,Tae Hyun Bang,2,34,31%,40,0,0%,0,2,95.0,32,2,0,29,0,5,0,Kajan Johnson,0,29,31%,29,4,44%,0,1,105.0,22,5,2,26,2,1,3.0
703,Decision - Unanimous,3,900,0,Antonio Banuelos,1,45,28%,72,0,0%,0,0,45.0,33,6,6,38,4,3,1,Scott Jorgensen,2,93,49%,128,0,0%,3,0,189.0,78,9,6,68,10,15,3.0
716,Decision - Unanimous,3,900,0,Renan Barao,0,19,22%,65,2,66%,0,0,274.0,10,6,3,9,2,8,1,Aljamain Sterling,0,71,58%,112,1,100%,0,0,339.0,41,15,15,36,7,28,3.0
736,KO/TKO,3,774,0,Bryan Barberena,0,47,46%,122,0,,0,0,59.0,15,11,21,29,15,3,1,Randy Brown,1,89,58%,91,0,,0,0,158.0,44,31,14,59,30,0,3.0
741,Decision - Unanimous,3,900,0,Bryan Barberena,0,41,36%,100,0,,0,0,0.0,29,2,10,34,5,2,1,Colby Covington,0,76,53%,96,12,70%,0,0,547.0,56,12,8,59,10,7,3.0
745,KO/TKO,3,804,1,Bryan Barberena,1,63,51%,106,0,,0,0,144.0,50,7,6,32,10,21,0,Joe Ellenberger,0,24,40%,35,3,60%,0,0,138.0,13,8,3,12,10,2,3.0
755,Decision - Unanimous,3,900,1,Edson Barboza,0,73,44%,73,0,,0,0,0.0,27,15,31,73,0,0,0,Anthony Pettis,0,48,36%,48,0,0%,0,0,0.0,35,5,8,48,0,0,3.0
769,KO/TKO,3,626,1,Edson Barboza,2,43,62%,44,2,100%,0,0,312.0,16,3,24,43,0,0,0,Mike Lullo,0,12,26%,68,0,0%,1,0,10.0,9,1,2,12,0,0,3.0
771,Decision - Unanimous,3,900,1,Raoni Barcelos,0,42,42%,52,2,40%,0,0,159.0,16,8,18,32,5,5,0,Said Nurmagomedov,0,55,31%,77,0,0%,0,0,14.0,24,10,21,49,2,4,3.0
786,Submission,1,131,1,Josh Barnett,0,0,0%,5,2,100%,2,0,120.0,0,0,0,0,0,0,0,Nandor Guelmino,0,0,0%,1,0,0%,0,0,0.0,0,0,0,0,0,0,3.0
817,Decision - Split,3,900,0,Francimar Barroso,0,74,57%,74,0,,0,0,0.0,38,18,18,74,0,0,1,Gian Villante,0,74,35%,74,0,,0,0,0.0,57,11,6,74,0,0,3.0
821,Submission,2,491,0,Francimar Barroso,0,22,61%,34,2,28%,0,0,100.0,17,3,2,12,9,1,1,Nikita Krylov,0,58,65%,115,0,0%,1,1,244.0,33,18,7,12,27,19,3.0
822,Decision - Unanimous,3,900,1,Francimar Barroso,0,57,60%,90,1,10%,0,0,194.0,34,7,16,49,5,3,0,Elvis Mutapcic,0,38,31%,65,0,,0,0,0.0,22,14,2,25,6,7,3.0
834,Submission,3,870,0,Pat Barry,2,25,37%,26,0,,0,0,4.0,11,0,14,24,1,0,1,Mirko Filipovic,1,42,42%,113,0,0%,2,0,267.0,26,10,6,26,12,4,3.0
840,Decision - Split,3,900,1,Enrique Barzola,0,83,34%,88,3,42%,0,0,39.0,51,24,8,82,1,0,0,Bobby Moffett,0,90,38%,98,0,0%,0,0,24.0,56,21,13,88,2,0,3.0
856,KO/TKO,2,401,1,Mario Bautista,1,18,26%,18,0,,0,0,4.0,18,0,0,9,0,9,0,Miles Johns,0,13,29%,13,0,,0,0,0.0,11,0,2,13,0,0,3.0
861,Decision - Unanimous,3,900,0,Chris Beal,0,39,28%,61,2,50%,0,1,283.0,26,9,4,22,4,13,1,Neil Seery,0,56,36%,106,1,33%,4,2,47.0,50,1,5,34,8,14,3.0
872,KO/TKO,2,360,1,Johnny Bedford,2,34,56%,45,1,100%,0,0,197.0,27,4,3,16,3,15,0,Marcos Vinicius,0,4,26%,5,0,,1,0,0.0,2,0,2,3,1,0,3.0
876,Decision - Unanimous,5,1500,1,Chase Beebe,0,43,66%,168,0,,4,1,1252.0,31,11,1,6,0,37,0,Rani Yahya,0,9,50%,16,1,16%,5,1,143.0,2,0,7,9,0,0,3.0
878,Submission,1,93,0,Lyle Beerbohm,0,1,50%,2,0,,0,0,36.0,0,0,1,0,1,0,1,Shinya Aoki,0,2,100%,2,1,100%,1,0,41.0,0,2,0,2,0,0,3.0
879,Decision - Unanimous,3,900,0,Lyle Beerbohm,0,20,45%,74,2,18%,0,2,,10,5,5,14,5,1,1,Pat Healy,0,47,53%,90,1,25%,2,1,,27,17,3,22,20,5,3.0
894,Decision - Unanimous,3,871,0,Alan Belcher,0,29,19%,29,0,0%,0,0,0.0,11,7,11,29,0,0,1,Michael Bisping,0,93,41%,94,0,,0,0,8.0,64,3,26,92,1,0,3.0
897,KO/TKO,1,228,1,Alan Belcher,0,25,64%,52,0,,0,0,177.0,24,1,0,0,1,24,0,Jason MacDonald,0,2,28%,5,0,0%,0,0,25.0,0,2,0,0,2,0,3.0
899,KO/TKO,1,183,1,Alan Belcher,1,21,37%,26,0,,0,0,4.0,19,2,0,17,2,2,0,Wilson Gouveia,0,29,32%,30,0,,0,0,0.0,28,0,1,29,0,0,3.0
902,Decision - Split,3,900,1,Alan Belcher,0,54,60%,67,0,,0,0,144.0,29,8,17,39,15,0,0,Ed Herman,0,43,33%,86,5,41%,2,0,289.0,33,9,1,24,9,10,3.0
912,KO/TKO,2,463,0,Vitor Belfort,0,8,30%,9,0,,0,0,0.0,5,3,0,6,2,0,1,Gegard Mousasi,0,57,50%,65,1,25%,0,0,92.0,41,4,12,29,14,14,3.0
914,KO/TKO,1,127,1,Vitor Belfort,1,6,54%,6,0,,0,0,7.0,5,1,0,1,2,3,0,Dan Henderson,0,3,100%,3,0,,0,0,0.0,0,0,3,3,0,0,3.0
918,KO/TKO,2,387,1,Vitor Belfort,1,18,33%,19,0,,0,0,6.0,12,6,0,12,1,5,0,Michael Bisping,0,14,21%,14,0,0%,0,0,0.0,8,0,6,14,0,0,3.0
921,KO/TKO,1,112,1,Vitor Belfort,2,12,48%,12,0,,0,0,9.0,11,0,1,3,3,6,0,Yoshihiro Akiyama,0,1,11%,1,0,,0,0,0.0,0,0,1,1,0,0,3.0
923,KO/TKO,1,182,1,Vitor Belfort,0,9,40%,9,0,,0,0,4.0,7,0,2,5,0,4,0,Rich Franklin,0,4,21%,4,0,0%,0,0,0.0,0,2,2,4,0,0,3.0
