,M_NAME,Cluster
0,Anderson Silva,0
1,Andrei Arlovski,0
2,Artem Lobov,0
3,BJ Penn,2
4,Brock Lesnar,2
5,Cain Velasquez,3
6,Carlos Condit,0
7,Chad Mendes,0
8,Cub Swanson,0
9,Daniel Cormier,2
10,Eddie Alvarez,1
11,Frank Mir,0
12,Georges St-Pierre,2
13,Henry Cejudo,2
14,Jon Jones,2
