,Unnamed: 0,ROUNDS,TIME,M_RES,M_KD,M_SUB_ATT,M_REV,M_CTRL,OP_RES,OP_KD,OP_SUB_ATT,OP_REV,OP_CTRL,M_SIG_STR_SUCC,M_SIG_STR_TOTAL,M_TOTAL_STR_SUCC,M_TOTAL_STR_TOTAL,M_TD_SUCC,M_TD_TOTAL,M_HEAD_SUCC,M_HEAD_TOTAL,M_BODY_SUCC,M_BODY_TOTAL,M_LEG_SUCC,M_LEG_TOTAL,M_DIST_SUCC,M_DIST_TOTAL,M_CLIN_SUCC,M_CLIN_TOTAL,M_GROUND_SUCC,M_GROUND_TOTAL,OP_SIG_STR_SUCC,OP_SIG_STR_TOTAL,OP_TOTAL_STR_SUCC,OP_TOTAL_STR_TOTAL,OP_TD_SUCC,OP_TD_TOTAL,OP_HEAD_SUCC,OP_HEAD_TOTAL,OP_BODY_SUCC,OP_BODY_TOTAL,OP_LEG_SUCC,OP_LEG_TOTAL,OP_DIST_SUCC,OP_DIST_TOTAL,OP_CLIN_SUCC,OP_CLIN_TOTAL,OP_GROUND_SUCC,OP_GROUND_TOTAL
M_HEAD_TOTAL,-0.06607491681729193,0.665342288652961,0.6799607294546683,0.03720962913040556,-0.05667750083986984,-0.15844292200011287,-0.031877200003792364,0.06443752325743962,-0.03720962913040556,-0.03971840145242317,-0.06312643621242436,-0.042257962375107955,-0.02066487322682917,0.8799588216196471,0.9765768097579842,0.7119516507077639,0.9200165138897415,0.08573955468046526,0.1884971373261329,0.884171118246403,1.0,0.5478511508754016,0.5914804787074562,0.4377433469628273,0.4254995694460992,0.8723499186161422,0.9445369139279056,0.2752736510800813,0.31674871310434655,0.08880304176513043,0.09808181278330173,0.6945537137987597,0.7869899256642882,0.5588416930544587,0.7358273959782045,0.03372618358333988,0.2118297272962708,0.6531924424144104,0.7765960324132684,0.5011287838347658,0.5587904832225037,0.4472052387807439,0.4363103240504585,0.7510004300542548,0.805349001870116,0.22259247457838613,0.2533660569101563,-0.06372563743309322,-0.0693556902247939
M_BODY_SUCC,0.02831941792388507,0.5474370704241149,0.5594719564528688,0.023852069405101203,-0.08018751886619732,-0.09341116977238172,-0.007698974187110333,0.12799256280472154,-0.023852069405101203,-0.05679246019712997,-0.04536434976693091,-0.031718082850991106,0.10425961001046545,0.7367323554569009,0.661121154728304,0.6494869593422112,0.6585678099876106,0.08065567195575424,0.14386404798283314,0.5295002965619334,0.5478511508754016,1.0,0.9514066033367096,0.4010250093313574,0.38997786759812586,0.644685790902758,0.593657364934707,0.5910349703258501,0.5616282952035576,0.05115788512922697,0.034166005514123916,0.5119609735883601,0.5291882601611697,0.46060565994788494,0.5244718567363397,0.0787129535210736,0.24062984742447482,0.46186888715894203,0.5034504398021027,0.44448721263604635,0.4634757183996255,0.30857997237592816,0.3009815761901857,0.4934983473861808,0.5070550075297312,0.3637847223317768,0.37662879984456926,-0.005385350850231159,-0.008766229242703321
M_BODY_TOTAL,0.0035704238111556098,0.5846467222993375,0.5978738697482427,-0.010557799268492827,-0.09557458462561434,-0.10951429661813362,-0.019478583338918613,0.07279267587044325,0.010557799268492827,-0.05391382758927123,-0.05551075212984848,-0.04751543872552198,0.0833509783570781,0.733789026362339,0.7169892469760095,0.6187259432300515,0.6920961656764602,0.0516598940803326,0.14968108782638176,0.5180940038447472,0.5914804787074562,0.9514066033367096,1.0,0.46872824797837176,0.4726556449338241,0.6814410368034965,0.6704344405045015,0.5183996847830343,0.5131949828545342,-0.009922502604783454,-0.020690334219233407,0.5552822588599093,0.5898788651634715,0.48321785270506346,0.5736753177079943,0.08043490097287906,0.23625307990958425,0.4986752358612394,0.5608445251942968,0.47100306168584005,0.5046734817351674,0.351751489292206,0.3509861607456463,0.5491587727736402,0.5734490802971035,0.3407852458335895,0.3600098800591199,-0.008719417451778568,-0.009505498388589665
M_LEG_SUCC,-0.031344512110888234,0.45885136595169246,0.4704719214274802,-0.01142206038825541,-0.056697028529965,-0.14355942036309866,-0.0676003262846763,-0.0027400251531006273,0.01142206038825541,-0.03732937567926333,-0.07436999381121194,-0.09051346301218678,-0.0518860777105612,0.5936409858682538,0.5795402186455193,0.44539128091640395,0.5253321403985808,0.021810623828561096,0.12091753906337095,0.3246490486891084,0.4377433469628273,0.4010250093313574,0.46872824797837176,1.0,0.9781584314865226,0.6342831143190661,0.5882229836858579,0.2243330700276022,0.22331606128414336,-0.10136174755221804,-0.09946276293714397,0.43478268221722055,0.4878137332723985,0.34749899451497257,0.4540669788042586,-0.029326432644421873,0.07061465328048383,0.3795442957721919,0.45928381629118875,0.33959447603130843,0.38013983354427366,0.3335940652885874,0.358087564308945,0.4799081371934126,0.5045577149065703,0.13635721730745778,0.1506821173563279,-0.07303319561905124,-0.0716950429337613
M_LEG_TOTAL,-0.03778634672851792,0.46466294019827475,0.47605310597269906,-0.02974398033932275,-0.07169953986389255,-0.14028250679181875,-0.06911969013242081,-0.012098623027383336,0.02974398033932275,-0.03347615906638098,-0.06832744519730792,-0.09148386852832643,-0.0570818213161007,0.5648464276142896,0.5734330215375887,0.4206735352595537,0.5177945966358355,0.012430854792442369,0.11826658312501023,0.2959773359189754,0.4254995694460992,0.38997786759812586,0.4726556449338241,0.9781584314865226,1.0,0.6109928385367297,0.5856453683167853,0.20665478814576219,0.21210422582065322,-0.11294181793594685,-0.10929756733519352,0.4278785460465168,0.4834208938201085,0.336949893341389,0.446983468250375,-0.02942010065951207,0.06233434605461718,0.36330603887189733,0.4489671098135008,0.3357319379596034,0.3792367714954966,0.35432640269259086,0.3872268505874991,0.4756574300179541,0.5015548613393616,0.12771669898959148,0.1441380822090449,-0.07842306126942444,-0.07631598710492514
M_DIST_SUCC,-0.07044288430264835,0.6113532213043553,0.6188520664308969,0.03034960692560256,-0.02814264150933482,-0.18303641834160675,-0.053003808811755544,-0.08398063719362553,-0.03034960692560256,-0.025561618578632206,-0.10004980706212299,-0.07974004471267153,-0.04320094784889134,0.9176711594895626,0.9146621127100114,0.6669795064799521,0.8169116045130356,-0.02021083164598564,0.0876232184593715,0.8295543182510248,0.8723499186161422,0.644685790902758,0.6814410368034965,0.6342831143190661,0.6109928385367297,1.0,0.9385405713652303,0.2268011040378605,0.24343358223763323,-0.12294767996820241,-0.12682814495260003,0.7164035644275748,0.7934319159237774,0.5563696924704468,0.7301428057190609,0.0022393454092558026,0.18523360960905663,0.6710435603968409,0.7765390495045209,0.5089352188958318,0.568290430262845,0.4763817107969277,0.47085307460667064,0.7843294015599954,0.8187825792392319,0.19254815949437284,0.21466374035499433,-0.06817996586988165,-0.0775713109760216
M_DIST_TOTAL,-0.08103997832953459,0.665687726622535,0.6783823845885257,-0.03317720652639795,-0.07524629663279962,-0.18785060894432873,-0.06646877844677601,-0.0844715740527662,0.03317720652639795,-0.020541712945370084,-0.100234776987374,-0.08252976993848124,-0.03129531920878462,0.8475594190622697,0.9680282386784075,0.615834343159146,0.8666752499775946,-0.011210754441256998,0.13371711170975092,0.7659367440878021,0.9445369139279056,0.593657364934707,0.6704344405045015,0.5882229836858579,0.5856453683167853,0.9385405713652303,1.0,0.20144900144309016,0.2338754605453648,-0.15070430025193368,-0.14904413419501672,0.7369242877613443,0.8330817857294845,0.5767556788655247,0.7691835936720713,0.031277918444587244,0.2048911940831271,0.6833070574138405,0.8149634788025887,0.5271159051345727,0.5927064379716152,0.5052437576027901,0.5010594508222084,0.8069091841191605,0.8594327792813325,0.19271498049126914,0.21742598633618543,-0.06577839970956477,-0.07267726769621652
M_CLIN_SUCC,0.14319869179870878,0.3172348266182294,0.3331076641339266,0.03290205996350336,-0.06898279730658996,-0.030084362236878624,0.027186052807591433,0.21626320804119165,-0.03290205996350336,-0.05106262349469399,0.011914942096060265,0.001429022866257417,0.22379175130364296,0.4509281279478834,0.3403904331083523,0.4856065271924836,0.3981477704883994,0.11251700950066856,0.17062291829371215,0.3395835209290489,0.2752736510800813,0.5910349703258501,0.5183996847830343,0.2243330700276022,0.20665478814576219,0.2268011040378605,0.20144900144309016,1.0,0.9696217081784703,0.03687012073084034,0.023589102953371965,0.2666613345813774,0.2376455103282583,0.312188114117113,0.28022339314962563,0.1322782423155363,0.2505033414485867,0.21790900049577341,0.20882493158334606,0.3421742704043703,0.3165039848173034,0.11291374187826207,0.11095579061171179,0.1662545674662531,0.16914894972599803,0.5479569317414399,0.5757700827759035,0.00955380529847674,0.0104262790875133
M_CLIN_TOTAL,0.13269124287864476,0.33077369988048416,0.34891039566908005,0.013408489269996927,-0.07049637038128344,-0.04414093528319177,0.025301603359730078,0.20402201904671227,-0.013408489269996927,-0.0366693948054571,0.02110849159422124,0.004949215011546497,0.20318543218948548,0.4538292320480785,0.37420915268821764,0.478871952133355,0.4241236900070356,0.12116938563977624,0.18957499888916887,0.35482430973017953,0.31674871310434655,0.5616282952035576,0.5131949828545342,0.22331606128414336,0.21210422582065322,0.24343358223763323,0.2338754605453648,0.9696217081784703,1.0,0.02090670296287806,0.014323119827085791,0.2866223352154788,0.2651531000197756,0.3205858511104634,0.3014989536751424,0.1322712914348354,0.24556250321489184,0.24298034794729112,0.23928051822209354,0.3435399851143221,0.3235589032662552,0.12161209680449324,0.1214505265921724,0.18779533800210726,0.1949885639041439,0.5608545861315883,0.6053717265227685,0.002081366664985456,0.0043944288479838
M_GROUND_SUCC,0.002492121861127381,0.092748659183032,0.09521370120631728,0.27114410460851535,0.04423394074214144,0.098705494615272,0.09972785724523761,0.5700514033906586,-0.27114410460851535,-0.10082765208358059,0.09780960560637372,0.10330156094470544,-0.04993641242399274,0.21011696527761728,0.05409353573365634,0.4211851860961053,0.21433071055627148,0.35481197305730505,0.19309045866477897,0.3163215449366294,0.08880304176513043,0.05115788512922697,-0.009922502604783454,-0.10136174755221804,-0.11294181793594685,-0.12294767996820241,-0.15070430025193368,0.03687012073084034,0.02090670296287806,1.0,0.9717257664578337,-0.14495589193298083,-0.15008134536242934,-0.08690983442377166,-0.12248664678011609,-0.06388480225977748,-0.05765372669089722,-0.11930185921270342,-0.13690241863625302,-0.10076958348613205,-0.10915533068348378,-0.1429922199073093,-0.14406587335320906,-0.14845588216688468,-0.15012190822280785,-0.04964555854510345,-0.04906041445430687,-0.014136646701028911,-0.008275733801776377
M_GROUND_TOTAL,-0.0010107366547939633,0.0894030266548146,0.09391447455576216,0.26854915277781244,0.050654118150720163,0.09594116060734294,0.10344204097872353,0.5718249376111653,-0.26854915277781244,-0.1043580107387376,0.11266746540849847,0.11363539653117942,-0.053683797735878495,0.1946622998364488,0.06044628649179789,0.40399593823322366,0.2183502404710874,0.36352712222463013,0.1951966391305,0.2999468748849795,0.09808181278330173,0.034166005514123916,-0.020690334219233407,-0.09946276293714397,-0.10929756733519352,-0.12682814495260003,-0.14904413419501672,0.023589102953371965,0.014323119827085791,0.9717257664578337,1.0,-0.1514532795817204,-0.15232999215657628,-0.08545554831857026,-0.12036447496777916,-0.06484955836522015,-0.061469512563100535,-0.12465229551725325,-0.13808880628503606,-0.10918821635448721,-0.11541649066545312,-0.14555301634190326,-0.1459201079468602,-0.15576835499445382,-0.15321016787160763,-0.054628205083590974,-0.052650065327033306,-0.00990470836169932,-0.0004953197919163423
OP_SIG_STR_SUCC,-0.008608291209291241,0.6728007615008608,0.6774199519575164,-0.3120669191021297,-0.14655784876145997,-0.1407427678538519,-0.02676045178624401,-0.04932524763462609,0.3120669191021297,0.07606816308372155,-0.04385556859585176,-0.02488449487489319,0.19839979453036763,0.6640950812339321,0.7216219106498067,0.5012506441056287,0.6568253627694485,-0.016476425452325937,0.1702955076393475,0.5926662849318887,0.6945537137987597,0.5119609735883601,0.5552822588599093,0.43478268221722055,0.4278785460465168,0.7164035644275748,0.7369242877613443,0.2666613345813774,0.2866223352154788,-0.14495589193298083,-0.1514532795817204,1.0,0.921287008624162,0.8882795299568697,0.9120384800527767,0.15850727092659808,0.22258255304618305,0.9333751016862867,0.8760509486773609,0.7602314048915891,0.7504777348717141,0.6248377413416716,0.5902232050067076,0.9407208051710022,0.8638845598841527,0.4899312623149086,0.4895178563350282,0.27111772646028015,0.2529456100493202
OP_SIG_STR_TOTAL,-0.04763790340031642,0.708530337896459,0.7200243404443095,-0.21014852581211943,-0.12653849867842767,-0.16069488757855993,-0.045472522715757184,-0.053061988901520835,0.21014852581211943,0.024355773771800038,-0.07102777908896843,-0.058358319600105464,0.09620928545329598,0.7252322639793037,0.8110121393120334,0.536629338054897,0.7318185259470475,0.006891452803144242,0.18767112601962269,0.6533615932152429,0.7869899256642882,0.5291882601611697,0.5898788651634715,0.4878137332723985,0.4834208938201085,0.7934319159237774,0.8330817857294845,0.2376455103282583,0.2651531000197756,-0.15008134536242934,-0.15232999215657628,0.921287008624162,1.0,0.78644117594971,0.9619162794669185,0.11043280741296678,0.22790100022514864,0.8633657138978512,0.978326949429784,0.6797724039427734,0.7337045997187696,0.5866219829355029,0.5758685296630757,0.9203606212335417,0.9785434656458141,0.3790931259296331,0.41143811820794846,0.11790085736278204,0.11929612490707057
OP_TOTAL_STR_SUCC,0.0711184794053178,0.7098427792166955,0.7190703845365872,-0.3359071019672828,-0.20095632387913906,-0.07836445798534847,0.05392965827515935,0.0930869082057997,0.3359071019672828,0.03144501510649628,0.030682450506353248,0.05190249659942166,0.46222616719327647,0.5484246683596576,0.5855024454985621,0.49363421216461534,0.5828008315522266,0.06871185632827714,0.2135250102711412,0.4798732762918067,0.5588416930544587,0.46060565994788494,0.48321785270506346,0.34749899451497257,0.336949893341389,0.5563696924704468,0.5767556788655247,0.312188114117113,0.3205858511104634,-0.08690983442377166,-0.08545554831857026,0.8882795299568697,0.78644117594971,1.0,0.9035573756214696,0.3238661441589228,0.33759254536478706,0.829631465799302,0.7443299914757254,0.7004071476740056,0.664586684593629,0.5288766080198448,0.49666276049312996,0.7547064704029222,0.6892045730536756,0.5589972342344063,0.548406746473091,0.426333068917318,0.40904843391447276
OP_TOTAL_STR_TOTAL,0.0029540306015799355,0.7618866329053448,0.7759336035835868,-0.2486907867180523,-0.16752040471874055,-0.1279825474070925,0.003693791324397318,0.026932914199723743,0.2486907867180523,0.0057503184725138275,-0.02801239770915683,-0.011662657376905621,0.2729020283070829,0.6867030192881379,0.7611718238277019,0.5554382897791091,0.7165421706295051,0.053188515363589074,0.21857369683930342,0.6129852741836523,0.7358273959782045,0.5244718567363397,0.5736753177079943,0.4540669788042586,0.446983468250375,0.7301428057190609,0.7691835936720713,0.28022339314962563,0.3014989536751424,-0.12248664678011609,-0.12036447496777916,0.9120384800527767,0.9619162794669185,0.9035573756214696,1.0,0.22274072831838293,0.30916900075446757,0.8555148107415496,0.9384742846493476,0.6876782287919663,0.7213113700446069,0.5640332939138345,0.5511333039100003,0.8603847136882453,0.9113135229206104,0.4507942372814703,0.4753868989307657,0.23492346108650003,0.23602308817902476
OP_TD_SUCC,0.027373008363279865,0.2806246171099814,0.28534231060348075,-0.258504304215616,-0.15262236322359707,0.1325705941942231,0.22562331440229164,-0.07286021484566445,0.258504304215616,-0.06414784017149876,0.12835782314872504,0.09315402206372309,0.7320968525923127,0.013096666487946025,0.03634271077799541,0.07496617658654618,0.0698623256225093,-0.0835196285750886,-0.05991630304440522,0.0005916356593659633,0.03372618358333988,0.0787129535210736,0.08043490097287906,-0.029326432644421873,-0.02942010065951207,0.0022393454092558026,0.031277918444587244,0.1322782423155363,0.1322712914348354,-0.06388480225977748,-0.06484955836522015,0.15850727092659808,0.11043280741296678,0.3238661441589228,0.22274072831838293,1.0,0.7144682311960988,0.1650889211128142,0.11307688728836944,0.11388406209930421,0.07653488597852108,0.05933012519174327,0.03997251367759156,0.032516224983345846,0.02918067959640305,0.15898581103314788,0.1664838224877053,0.39681907359989604,0.410971480600092
OP_TD_TOTAL,-0.029720012518981112,0.40017519490015147,0.41183765734157174,-0.12640678849808684,-0.0855948264487844,0.03948740579955353,0.15022835718271896,-0.07259311353439377,0.12640678849808684,-0.10913999001884157,0.07587346893861903,0.055243632153216274,0.619308827651699,0.20800406971004773,0.22091778993251487,0.21149131387012146,0.23092315281636103,-0.09745254252934696,-0.10231059596402073,0.18049060267192715,0.2118297272962708,0.24062984742447482,0.23625307990958425,0.07061465328048383,0.06233434605461718,0.18523360960905663,0.2048911940831271,0.2505033414485867,0.24556250321489184,-0.05765372669089722,-0.061469512563100535,0.22258255304618305,0.22790100022514864,0.33759254536478706,0.30916900075446757,0.7144682311960988,1.0,0.20296310153245026,0.2211392314132237,0.16578580840321303,0.1640166012438475,0.155369120789938,0.1452379801607603,0.1378044824169274,0.16997675370476872,0.22119394034654827,0.24732064593744918,0.2221166599102101,0.23062955919730238
OP_HEAD_SUCC,-0.023744296992628405,0.5940199164933857,0.5946909921998876,-0.32074404029984166,-0.12851655032686068,-0.12274786460903742,-0.0025620640691996974,-0.05012819536220448,0.32074404029984166,0.1103553822826232,-0.014879679545689462,-0.0005526730950495222,0.19678316727057035,0.6197179250018612,0.6689828888305454,0.46688248916418423,0.608742319933029,-0.015849036012615884,0.15659495104758642,0.568544712377171,0.6531924424144104,0.46186888715894203,0.4986752358612394,0.3795442957721919,0.36330603887189733,0.6710435603968409,0.6833070574138405,0.21790900049577341,0.24298034794729112,-0.11930185921270342,-0.12465229551725325,0.9333751016862867,0.8633657138978512,0.829631465799302,0.8555148107415496,0.1650889211128142,0.20296310153245026,1.0,0.8877890709176378,0.5709379259268483,0.5578346125254898,0.3723258481897059,0.3369514574769386,0.8702776232957827,0.804201895016661,0.39269566607061507,0.40496060635616116,0.3390562205016112,0.31912891089819917
OP_HEAD_TOTAL,-0.05775740294554999,0.6709931264048519,0.6814279751368438,-0.20190230544291837,-0.11614009163837846,-0.15290686487446292,-0.03377386667919912,-0.05169812785218902,0.20190230544291837,0.03534023871005752,-0.05792268794199616,-0.04834521819471368,0.08736346614050251,0.7073358870689468,0.7926492652023281,0.5233894801120149,0.7155723683731565,0.011322540836947214,0.18437001176782022,0.6479693118670432,0.7765960324132684,0.5034504398021027,0.5608445251942968,0.45928381629118875,0.4489671098135008,0.7765390495045209,0.8149634788025887,0.20882493158334606,0.23928051822209354,-0.13690241863625302,-0.13808880628503606,0.8760509486773609,0.978326949429784,0.7443299914757254,0.9384742846493476,0.11307688728836944,0.2211392314132237,0.8877890709176378,1.0,0.5704359951053717,0.6158468966166648,0.45241180174390255,0.4344116096200802,0.8790434393931823,0.9599706767849747,0.32107725844146634,0.36162100797061364,0.1330813258432785,0.1361072752567418
OP_BODY_SUCC,0.023538158300831384,0.5497719311945721,0.560287323928333,-0.20436337220771486,-0.13018989841572026,-0.10646864457354847,-0.025071450468892,0.03178908398722308,0.20436337220771486,0.014076006268061679,-0.04678923842510451,-0.04077415024382125,0.16884387025229025,0.5083023403027144,0.5362011831680717,0.40644410564778843,0.5017948095695108,0.023205443890001527,0.19072598786538367,0.43186424106371407,0.5011287838347658,0.44448721263604635,0.47100306168584005,0.33959447603130843,0.3357319379596034,0.5089352188958318,0.5271159051345727,0.3421742704043703,0.3435399851143221,-0.10076958348613205,-0.10918821635448721,0.7602314048915891,0.6797724039427734,0.7004071476740056,0.6876782287919663,0.11388406209930421,0.16578580840321303,0.5709379259268483,0.5704359951053717,1.0,0.9501161996412105,0.43345596529208547,0.41998717870212177,0.6719874758330915,0.6153889595711372,0.6106611762434884,0.5789735034282053,0.15160888731427086,0.13456509258105376
OP_BODY_TOTAL,-0.0004612612872106144,0.5720566793632543,0.5849352721511496,-0.16690095383670825,-0.11843003188173772,-0.1226328554065257,-0.04217264503188619,0.009490026828573908,0.16690095383670825,-0.0038391190540941564,-0.06920727310876928,-0.060452767657232676,0.10587226379051953,0.5532491407100754,0.5952597648328676,0.4248295876307378,0.5457763077941422,0.02095427925193824,0.18771820713883655,0.4735976645240176,0.5587904832225037,0.4634757183996255,0.5046734817351674,0.38013983354427366,0.3792367714954966,0.568290430262845,0.5927064379716152,0.3165039848173034,0.3235589032662552,-0.10915533068348378,-0.11541649066545312,0.7504777348717141,0.7337045997187696,0.664586684593629,0.7213113700446069,0.07653488597852108,0.1640166012438475,0.5578346125254898,0.6158468966166648,0.9501161996412105,1.0,0.4799492944771534,0.48127042551348886,0.7022425982654049,0.6910463857052717,0.5185958491967114,0.5124844739599765,0.08260614961333246,0.07310935767757158
OP_LEG_SUCC,0.007372773717745979,0.4742685232595265,0.48007744496720073,-0.14789048636964405,-0.09541668010694014,-0.11170062541291118,-0.07251327141814584,-0.08728902860872331,0.14789048636964405,-0.015527718464008435,-0.08442184569028098,-0.055177693124869746,0.07314239968523387,0.41192480470484094,0.4753999170543872,0.29084276549096866,0.41964725816811277,-0.04419778171010156,0.052455221412776455,0.3472937498799365,0.4472052387807439,0.30857997237592816,0.351751489292206,0.3335940652885874,0.35432640269259086,0.4763817107969277,0.5052437576027901,0.11291374187826207,0.12161209680449324,-0.1429922199073093,-0.14555301634190326,0.6248377413416716,0.5866219829355029,0.5288766080198448,0.5640332939138345,0.05933012519174327,0.155369120789938,0.3723258481897059,0.45241180174390255,0.43345596529208547,0.4799492944771534,1.0,0.9739945907730233,0.6512453172892664,0.5862364361238366,0.2458466788805613,0.24235566374222117,-0.00885869338293062,-0.009037305047590934
OP_LEG_TOTAL,-0.0029034719606642052,0.4753542616970015,0.48156096038972496,-0.1276719001459818,-0.08754955747930797,-0.11171813464514016,-0.07725990838996333,-0.08574179245832352,0.1276719001459818,-0.02701250120214603,-0.08746444887851773,-0.06350480076818929,0.052916818260215964,0.4061382557103899,0.4712683877227678,0.2830231760897065,0.41363229194531437,-0.040107348910483724,0.04713542577322813,0.3328288445519985,0.4363103240504585,0.3009815761901857,0.3509861607456463,0.358087564308945,0.3872268505874991,0.47085307460667064,0.5010594508222084,0.11095579061171179,0.1214505265921724,-0.14406587335320906,-0.1459201079468602,0.5902232050067076,0.5758685296630757,0.49666276049312996,0.5511333039100003,0.03997251367759156,0.1452379801607603,0.3369514574769386,0.4344116096200802,0.41998717870212177,0.48127042551348886,0.9739945907730233,1.0,0.6212588815877268,0.5789381022292179,0.23009768440747358,0.23176953651595708,-0.028742552806425747,-0.025503928440925232
OP_DIST_SUCC,-0.06298501575727283,0.6244733690781668,0.6289890929038093,-0.21317343788166593,-0.09724346632918794,-0.1661036722269373,-0.06031633496010801,-0.08373572545537421,0.21317343788166593,0.04084230511534971,-0.09093441609374263,-0.06897039434903166,-0.008536702510041327,0.7007709764289197,0.7738034686749922,0.4989018837320372,0.6859674883135005,-0.03040127090275543,0.14339412784511313,0.6346923550371756,0.7510004300542548,0.4934983473861808,0.5491587727736402,0.4799081371934126,0.4756574300179541,0.7843294015599954,0.8069091841191605,0.1662545674662531,0.18779533800210726,-0.14845588216688468,-0.15576835499445382,0.9407208051710022,0.9203606212335417,0.7547064704029222,0.8603847136882453,0.032516224983345846,0.1378044824169274,0.8702776232957827,0.8790434393931823,0.6719874758330915,0.7022425982654049,0.6512453172892664,0.6212588815877268,1.0,0.9315035343212057,0.2744038376955305,0.28783655566529365,0.0006361295782020636,-0.007465153055035041
OP_DIST_TOTAL,-0.0777423828389774,0.6661037034086641,0.677170263921843,-0.14453417062754692,-0.09491252802211568,-0.1772264484330429,-0.06538279501937616,-0.07093758170412157,0.14453417062754692,0.0017548052220827696,-0.09854685210744657,-0.08564531470518147,-0.029984022800118287,0.7320363733741578,0.8260037883587156,0.5231027389215012,0.733964012769345,-0.0010704986056982602,0.16987573308695395,0.664908200582684,0.805349001870116,0.5070550075297312,0.5734490802971035,0.5045577149065703,0.5015548613393616,0.8187825792392319,0.8594327792813325,0.16914894972599803,0.1949885639041439,-0.15012190822280785,-0.15321016787160763,0.8638845598841527,0.9785434656458141,0.6892045730536756,0.9113135229206104,0.02918067959640305,0.16997675370476872,0.804201895016661,0.9599706767849747,0.6153889595711372,0.6910463857052717,0.5862364361238366,0.5789381022292179,0.9315035343212057,1.0,0.24684619139913394,0.278603328204012,-0.043030594944816335,-0.04514654449351668
OP_CLIN_SUCC,0.1467196472983635,0.3618712401789802,0.37078768160844905,-0.1677153343885169,-0.11355184050508542,-0.03566333693146077,0.02087926154615815,0.14432647569858123,0.1677153343885169,0.0033153999684699875,0.024657169414661815,0.005519978166343993,0.3085391967136217,0.2869033964100189,0.25654787641686305,0.29944056328010654,0.28418194183498763,0.0800064878836715,0.19967269628819048,0.22290046637905217,0.22259247457838613,0.3637847223317768,0.3407852458335895,0.13635721730745778,0.12771669898959148,0.19254815949437284,0.19271498049126914,0.5479569317414399,0.5608545861315883,-0.04964555854510345,-0.054628205083590974,0.4899312623149086,0.3790931259296331,0.5589972342344063,0.4507942372814703,0.15898581103314788,0.22119394034654827,0.39269566607061507,0.32107725844146634,0.6106611762434884,0.5185958491967114,0.2458466788805613,0.23009768440747358,0.2744038376955305,0.24684619139913394,1.0,0.9667255764269729,0.13712288907583411,0.12100257813884512
OP_CLIN_TOTAL,0.13102217720178366,0.36974046129555976,0.38188351937154075,-0.15264561224153234,-0.10667581809856014,-0.037424401458074574,0.01658898642913072,0.13080163272722303,0.15264561224153234,0.0016108438278539354,0.01870496928743012,0.0013793550836899884,0.29062146893938456,0.3135797355667996,0.28726261848477713,0.3164067693288835,0.310454499440848,0.0859172164664844,0.19620542162047203,0.2506918070388086,0.2533660569101563,0.37662879984456926,0.3600098800591199,0.1506821173563279,0.1441380822090449,0.21466374035499433,0.21742598633618543,0.5757700827759035,0.6053717265227685,-0.04906041445430687,-0.052650065327033306,0.4895178563350282,0.41143811820794846,0.548406746473091,0.4753868989307657,0.1664838224877053,0.24732064593744918,0.40496060635616116,0.36162100797061364,0.5789735034282053,0.5124844739599765,0.24235566374222117,0.23176953651595708,0.28783655566529365,0.278603328204012,0.9667255764269729,1.0,0.11595732064006284,0.10647415209243359
OP_GROUND_SUCC,0.06379005698981319,0.18453520177263466,0.17923198201177207,-0.36537421963235667,-0.15107118274353382,0.055406082050197966,0.09094453370648188,-0.025902358495282853,0.36537421963235667,0.16322232290794272,0.12862933298718393,0.14406751594274922,0.5730527957967231,-0.06373354153833467,-0.06510991837521662,-0.012197454871162224,-0.037328396191870665,-0.028512589983980974,0.003980013497752042,-0.061314509358431434,-0.06372563743309322,-0.005385350850231159,-0.008719417451778568,-0.07303319561905124,-0.07842306126942444,-0.06817996586988165,-0.06577839970956477,0.00955380529847674,0.002081366664985456,-0.014136646701028911,-0.00990470836169932,0.27111772646028015,0.11790085736278204,0.426333068917318,0.23492346108650003,0.39681907359989604,0.2221166599102101,0.3390562205016112,0.1330813258432785,0.15160888731427086,0.08260614961333246,-0.00885869338293062,-0.028742552806425747,0.0006361295782020636,-0.043030594944816335,0.13712288907583411,0.11595732064006284,1.0,0.9686208832735449
OP_GROUND_TOTAL,0.06006623382244694,0.18948905719166795,0.18544309031909992,-0.35768186870844304,-0.15180145225806532,0.08332934236342372,0.09702058608831478,-0.018948491086733577,0.35768186870844304,0.15174945553769306,0.13500727347830824,0.15327978969585482,0.5816081619052931,-0.07017665369389971,-0.069522192519935,-0.007893187365255433,-0.035288201683920266,-0.022819172035774597,0.005033278627577855,-0.06969756288850854,-0.0693556902247939,-0.008766229242703321,-0.009505498388589665,-0.0716950429337613,-0.07631598710492514,-0.0775713109760216,-0.07267726769621652,0.0104262790875133,0.0043944288479838,-0.008275733801776377,-0.0004953197919163423,0.2529456100493202,0.11929612490707057,0.40904843391447276,0.23602308817902476,0.410971480600092,0.23062955919730238,0.31912891089819917,0.1361072752567418,0.13456509258105376,0.07310935767757158,-0.009037305047590934,-0.025503928440925232,-0.007465153055035041,-0.04514654449351668,0.12100257813884512,0.10647415209243359,0.9686208832735449,1.0
