M_NAME,M_RES,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_KD,OP_SIG_STR,OP_TOTAL_STR,OP_TD,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Method_DQ,Method_Decision - Majority,Method_Decision - Split,Method_Decision - Unanimous,Method_KO/TKO,Method_Submission,Method_TKO - Doctor's Stoppage
Merab Dvalishvili,0.7142857142857143,0.009523809523809523,3.914285714285714,40.857142857142854,8.742857142857144,0.5142857142857143,46.142857142857146,0.019047619047619046,0.0,49.21666666666667,2.5047619047619043,0.5714285714285714,0.8380952380952381,1.9142857142857144,0.6666666666666667,1.3333333333333333,0.019047619047619046,0.0,2.0761904761904764,2.8190476190476192,0.019047619047619046,0.009523809523809523,0.009523809523809523,3.8666666666666667,1.0571428571428572,0.6476190476190476,0.3714285714285715,1.4095238095238094,0.5619047619047619,0.10476190476190475,0.0,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0
Michael Chiesa,0.7142857142857143,0.007154781779155736,2.028800528896869,40.142857142857146,3.839919376686414,0.252784799361579,51.84615384615385,0.10970777496881755,0.015449471559197245,57.28333333333333,1.3894842749380394,0.4111932635892105,0.22812299036961892,1.2722413566338435,0.27993309139725825,0.47662608086576735,0.044676916891709925,0.0,2.1479374622476954,3.564031063226338,0.07263696199146012,0.09060482643670487,0.030898166949355464,24.016666666666666,1.2767686956622761,0.4845278884281726,0.3866408781572466,1.4104877569245866,0.28101438007246476,0.45643532525064384,0.0,0.0,0.0,0.2857142857142857,0.0,0.6428571428571429,0.07142857142857142
Michelle Waterson,0.6666666666666666,0.0,3.981449587268779,58.583333333333336,5.49695815768258,0.17294148162672096,64.27272727272727,0.15228273087398062,0.005555555555555556,31.333333333333332,1.9638794240435014,1.0512256865075205,0.9663444767177566,2.7000118153059383,0.8723033964185448,0.4091343755442955,0.025151082560076133,0.010706638115631691,3.4864082288949554,4.96502963595749,0.05348435871008167,0.04206031811382414,0.020221385974813422,33.483333333333334,1.925841120845049,0.8742655886392279,0.6863015194106777,2.157560269995771,0.7888939502428683,0.5399540086563152,0.0,0.0,0.25,0.3333333333333333,0.0,0.4166666666666667,0.0
Misha Cirkunov,0.6666666666666666,0.0,5.551532485522204,54.22222222222222,10.072149489626382,0.2517063385320242,62.333333333333336,0.16485249008609293,0.08514289485842519,10.266666666666667,3.8372010762724824,1.3870165804383834,0.327314828811337,3.901591707207966,1.0845059124996792,0.5654348658145569,0.4636844636844637,0.42328042328042326,4.257233409007299,4.939451263299461,0.06438485575176223,0.04040404040404041,0.030581039755351685,5.183333333333334,3.4295244196490517,0.5496265915057109,0.2780823978525366,1.8994052883625905,0.41314687705846453,1.944681243586245,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0
Montana De La Rosa,0.6666666666666666,0.011111111111111112,3.009925103627404,37.333333333333336,5.638614878802742,0.12154145392657428,31.2,0.1828154716370546,0.0,24.066666666666666,2.1218992469699627,0.5365159844158617,0.35150987224157954,1.9783567612168778,0.4510065814943864,0.5805617609161399,0.022222222222222223,0.0,3.3850963758152743,4.93571886031458,0.10555555555555556,0.011614401858304297,0.0,6.033333333333333,2.011235303037619,0.8072089770600739,0.5666520957175811,2.600430647788816,0.5850061121742821,0.19965961585217604,0.0,0.0,0.0,0.5,0.0,0.5,0.0
Nate Diaz,0.6333333333333333,0.02968890683053369,5.075297252272582,44.53333333333333,8.69063799185665,0.10659204544242912,42.12,0.1391531534152249,0.037502083729627524,45.38333333333333,4.046524924165243,0.60826903865191,0.42050328945542886,2.902238585092073,1.0866914552775424,1.0863672119029661,0.026330861608914225,0.020588806227363365,3.074421731328034,4.309105434857446,0.17993808818486398,0.04865408672532842,0.04190083634218331,92.7,1.829885243013515,0.5742943859425523,0.6702421023719668,1.7577325197679072,0.5710718280274332,0.7456173835326936,0.0,0.03333333333333333,0.1,0.26666666666666666,0.16666666666666666,0.4,0.03333333333333333
Neil Magny,0.7391304347826086,0.015362243396781567,3.907268789927193,45.0,6.6110074371094,0.15359523209739545,47.25,0.017698625515420202,0.009692028985507245,66.71666666666667,2.8247674385199817,0.658677212089935,0.4238241393172771,2.032253326663166,0.7285577880836598,1.1464576751803681,0.046629482669707935,0.027014363540835643,2.3794453649422347,3.575145895962958,0.11124857724079924,0.045183093972949985,0.013307682441964858,82.2,1.4662134234173532,0.35038714069789617,0.5628448008269855,1.4114990299358847,0.3406540917097628,0.6272922432965872,0.0,0.0,0.043478260869565216,0.4782608695652174,0.30434782608695654,0.17391304347826086,0.0
Nikita Krylov,0.6153846153846154,0.2531351001939237,6.813428893380299,57.46153846153846,10.124379355589145,0.06251121912415004,35.875,0.14427428543749662,0.050736410003212454,33.233333333333334,4.069449617935261,1.2054015356131698,1.5385777398318683,3.4925100890704854,1.5484874464532714,1.772431357856542,0.09025065256898775,0.01554001554001554,2.3742909211827334,4.053476667501593,0.2054878301041687,0.18175995001604509,0.04224312857406383,28.033333333333335,1.7808204543456394,0.31502326758244364,0.278447199254651,1.409506789722474,0.565929078552605,0.39885505290765494,0.0,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.5384615384615384,0.0
Nina Ansaroff,0.5714285714285714,0.0,4.797592883307169,47.142857142857146,6.064782836211407,0.01998953427524856,37.5,0.03997906855049712,0.009523809523809523,14.5,2.7681841967556253,0.8523286237571952,1.1770800627943487,4.041653584510728,0.45327053898482467,0.302668759811617,0.028571428571428574,0.0,3.524542124542124,4.8596546310832025,0.10476190476190476,0.0,0.009523809523809523,26.3,2.185557299843014,0.6304552590266876,0.7085295656724229,2.607430664573522,0.4694924123495552,0.4476190476190477,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0
Omari Akhmedov,0.6666666666666666,0.030471750215132484,2.8519060798657043,37.083333333333336,4.237691799305141,0.17185106055996005,52.4,0.03008237850532343,0.0,31.116666666666667,1.857220598206015,0.5508012138499777,0.4438842678097112,1.998949135740508,0.4759728867376379,0.3769840573875587,0.03683226137608703,0.030471750215132484,2.640664116752936,3.715805791089737,0.11403484671566272,0.04116830473652063,0.011941251596424009,20.5,1.8631247814487804,0.4036638069436749,0.37387552836048105,1.553992024589049,0.5469813469175712,0.5396907452463163,0.0,0.0,0.08333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.0
