,Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
128,129,Decision - Unanimous,3,900,0,Iuri Alcantara,0,41,38%,43,0,,0,0,1.0,18,17,6,36,5,0,1,Jimmie Rivera,0,45,44%,64,3,50%,0,0,132.0,21,13,11,35,10,0,1.0
129,130,Decision - Unanimous,3,900,1,Iuri Alcantara,0,53,52%,65,0,,0,0,131.0,42,10,1,31,8,14,0,Leandro Issa,0,26,47%,37,1,10%,0,0,326.0,21,2,3,13,0,13,1.0
130,131,Decision - Unanimous,3,900,0,Iuri Alcantara,0,31,52%,49,2,50%,0,0,62.0,18,11,2,23,5,3,1,Frankie Saenz,0,44,46%,122,3,75%,0,1,420.0,16,10,18,7,13,24,1.0
131,132,Decision - Unanimous,3,900,1,Iuri Alcantara,0,27,51%,59,2,50%,0,0,130.0,11,16,0,19,3,5,0,Russell Doane,0,14,34%,98,6,50%,0,1,518.0,13,1,0,2,1,11,1.0
132,133,KO/TKO,1,25,1,Iuri Alcantara,1,5,50%,5,0,,0,0,3.0,4,1,0,2,0,3,0,Vaughan Lee,0,4,100%,4,0,,0,0,0.0,3,1,0,4,0,0,1.0
133,134,Decision - Split,3,900,1,Iuri Alcantara,1,42,55%,84,2,66%,0,1,222.0,38,2,2,15,3,24,0,Wilson Reis,0,23,37%,66,3,42%,0,1,406.0,16,0,7,9,3,11,1.0
134,135,Decision - Unanimous,3,900,0,Iuri Alcantara,0,8,34%,25,1,100%,1,0,152.0,5,3,0,2,0,6,1,Urijah Faber,0,54,68%,127,4,80%,0,0,608.0,53,1,0,3,0,51,1.0
135,136,KO/TKO,1,151,1,Iuri Alcantara,0,19,51%,23,0,,0,0,5.0,16,3,0,11,2,6,0,Iliarde Santos,0,3,30%,4,0,0%,0,0,25.0,0,0,3,2,1,0,1.0
136,138,Decision - Unanimous,3,900,0,Iuri Alcantara,0,19,38%,36,0,0%,1,0,67.0,10,6,3,11,4,4,1,Hacran Dias,0,19,43%,108,5,50%,0,0,541.0,8,2,9,8,0,11,1.0
137,139,Decision - Unanimous,3,900,1,Iuri Alcantara,0,60,43%,101,0,,2,0,259.0,46,13,1,44,2,14,0,Michihiro Omigawa,0,24,50%,74,1,25%,0,1,171.0,20,4,0,23,1,0,1.0
138,140,Decision - Unanimous,3,900,1,Iuri Alcantara,0,22,42%,75,6,100%,0,0,434.0,12,9,1,13,3,6,0,Felipe Arantes,0,29,61%,54,0,,0,1,135.0,14,7,8,20,3,6,1.0
139,141,KO/TKO,1,206,1,Iuri Alcantara,1,11,39%,15,0,,0,0,23.0,6,5,0,4,4,3,0,Ricardo Lamas,0,7,35%,10,0,0%,0,0,89.0,0,2,5,2,5,0,1.0
140,142,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,20,30%,20,0,,0,0,20.0,11,9,0,17,2,1,1,Kevin Casey,0,41,47%,64,1,33%,0,1,238.0,26,5,10,25,1,15,1.0
141,143,Decision - Split,3,900,1,Ildemar Alcantara,0,21,28%,31,0,0%,0,0,61.0,12,5,4,19,2,0,0,Richardson Moreira,0,15,25%,31,0,0%,0,1,158.0,12,1,2,12,3,0,1.0
142,144,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,22,33%,25,1,50%,0,0,43.0,14,7,1,15,5,2,1,Kenny Robertson,0,70,63%,135,3,30%,2,1,521.0,46,5,19,25,9,36,1.0
143,145,Decision - Split,3,900,1,Ildemar Alcantara,0,50,57%,75,4,57%,0,0,321.0,31,10,9,23,14,13,0,Albert Tumenov,0,32,45%,50,1,100%,0,1,135.0,27,3,2,12,6,14,1.0
144,146,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,18,54%,33,3,100%,3,0,271.0,11,5,2,3,7,8,1,Igor Araujo,0,21,41%,128,1,16%,1,1,439.0,17,2,2,6,3,12,1.0
145,147,Decision - Unanimous,3,900,1,Ildemar Alcantara,0,33,31%,56,3,100%,0,0,183.0,17,14,2,30,2,1,0,Leandro Silva,0,50,57%,63,0,0%,0,0,78.0,19,6,25,49,1,0,1.0
146,148,Submission,2,459,1,Ildemar Alcantara,0,24,43%,39,2,66%,3,0,86.0,10,12,2,22,2,0,0,Wagner Prado,0,28,52%,41,0,0%,0,1,73.0,14,14,0,25,3,0,1.0
147,150,TKO - Doctor's Stoppage,1,253,0,Gilbert Aldana,0,6,75%,20,2,66%,0,0,175.0,5,1,0,0,0,6,1,Cheick Kongo,0,24,85%,33,1,100%,0,0,30.0,15,7,2,1,20,3,1.0
148,151,KO/TKO,2,447,0,Gilbert Aldana,0,28,51%,38,0,0%,0,0,108.0,19,5,4,6,19,3,1,Paul Buentello,0,49,69%,67,1,50%,1,0,117.0,33,12,4,10,33,6,1.0
149,152,Decision - Unanimous,5,1500,0,Irene Aldana,0,69,37%,92,0,,0,0,3.0,38,12,19,65,4,0,1,Holly Holm,0,154,51%,187,5,35%,0,0,316.0,81,56,17,140,1,13,3.0
150,153,KO/TKO,1,291,1,Irene Aldana,1,26,36%,26,0,,0,0,2.0,13,7,6,24,0,2,0,Ketlen Vieira,0,20,26%,20,0,,0,0,0.0,19,1,0,20,0,0,3.0
151,154,Decision - Unanimous,3,900,1,Irene Aldana,0,125,37%,127,0,,0,0,0.0,79,21,25,124,1,0,0,Vanessa Melo,0,68,27%,68,0,0%,0,0,13.0,48,9,11,68,0,0,3.0
152,155,Decision - Split,3,900,0,Irene Aldana,0,52,28%,75,0,,0,0,2.0,32,10,10,46,6,0,1,Raquel Pennington,0,47,34%,86,1,16%,0,0,328.0,29,9,9,41,2,4,3.0
153,156,Submission,3,804,1,Irene Aldana,0,83,33%,84,0,,1,0,10.0,67,11,5,80,3,0,0,Bethe Correia,0,81,41%,81,0,0%,0,0,15.0,43,18,20,80,1,0,3.0
154,157,Decision - Split,3,900,1,Irene Aldana,0,119,52%,121,0,0%,0,0,2.0,80,10,29,111,8,0,0,Lucie Pudilova,0,105,31%,110,0,,0,0,17.0,81,11,13,99,6,0,3.0
155,158,Decision - Unanimous,3,900,1,Irene Aldana,0,70,40%,148,1,50%,0,3,86.0,57,10,3,46,3,21,0,Talita Bernardo,0,46,52%,74,1,9%,0,1,357.0,31,3,12,36,2,8,3.0
156,159,Decision - Split,3,900,0,Irene Aldana,0,84,37%,85,0,,0,0,0.0,47,9,28,78,6,0,1,Katlyn Chookagian,0,105,38%,106,0,0%,0,0,18.0,47,27,31,100,5,0,3.0
157,160,Decision - Unanimous,3,900,0,Irene Aldana,0,108,42%,108,1,100%,0,0,6.0,84,9,15,94,13,1,1,Leslie Smith,1,169,42%,172,0,,0,0,17.0,126,24,19,150,13,6,3.0
158,161,KO/TKO,2,452,0,Hector Aldana,0,8,19%,8,0,,0,0,9.0,2,0,6,8,0,0,1,Miguel Baeza,1,35,57%,35,1,100%,0,0,0.0,16,3,16,29,0,6,1.0
159,162,Decision - Unanimous,3,900,0,Hector Aldana,0,69,40%,72,0,,0,0,43.0,45,7,17,63,6,0,1,Laureano Staropoli,0,97,35%,99,0,,0,0,0.0,71,15,11,94,3,0,1.0
160,163,KO/TKO,2,585,0,Hector Aldana,0,39,43%,41,2,100%,0,0,11.0,17,6,16,38,0,1,1,Song Kenan,1,32,45%,34,0,,0,0,4.0,17,3,12,27,0,5,1.0
161,164,KO/TKO,5,1404,0,Jose Aldo,0,83,52%,83,0,0%,0,0,0.0,38,28,17,81,2,0,1,Petr Yan,1,194,62%,258,1,50%,0,0,290.0,150,35,9,99,9,86,1.0
162,165,Decision - Split,3,900,0,Jose Aldo,0,58,39%,63,0,,0,0,0.0,39,16,3,57,1,0,1,Marlon Moraes,0,59,43%,59,1,50%,0,0,21.0,48,7,4,58,1,0,1.0
163,166,Decision - Unanimous,3,900,0,Jose Aldo,0,29,36%,39,0,0%,0,0,7.0,19,7,3,26,3,0,1,Alexander Volkanovski,0,95,53%,129,0,0%,0,0,265.0,28,17,50,67,28,0,1.0
164,167,KO/TKO,2,344,1,Jose Aldo,0,26,52%,26,0,,0,0,0.0,18,6,2,19,7,0,0,Renato Moicano,0,24,45%,24,0,,0,0,0.0,17,1,6,24,0,0,1.0
165,168,KO/TKO,1,259,1,Jose Aldo,1,29,46%,29,0,,0,0,24.0,21,3,5,16,1,12,0,Jeremy Stephens,0,20,33%,20,0,,0,0,0.0,16,2,2,16,4,0,1.0
166,169,KO/TKO,3,891,0,Jose Aldo,0,87,53%,89,0,0%,0,0,2.0,65,13,9,84,3,0,1,Max Holloway,0,174,43%,181,0,,0,0,47.0,135,36,3,144,16,14,1.0
167,170,KO/TKO,3,853,0,Jose Aldo,0,55,48%,56,0,,0,0,0.0,41,13,1,53,2,0,1,Max Holloway,1,104,50%,128,0,,0,0,124.0,87,16,1,61,2,41,1.0
168,171,Decision - Unanimous,5,1500,1,Jose Aldo,0,80,41%,81,0,,0,0,71.0,68,8,4,79,1,0,0,Frankie Edgar,0,79,29%,81,0,0%,0,0,0.0,42,14,23,72,7,0,1.0
169,172,KO/TKO,1,13,0,Jose Aldo,0,1,33%,1,0,,0,0,0.0,1,0,0,1,0,0,1,Conor McGregor,1,5,83%,5,0,,0,0,2.0,4,0,1,3,0,2,1.0
170,173,Decision - Unanimous,5,1500,1,Jose Aldo,1,102,37%,122,0,,0,0,67.0,80,16,6,91,1,10,0,Chad Mendes,0,77,39%,85,1,12%,0,0,129.0,50,9,18,75,2,0,1.0
171,174,Decision - Unanimous,5,1500,1,Jose Aldo,0,62,52%,85,2,100%,2,0,311.0,29,13,20,56,6,0,0,Ricardo Lamas,0,41,28%,63,1,16%,0,0,246.0,17,8,16,27,6,8,1.0
172,175,KO/TKO,4,1020,1,Jose Aldo,0,32,36%,43,5,83%,0,0,300.0,24,7,1,28,0,4,0,Chan Sung Jung,0,17,14%,42,0,,0,0,3.0,13,2,2,14,3,0,1.0
173,176,Decision - Unanimous,5,1500,1,Jose Aldo,0,76,30%,76,0,,0,0,5.0,65,2,9,76,0,0,0,Frankie Edgar,0,60,22%,63,2,18%,0,0,57.0,24,14,22,55,5,0,1.0
174,177,KO/TKO,1,299,1,Jose Aldo,1,11,47%,15,0,,0,0,2.0,6,1,4,7,1,3,0,Chad Mendes,0,13,56%,18,0,0%,0,0,55.0,1,1,11,9,4,0,1.0
175,178,Decision - Unanimous,5,1500,1,Jose Aldo,0,51,44%,66,0,,0,0,351.0,38,5,8,37,8,6,0,Kenny Florian,0,40,31%,69,1,5%,0,0,367.0,11,13,16,25,15,0,1.0
176,179,Decision - Unanimous,5,1500,1,Jose Aldo,1,94,43%,131,5,55%,1,0,553.0,72,4,18,66,0,28,0,Mark Hominick,0,71,39%,147,1,50%,0,0,258.0,50,17,4,50,1,20,1.0
177,180,KO/TKO,2,392,1,Jose Aldo,0,25,69%,28,0,,0,0,6.0,15,5,5,18,0,7,0,Manvel Gamburyan,0,8,26%,8,0,0%,0,0,1.0,4,0,4,8,0,0,1.0
178,181,Decision - Unanimous,5,1500,1,Jose Aldo,2,77,74%,138,0,,0,0,302.0,33,17,27,54,0,23,0,Urijah Faber,0,20,17%,27,0,0%,0,0,0.0,10,9,1,19,1,0,1.0
179,182,KO/TKO,2,380,1,Jose Aldo,0,38,52%,44,1,100%,0,0,36.0,24,8,6,21,0,17,0,Mike Brown,0,18,35%,23,0,0%,0,0,97.0,4,4,10,9,9,0,1.0
180,183,KO/TKO,1,8,1,Jose Aldo,1,2,66%,2,0,,0,0,3.0,2,0,0,1,0,1,0,Cub Swanson,0,0,,0,0,,0,0,0.0,0,0,0,0,0,0,1.0
181,184,KO/TKO,1,99,1,Jose Aldo,0,16,51%,16,0,,0,0,0.0,11,3,2,16,0,0,0,Chris Mickle,0,5,27%,5,0,,0,0,0.0,1,0,4,5,0,0,1.0
182,185,KO/TKO,1,255,1,Jose Aldo,1,27,47%,27,0,,0,0,2.0,17,1,9,24,0,3,0,Rolando Perez,0,13,15%,13,0,,0,0,0.0,2,4,7,13,0,0,1.0
183,186,KO/TKO,3,645,1,Jose Aldo,1,43,37%,51,0,,0,0,22.0,19,4,20,38,1,4,0,Jonathan Brookins,0,20,22%,22,1,33%,0,0,9.0,18,2,0,18,2,0,1.0
184,187,KO/TKO,2,502,1,Jose Aldo,0,35,42%,49,0,,0,0,52.0,30,4,1,17,3,15,0,Alexandre Franca Nogueira,0,5,20%,5,0,0%,0,0,21.0,1,0,4,4,1,0,1.0
185,188,Decision - Split,3,900,0,JJ Aldrich,0,58,40%,69,0,,0,0,3.0,45,10,3,49,9,0,1,Sabina Mazo,0,118,36%,121,0,,0,0,121.0,66,29,23,92,26,0,1.0
186,189,Decision - Unanimous,3,900,1,JJ Aldrich,0,74,46%,78,1,50%,0,0,112.0,59,10,5,70,4,0,0,Lauren Mueller,0,54,36%,60,1,100%,0,0,21.0,34,10,10,52,2,0,1.0
187,190,KO/TKO,2,481,0,JJ Aldrich,0,25,29%,28,0,,0,0,39.0,23,1,1,19,5,1,1,Maycee Barber,0,55,50%,59,0,,0,0,2.0,34,6,15,39,16,0,1.0
188,191,Decision - Unanimous,3,900,1,JJ Aldrich,0,40,48%,50,0,0%,0,0,357.0,36,3,1,31,7,2,0,Polyana Viana,0,46,35%,86,1,20%,0,0,62.0,24,15,7,37,6,3,1.0
189,192,Decision - Unanimous,3,900,1,JJ Aldrich,0,54,36%,67,1,20%,0,0,112.0,47,5,2,48,6,0,0,Danielle Taylor,0,38,27%,64,0,0%,0,0,0.0,21,8,9,35,2,1,1.0
190,193,Decision - Unanimous,3,900,1,JJ Aldrich,0,98,40%,98,0,,0,0,0.0,71,7,20,91,7,0,0,Chan-Mi Jeon,0,92,36%,93,0,,0,0,2.0,47,15,30,88,2,2,1.0
191,194,Decision - Unanimous,3,900,0,JJ Aldrich,0,31,38%,111,0,,0,0,46.0,13,18,0,8,19,4,1,Juliana Lima,0,56,45%,90,4,66%,0,0,424.0,22,20,14,24,24,8,1.0
192,195,Decision - Split,3,900,0,Jim Alers,0,41,41%,49,4,40%,0,0,202.0,32,2,7,39,0,2,1,Jason Knight,0,76,33%,95,1,50%,0,0,46.0,40,11,25,69,2,5,1.0
193,197,KO/TKO,2,599,0,Jim Alers,0,33,52%,41,1,50%,1,0,95.0,24,1,8,25,8,0,1,Chas Skelly,1,42,61%,54,0,0%,0,0,143.0,33,8,1,24,16,2,1.0
194,198,Decision - Split,3,900,1,Jim Alers,1,36,38%,97,2,40%,0,0,386.0,20,5,11,14,12,10,0,Alan Omer,0,58,57%,69,1,33%,0,0,181.0,33,10,15,26,22,10,1.0
195,199,Decision - Unanimous,3,900,0,John Alessio,0,35,33%,63,0,0%,0,1,126.0,28,7,0,29,5,1,1,Shane Roller,0,31,44%,82,3,42%,0,0,479.0,20,3,8,20,2,9,1.0
196,200,Decision - Unanimous,3,900,0,John Alessio,0,33,37%,82,0,,0,0,12.0,25,3,5,27,6,0,1,Mark Bocek,0,74,69%,117,5,45%,0,0,584.0,50,2,22,20,16,38,1.0
197,201,DQ,1,110,0,John Alessio,0,1,100%,1,0,,1,0,1.0,1,0,0,0,0,1,1,Brock Larson,0,6,60%,14,1,100%,0,0,60.0,2,4,0,1,0,5,1.0
198,202,Decision - Unanimous,3,900,1,John Alessio,0,42,44%,79,4,50%,3,1,432.0,33,7,2,16,19,7,0,Todd Moore,0,24,28%,76,1,16%,0,0,117.0,15,7,2,7,15,2,1.0
199,203,Decision - Unanimous,3,900,1,John Alessio,0,53,44%,113,3,50%,0,0,565.0,14,5,34,12,8,33,0,Marcelo Brito,0,9,20%,13,0,0%,0,0,0.0,8,1,0,6,3,0,1.0
200,204,Submission,1,77,1,John Alessio,0,5,35%,5,0,,1,0,0.0,5,0,0,5,0,0,0,Alex Serdyukov,0,1,8%,1,1,100%,0,0,9.0,1,0,0,1,0,0,1.0
201,205,Submission,2,599,0,John Alessio,0,3,12%,7,4,36%,0,0,172.0,2,1,0,2,0,1,1,Carlos Condit,0,32,40%,70,0,,1,0,69.0,14,12,6,17,11,4,1.0
202,206,Submission,1,290,1,John Alessio,0,8,57%,29,1,100%,2,0,219.0,7,0,1,1,0,7,0,Brian Gassaway,0,1,11%,3,0,,0,0,0.0,0,1,0,0,1,0,1.0
203,207,Submission,3,712,1,John Alessio,1,53,73%,68,2,50%,2,2,,46,6,1,11,19,23,0,Alex Serdyukov,0,88,57%,96,2,50%,0,1,,65,19,4,11,26,51,1.0
204,208,Decision - Unanimous,3,900,0,John Alessio,0,17,29%,23,0,,1,0,0.0,15,0,2,16,1,0,1,Diego Sanchez,0,9,13%,25,1,6%,0,0,262.0,8,1,0,7,2,0,1.0
205,209,Submission,2,403,0,John Alessio,0,1,50%,9,0,,2,0,0.0,0,1,0,0,1,0,1,Pat Miletich,0,9,50%,44,2,100%,1,0,303.0,9,0,0,4,1,4,1.0
206,210,Decision - Unanimous,3,900,0,Houston Alexander,0,43,54%,61,0,,0,0,16.0,11,0,32,40,1,2,1,Kevin Ferguson,0,27,40%,36,4,100%,1,0,199.0,23,4,0,12,4,11,3.0
207,211,Submission,1,293,0,Houston Alexander,0,12,57%,22,0,,0,0,32.0,7,3,2,3,4,5,1,Eric Schafer,0,24,63%,53,1,25%,2,1,196.0,21,3,0,0,3,21,3.0
208,212,KO/TKO,1,8,0,Houston Alexander,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,1,James Irvin,1,3,75%,3,0,,0,0,2.0,3,0,0,1,0,2,3.0
209,213,KO/TKO,1,205,0,Houston Alexander,0,2,25%,2,1,100%,0,0,29.0,0,1,1,0,2,0,1,Thiago Silva,0,22,62%,33,1,100%,0,0,116.0,16,5,1,4,3,15,3.0
210,214,KO/TKO,1,61,1,Houston Alexander,1,18,50%,18,0,,0,0,14.0,17,1,0,1,4,13,0,Alessio Sakara,0,1,20%,1,1,50%,0,0,9.0,1,0,0,1,0,0,3.0
211,215,KO/TKO,1,48,1,Houston Alexander,2,17,85%,17,0,,0,0,20.0,14,2,1,1,13,3,0,Keith Jardine,0,5,62%,6,0,,0,0,0.0,4,1,0,3,2,0,3.0
212,216,Decision - Split,3,900,0,Kenneth Alexander,0,14,19%,17,4,22%,0,0,101.0,11,3,0,12,2,0,1,Rob McCullough,0,35,34%,51,1,100%,0,0,32.0,4,9,22,26,9,0,1.0
213,218,Decision - Unanimous,3,900,0,Marcio Alexandre Junior,0,23,47%,28,0,,1,0,5.0,12,9,2,23,0,0,1,Court McGee,0,58,58%,133,2,15%,0,0,425.0,28,11,19,37,2,19,1.0
214,219,Decision - Split,3,900,0,Marcio Alexandre Junior,0,36,45%,60,1,25%,0,0,106.0,23,9,4,25,3,8,1,Tim Means,0,43,63%,53,1,50%,0,0,137.0,24,9,10,34,3,6,1.0
215,220,Submission,3,625,0,Marcio Alexandre Junior,0,8,38%,22,0,0%,0,0,5.0,1,7,0,2,6,0,1,Warlley Alves,1,19,48%,44,2,66%,1,0,458.0,12,4,3,7,3,9,1.0
216,221,TKO - Doctor's Stoppage,2,533,0,Olaf Alfonso,0,5,23%,12,0,,0,0,0.0,2,1,2,3,2,0,1,Alex Karalexis,0,48,51%,91,3,100%,0,0,380.0,44,4,0,7,2,39,1.0
217,222,Decision - Split,3,900,0,Olaf Alfonso,0,48,47%,73,1,8%,1,0,,29,12,7,40,8,0,1,John Polakowski,0,57,29%,76,0,,0,0,,48,7,2,27,12,18,1.0
218,223,KO/TKO,3,894,0,Olaf Alfonso,0,10,27%,22,0,0%,1,0,,8,2,0,5,5,0,1,Gilbert Melendez,0,83,70%,223,4,66%,0,0,,48,33,2,8,1,74,1.0
219,224,Decision - Unanimous,3,900,0,Bill Algeo,0,89,52%,145,1,100%,0,0,79.0,57,22,10,71,16,2,1,Ricardo Lamas,0,104,66%,127,5,45%,0,1,373.0,64,20,20,62,14,28,3.0
220,225,KO/TKO,2,379,0,Royce Alger,0,11,42%,12,2,25%,0,0,154.0,11,0,0,0,3,8,1,Eugene Jackson,1,21,45%,27,0,,1,0,20.0,15,6,0,11,5,5,4.0
221,226,Submission,1,96,0,Royce Alger,0,3,50%,5,0,0%,0,0,,3,0,0,0,0,3,1,Enson Inoue,0,0,,3,0,,1,0,,0,0,0,0,0,0,4.0
222,227,Decision - Unanimous,3,900,1,Sultan Aliev,0,25,39%,32,2,28%,0,0,346.0,22,2,1,20,4,1,0,Keita Nakamura,0,29,35%,57,0,0%,0,0,18.0,18,7,4,21,4,4,4.0
223,228,TKO - Doctor's Stoppage,2,600,0,Sultan Aliev,0,12,42%,14,1,33%,0,0,127.0,10,2,0,7,5,0,1,Warlley Alves,0,29,58%,54,0,0%,0,0,204.0,7,12,10,10,19,0,4.0
224,229,Decision - Split,3,900,1,Sultan Aliev,0,15,57%,86,2,66%,0,1,552.0,14,0,1,4,2,9,0,Bojan Velickovic,0,22,41%,126,0,0%,1,0,24.0,1,9,12,17,4,1,4.0
225,230,KO/TKO,1,162,0,Sultan Aliev,0,8,57%,8,0,,0,0,22.0,5,3,0,6,2,0,1,Kenny Robertson,1,14,42%,14,0,0%,0,0,29.0,8,2,4,10,2,2,4.0
226,232,Decision - Unanimous,3,900,1,Arnold Allen,0,63,48%,68,0,0%,0,0,81.0,58,5,0,61,2,0,0,Nik Lentz,0,49,28%,63,0,0%,0,0,77.0,25,16,8,42,7,0,1.0
227,233,Decision - Unanimous,3,900,1,Arnold Allen,0,102,53%,102,1,50%,0,0,54.0,62,26,14,102,0,0,0,Gilbert Melendez,0,23,20%,27,0,0%,0,0,0.0,19,2,2,22,1,0,1.0
228,234,Decision - Unanimous,3,900,1,Arnold Allen,1,37,33%,41,0,,0,0,59.0,25,10,2,35,0,2,0,Jordan Rinaldi,0,30,28%,30,0,0%,0,0,0.0,5,6,19,30,0,0,1.0
229,235,Submission,3,761,1,Arnold Allen,0,29,32%,38,0,,1,0,9.0,21,8,0,29,0,0,0,Mads Burnell,0,20,35%,70,6,50%,0,0,464.0,13,3,4,16,1,3,1.0
230,236,Decision - Split,3,900,1,Arnold Allen,0,32,43%,75,3,50%,1,0,333.0,27,5,0,16,2,14,0,Makwan Amirkhani,0,17,36%,32,4,33%,3,1,338.0,15,2,0,13,0,4,1.0
231,237,Decision - Unanimous,3,900,1,Arnold Allen,1,31,30%,40,4,100%,0,0,252.0,20,5,6,16,6,9,0,Yaotzin Meza,0,25,40%,51,0,0%,0,0,122.0,10,6,9,21,4,0,1.0
232,238,Submission,3,701,1,Arnold Allen,0,23,30%,33,1,25%,1,0,133.0,20,3,0,18,1,4,0,Alan Omer,0,35,53%,85,2,50%,0,0,207.0,27,5,3,20,9,6,1.0
233,239,Decision - Unanimous,3,900,1,Brendan Allen,1,41,62%,79,0,,0,4,337.0,31,9,1,13,3,25,0,Kyle Daukaus,0,34,58%,92,3,60%,0,1,464.0,29,3,2,19,2,13,4.0
234,240,KO/TKO,1,287,1,Brendan Allen,0,20,68%,38,0,0%,0,0,254.0,17,3,0,2,2,16,0,Tom Breese,0,4,80%,5,0,0%,0,0,12.0,0,4,0,0,4,0,4.0
235,241,Submission,2,518,1,Brendan Allen,0,10,45%,23,2,66%,4,2,173.0,7,1,2,5,1,4,0,Kevin Holland,0,22,57%,37,1,100%,1,1,283.0,14,5,3,12,0,10,4.0
236,242,Submission,1,259,0,Ben Alloway,0,6,66%,10,0,,0,0,0.0,1,4,1,3,3,0,1,Zak Cummings,0,5,45%,12,2,66%,1,0,180.0,3,0,2,2,2,1,1.0
237,243,Decision - Unanimous,3,900,0,Ben Alloway,0,9,32%,25,1,50%,0,0,88.0,7,1,1,8,0,1,1,Ryan LaFlare,0,37,41%,57,6,75%,1,1,582.0,23,12,2,12,17,8,1.0
238,244,KO/TKO,1,297,1,Ben Alloway,1,16,61%,18,0,,0,0,28.0,10,3,3,9,2,5,0,Manuel Rodriguez,0,4,33%,17,3,75%,0,0,219.0,4,0,0,4,0,0,1.0
239,245,Decision - Unanimous,3,900,0,Ricardo Almeida,0,48,57%,66,1,5%,0,0,312.0,13,20,15,33,8,7,1,Mike Pyle,0,36,49%,77,1,33%,1,0,55.0,12,16,8,21,14,1,4.0
240,246,Decision - Unanimous,3,900,1,Ricardo Almeida,0,48,56%,93,6,75%,0,0,739.0,41,5,2,8,1,39,0,TJ Grant,0,6,33%,20,0,0%,0,1,52.0,2,1,3,3,1,2,4.0
241,247,Submission,1,195,0,Ricardo Almeida,0,10,35%,10,0,,0,0,0.0,5,2,3,9,1,0,1,Matt Hughes,1,2,12%,2,0,,1,0,13.0,1,0,1,2,0,0,4.0
242,248,Submission,2,510,1,Ricardo Almeida,0,15,55%,24,5,45%,1,0,426.0,13,2,0,1,10,4,0,Matt Brown,0,6,60%,23,0,,0,0,16.0,0,3,3,3,3,0,4.0
243,249,Decision - Unanimous,3,900,1,Ricardo Almeida,0,38,61%,70,6,42%,0,0,673.0,23,10,5,12,4,22,0,Kendall Grove,0,25,40%,85,0,,2,0,57.0,13,8,4,4,14,7,4.0
244,250,Decision - Unanimous,3,900,1,Ricardo Almeida,0,41,61%,79,9,60%,1,0,501.0,32,9,0,25,5,11,0,Matt Horwich,0,25,64%,52,0,0%,3,0,124.0,3,13,9,11,14,0,4.0
245,251,Decision - Split,3,900,0,Ricardo Almeida,0,26,41%,36,2,18%,2,0,296.0,15,11,0,9,2,15,1,Patrick Cote,0,24,37%,39,0,,0,0,105.0,13,3,8,16,5,3,4.0
246,252,Submission,1,68,1,Ricardo Almeida,0,4,66%,4,1,100%,1,0,19.0,2,2,0,3,0,1,0,Rob Yundt,0,2,18%,10,0,,0,0,5.0,2,0,0,1,0,1,4.0
247,253,KO/TKO,2,421,0,Ricardo Almeida,0,12,34%,12,1,25%,5,0,45.0,6,1,5,7,5,0,1,Andrei Semenov,1,5,17%,35,0,,0,0,147.0,5,0,0,3,1,1,4.0
248,254,Submission,1,246,1,Ricardo Almeida,0,4,100%,16,1,100%,1,0,187.0,0,2,2,4,0,0,0,Eugene Jackson,0,1,25%,18,2,100%,2,0,38.0,1,0,0,1,0,0,4.0
249,255,DQ,3,861,0,Ricardo Almeida,0,9,50%,16,0,0%,0,0,0.0,6,0,3,5,1,3,1,Matt Lindland,0,22,44%,118,5,100%,0,0,734.0,15,3,4,3,7,12,4.0
250,256,Decision - Unanimous,3,900,0,Magno Almeida,0,25,36%,40,0,,5,2,232.0,13,4,8,17,7,1,1,Conor Heun,0,39,58%,158,3,60%,0,1,406.0,15,4,20,20,8,11,1.0
251,257,Decision - Unanimous,3,900,0,Thomas Almeida,0,64,37%,64,0,0%,0,0,2.0,33,17,14,56,8,0,1,Jonathan Martinez,0,73,35%,73,0,,0,0,0.0,53,18,2,69,4,0,3.0
252,258,KO/TKO,2,444,0,Thomas Almeida,0,24,26%,24,0,,0,0,4.0,11,2,11,24,0,0,1,Rob Font,2,41,31%,48,1,33%,0,0,62.0,35,4,2,26,11,4,3.0
253,259,Decision - Unanimous,3,900,0,Thomas Almeida,0,72,43%,72,0,,0,0,16.0,36,13,23,67,5,0,1,Jimmie Rivera,2,70,43%,75,2,33%,0,0,106.0,38,17,15,58,8,4,3.0
254,260,KO/TKO,2,397,1,Thomas Almeida,1,41,51%,42,0,,0,0,6.0,30,5,6,41,0,0,0,Albert Morales,0,18,24%,18,1,50%,0,0,36.0,13,2,3,18,0,0,3.0
