,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
722,KO/TKO,4,18:51,W,Mark Hunt,0,59 of 125,47%,59 of 125,0 of 0,---,0,0,0:00,37 of 91,12 of 24,10 of 10,52 of 118,7 of 7,0 of 0,L,Derrick Lewis,0,51 of 139,36%,52 of 140,0 of 3,0%,0,0,0:00,34 of 112,14 of 19,3 of 8,50 of 134,1 of 5,0 of 0
723,KO/TKO,3,11:44,L,Mark Hunt,0,21 of 51,41%,27 of 59,0 of 0,---,0,0,0:00,12 of 39,5 of 6,4 of 6,12 of 40,9 of 11,0 of 0,W,Alistair Overeem,1,55 of 70,78%,59 of 76,0 of 1,0%,0,0,3:33,11 of 20,30 of 35,14 of 15,32 of 45,23 of 25,0 of 0
724,Overturned,3,15:00,NC,Mark Hunt,0,13 of 32,40%,46 of 68,0 of 0,---,0,0,0:00,12 of 31,1 of 1,0 of 0,11 of 30,0 of 0,2 of 2,NC,Brock Lesnar,0,51 of 75,68%,137 of 167,4 of 8,50%,0,0,8:07,47 of 71,2 of 2,2 of 2,7 of 20,1 of 1,43 of 54
725,KO/TKO,1,3:01,W,Mark Hunt,1,8 of 19,42%,8 of 19,0 of 0,---,0,0,0:02,6 of 14,1 of 2,1 of 3,8 of 19,0 of 0,0 of 0,L,Frank Mir,0,1 of 10,10%,2 of 11,0 of 3,0%,0,0,0:00,1 of 10,0 of 0,0 of 0,1 of 10,0 of 0,0 of 0
726,KO/TKO,1,3:41,W,Mark Hunt,1,12 of 18,66%,13 of 19,0 of 0,---,0,0,0:02,7 of 13,2 of 2,3 of 3,10 of 15,0 of 1,2 of 2,L,Antonio Silva,0,9 of 17,52%,9 of 17,0 of 0,---,0,0,0:00,2 of 6,2 of 5,5 of 6,9 of 17,0 of 0,0 of 0
727,KO/TKO,5,22:47,L,Mark Hunt,0,33 of 96,34%,46 of 109,0 of 0,---,0,0,0:00,29 of 89,0 of 2,4 of 5,30 of 90,3 of 6,0 of 0,W,Stipe Miocic,0,113 of 180,62%,361 of 464,6 of 8,75%,0,0,16:29,105 of 172,7 of 7,1 of 1,48 of 95,8 of 18,57 of 67
728,KO/TKO,2,7:27,L,Mark Hunt,1,10 of 36,27%,15 of 43,1 of 1,100%,0,0,1:53,9 of 35,0 of 0,1 of 1,5 of 31,3 of 3,2 of 2,W,Fabricio Werdum,1,21 of 37,56%,31 of 48,0 of 3,0%,0,0,0:07,11 of 24,5 of 8,5 of 5,14 of 25,0 of 0,7 of 12
729,KO/TKO,2,8:00,W,Mark Hunt,1,32 of 91,35%,32 of 91,0 of 0,---,0,0,0:02,28 of 85,3 of 5,1 of 1,28 of 85,4 of 6,0 of 0,L,Roy Nelson,0,20 of 60,33%,20 of 60,1 of 6,16%,0,0,0:19,16 of 54,2 of 3,2 of 3,20 of 60,0 of 0,0 of 0
730,Decision - Majority,5,25:00,D,Mark Hunt,1,103 of 175,58%,184 of 262,2 of 5,40%,0,0,6:29,95 of 167,4 of 4,4 of 4,90 of 161,3 of 3,10 of 11,D,Antonio Silva,1,97 of 186,52%,137 of 235,0 of 4,0%,0,0,2:37,60 of 140,18 of 24,19 of 22,68 of 138,15 of 25,14 of 23
731,KO/TKO,3,14:18,L,Mark Hunt,0,29 of 99,29%,34 of 105,0 of 0,---,0,0,0:00,20 of 83,3 of 4,6 of 12,29 of 99,0 of 0,0 of 0,W,Junior Dos Santos,2,74 of 131,56%,80 of 137,1 of 1,100%,0,0,1:27,54 of 106,14 of 18,6 of 7,65 of 117,3 of 7,6 of 7
