,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
233,KO/TKO,2,6:00,W,Rogerio Nogueira,1,26 of 52,50%,26 of 53,0 of 0,---,0,0,0:03,20 of 44,5 of 7,1 of 1,20 of 42,4 of 7,2 of 3,L,Sam Alvey,0,34 of 82,41%,34 of 82,0 of 0,---,0,0,0:00,20 of 67,2 of 2,12 of 13,32 of 79,2 of 3,0 of 0
234,KO/TKO,3,13:51,L,Rogerio Nogueira,0,3 of 12,25%,12 of 23,0 of 0,---,0,0,0:00,3 of 12,0 of 0,0 of 0,3 of 12,0 of 0,0 of 0,W,Ryan Bader,0,86 of 116,74%,129 of 164,5 of 5,100%,1,0,11:20,74 of 103,8 of 9,4 of 4,9 of 25,0 of 0,77 of 91
235,KO/TKO,1,4:52,W,Rogerio Nogueira,1,30 of 58,51%,36 of 65,0 of 0,---,0,0,0:12,30 of 55,0 of 3,0 of 0,23 of 50,2 of 3,5 of 5,L,Patrick Cummins,0,12 of 36,33%,14 of 38,0 of 2,0%,0,0,0:11,6 of 25,0 of 2,6 of 9,12 of 33,0 of 3,0 of 0
236,Decision - Unanimous,3,15:00,L,Rogerio Nogueira,0,63 of 166,37%,73 of 177,0 of 0,---,1,0,0:13,55 of 156,6 of 8,2 of 2,48 of 135,15 of 31,0 of 0,W,Mauricio Rua,0,53 of 98,54%,82 of 130,2 of 5,40%,0,0,4:19,30 of 74,15 of 16,8 of 8,47 of 84,2 of 8,4 of 6
237,KO/TKO,1,0:44,L,Rogerio Nogueira,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,W,Anthony Johnson,1,8 of 17,47%,8 of 17,0 of 0,---,0,0,0:01,8 of 17,0 of 0,0 of 0,8 of 17,0 of 0,0 of 0
238,Decision - Unanimous,3,15:00,W,Rogerio Nogueira,0,40 of 152,26%,40 of 152,0 of 0,---,0,0,0:00,28 of 131,10 of 18,2 of 3,37 of 147,3 of 5,0 of 0,L,Rashad Evans,0,22 of 81,27%,22 of 81,1 of 5,20%,0,0,0:15,16 of 67,4 of 10,2 of 4,17 of 73,5 of 8,0 of 0
239,KO/TKO,1,3:15,W,Rogerio Nogueira,1,54 of 90,60%,80 of 119,0 of 0,---,0,0,1:36,26 of 59,28 of 31,0 of 0,2 of 15,15 of 21,37 of 54,L,Tito Ortiz,0,9 of 17,52%,13 of 21,0 of 1,0%,0,0,0:56,7 of 14,2 of 3,0 of 0,4 of 10,5 of 7,0 of 0
240,Decision - Unanimous,3,15:00,L,Rogerio Nogueira,0,8 of 54,14%,16 of 68,0 of 0,---,0,0,0:00,7 of 52,0 of 1,1 of 1,8 of 54,0 of 0,0 of 0,W,Phil Davis,0,42 of 101,41%,72 of 143,4 of 11,36%,0,0,6:09,18 of 67,16 of 23,8 of 11,17 of 65,5 of 6,20 of 30
241,Decision - Unanimous,3,15:00,L,Rogerio Nogueira,0,28 of 127,22%,39 of 138,0 of 0,---,0,0,0:06,21 of 113,4 of 11,3 of 3,25 of 122,3 of 5,0 of 0,W,Ryan Bader,0,42 of 127,33%,66 of 161,5 of 16,31%,0,0,3:43,30 of 114,8 of 9,4 of 4,24 of 91,7 of 16,11 of 20
242,Decision - Split,3,15:00,W,Rogerio Nogueira,0,23 of 67,34%,42 of 90,1 of 1,100%,1,3,2:53,16 of 59,4 of 5,3 of 3,18 of 59,1 of 1,4 of 7,L,Jason Brilz,0,18 of 50,36%,41 of 80,3 of 13,23%,3,2,4:57,16 of 42,2 of 3,0 of 5,7 of 30,5 of 13,6 of 7
243,KO/TKO,1,1:56,W,Rogerio Nogueira,1,14 of 28,50%,15 of 30,0 of 0,---,0,0,0:02,11 of 24,0 of 1,3 of 3,14 of 28,0 of 0,0 of 0,L,Luiz Cane,0,3 of 14,21%,3 of 14,0 of 0,---,0,0,0:00,1 of 12,0 of 0,2 of 2,3 of 14,0 of 0,0 of 0
244,KO/TKO,2,8:22,L,Alexandre Franca Nogueira,0,5 of 25,20%,5 of 25,0 of 8,0%,0,0,0:21,1 of 21,0 of 0,4 of 4,4 of 23,1 of 2,0 of 0,W,Jose Aldo,0,35 of 82,42%,49 of 100,0 of 0,---,0,0,0:52,30 of 75,4 of 6,1 of 1,17 of 60,3 of 4,15 of 18
245,Decision - Unanimous,3,15:00,L,Kyle Noke,0,16 of 51,31%,44 of 81,0 of 0,---,0,0,0:00,4 of 30,2 of 4,10 of 17,16 of 50,0 of 1,0 of 0,W,Omari Akhmedov,0,23 of 74,31%,57 of 113,3 of 4,75%,0,0,6:27,21 of 67,0 of 3,2 of 4,10 of 57,0 of 0,13 of 17
