,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
154,Decision - Unanimous,3,15:00,L,Michihiro Omigawa,0,24 of 48,50%,74 of 107,1 of 4,25%,0,1,2:51,20 of 42,4 of 6,0 of 0,23 of 47,1 of 1,0 of 0,W,Iuri Alcantara,0,60 of 137,43%,101 of 181,0 of 0,---,2,0,4:19,46 of 121,13 of 15,1 of 1,44 of 121,2 of 2,14 of 14
155,Decision - Unanimous,3,15:00,W,Michihiro Omigawa,0,25 of 59,42%,56 of 94,4 of 10,40%,3,1,8:08,20 of 53,2 of 3,3 of 3,8 of 34,5 of 7,12 of 18,L,Jason Young,0,32 of 115,27%,40 of 123,2 of 3,66%,0,0,0:50,23 of 101,3 of 5,6 of 9,24 of 97,7 of 15,1 of 3
156,Decision - Unanimous,3,15:00,L,Michihiro Omigawa,0,65 of 141,46%,77 of 158,1 of 2,50%,0,0,1:28,51 of 127,12 of 12,2 of 2,64 of 140,0 of 0,1 of 1,W,Darren Elkins,0,78 of 288,27%,79 of 289,1 of 4,25%,0,0,0:05,70 of 272,8 of 16,0 of 0,78 of 287,0 of 0,0 of 1
157,Decision - Unanimous,3,15:00,L,Michihiro Omigawa,0,18 of 92,19%,59 of 141,0 of 1,0%,2,0,0:32,15 of 88,2 of 3,1 of 1,15 of 88,3 of 4,0 of 0,W,Chad Mendes,0,56 of 123,45%,67 of 139,4 of 10,40%,0,0,6:15,39 of 102,4 of 7,13 of 14,38 of 96,1 of 1,17 of 26
158,Decision - Unanimous,3,15:00,L,Michihiro Omigawa,0,11 of 32,34%,90 of 112,1 of 1,100%,2,2,3:50,6 of 27,0 of 0,5 of 5,1 of 12,1 of 6,9 of 14,W,Thiago Tavares,0,19 of 43,44%,68 of 95,7 of 14,50%,0,1,6:41,14 of 33,3 of 7,2 of 3,11 of 25,4 of 11,4 of 7
159,Decision - Unanimous,3,15:00,L,Michihiro Omigawa,0,33 of 64,51%,78 of 114,1 of 2,50%,1,1,1:51,32 of 63,0 of 0,1 of 1,7 of 21,21 of 31,5 of 12,W,Matt Wiman,0,59 of 108,54%,109 of 167,4 of 5,80%,0,2,11:26,53 of 98,2 of 6,4 of 4,10 of 20,6 of 19,43 of 69
160,Submission,1,2:39,L,Charlie Ontiveros,0,2 of 2,100%,2 of 2,0 of 0,---,0,0,0:00,2 of 2,0 of 0,0 of 0,2 of 2,0 of 0,0 of 0,W,Kevin Holland,0,11 of 12,91%,33 of 34,2 of 2,100%,0,0,2:13,10 of 11,0 of 0,1 of 1,2 of 3,0 of 0,9 of 9
161,KO/TKO,1,4:10,W,Sam Oropeza,0,32 of 57,56%,50 of 83,1 of 3,33%,0,0,1:24,29 of 52,3 of 5,0 of 0,6 of 27,5 of 5,21 of 25,L,Don Carlo-Clauss,0,6 of 20,30%,12 of 26,0 of 3,0%,0,0,0:00,5 of 19,1 of 1,0 of 0,5 of 19,1 of 1,0 of 0
162,Decision - Unanimous,5,25:00,W,Brian Ortega,2,127 of 212,59%,129 of 214,3 of 10,30%,0,0,0:57,64 of 135,22 of 28,41 of 49,118 of 199,5 of 7,4 of 6,L,Chan Sung Jung,0,62 of 163,38%,64 of 166,0 of 0,---,0,0,0:00,35 of 127,14 of 21,13 of 15,62 of 162,0 of 1,0 of 0
163,TKO - Doctor's Stoppage,4,20:00,L,Brian Ortega,0,110 of 292,37%,112 of 294,2 of 11,18%,0,0,2:25,87 of 267,16 of 18,7 of 7,101 of 282,9 of 10,0 of 0,W,Max Holloway,0,290 of 490,59%,307 of 507,1 of 1,100%,0,0,0:16,244 of 430,41 of 55,5 of 5,281 of 479,8 of 10,1 of 1
