,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
216,Decision - Unanimous,3,15:00,L,Roland Delorme,0,2 of 20,10%,25 of 44,1 of 1,100%,0,1,0:21,2 of 20,0 of 0,0 of 0,1 of 19,0 of 0,1 of 1,W,Michinori Tanaka,0,21 of 37,56%,78 of 103,3 of 4,75%,1,1,10:13,19 of 34,1 of 1,1 of 2,4 of 10,1 of 1,16 of 26
217,Decision - Split,3,15:00,L,Roland Delorme,1,47 of 115,40%,70 of 140,1 of 9,11%,1,1,1:43,26 of 84,17 of 27,4 of 4,38 of 106,3 of 3,6 of 6,W,Alex Caceres,0,106 of 162,65%,116 of 174,0 of 0,---,0,2,4:24,82 of 138,9 of 9,15 of 15,93 of 148,9 of 10,4 of 4
218,Decision - Unanimous,3,15:00,W,Roland Delorme,0,22 of 45,48%,65 of 100,6 of 11,54%,2,0,9:24,22 of 44,0 of 1,0 of 0,4 of 18,1 of 1,17 of 26,L,Edwin Figueroa,0,42 of 89,47%,60 of 109,0 of 0,---,2,2,3:34,42 of 89,0 of 0,0 of 0,13 of 31,0 of 3,29 of 55
219,Overturned,1,4:19,NC,Roland Delorme,0,16 of 60,26%,16 of 60,0 of 1,0%,0,0,0:00,6 of 42,3 of 4,7 of 14,15 of 59,1 of 1,0 of 0,NC,Francisco Rivera,1,52 of 79,65%,54 of 82,0 of 0,---,0,0,0:02,39 of 64,1 of 2,12 of 13,48 of 74,2 of 3,2 of 2
220,Submission,1,4:59,W,Roland Delorme,0,26 of 42,61%,40 of 56,1 of 5,20%,2,0,0:34,14 of 29,9 of 10,3 of 3,18 of 33,7 of 8,1 of 1,L,Nick Denis,0,24 of 43,55%,37 of 60,1 of 1,100%,0,0,2:06,15 of 34,6 of 6,3 of 3,8 of 24,13 of 16,3 of 3
221,Submission,3,10:22,W,Roland Delorme,1,36 of 53,67%,86 of 104,2 of 5,40%,2,1,1:28,16 of 32,15 of 16,5 of 5,21 of 37,8 of 8,7 of 8,L,Josh Ferguson,0,34 of 58,58%,50 of 80,0 of 1,0%,0,1,4:59,25 of 48,7 of 8,2 of 2,27 of 51,2 of 2,5 of 5
222,Submission,2,9:12,L,Jon Delos Reyes,0,25 of 74,33%,26 of 75,3 of 4,75%,0,0,2:34,16 of 64,7 of 8,2 of 2,16 of 63,8 of 9,1 of 2,W,Neil Seery,0,38 of 95,40%,47 of 105,2 of 5,40%,2,1,2:23,32 of 88,1 of 2,5 of 5,32 of 84,5 of 8,1 of 3
223,Submission,2,8:13,W,Jon Delos Reyes,1,23 of 54,42%,36 of 67,1 of 1,100%,3,1,4:20,18 of 46,4 of 7,1 of 1,7 of 26,5 of 8,11 of 20,L,Roldan Sangcha'an,0,27 of 54,50%,32 of 61,2 of 3,66%,0,0,2:15,15 of 40,8 of 10,4 of 4,12 of 31,11 of 16,4 of 7
224,KO/TKO,1,3:48,L,Jon Delos Reyes,0,13 of 25,52%,18 of 30,0 of 0,---,0,0,0:00,4 of 16,4 of 4,5 of 5,6 of 16,7 of 9,0 of 0,W,Kyoji Horiguchi,0,31 of 43,72%,49 of 62,0 of 0,---,0,0,2:17,22 of 34,9 of 9,0 of 0,11 of 15,11 of 17,9 of 11
225,Submission,1,2:13,L,Jon Delos Reyes,1,9 of 29,31%,10 of 32,1 of 1,100%,0,0,1:34,9 of 28,0 of 0,0 of 1,4 of 11,2 of 4,3 of 14,W,Dustin Kimura,0,1 of 9,11%,1 of 9,0 of 1,0%,1,0,0:00,1 of 8,0 of 0,0 of 1,1 of 9,0 of 0,0 of 0
226,KO/TKO,1,1:28,L,Jason DeLucia,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:09,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,W,Joe Slick,0,2 of 2,100%,2 of 2,1 of 2,50%,0,0,0:33,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,2 of 2
227,Submission,1,1:07,L,Jason DeLucia,0,0 of 0,---,0 of 0,1 of 1,100%,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,Royce Gracie,0,0 of 0,---,0 of 0,0 of 0,---,1,1,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
228,Submission,1,6:41,W,Jason DeLucia,0,3 of 5,60%,20 of 25,0 of 1,0%,5,4,--,1 of 2,1 of 2,1 of 1,2 of 4,0 of 0,1 of 1,L,Scott Baker,0,0 of 2,0%,14 of 23,1 of 1,100%,0,2,--,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
229,Submission,1,0:52,W,Jason DeLucia,0,3 of 9,33%,3 of 9,1 of 2,50%,1,0,--,3 of 7,0 of 1,0 of 1,3 of 9,0 of 0,0 of 0,L,Trent Jenkins,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,--,0 of 5,0 of 1,1 of 1,1 of 7,0 of 0,0 of 0
230,KO/TKO,1,4:45,L,Chris Dempsey,0,6 of 10,60%,20 of 24,1 of 4,25%,0,0,3:19,2 of 5,2 of 3,2 of 2,0 of 0,5 of 9,1 of 1,W,Scott Askham,1,7 of 9,77%,13 of 15,1 of 2,50%,0,1,0:43,6 of 6,1 of 3,0 of 0,3 of 4,1 of 2,3 of 3
231,KO/TKO,1,0:50,L,Chris Dempsey,0,0 of 4,0%,1 of 5,0 of 1,0%,0,0,0:00,0 of 3,0 of 1,0 of 0,0 of 3,0 of 1,0 of 0,W,Jonathan Wilson,1,4 of 8,50%,4 of 8,0 of 0,---,0,0,0:13,4 of 8,0 of 0,0 of 0,2 of 6,0 of 0,2 of 2
232,Decision - Split,3,15:00,W,Chris Dempsey,0,44 of 138,31%,65 of 162,3 of 12,25%,0,0,3:17,37 of 130,6 of 6,1 of 2,33 of 124,6 of 8,5 of 6,L,Eddie Gordon,0,37 of 140,26%,48 of 154,3 of 3,100%,0,0,4:09,36 of 139,1 of 1,0 of 0,35 of 134,2 of 6,0 of 0
233,KO/TKO,1,2:07,L,Chris Dempsey,0,1 of 5,20%,1 of 5,0 of 0,---,0,0,0:00,1 of 5,0 of 0,0 of 0,0 of 4,1 of 1,0 of 0,W,Ilir Latifi,0,16 of 31,51%,17 of 32,1 of 1,100%,0,0,0:03,9 of 24,1 of 1,6 of 6,15 of 30,0 of 0,1 of 1
234,Submission,1,4:59,L,Nick Denis,0,24 of 43,55%,37 of 60,1 of 1,100%,0,0,2:06,15 of 34,6 of 6,3 of 3,8 of 24,13 of 16,3 of 3,W,Roland Delorme,0,26 of 42,61%,40 of 56,1 of 5,20%,2,0,0:34,14 of 29,9 of 10,3 of 3,18 of 33,7 of 8,1 of 1
235,KO/TKO,1,0:22,W,Nick Denis,1,11 of 23,47%,11 of 23,0 of 0,---,0,0,0:01,11 of 23,0 of 0,0 of 0,7 of 18,4 of 5,0 of 0,L,Joseph Sandoval,0,3 of 4,75%,3 of 4,0 of 0,---,0,0,0:00,3 of 4,0 of 0,0 of 0,3 of 4,0 of 0,0 of 0
236,Decision - Unanimous,3,15:00,L,Thomas Denny,0,37 of 53,69%,58 of 83,2 of 15,13%,3,1,--,26 of 40,9 of 10,2 of 3,9 of 12,20 of 27,8 of 14,W,Alex Karalexis,0,51 of 78,65%,128 of 163,3 of 5,60%,0,1,--,48 of 74,3 of 4,0 of 0,3 of 9,27 of 39,21 of 30
237,Submission,1,4:58,L,Robert Densley,1,9 of 19,47%,29 of 44,0 of 0,---,0,0,--,9 of 19,0 of 0,0 of 0,0 of 0,2 of 2,7 of 17,W,Mike Joy,0,2 of 5,40%,7 of 12,1 of 2,50%,3,0,--,0 of 3,2 of 2,0 of 0,1 of 1,1 of 1,0 of 3
238,Submission,2,9:36,L,Jason Dent,0,25 of 69,36%,53 of 97,0 of 0,---,0,0,0:00,18 of 61,3 of 4,4 of 4,20 of 63,3 of 3,2 of 3,W,George Sotiropoulos,0,33 of 120,27%,70 of 170,3 of 3,100%,2,0,5:28,29 of 112,3 of 7,1 of 1,18 of 92,0 of 0,15 of 28
239,Submission,1,4:46,W,Jason Dent,0,14 of 36,38%,14 of 36,0 of 0,---,1,0,0:30,4 of 25,3 of 3,7 of 8,13 of 33,1 of 3,0 of 0,L,Cameron Dollar,0,24 of 63,38%,24 of 63,0 of 1,0%,0,0,0:05,18 of 56,6 of 7,0 of 0,24 of 61,0 of 2,0 of 0
240,Decision - Unanimous,3,15:00,L,Jason Dent,0,12 of 42,28%,116 of 151,0 of 0,---,0,0,0:00,4 of 27,4 of 9,4 of 6,10 of 39,1 of 2,1 of 1,W,Gleison Tibau,0,36 of 83,43%,112 of 174,5 of 6,83%,1,0,12:24,33 of 79,1 of 1,2 of 3,6 of 25,0 of 0,30 of 58
241,Decision - Unanimous,3,15:00,L,Jason Dent,0,38 of 80,47%,85 of 139,0 of 0,---,3,1,0:15,27 of 64,7 of 11,4 of 5,27 of 64,7 of 11,4 of 5,W,Roger Huerta,0,71 of 174,40%,122 of 239,6 of 9,66%,0,1,10:50,56 of 152,13 of 18,2 of 4,27 of 90,9 of 16,35 of 68
242,Submission,1,3:44,W,Mackenzie Dern,0,9 of 13,69%,11 of 17,0 of 0,---,5,1,1:45,6 of 10,2 of 2,1 of 1,2 of 6,0 of 0,7 of 7,L,Randa Markos,0,3 of 5,60%,7 of 10,0 of 0,---,0,0,1:36,3 of 5,0 of 0,0 of 0,3 of 5,0 of 0,0 of 0
243,Submission,1,2:36,W,Mackenzie Dern,0,5 of 21,23%,5 of 21,0 of 1,0%,1,0,0:00,2 of 18,1 of 1,2 of 2,5 of 21,0 of 0,0 of 0,L,Hannah Cifers,0,7 of 26,26%,11 of 31,0 of 0,---,0,0,0:24,3 of 19,3 of 6,1 of 1,3 of 19,4 of 5,0 of 2
244,Decision - Unanimous,3,15:00,L,Mackenzie Dern,0,20 of 145,13%,50 of 175,0 of 6,0%,0,0,0:02,16 of 135,3 of 8,1 of 2,19 of 144,0 of 0,1 of 1,W,Amanda Ribas,0,74 of 206,35%,84 of 216,2 of 2,100%,0,0,1:46,40 of 163,21 of 28,13 of 15,72 of 203,0 of 0,2 of 3
245,Submission,1,2:27,W,Mackenzie Dern,1,15 of 32,46%,16 of 33,0 of 0,---,1,0,0:09,14 of 30,1 of 2,0 of 0,9 of 24,0 of 0,6 of 8,L,Amanda Cooper,0,6 of 25,24%,6 of 25,0 of 0,---,0,0,0:00,5 of 24,0 of 0,1 of 1,6 of 25,0 of 0,0 of 0
246,Decision - Split,3,15:00,W,Mackenzie Dern,0,70 of 143,48%,76 of 149,1 of 6,16%,1,0,5:50,39 of 111,14 of 15,17 of 17,43 of 113,19 of 21,8 of 9,L,Ashley Yoder,1,52 of 142,36%,73 of 165,0 of 0,---,0,0,0:42,27 of 109,17 of 23,8 of 10,37 of 125,15 of 17,0 of 0
247,KO/TKO,2,8:33,L,Tony DeSouza,0,9 of 15,60%,37 of 44,0 of 0,---,1,1,2:18,6 of 12,3 of 3,0 of 0,0 of 5,5 of 5,4 of 5,W,Roan Carneiro,0,24 of 27,88%,73 of 77,3 of 3,100%,2,0,4:47,19 of 22,0 of 0,5 of 5,6 of 8,4 of 5,14 of 14
248,KO/TKO,2,6:10,L,Tony DeSouza,0,1 of 10,10%,2 of 11,0 of 8,0%,0,0,0:26,0 of 9,1 of 1,0 of 0,0 of 9,1 of 1,0 of 0,W,Thiago Alves,2,26 of 49,53%,41 of 65,0 of 0,---,1,0,1:44,26 of 48,0 of 0,0 of 1,3 of 8,0 of 0,23 of 41
249,KO/TKO,2,5:15,L,Tony DeSouza,0,1 of 5,20%,45 of 49,0 of 0,---,0,0,0:00,0 of 3,0 of 1,1 of 1,0 of 3,1 of 2,0 of 0,W,Jutaro Nakao,1,8 of 8,100%,16 of 16,0 of 1,0%,0,0,4:12,3 of 3,0 of 0,5 of 5,6 of 6,0 of 0,2 of 2
250,Submission,1,1:05,W,Tony DeSouza,0,1 of 3,33%,1 of 3,0 of 0,---,2,0,0:32,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,L,Paul Rodriguez,0,2 of 2,100%,2 of 2,0 of 1,0%,0,0,0:00,0 of 0,0 of 0,2 of 2,2 of 2,0 of 0,0 of 0
251,Decision - Unanimous,3,15:00,W,Tony DeSouza,0,28 of 48,58%,51 of 71,5 of 5,100%,0,0,9:59,27 of 47,1 of 1,0 of 0,1 of 6,2 of 3,25 of 39,L,Steve Berger,0,2 of 18,11%,108 of 129,0 of 0,---,3,1,1:07,2 of 18,0 of 0,0 of 0,2 of 17,0 of 1,0 of 0
252,Submission,1,0:30,L,Cory Devela,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,--,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,W,Luke Rockhold,1,20 of 22,90%,22 of 24,0 of 0,---,1,0,--,20 of 22,0 of 0,0 of 0,1 of 1,0 of 0,19 of 21
253,KO/TKO,3,12:08,L,Cory Devela,0,53 of 132,40%,65 of 152,0 of 7,0%,0,0,1:06,36 of 114,9 of 10,8 of 8,52 of 129,1 of 3,0 of 0,W,Terry Martin,1,35 of 83,42%,55 of 111,3 of 5,60%,0,0,3:32,23 of 65,12 of 18,0 of 0,31 of 78,1 of 2,3 of 3
254,KO/TKO,1,1:22,W,Cory Devela,0,3 of 4,75%,10 of 11,1 of 1,100%,0,0,--,2 of 2,1 of 1,0 of 1,1 of 2,2 of 2,0 of 0,L,Joe Riggs,0,1 of 2,50%,1 of 2,0 of 3,0%,0,0,--,0 of 1,1 of 1,0 of 0,0 of 1,1 of 1,0 of 0
255,KO/TKO,1,1:19,L,John Devine,0,2 of 11,18%,2 of 11,0 of 0,---,0,0,--,0 of 9,2 of 2,0 of 0,1 of 9,1 of 2,0 of 0,W,Daniel Cormier,1,3 of 7,42%,4 of 8,0 of 0,---,0,0,--,2 of 5,0 of 0,1 of 2,2 of 5,0 of 1,1 of 1
256,KO/TKO,1,2:37,L,Edwin DeWees,0,6 of 25,24%,7 of 26,0 of 0,---,0,0,0:15,4 of 22,1 of 1,1 of 2,4 of 18,2 of 7,0 of 0,W,Jorge Rivera,1,24 of 43,55%,31 of 56,0 of 0,---,0,0,0:15,16 of 33,4 of 5,4 of 5,7 of 11,10 of 21,7 of 11
257,Submission,1,3:26,L,Edwin DeWees,0,5 of 7,71%,13 of 15,1 of 1,100%,2,0,1:07,1 of 2,2 of 3,2 of 2,3 of 3,2 of 4,0 of 0,W,Chris Leben,0,5 of 7,71%,19 of 21,0 of 0,---,1,0,1:52,3 of 5,2 of 2,0 of 0,1 of 1,1 of 2,3 of 4
258,KO/TKO,1,3:35,L,Edwin DeWees,0,4 of 6,66%,13 of 15,1 of 1,100%,1,0,0:34,1 of 2,3 of 4,0 of 0,0 of 2,4 of 4,0 of 0,W,Rich Franklin,1,37 of 46,80%,44 of 53,0 of 0,---,0,0,1:59,21 of 30,15 of 15,1 of 1,3 of 4,21 of 24,13 of 18
259,Decision - Unanimous,3,15:00,L,Alessio Di Chirico,0,53 of 157,33%,53 of 157,0 of 2,0%,0,0,0:00,33 of 127,12 of 22,8 of 8,52 of 156,1 of 1,0 of 0,W,Zak Cummings,1,54 of 139,38%,54 of 139,0 of 0,---,0,0,0:00,34 of 115,11 of 15,9 of 9,54 of 138,0 of 1,0 of 0
260,Decision - Unanimous,3,15:00,L,Alessio Di Chirico,0,36 of 113,31%,37 of 114,0 of 2,0%,0,0,0:43,31 of 100,0 of 4,5 of 9,30 of 104,6 of 9,0 of 0,W,Makhmud Muradov,0,54 of 169,31%,56 of 171,0 of 3,0%,0,0,0:38,32 of 133,19 of 32,3 of 4,49 of 160,5 of 9,0 of 0
261,Decision - Unanimous,3,15:00,L,Alessio Di Chirico,0,51 of 84,60%,62 of 97,2 of 4,50%,0,0,1:42,29 of 57,6 of 11,16 of 16,35 of 64,15 of 19,1 of 1,W,Kevin Holland,0,58 of 117,49%,192 of 253,0 of 3,0%,0,0,3:20,13 of 61,18 of 26,27 of 30,43 of 100,15 of 17,0 of 0
262,Decision - Split,3,15:00,W,Alessio Di Chirico,0,50 of 116,43%,55 of 122,4 of 6,66%,0,0,3:58,30 of 90,14 of 19,6 of 7,48 of 107,1 of 2,1 of 7,L,Julian Marquez,0,47 of 147,31%,49 of 149,0 of 1,0%,2,0,0:03,28 of 120,16 of 21,3 of 6,42 of 141,5 of 6,0 of 0
263,KO/TKO,2,7:14,W,Alessio Di Chirico,1,6 of 37,16%,6 of 37,1 of 1,100%,0,0,0:02,4 of 30,1 of 4,1 of 3,3 of 32,3 of 5,0 of 0,L,Oluwale Bamgbose,0,10 of 17,58%,10 of 19,0 of 1,0%,0,0,0:00,5 of 11,1 of 2,4 of 4,9 of 16,1 of 1,0 of 0
264,Submission,1,2:14,L,Alessio Di Chirico,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,0:46,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,W,Eric Spicely,0,1 of 3,33%,5 of 7,1 of 3,33%,1,0,0:51,1 of 3,0 of 0,0 of 0,0 of 1,0 of 1,1 of 1
265,Decision - Split,3,15:00,W,Alessio Di Chirico,1,61 of 136,44%,114 of 198,2 of 6,33%,0,0,3:06,51 of 122,7 of 11,3 of 3,36 of 90,16 of 29,9 of 17,L,Garreth McLellan,0,57 of 139,41%,88 of 179,2 of 8,25%,0,0,3:43,27 of 89,23 of 40,7 of 10,36 of 112,21 of 27,0 of 0
266,Decision - Unanimous,3,15:00,L,Alessio Di Chirico,0,65 of 148,43%,78 of 161,2 of 3,66%,0,0,0:27,40 of 111,16 of 25,9 of 12,61 of 142,2 of 3,2 of 3,W,Bojan Velickovic,0,45 of 135,33%,56 of 148,1 of 5,20%,1,1,0:46,16 of 89,9 of 17,20 of 29,43 of 131,2 of 4,0 of 0
267,Submission,1,3:02,L,Cyrille Diabate,0,0 of 0,---,1 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,Ilir Latifi,0,0 of 0,---,1 of 5,1 of 1,100%,2,0,1:49,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
268,TKO - Doctor's Stoppage,1,5:00,L,Cyrille Diabate,0,9 of 14,64%,11 of 16,0 of 0,---,0,0,0:19,1 of 4,7 of 9,1 of 1,2 of 5,7 of 9,0 of 0,W,Jimi Manuwa,0,18 of 36,50%,18 of 36,3 of 3,100%,0,0,2:22,10 of 26,1 of 3,7 of 7,9 of 23,8 of 10,1 of 3
269,Submission,1,2:24,W,Cyrille Diabate,1,6 of 7,85%,9 of 10,2 of 2,100%,1,0,1:56,6 of 6,0 of 1,0 of 0,1 of 2,3 of 3,2 of 2,L,Chad Griggs,0,2 of 3,66%,4 of 6,1 of 2,50%,0,0,0:07,0 of 1,1 of 1,1 of 1,2 of 2,0 of 1,0 of 0
270,Decision - Majority,3,15:00,W,Cyrille Diabate,0,48 of 50,96%,90 of 94,2 of 2,100%,0,1,5:26,31 of 33,15 of 15,2 of 2,12 of 13,0 of 0,36 of 37,L,Tom DeBlass,0,1 of 6,16%,17 of 24,2 of 4,50%,1,2,7:19,1 of 5,0 of 1,0 of 0,1 of 6,0 of 0,0 of 0
271,Submission,2,8:09,L,Cyrille Diabate,0,17 of 37,45%,27 of 49,0 of 0,---,0,0,0:15,9 of 27,8 of 9,0 of 1,13 of 31,0 of 0,4 of 6,W,Anthony Perosh,0,17 of 38,44%,20 of 43,2 of 6,33%,3,0,4:05,17 of 38,0 of 0,0 of 0,2 of 13,0 of 0,15 of 25
272,Decision - Unanimous,3,15:00,W,Cyrille Diabate,1,146 of 198,73%,170 of 225,1 of 1,100%,0,0,1:37,90 of 136,30 of 33,26 of 29,125 of 174,12 of 14,9 of 10,L,Steve Cantwell,0,28 of 105,26%,33 of 112,1 of 7,14%,0,0,1:25,6 of 72,13 of 23,9 of 10,25 of 101,2 of 2,1 of 2
273,Submission,2,7:41,L,Cyrille Diabate,0,11 of 22,50%,13 of 24,0 of 1,0%,0,0,0:10,6 of 14,3 of 5,2 of 3,10 of 17,1 of 5,0 of 0,W,Alexander Gustafsson,1,28 of 56,50%,60 of 94,2 of 3,66%,3,0,5:05,23 of 46,2 of 4,3 of 6,7 of 25,7 of 11,14 of 20
274,KO/TKO,1,2:13,W,Cyrille Diabate,1,17 of 21,80%,19 of 23,0 of 0,---,0,1,0:10,13 of 17,2 of 2,2 of 2,14 of 18,1 of 1,2 of 2,L,Luiz Cane,1,4 of 16,25%,6 of 18,0 of 2,0%,0,0,1:05,3 of 15,0 of 0,1 of 1,3 of 14,1 of 1,0 of 1
275,Decision - Unanimous,3,15:00,L,Marc Diakiese,0,68 of 148,45%,73 of 153,0 of 4,0%,0,0,0:22,31 of 105,19 of 21,18 of 22,66 of 146,2 of 2,0 of 0,W,Rafael Fiziev,0,78 of 124,62%,82 of 128,1 of 2,50%,0,0,2:49,28 of 65,33 of 41,17 of 18,67 of 110,9 of 12,2 of 2
276,Decision - Unanimous,3,15:00,W,Marc Diakiese,0,40 of 99,40%,45 of 111,4 of 7,57%,0,0,5:08,16 of 52,10 of 25,14 of 22,31 of 84,2 of 3,7 of 12,L,Lando Vannata,0,25 of 70,35%,51 of 108,0 of 1,0%,0,0,0:06,4 of 36,8 of 12,13 of 22,24 of 66,1 of 4,0 of 0
277,Decision - Unanimous,3,15:00,W,Marc Diakiese,1,63 of 106,59%,80 of 125,3 of 4,75%,0,0,4:27,19 of 56,22 of 25,22 of 25,55 of 94,6 of 9,2 of 3,L,Joe Duffy,0,15 of 60,25%,24 of 71,1 of 3,33%,0,0,0:35,8 of 50,3 of 6,4 of 4,14 of 58,1 of 1,0 of 1
278,Decision - Unanimous,3,15:00,L,Marc Diakiese,0,50 of 220,22%,50 of 220,0 of 4,0%,0,0,0:00,28 of 194,20 of 24,2 of 2,49 of 218,1 of 2,0 of 0,W,Nasrat Haqparast,1,93 of 198,46%,102 of 208,0 of 2,0%,0,0,0:34,79 of 180,7 of 11,7 of 7,75 of 170,10 of 11,8 of 17
279,Submission,3,10:42,L,Marc Diakiese,0,24 of 69,34%,41 of 87,0 of 5,0%,0,1,0:23,9 of 34,4 of 9,11 of 26,23 of 68,1 of 1,0 of 0,W,Dan Hooker,0,17 of 40,42%,24 of 48,2 of 3,66%,1,0,3:12,3 of 16,3 of 10,11 of 14,17 of 40,0 of 0,0 of 0
280,Decision - Split,3,15:00,L,Marc Diakiese,0,34 of 77,44%,63 of 107,2 of 6,33%,0,1,3:10,12 of 46,16 of 23,6 of 8,24 of 65,8 of 10,2 of 2,W,Drakkar Klose,0,39 of 79,49%,84 of 136,3 of 7,42%,0,0,5:20,10 of 43,10 of 14,19 of 22,25 of 53,9 of 14,5 of 12
281,KO/TKO,1,0:30,W,Marc Diakiese,1,6 of 7,85%,6 of 7,0 of 0,---,0,0,0:01,2 of 3,2 of 2,2 of 2,6 of 7,0 of 0,0 of 0,L,Teemu Packalen,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
282,Decision - Unanimous,3,15:00,W,Marc Diakiese,0,9 of 34,26%,38 of 66,6 of 13,46%,0,0,7:09,5 of 25,3 of 6,1 of 3,4 of 27,1 of 1,4 of 6,L,Frankie Perez,0,20 of 51,39%,27 of 59,1 of 3,33%,0,0,3:24,7 of 34,4 of 5,9 of 12,12 of 37,1 of 3,7 of 11
283,KO/TKO,2,9:40,W,Marc Diakiese,0,48 of 116,41%,61 of 129,1 of 1,100%,0,0,0:07,36 of 99,5 of 9,7 of 8,34 of 86,13 of 29,1 of 1,L,Lukasz Sajewski,0,21 of 54,38%,25 of 59,2 of 6,33%,0,0,3:35,8 of 39,12 of 13,1 of 2,13 of 42,1 of 4,7 of 8
284,Decision - Majority,3,15:00,L,Tyler Diamond,0,51 of 107,47%,72 of 129,3 of 4,75%,0,2,8:32,34 of 88,12 of 14,5 of 5,20 of 62,1 of 5,30 of 40,W,Bryce Mitchell,0,38 of 69,55%,45 of 78,3 of 10,30%,1,0,2:15,29 of 50,9 of 18,0 of 1,13 of 39,7 of 10,18 of 20
285,Decision - Unanimous,3,15:00,L,Rafael Dias,0,18 of 75,24%,37 of 95,2 of 6,33%,0,0,--,9 of 51,2 of 8,7 of 16,12 of 56,6 of 18,0 of 1,W,Diego Nunes,0,46 of 109,42%,65 of 132,0 of 1,0%,0,0,--,19 of 76,10 of 14,17 of 19,30 of 64,0 of 1,16 of 44
286,Decision - Unanimous,3,15:00,W,Rafael Dias,0,15 of 20,75%,61 of 71,5 of 5,100%,3,0,13:40,11 of 15,2 of 3,2 of 2,2 of 3,0 of 0,13 of 17,L,Mike Budnik,0,9 of 15,60%,68 of 82,0 of 0,---,3,1,0:13,6 of 12,0 of 0,3 of 3,4 of 8,0 of 0,5 of 7
287,KO/TKO,2,7:54,L,Rafael Dias,0,10 of 60,16%,15 of 68,1 of 6,16%,0,0,--,8 of 56,2 of 4,0 of 0,6 of 52,4 of 7,0 of 1,W,Danny Castillo,0,28 of 88,31%,45 of 105,0 of 4,0%,0,0,--,16 of 73,4 of 6,8 of 9,8 of 57,7 of 10,13 of 21
288,Decision - Unanimous,3,15:00,L,Hacran Dias,0,32 of 106,30%,41 of 115,0 of 3,0%,1,0,0:37,28 of 98,2 of 6,2 of 2,31 of 103,1 of 3,0 of 0,W,Jared Gordon,0,101 of 210,48%,163 of 285,2 of 7,28%,0,0,6:05,92 of 191,9 of 19,0 of 0,29 of 112,11 of 15,61 of 83
289,Decision - Unanimous,3,15:00,L,Hacran Dias,0,25 of 69,36%,46 of 91,4 of 13,30%,1,0,5:33,20 of 60,2 of 6,3 of 3,20 of 60,1 of 2,4 of 7,W,Andre Fili,1,45 of 124,36%,72 of 151,1 of 2,50%,0,1,2:20,34 of 107,3 of 6,8 of 11,24 of 83,1 of 4,20 of 37
290,Decision - Unanimous,3,15:00,L,Hacran Dias,0,55 of 131,41%,58 of 136,0 of 1,0%,0,0,0:00,37 of 103,5 of 12,13 of 16,54 of 126,1 of 3,0 of 2,W,Cub Swanson,2,83 of 148,56%,95 of 161,0 of 0,---,0,0,2:56,36 of 92,23 of 28,24 of 28,53 of 108,2 of 2,28 of 38
291,Decision - Split,3,15:00,W,Hacran Dias,0,17 of 33,51%,30 of 49,3 of 10,30%,1,0,3:22,4 of 20,7 of 7,6 of 6,17 of 33,0 of 0,0 of 0,L,Levan Makashvili,0,37 of 65,56%,66 of 96,2 of 8,25%,0,0,5:46,16 of 40,9 of 12,12 of 13,24 of 46,6 of 9,7 of 10
292,Decision - Unanimous,3,15:00,W,Hacran Dias,0,30 of 52,57%,65 of 93,5 of 6,83%,0,0,7:53,21 of 42,3 of 4,6 of 6,19 of 39,3 of 3,8 of 10,L,Darren Elkins,0,37 of 97,38%,77 of 140,1 of 6,16%,1,0,2:43,25 of 80,8 of 13,4 of 4,19 of 71,14 of 20,4 of 6
293,Decision - Unanimous,3,15:00,L,Hacran Dias,0,31 of 74,41%,57 of 100,2 of 5,40%,0,0,3:34,17 of 55,8 of 11,6 of 8,26 of 69,5 of 5,0 of 0,W,Ricardo Lamas,0,33 of 94,35%,50 of 111,2 of 11,18%,1,1,5:29,10 of 62,8 of 12,15 of 20,16 of 75,17 of 19,0 of 0
