,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
340,KO/TKO,1,0:49,W,Sam Alvey,1,8 of 13,61%,8 of 13,0 of 0,---,0,0,0:04,8 of 13,0 of 0,0 of 0,6 of 11,0 of 0,2 of 2,L,Daniel Kelly,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,1 of 7,0 of 0,1 of 1,2 of 8,0 of 0,0 of 0
341,KO/TKO,1,3:34,W,Sam Alvey,1,4 of 8,50%,4 of 8,0 of 0,---,0,0,0:03,4 of 8,0 of 0,0 of 0,2 of 5,0 of 1,2 of 2,L,Cezar Ferreira,0,13 of 36,36%,13 of 36,0 of 0,---,0,0,0:00,6 of 23,4 of 9,3 of 4,13 of 36,0 of 0,0 of 0
342,KO/TKO,1,2:16,W,Sam Alvey,0,6 of 7,85%,9 of 10,0 of 0,---,0,0,0:02,6 of 7,0 of 0,0 of 0,1 of 2,0 of 0,5 of 5,L,Dylan Andrews,0,4 of 7,57%,12 of 15,2 of 3,66%,0,0,1:21,0 of 0,1 of 2,3 of 5,4 of 7,0 of 0,0 of 0
343,Decision - Unanimous,3,15:00,L,Sam Alvey,0,82 of 168,48%,91 of 177,0 of 0,---,0,0,0:26,71 of 150,10 of 17,1 of 1,40 of 103,40 of 62,2 of 3,W,Tom Watson,0,85 of 167,50%,86 of 168,0 of 4,0%,0,0,1:29,34 of 105,8 of 13,43 of 49,79 of 155,6 of 12,0 of 0
344,KO/TKO,1,3:00,W,Adlan Amagov,1,15 of 26,57%,23 of 34,0 of 1,0%,0,0,0:05,10 of 18,3 of 6,2 of 2,3 of 10,5 of 7,7 of 9,L,TJ Waldburger,0,4 of 10,40%,4 of 10,0 of 3,0%,0,0,0:38,0 of 4,1 of 1,3 of 5,3 of 9,1 of 1,0 of 0
345,Decision - Unanimous,3,15:00,W,Adlan Amagov,0,38 of 99,38%,57 of 118,6 of 10,60%,0,0,4:29,12 of 53,5 of 9,21 of 37,26 of 77,10 of 16,2 of 6,L,Chris Spang,0,5 of 57,8%,24 of 76,0 of 0,---,0,0,0:00,1 of 44,1 of 4,3 of 9,4 of 53,1 of 4,0 of 0
346,KO/TKO,1,0:48,W,Adlan Amagov,0,6 of 11,54%,6 of 11,0 of 0,---,0,0,0:06,4 of 9,1 of 1,1 of 1,2 of 2,0 of 0,4 of 9,L,Keith Berry,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
347,KO/TKO,1,1:48,L,Adlan Amagov,0,1 of 3,33%,2 of 4,2 of 2,100%,0,0,0:56,1 of 2,0 of 0,0 of 1,0 of 2,0 of 0,1 of 1,W,Robbie Lawler,1,6 of 11,54%,6 of 11,0 of 0,---,0,0,0:04,6 of 10,0 of 1,0 of 0,1 of 5,0 of 0,5 of 6
348,KO/TKO,1,2:32,W,Adlan Amagov,1,16 of 20,80%,39 of 43,1 of 3,33%,0,0,--,8 of 11,6 of 7,2 of 2,6 of 10,0 of 0,10 of 10,L,Anthony Smith,0,4 of 10,40%,6 of 12,0 of 0,---,0,0,--,3 of 9,1 of 1,0 of 0,2 of 8,2 of 2,0 of 0
349,KO/TKO,1,4:13,L,Jimmy Ambriz,0,1 of 10,10%,2 of 11,1 of 4,25%,0,0,--,0 of 9,1 of 1,0 of 0,1 of 10,0 of 0,0 of 0,W,Ricco Rodriguez,1,27 of 36,75%,34 of 43,0 of 1,0%,0,0,--,16 of 22,9 of 11,2 of 3,17 of 22,8 of 12,2 of 2
350,KO/TKO,1,0:17,L,Alen Amedovski,0,2 of 11,18%,2 of 11,0 of 0,---,0,0,0:00,2 of 11,0 of 0,0 of 0,2 of 11,0 of 0,0 of 0,W,John Phillips,1,5 of 8,62%,5 of 8,0 of 0,---,0,0,0:02,4 of 7,1 of 1,0 of 0,3 of 6,0 of 0,2 of 2
351,Decision - Unanimous,3,15:00,L,Alen Amedovski,0,6 of 17,35%,6 of 17,0 of 0,---,0,1,0:13,6 of 17,0 of 0,0 of 0,3 of 12,0 of 0,3 of 5,W,Krzysztof Jotko,0,43 of 69,62%,111 of 149,4 of 4,100%,0,0,9:36,37 of 56,4 of 10,2 of 3,8 of 25,0 of 0,35 of 44
352,Decision - Unanimous,3,15:00,L,Makwan Amirkhani,0,11 of 39,28%,25 of 59,3 of 6,50%,0,0,3:13,10 of 36,1 of 3,0 of 0,10 of 36,0 of 1,1 of 2,W,Edson Barboza,2,32 of 74,43%,34 of 77,0 of 0,---,1,0,1:38,8 of 42,18 of 23,6 of 9,31 of 69,0 of 1,1 of 4
353,Submission,1,3:15,W,Makwan Amirkhani,0,2 of 6,33%,2 of 6,1 of 1,100%,1,0,0:47,1 of 5,1 of 1,0 of 0,2 of 6,0 of 0,0 of 0,L,Danny Henry,0,6 of 16,37%,6 of 16,0 of 0,---,0,0,0:00,1 of 6,3 of 7,2 of 3,6 of 16,0 of 0,0 of 0
354,KO/TKO,3,14:32,L,Makwan Amirkhani,0,22 of 48,45%,23 of 49,3 of 19,15%,1,0,4:19,21 of 46,1 of 2,0 of 0,21 of 47,0 of 0,1 of 1,W,Shane Burgos,1,105 of 155,67%,161 of 217,0 of 0,---,0,0,3:31,61 of 108,41 of 43,3 of 4,39 of 78,15 of 17,51 of 60
355,Submission,2,9:25,W,Makwan Amirkhani,0,9 of 27,33%,18 of 36,1 of 2,50%,1,0,2:59,6 of 21,1 of 3,2 of 3,6 of 23,0 of 0,3 of 4,L,Chris Fishgold,0,16 of 52,30%,16 of 52,0 of 0,---,0,0,0:00,4 of 30,3 of 5,9 of 17,16 of 52,0 of 0,0 of 0
356,Decision - Split,3,15:00,W,Makwan Amirkhani,0,27 of 62,43%,32 of 68,3 of 5,60%,0,0,0:14,25 of 60,1 of 1,1 of 1,18 of 48,0 of 0,9 of 14,L,Jason Knight,2,29 of 88,32%,64 of 124,0 of 1,0%,1,1,6:54,10 of 52,6 of 18,13 of 18,29 of 86,0 of 2,0 of 0
357,Decision - Split,3,15:00,L,Makwan Amirkhani,0,17 of 46,36%,32 of 65,4 of 12,33%,3,1,5:38,15 of 41,2 of 5,0 of 0,13 of 41,0 of 1,4 of 4,W,Arnold Allen,0,32 of 74,43%,75 of 118,3 of 6,50%,1,0,5:33,27 of 64,5 of 8,0 of 2,16 of 48,2 of 7,14 of 19
358,Decision - Unanimous,3,15:00,W,Makwan Amirkhani,0,32 of 50,64%,54 of 77,4 of 7,57%,0,3,10:07,32 of 49,0 of 1,0 of 0,5 of 8,0 of 0,27 of 42,L,Mike Wilkinson,0,13 of 23,56%,70 of 94,0 of 0,---,2,1,2:35,13 of 23,0 of 0,0 of 0,1 of 6,1 of 1,11 of 16
359,Submission,1,1:41,W,Makwan Amirkhani,0,0 of 0,---,0 of 0,1 of 1,100%,2,0,1:19,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,L,Masio Fullen,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
360,KO/TKO,1,0:08,W,Makwan Amirkhani,1,6 of 7,85%,6 of 7,0 of 0,---,0,0,0:02,5 of 6,1 of 1,0 of 0,2 of 2,0 of 0,4 of 5,L,Andy Ogle,0,0 of 0,---,0 of 0,0 of 0,---,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
361,Decision - Unanimous,3,15:00,L,Eryk Anders,0,41 of 97,42%,73 of 132,0 of 5,0%,0,0,5:51,19 of 68,22 of 27,0 of 2,23 of 66,18 of 31,0 of 0,W,Krzysztof Jotko,0,66 of 116,56%,101 of 154,0 of 5,0%,0,0,0:46,47 of 92,13 of 17,6 of 7,53 of 99,13 of 17,0 of 0
362,Decision - Split,3,15:00,W,Eryk Anders,0,64 of 178,35%,64 of 178,0 of 0,---,0,0,0:09,31 of 132,14 of 22,19 of 24,61 of 173,2 of 2,1 of 3,L,Gerald Meerschaert,0,72 of 202,35%,72 of 202,0 of 1,0%,0,0,0:00,56 of 185,13 of 14,3 of 3,71 of 201,1 of 1,0 of 0
363,KO/TKO,1,1:18,W,Eryk Anders,1,11 of 15,73%,13 of 17,0 of 0,---,0,0,0:10,11 of 15,0 of 0,0 of 0,5 of 8,2 of 3,4 of 4,L,Vinicius Moreira,0,2 of 3,66%,2 of 3,0 of 5,0%,0,0,0:41,0 of 0,1 of 2,1 of 1,2 of 3,0 of 0,0 of 0
364,Decision - Unanimous,3,15:00,L,Eryk Anders,0,16 of 69,23%,19 of 72,0 of 1,0%,0,0,0:27,12 of 62,4 of 7,0 of 0,16 of 68,0 of 1,0 of 0,W,Khalil Rountree Jr.,4,79 of 157,50%,83 of 162,0 of 0,---,0,0,1:08,26 of 89,15 of 23,38 of 45,75 of 145,0 of 0,4 of 12
365,Decision - Split,3,15:00,L,Eryk Anders,1,65 of 133,48%,66 of 134,0 of 1,0%,0,0,0:23,54 of 116,10 of 16,1 of 1,48 of 105,17 of 28,0 of 0,W,Elias Theodorou,0,92 of 211,43%,102 of 221,0 of 3,0%,0,0,0:36,31 of 127,31 of 42,30 of 42,64 of 171,28 of 40,0 of 0
366,KO/TKO,3,15:00,L,Eryk Anders,0,32 of 67,47%,34 of 69,6 of 10,60%,1,0,5:53,26 of 59,5 of 7,1 of 1,17 of 48,6 of 9,9 of 10,W,Thiago Santos,0,100 of 152,65%,115 of 167,1 of 1,100%,0,1,1:52,65 of 109,25 of 33,10 of 10,41 of 82,46 of 48,13 of 22
367,KO/TKO,3,14:42,W,Eryk Anders,2,42 of 93,45%,46 of 97,0 of 1,0%,0,0,1:11,30 of 80,12 of 13,0 of 0,38 of 84,4 of 7,0 of 2,L,Tim Williams,0,43 of 113,38%,52 of 126,2 of 5,40%,0,0,1:31,29 of 89,5 of 13,9 of 11,38 of 101,3 of 8,2 of 4
368,Decision - Split,5,25:00,L,Eryk Anders,0,32 of 77,41%,46 of 94,3 of 11,27%,0,0,3:47,18 of 63,13 of 13,1 of 1,19 of 60,12 of 15,1 of 2,W,Lyoto Machida,0,62 of 112,55%,66 of 116,0 of 0,---,0,0,2:17,18 of 57,23 of 31,21 of 24,49 of 94,6 of 7,7 of 11
369,Decision - Unanimous,3,15:00,W,Eryk Anders,0,79 of 141,56%,104 of 171,2 of 4,50%,0,0,7:52,62 of 117,16 of 22,1 of 2,26 of 57,24 of 39,29 of 45,L,Markus Perez,0,30 of 60,50%,41 of 72,2 of 5,40%,1,0,0:49,12 of 39,14 of 17,4 of 4,15 of 39,11 of 14,4 of 7
370,KO/TKO,1,2:54,W,Eryk Anders,1,23 of 29,79%,23 of 29,1 of 2,50%,0,0,0:46,22 of 28,1 of 1,0 of 0,10 of 13,2 of 2,11 of 14,L,Rafael Natal,0,14 of 23,60%,15 of 24,0 of 1,0%,0,0,0:00,8 of 16,2 of 3,4 of 4,13 of 20,1 of 3,0 of 0
371,KO/TKO,1,5:32,L,Matt Andersen,0,0 of 0,---,5 of 5,0 of 0,---,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,Rafael Carino,0,8 of 17,47%,33 of 48,1 of 1,100%,0,0,--,8 of 17,0 of 0,0 of 0,0 of 0,0 of 0,8 of 17
372,KO/TKO,1,1:23,L,Andy Anderson,0,2 of 2,100%,6 of 6,0 of 2,0%,0,1,--,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,W,Jon Hess,0,17 of 28,60%,30 of 41,0 of 0,---,0,0,--,7 of 17,10 of 11,0 of 0,6 of 14,6 of 9,5 of 5
373,KO/TKO,3,10:13,L,Lowell Anderson,0,9 of 33,27%,17 of 41,0 of 1,0%,0,0,0:03,6 of 28,3 of 4,0 of 1,9 of 29,0 of 4,0 of 0,W,John Lewis,0,20 of 61,32%,34 of 77,1 of 1,100%,0,0,3:20,18 of 58,2 of 3,0 of 0,11 of 46,9 of 15,0 of 0
374,KO/TKO,1,3:08,L,Corey Anderson,0,11 of 27,40%,11 of 27,0 of 0,---,0,0,0:03,4 of 19,3 of 4,4 of 4,11 of 27,0 of 0,0 of 0,W,Jan Blachowicz,1,13 of 31,41%,13 of 31,0 of 0,---,0,0,0:02,11 of 27,1 of 3,1 of 1,12 of 29,0 of 1,1 of 1
375,KO/TKO,1,2:07,W,Corey Anderson,1,22 of 39,56%,26 of 43,1 of 2,50%,0,0,0:22,21 of 38,1 of 1,0 of 0,5 of 15,10 of 13,7 of 11,L,Johnny Walker,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:19,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
376,Decision - Unanimous,3,15:00,W,Corey Anderson,0,40 of 121,33%,45 of 127,0 of 4,0%,0,0,0:23,24 of 93,11 of 22,5 of 6,38 of 114,2 of 7,0 of 0,L,Ilir Latifi,0,33 of 78,42%,34 of 79,0 of 4,0%,0,0,0:46,23 of 66,3 of 5,7 of 7,23 of 62,10 of 16,0 of 0
377,Decision - Unanimous,3,15:00,W,Corey Anderson,0,48 of 97,49%,88 of 140,7 of 19,36%,0,0,7:28,39 of 87,8 of 9,1 of 1,31 of 69,5 of 16,12 of 12,L,Glover Teixeira,0,20 of 46,43%,27 of 54,0 of 4,0%,1,0,0:40,15 of 39,5 of 7,0 of 0,17 of 42,1 of 2,2 of 2
378,Decision - Unanimous,3,15:00,W,Corey Anderson,0,64 of 119,53%,99 of 162,12 of 13,92%,0,0,8:02,56 of 107,6 of 10,2 of 2,38 of 85,16 of 22,10 of 12,L,Patrick Cummins,0,31 of 99,31%,44 of 113,0 of 1,0%,0,0,0:30,24 of 85,6 of 12,1 of 2,18 of 79,12 of 19,1 of 1
379,KO/TKO,3,11:25,L,Corey Anderson,0,30 of 45,66%,60 of 87,4 of 10,40%,0,0,7:08,19 of 31,6 of 8,5 of 6,14 of 25,10 of 14,6 of 6,W,Ovince Saint Preux,1,23 of 49,46%,30 of 56,0 of 0,---,0,0,0:02,17 of 41,3 of 5,3 of 3,17 of 42,6 of 7,0 of 0
380,KO/TKO,1,3:05,L,Corey Anderson,0,6 of 27,22%,6 of 27,0 of 3,0%,0,0,0:00,4 of 24,0 of 1,2 of 2,5 of 26,1 of 1,0 of 0,W,Jimi Manuwa,1,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:01,5 of 11,0 of 1,1 of 1,6 of 13,0 of 0,0 of 0
381,KO/TKO,2,7:36,W,Corey Anderson,0,66 of 103,64%,94 of 133,5 of 5,100%,0,0,6:46,62 of 99,2 of 2,2 of 2,4 of 10,1 of 1,61 of 92,L,Sean O'Connell,0,9 of 22,40%,15 of 29,0 of 0,---,0,0,0:00,5 of 17,2 of 2,2 of 3,3 of 13,1 of 1,5 of 8
382,Decision - Split,3,15:00,L,Corey Anderson,0,55 of 138,39%,106 of 196,4 of 8,50%,0,0,5:40,37 of 117,10 of 13,8 of 8,40 of 114,12 of 20,3 of 4,W,Mauricio Rua,2,48 of 101,47%,66 of 119,0 of 0,---,0,0,0:13,26 of 75,5 of 7,17 of 19,37 of 83,6 of 8,5 of 10
383,Decision - Unanimous,3,15:00,W,Corey Anderson,0,55 of 153,35%,79 of 178,1 of 4,25%,0,0,2:45,33 of 127,10 of 13,12 of 13,48 of 142,3 of 6,4 of 5,L,Tom Lawlor,0,31 of 99,31%,32 of 100,1 of 1,100%,0,0,0:15,28 of 94,2 of 4,1 of 1,21 of 87,10 of 12,0 of 0
384,Decision - Unanimous,3,15:00,W,Corey Anderson,0,60 of 134,44%,97 of 185,6 of 15,40%,0,0,8:32,40 of 107,15 of 22,5 of 5,33 of 91,17 of 29,10 of 14,L,Fabio Maldonado,0,26 of 54,48%,49 of 78,0 of 0,---,0,0,0:00,16 of 37,10 of 17,0 of 0,13 of 36,13 of 18,0 of 0
385,Decision - Unanimous,3,15:00,W,Corey Anderson,0,84 of 150,56%,156 of 237,4 of 4,100%,0,0,10:40,72 of 132,7 of 12,5 of 6,21 of 67,5 of 10,58 of 73,L,Jan Blachowicz,0,20 of 43,46%,33 of 62,1 of 1,100%,1,0,0:23,13 of 35,5 of 6,2 of 2,16 of 39,3 of 3,1 of 1
386,KO/TKO,3,14:18,L,Corey Anderson,0,111 of 279,39%,113 of 281,0 of 4,0%,0,0,0:00,97 of 256,11 of 20,3 of 3,108 of 270,3 of 9,0 of 0,W,Gian Villante,0,70 of 168,41%,70 of 168,0 of 0,---,0,0,0:00,37 of 129,3 of 5,30 of 34,69 of 163,1 of 5,0 of 0
387,Decision - Unanimous,3,15:00,W,Corey Anderson,0,45 of 89,50%,95 of 145,7 of 13,53%,0,0,8:48,31 of 72,13 of 16,1 of 1,18 of 53,24 of 33,3 of 3,L,Justin Jones,0,28 of 69,40%,32 of 73,0 of 1,0%,1,0,0:00,12 of 47,9 of 13,7 of 9,20 of 54,8 of 15,0 of 0
388,KO/TKO,1,1:01,W,Corey Anderson,0,24 of 37,64%,28 of 45,2 of 2,100%,0,0,0:19,22 of 33,2 of 3,0 of 1,9 of 14,7 of 13,8 of 10,L,Matt Van Buren,0,2 of 10,20%,2 of 10,0 of 0,---,0,0,0:00,1 of 8,1 of 1,0 of 1,2 of 9,0 of 1,0 of 0
389,KO/TKO,1,3:31,W,Megan Anderson,1,7 of 14,50%,32 of 39,0 of 1,0%,0,1,0:14,6 of 12,1 of 2,0 of 0,5 of 11,2 of 2,0 of 1,L,Norma Dumont,0,5 of 16,31%,14 of 25,1 of 3,33%,0,0,2:19,1 of 9,4 of 5,0 of 2,1 of 11,4 of 5,0 of 0
390,Submission,1,3:57,W,Megan Anderson,0,10 of 18,55%,22 of 33,1 of 2,50%,1,0,3:23,10 of 17,0 of 1,0 of 0,0 of 4,0 of 1,10 of 13,L,Zarah Fairn,0,2 of 5,40%,32 of 45,0 of 0,---,0,1,0:23,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0
391,Submission,1,3:24,L,Megan Anderson,0,3 of 6,50%,5 of 8,0 of 0,---,0,0,0:02,2 of 5,1 of 1,0 of 0,2 of 4,1 of 2,0 of 0,W,Felicia Spencer,0,22 of 31,70%,25 of 34,1 of 2,50%,1,0,2:47,13 of 17,0 of 5,9 of 9,1 of 7,8 of 9,13 of 15
392,KO/TKO,1,1:01,W,Megan Anderson,0,3 of 9,33%,3 of 9,0 of 0,---,0,0,0:00,2 of 8,1 of 1,0 of 0,3 of 9,0 of 0,0 of 0,L,Cat Zingano,0,3 of 6,50%,3 of 6,0 of 0,---,0,0,0:00,0 of 1,0 of 0,3 of 5,3 of 6,0 of 0,0 of 0
393,Decision - Unanimous,3,15:00,L,Megan Anderson,0,26 of 58,44%,48 of 81,0 of 0,---,0,1,0:00,15 of 42,11 of 16,0 of 0,19 of 48,7 of 10,0 of 0,W,Holly Holm,0,47 of 71,66%,143 of 176,4 of 8,50%,1,0,10:43,27 of 47,12 of 14,8 of 10,19 of 35,8 of 10,20 of 26
394,DQ,2,5:43,L,Alex Andrade,1,12 of 27,44%,30 of 45,0 of 1,0%,0,0,1:32,8 of 23,3 of 3,1 of 1,6 of 18,6 of 9,0 of 0,W,Amaury Bitetti,0,6 of 10,60%,16 of 20,0 of 0,---,0,0,0:14,4 of 8,1 of 1,1 of 1,2 of 4,4 of 6,0 of 0
395,KO/TKO,1,4:55,W,Jessica Andrade,1,28 of 43,65%,62 of 79,2 of 3,66%,0,0,2:26,11 of 24,11 of 12,6 of 7,14 of 28,8 of 9,6 of 6,L,Katlyn Chookagian,0,19 of 53,35%,27 of 61,0 of 0,---,0,0,0:25,7 of 35,12 of 18,0 of 0,10 of 41,9 of 12,0 of 0
396,Decision - Split,3,15:00,L,Jessica Andrade,0,71 of 205,34%,79 of 213,1 of 3,33%,0,0,0:29,31 of 134,25 of 55,15 of 16,64 of 194,7 of 11,0 of 0,W,Rose Namajunas,0,82 of 235,34%,82 of 235,0 of 1,0%,0,0,0:00,63 of 209,12 of 19,7 of 7,77 of 225,5 of 10,0 of 0
397,KO/TKO,1,0:42,L,Jessica Andrade,0,4 of 12,33%,4 of 12,0 of 0,---,0,0,0:05,2 of 9,1 of 2,1 of 1,3 of 11,1 of 1,0 of 0,W,Zhang Weili,1,29 of 38,76%,29 of 38,0 of 0,---,0,0,0:01,16 of 25,7 of 7,6 of 6,15 of 23,13 of 13,1 of 2
398,KO/TKO,2,7:58,W,Jessica Andrade,0,47 of 105,44%,49 of 107,2 of 4,50%,0,0,0:38,17 of 68,11 of 17,19 of 20,41 of 98,5 of 6,1 of 1,L,Rose Namajunas,1,55 of 125,44%,55 of 125,0 of 2,0%,1,0,0:29,54 of 124,1 of 1,0 of 0,50 of 119,3 of 3,2 of 3
399,KO/TKO,1,1:58,W,Jessica Andrade,1,38 of 73,52%,39 of 74,0 of 0,---,0,0,0:01,32 of 66,4 of 5,2 of 2,31 of 65,7 of 8,0 of 0,L,Karolina Kowalkiewicz,0,24 of 56,42%,25 of 58,0 of 0,---,0,0,0:00,15 of 46,5 of 6,4 of 4,18 of 49,6 of 7,0 of 0
400,Decision - Unanimous,3,15:00,W,Jessica Andrade,0,92 of 178,51%,151 of 237,10 of 12,83%,0,1,7:15,46 of 124,43 of 50,3 of 4,37 of 113,17 of 26,38 of 39,L,Tecia Torres,0,69 of 150,46%,88 of 171,2 of 2,100%,0,0,0:23,54 of 132,6 of 9,9 of 9,61 of 133,5 of 13,3 of 4
401,Decision - Unanimous,3,15:00,W,Jessica Andrade,0,141 of 241,58%,242 of 355,4 of 7,57%,0,0,8:35,83 of 175,50 of 58,8 of 8,45 of 107,18 of 25,78 of 109,L,Claudia Gadelha,0,42 of 91,46%,47 of 96,0 of 7,0%,2,0,0:08,41 of 87,1 of 4,0 of 0,30 of 71,9 of 15,3 of 5
402,Decision - Unanimous,5,25:00,L,Jessica Andrade,0,83 of 218,38%,94 of 230,2 of 10,20%,0,0,3:31,51 of 163,15 of 35,17 of 20,58 of 178,24 of 39,1 of 1,W,Joanna Jedrzejczyk,0,225 of 352,63%,230 of 357,0 of 0,---,0,0,0:16,101 of 211,49 of 63,75 of 78,193 of 307,32 of 45,0 of 0
403,Decision - Unanimous,3,15:00,W,Jessica Andrade,0,131 of 322,40%,148 of 342,2 of 3,66%,0,0,1:35,86 of 249,41 of 68,4 of 5,73 of 207,58 of 115,0 of 0,L,Angela Hill,1,89 of 209,42%,99 of 220,0 of 0,---,0,0,0:06,61 of 161,24 of 43,4 of 5,55 of 145,30 of 57,4 of 7
404,Submission,1,4:38,W,Jessica Andrade,0,20 of 28,71%,44 of 58,2 of 3,66%,1,0,3:29,10 of 18,10 of 10,0 of 0,2 of 3,6 of 6,12 of 19,L,Joanne Calderwood,0,13 of 26,50%,23 of 36,0 of 0,---,0,0,0:12,3 of 16,4 of 4,6 of 6,8 of 19,4 of 5,1 of 2
405,KO/TKO,2,7:56,W,Jessica Andrade,0,117 of 205,57%,118 of 206,0 of 0,---,0,0,0:32,90 of 171,26 of 33,1 of 1,78 of 145,39 of 60,0 of 0,L,Jessica Penne,0,27 of 91,29%,28 of 92,0 of 6,0%,0,0,0:00,17 of 67,10 of 23,0 of 1,19 of 80,8 of 11,0 of 0
406,Submission,2,9:58,L,Jessica Andrade,0,41 of 66,62%,59 of 87,4 of 5,80%,1,0,3:28,19 of 40,12 of 15,10 of 11,26 of 41,15 of 25,0 of 0,W,Raquel Pennington,0,41 of 68,60%,66 of 96,2 of 2,100%,1,0,3:04,26 of 52,10 of 11,5 of 5,17 of 34,22 of 30,2 of 4
407,Decision - Unanimous,3,15:00,W,Jessica Andrade,0,50 of 90,55%,158 of 206,3 of 4,75%,0,0,9:07,36 of 74,9 of 11,5 of 5,17 of 46,0 of 0,33 of 44,L,Sarah Moras,0,18 of 56,32%,23 of 61,0 of 8,0%,1,0,0:39,16 of 52,0 of 1,2 of 3,15 of 52,3 of 4,0 of 0
408,Submission,1,1:54,L,Jessica Andrade,1,6 of 15,40%,8 of 21,0 of 0,---,0,0,1:02,5 of 14,1 of 1,0 of 0,3 of 11,3 of 4,0 of 0,W,Marion Reneau,0,6 of 16,37%,9 of 20,0 of 0,---,1,0,0:00,5 of 15,1 of 1,0 of 0,5 of 14,1 of 2,0 of 0
409,Submission,1,4:33,W,Jessica Andrade,0,19 of 24,79%,44 of 52,1 of 1,100%,2,0,4:21,14 of 19,5 of 5,0 of 0,1 of 4,0 of 0,18 of 20,L,Larissa Pacheco,0,6 of 13,46%,11 of 18,0 of 1,0%,0,0,0:00,5 of 12,1 of 1,0 of 0,3 of 8,1 of 1,2 of 4
410,Decision - Split,3,15:00,W,Jessica Andrade,0,66 of 158,41%,90 of 185,3 of 8,37%,0,0,6:20,47 of 133,15 of 21,4 of 4,38 of 104,27 of 51,1 of 3,L,Raquel Pennington,0,82 of 167,49%,87 of 172,2 of 3,66%,2,0,1:20,51 of 134,18 of 20,13 of 13,42 of 111,33 of 47,7 of 9
411,Decision - Unanimous,3,15:00,W,Jessica Andrade,0,206 of 344,59%,215 of 356,1 of 2,50%,0,0,1:42,179 of 314,21 of 24,6 of 6,196 of 334,9 of 9,1 of 1,L,Rosi Sexton,0,88 of 245,35%,111 of 272,1 of 8,12%,0,0,0:34,64 of 215,5 of 6,19 of 24,85 of 242,3 of 3,0 of 0
412,KO/TKO,2,8:57,L,Jessica Andrade,0,10 of 15,66%,14 of 20,1 of 1,100%,1,0,0:21,3 of 8,4 of 4,3 of 3,4 of 8,5 of 5,1 of 2,W,Liz Carmouche,0,50 of 83,60%,114 of 166,3 of 3,100%,1,0,7:52,45 of 78,1 of 1,4 of 4,6 of 9,1 of 2,43 of 72
413,Decision - Unanimous,3,15:00,W,Viscardi Andrade,0,38 of 88,43%,78 of 139,5 of 8,62%,1,0,6:57,30 of 77,5 of 8,3 of 3,31 of 76,1 of 4,6 of 8,L,Richard Walsh,1,46 of 130,35%,82 of 171,1 of 3,33%,0,0,1:52,37 of 108,4 of 15,5 of 7,33 of 112,3 of 4,10 of 14
414,Decision - Unanimous,3,15:00,W,Viscardi Andrade,0,78 of 183,42%,80 of 186,0 of 2,0%,0,0,0:02,38 of 128,28 of 40,12 of 15,55 of 153,23 of 30,0 of 0,L,Gasan Umalatov,0,38 of 102,37%,40 of 107,0 of 1,0%,0,0,0:41,28 of 87,5 of 9,5 of 6,34 of 91,4 of 10,0 of 1
415,Decision - Unanimous,3,15:00,L,Viscardi Andrade,1,24 of 69,34%,68 of 116,1 of 2,50%,0,0,2:32,17 of 57,3 of 7,4 of 5,10 of 43,3 of 5,11 of 21,W,Nicholas Musoke,0,45 of 103,43%,77 of 140,2 of 5,40%,0,0,7:57,36 of 86,5 of 12,4 of 5,26 of 75,8 of 13,11 of 15
416,KO/TKO,1,1:36,W,Viscardi Andrade,1,12 of 18,66%,12 of 18,0 of 0,---,0,0,0:18,9 of 15,1 of 1,2 of 2,8 of 11,0 of 0,4 of 7,L,Bristol Marunde,0,0 of 17,0%,0 of 17,0 of 0,---,0,0,0:00,0 of 17,0 of 0,0 of 0,0 of 17,0 of 0,0 of 0
