,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
513,Decision - Unanimous,3,15:00,W,Curtis Blaydes,0,22 of 33,66%,72 of 90,7 of 11,63%,0,0,11:44,10 of 19,1 of 3,11 of 11,8 of 11,1 of 2,13 of 20,L,Justin Willis,0,2 of 9,22%,9 of 16,0 of 0,---,0,0,0:00,2 of 9,0 of 0,0 of 0,2 of 9,0 of 0,0 of 0
514,KO/TKO,1,0:45,L,Curtis Blaydes,0,1 of 8,12%,1 of 8,0 of 2,0%,0,0,0:00,1 of 7,0 of 0,0 of 1,1 of 8,0 of 0,0 of 0,W,Francis Ngannou,1,13 of 17,76%,13 of 17,0 of 0,---,0,0,0:08,11 of 15,1 of 1,1 of 1,3 of 6,5 of 5,5 of 6
515,KO/TKO,3,12:56,W,Curtis Blaydes,0,37 of 53,69%,62 of 85,4 of 4,100%,0,0,7:45,32 of 48,5 of 5,0 of 0,3 of 16,12 of 14,22 of 23,L,Alistair Overeem,0,7 of 12,58%,24 of 31,0 of 0,---,2,0,0:00,3 of 8,4 of 4,0 of 0,6 of 10,0 of 0,1 of 2
516,Decision - Unanimous,3,15:00,W,Curtis Blaydes,0,56 of 105,53%,126 of 184,10 of 14,71%,0,0,9:35,46 of 95,6 of 6,4 of 4,11 of 54,1 of 1,44 of 50,L,Mark Hunt,1,14 of 32,43%,35 of 53,0 of 0,---,0,0,0:07,13 of 31,0 of 0,1 of 1,11 of 29,2 of 2,1 of 1
517,TKO - Doctor's Stoppage,2,6:39,W,Curtis Blaydes,1,39 of 101,38%,50 of 112,4 of 4,100%,0,0,1:53,33 of 95,2 of 2,4 of 4,24 of 85,11 of 11,4 of 5,L,Aleksei Oleinik,0,34 of 68,50%,41 of 75,0 of 0,---,0,0,0:15,22 of 53,5 of 7,7 of 8,27 of 57,7 of 11,0 of 0
518,Decision - Unanimous,3,15:00,W,Curtis Blaydes,0,72 of 168,42%,94 of 194,0 of 13,0%,0,0,5:35,41 of 135,23 of 25,8 of 8,39 of 129,20 of 26,13 of 13,L,Daniel Omielanczuk,0,51 of 132,38%,68 of 149,0 of 1,0%,0,0,0:03,29 of 105,17 of 20,5 of 7,36 of 113,15 of 19,0 of 0
519,Overturned,2,5:59,NC,Curtis Blaydes,0,25 of 33,75%,72 of 96,8 of 10,80%,0,0,5:05,10 of 18,1 of 1,14 of 14,1 of 5,1 of 1,23 of 27,NC,Adam Milstead,0,1 of 1,100%,3 of 5,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
520,KO/TKO,2,7:02,W,Curtis Blaydes,0,52 of 81,64%,109 of 149,5 of 6,83%,0,0,4:28,41 of 69,7 of 8,4 of 4,10 of 21,6 of 12,36 of 48,L,Cody East,0,21 of 47,44%,40 of 68,3 of 3,100%,0,0,0:24,17 of 43,0 of 0,4 of 4,15 of 38,4 of 5,2 of 4
521,TKO - Doctor's Stoppage,2,10:00,L,Curtis Blaydes,0,24 of 58,41%,31 of 65,2 of 6,33%,0,0,1:05,16 of 46,1 of 2,7 of 10,21 of 54,3 of 4,0 of 0,W,Francis Ngannou,0,36 of 84,42%,46 of 95,0 of 0,---,0,0,1:17,32 of 78,2 of 4,2 of 2,31 of 79,5 of 5,0 of 0
522,KO/TKO,1,3:50,L,Byron Bloodworth,0,8 of 11,72%,9 of 12,0 of 0,---,0,0,0:09,3 of 5,4 of 5,1 of 1,3 of 5,5 of 6,0 of 0,W,Erik Perez,1,40 of 58,68%,49 of 72,0 of 0,---,0,0,3:19,23 of 41,13 of 13,4 of 4,3 of 6,16 of 16,21 of 36
523,KO/TKO,2,9:52,L,Byron Bloodworth,0,17 of 77,22%,21 of 81,0 of 3,0%,0,0,0:44,9 of 64,2 of 5,6 of 8,16 of 74,1 of 3,0 of 0,W,Mike Easton,1,31 of 84,36%,36 of 89,0 of 0,---,0,0,0:58,11 of 54,6 of 9,14 of 21,15 of 68,12 of 12,4 of 4
524,Submission,1,1:38,L,Dan Bobish,0,0 of 1,0%,6 of 7,0 of 0,---,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,W,Mark Kerr,0,3 of 6,50%,3 of 7,1 of 1,100%,0,0,--,1 of 4,0 of 0,2 of 2,2 of 2,0 of 0,1 of 4
525,Submission,1,2:10,W,Dan Bobish,0,9 of 21,42%,12 of 24,1 of 1,100%,1,0,--,9 of 21,0 of 0,0 of 0,2 of 8,3 of 6,4 of 7,L,Brian Johnston,0,6 of 10,60%,6 of 10,0 of 0,---,0,0,--,6 of 10,0 of 0,0 of 0,4 of 7,2 of 3,0 of 0
526,Decision - Split,3,15:00,W,Mark Bocek,0,70 of 171,40%,108 of 209,3 of 13,23%,0,0,6:14,45 of 136,17 of 25,8 of 10,31 of 121,39 of 50,0 of 0,L,Mike de la Torre,0,57 of 177,32%,144 of 270,1 of 2,50%,0,0,1:08,43 of 159,13 of 17,1 of 1,38 of 157,18 of 19,1 of 1
527,Decision - Unanimous,3,15:00,L,Mark Bocek,0,19 of 59,32%,33 of 73,0 of 11,0%,1,0,3:42,4 of 38,3 of 6,12 of 15,12 of 47,7 of 12,0 of 0,W,Rafael Dos Anjos,0,54 of 134,40%,90 of 172,4 of 5,80%,0,0,4:09,33 of 103,14 of 21,7 of 10,26 of 90,20 of 30,8 of 14
528,Decision - Unanimous,3,15:00,W,Mark Bocek,0,74 of 107,69%,117 of 153,5 of 11,45%,0,0,9:44,50 of 80,2 of 3,22 of 24,20 of 47,16 of 17,38 of 43,L,John Alessio,0,33 of 87,37%,82 of 140,0 of 0,---,0,0,0:12,25 of 74,3 of 8,5 of 5,27 of 78,6 of 9,0 of 0
529,Decision - Unanimous,3,15:00,W,Mark Bocek,0,46 of 85,54%,102 of 143,5 of 7,71%,0,0,11:41,23 of 59,16 of 19,7 of 7,12 of 25,7 of 7,27 of 53,L,Nik Lentz,0,10 of 31,32%,123 of 145,0 of 0,---,3,0,0:45,9 of 27,1 of 3,0 of 1,5 of 26,4 of 4,1 of 1
530,Decision - Unanimous,3,15:00,L,Mark Bocek,0,11 of 34,32%,36 of 62,4 of 11,36%,2,1,4:27,6 of 26,3 of 5,2 of 3,4 of 20,4 of 7,3 of 7,W,Benson Henderson,0,56 of 126,44%,114 of 190,3 of 4,75%,0,0,5:32,26 of 88,19 of 25,11 of 13,13 of 58,30 of 44,13 of 24
531,Submission,1,2:33,W,Mark Bocek,0,9 of 18,50%,24 of 33,1 of 1,100%,1,0,1:48,7 of 16,2 of 2,0 of 0,0 of 4,0 of 0,9 of 14,L,Dustin Hazelett,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:32,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
532,Decision - Unanimous,3,15:00,L,Mark Bocek,0,17 of 45,37%,52 of 81,4 of 8,50%,1,0,9:51,7 of 34,7 of 8,3 of 3,6 of 29,8 of 9,3 of 7,W,Jim Miller,0,23 of 67,34%,42 of 89,1 of 2,50%,3,1,1:37,12 of 54,5 of 7,6 of 6,14 of 50,6 of 10,3 of 7
533,Submission,1,3:36,W,Mark Bocek,0,6 of 16,37%,15 of 26,2 of 2,100%,1,0,2:13,1 of 11,4 of 4,1 of 1,1 of 10,5 of 6,0 of 0,L,Joe Brammer,0,3 of 19,15%,5 of 21,0 of 0,---,0,0,0:05,0 of 14,0 of 2,3 of 3,3 of 19,0 of 0,0 of 0
534,Submission,1,4:57,W,Mark Bocek,0,20 of 43,46%,45 of 68,1 of 2,50%,1,0,4:00,17 of 40,2 of 2,1 of 1,0 of 1,4 of 4,16 of 38,L,David Bielkheden,0,4 of 5,80%,5 of 6,0 of 0,---,0,0,0:22,0 of 1,1 of 1,3 of 3,1 of 2,3 of 3,0 of 0
535,Submission,3,13:16,W,Mark Bocek,0,21 of 44,47%,118 of 152,1 of 1,100%,6,2,11:39,15 of 38,6 of 6,0 of 0,2 of 8,1 of 1,18 of 35,L,Alvin Robinson,0,5 of 14,35%,41 of 53,0 of 1,0%,0,2,0:54,5 of 14,0 of 0,0 of 0,5 of 14,0 of 0,0 of 0
536,Submission,3,13:48,L,Mark Bocek,0,22 of 77,28%,27 of 82,3 of 9,33%,0,0,4:53,15 of 69,7 of 8,0 of 0,8 of 49,4 of 4,10 of 24,W,Mac Danzig,1,46 of 88,52%,148 of 190,1 of 1,100%,2,0,4:47,42 of 83,1 of 2,3 of 3,21 of 49,3 of 3,22 of 36
537,Decision - Unanimous,3,15:00,W,Mark Bocek,0,26 of 58,44%,87 of 129,7 of 17,41%,0,0,10:38,16 of 48,5 of 5,5 of 5,3 of 23,12 of 14,11 of 21,L,Doug Evans,0,22 of 66,33%,52 of 97,1 of 1,100%,1,1,0:52,14 of 58,7 of 7,1 of 1,14 of 52,8 of 14,0 of 0
538,KO/TKO,1,4:55,L,Mark Bocek,0,6 of 38,15%,11 of 43,0 of 5,0%,0,0,0:00,6 of 35,0 of 3,0 of 0,6 of 33,0 of 5,0 of 0,W,Frankie Edgar,0,31 of 54,57%,53 of 76,0 of 0,---,0,0,2:19,28 of 50,2 of 3,1 of 1,14 of 32,5 of 7,12 of 15
539,Decision - Unanimous,3,15:00,L,Kyle Bochniak,0,42 of 151,27%,52 of 161,1 of 15,6%,0,0,4:28,17 of 113,15 of 26,10 of 12,32 of 137,10 of 14,0 of 0,W,Sean Woodson,0,111 of 251,44%,150 of 290,0 of 0,---,0,0,0:00,93 of 231,8 of 10,10 of 10,104 of 243,7 of 8,0 of 0
540,Decision - Split,3,15:00,L,Kyle Bochniak,0,42 of 109,38%,47 of 114,2 of 12,16%,0,0,1:51,27 of 79,4 of 9,11 of 21,37 of 97,3 of 10,2 of 2,W,Hakeem Dawodu,0,103 of 212,48%,103 of 212,0 of 0,---,0,0,0:02,51 of 146,35 of 48,17 of 18,99 of 208,4 of 4,0 of 0
541,Decision - Unanimous,3,15:00,L,Kyle Bochniak,0,43 of 163,26%,44 of 164,0 of 2,0%,0,0,0:40,34 of 149,9 of 13,0 of 1,42 of 162,1 of 1,0 of 0,W,Zabit Magomedsharipov,0,97 of 217,44%,114 of 237,5 of 11,45%,0,0,3:48,75 of 188,11 of 14,11 of 15,89 of 207,1 of 2,7 of 8
542,Decision - Unanimous,3,15:00,W,Kyle Bochniak,0,33 of 132,25%,35 of 134,3 of 15,20%,0,0,3:50,29 of 117,4 of 15,0 of 0,26 of 118,7 of 14,0 of 0,L,Brandon Davis,0,38 of 112,33%,59 of 133,1 of 1,100%,0,0,0:08,19 of 87,7 of 11,12 of 14,35 of 106,3 of 6,0 of 0
543,Decision - Unanimous,3,15:00,L,Kyle Bochniak,0,23 of 54,42%,43 of 76,0 of 0,---,0,0,0:00,13 of 43,3 of 3,7 of 8,22 of 51,0 of 0,1 of 3,W,Jeremy Kennedy,0,41 of 94,43%,59 of 118,8 of 14,57%,0,0,11:37,30 of 82,6 of 7,5 of 5,13 of 44,7 of 11,21 of 39
544,Decision - Split,3,15:00,W,Kyle Bochniak,0,41 of 141,29%,41 of 142,1 of 3,33%,0,0,0:27,15 of 107,6 of 11,20 of 23,38 of 136,3 of 5,0 of 0,L,Enrique Barzola,0,55 of 165,33%,56 of 168,1 of 9,11%,0,0,0:18,31 of 136,17 of 22,7 of 7,47 of 155,8 of 10,0 of 0
545,Decision - Unanimous,3,15:00,L,Kyle Bochniak,1,52 of 129,40%,53 of 130,1 of 5,20%,0,0,0:44,37 of 109,4 of 8,11 of 12,46 of 116,4 of 9,2 of 4,W,Charles Rosa,0,92 of 232,39%,95 of 237,1 of 8,12%,0,0,1:03,54 of 171,13 of 26,25 of 35,87 of 225,5 of 7,0 of 0
546,Submission,1,4:28,L,James Bochnovic,0,3 of 6,50%,4 of 8,0 of 1,0%,0,0,0:59,1 of 3,2 of 3,0 of 0,1 of 3,1 of 2,1 of 1,W,Markus Perez,0,4 of 4,100%,13 of 16,1 of 1,100%,2,0,3:17,3 of 3,1 of 1,0 of 0,0 of 0,1 of 1,3 of 3
547,KO/TKO,2,7:54,L,James Bochnovic,0,5 of 24,20%,15 of 35,0 of 1,0%,0,0,0:08,1 of 19,2 of 3,2 of 2,4 of 23,0 of 0,1 of 1,W,Trevin Giles,0,41 of 53,77%,54 of 66,5 of 5,100%,0,0,5:43,34 of 45,6 of 7,1 of 1,8 of 13,3 of 3,30 of 37
548,Decision - Unanimous,3,15:00,L,Tim Boetsch,0,41 of 97,42%,64 of 121,0 of 2,0%,0,0,0:02,20 of 66,12 of 20,9 of 11,32 of 85,9 of 12,0 of 0,W,Omari Akhmedov,0,52 of 135,38%,58 of 141,0 of 2,0%,0,0,3:14,32 of 110,13 of 17,7 of 8,35 of 113,17 of 22,0 of 0
549,Submission,1,4:28,L,Tim Boetsch,0,7 of 18,38%,13 of 24,0 of 0,---,0,0,0:05,4 of 14,1 of 2,2 of 2,7 of 18,0 of 0,0 of 0,W,Antonio Carlos Junior,0,31 of 48,64%,35 of 52,1 of 2,50%,1,0,1:30,23 of 40,4 of 4,4 of 4,20 of 34,2 of 2,9 of 12
550,KO/TKO,2,5:46,W,Tim Boetsch,0,41 of 68,60%,42 of 69,0 of 0,---,0,0,0:01,19 of 41,16 of 20,6 of 7,30 of 54,10 of 13,1 of 1,L,Johny Hendricks,0,10 of 45,22%,10 of 45,0 of 0,---,0,0,0:00,2 of 36,2 of 2,6 of 7,10 of 44,0 of 1,0 of 0
551,Submission,1,3:41,L,Tim Boetsch,0,6 of 10,60%,8 of 12,0 of 0,---,0,0,0:00,2 of 6,0 of 0,4 of 4,6 of 10,0 of 0,0 of 0,W,Jacare Souza,0,7 of 18,38%,15 of 30,1 of 2,50%,1,0,1:14,5 of 13,2 of 5,0 of 0,5 of 14,1 of 3,1 of 1
552,KO/TKO,1,3:22,W,Tim Boetsch,1,14 of 25,56%,14 of 25,0 of 0,---,0,0,0:04,9 of 17,1 of 4,4 of 4,11 of 22,0 of 0,3 of 3,L,Rafael Natal,0,5 of 18,27%,5 of 18,0 of 1,0%,0,0,0:00,2 of 13,1 of 2,2 of 3,5 of 18,0 of 0,0 of 0
553,KO/TKO,2,8:49,W,Tim Boetsch,0,38 of 58,65%,98 of 119,2 of 2,100%,0,0,4:21,28 of 46,9 of 11,1 of 1,6 of 16,8 of 11,24 of 31,L,Josh Samman,0,17 of 39,43%,23 of 47,0 of 3,0%,0,0,2:07,7 of 23,5 of 11,5 of 5,13 of 26,4 of 13,0 of 0
554,KO/TKO,2,6:39,L,Tim Boetsch,0,27 of 64,42%,32 of 69,0 of 0,---,0,0,0:08,16 of 50,5 of 7,6 of 7,23 of 55,4 of 9,0 of 0,W,Ed Herman,1,47 of 82,57%,56 of 91,0 of 0,---,0,0,0:15,31 of 63,7 of 10,9 of 9,28 of 58,16 of 21,3 of 3
555,KO/TKO,1,0:28,L,Tim Boetsch,0,3 of 6,50%,3 of 6,0 of 0,---,0,0,0:00,3 of 5,0 of 1,0 of 0,3 of 6,0 of 0,0 of 0,W,Dan Henderson,1,12 of 15,80%,12 of 15,0 of 0,---,0,0,0:05,12 of 15,0 of 0,0 of 0,3 of 4,1 of 2,8 of 9
556,Submission,2,8:45,L,Tim Boetsch,1,26 of 65,40%,47 of 88,0 of 0,---,0,0,0:38,22 of 60,3 of 4,1 of 1,20 of 51,3 of 10,3 of 4,W,Thales Leites,0,20 of 61,32%,23 of 64,1 of 2,50%,2,0,2:01,16 of 54,1 of 1,3 of 6,17 of 53,3 of 8,0 of 0
557,KO/TKO,2,8:18,W,Tim Boetsch,2,14 of 28,50%,40 of 56,1 of 5,20%,0,0,0:35,10 of 23,4 of 5,0 of 0,5 of 13,5 of 10,4 of 5,L,Brad Tavares,0,24 of 56,42%,37 of 70,0 of 1,0%,0,0,4:17,17 of 49,7 of 7,0 of 0,7 of 26,17 of 30,0 of 0
558,Submission,1,2:08,L,Tim Boetsch,0,1 of 2,50%,1 of 2,0 of 1,0%,0,0,0:04,0 of 0,0 of 1,1 of 1,1 of 2,0 of 0,0 of 0,W,Luke Rockhold,0,4 of 4,100%,9 of 9,0 of 0,---,2,0,1:35,0 of 0,4 of 4,0 of 0,1 of 1,0 of 0,3 of 3
559,Decision - Split,3,15:00,W,Tim Boetsch,0,41 of 76,53%,65 of 108,0 of 1,0%,3,0,1:59,27 of 59,4 of 6,10 of 11,33 of 65,6 of 9,2 of 2,L,CB Dollaway,0,57 of 118,48%,84 of 145,3 of 8,37%,0,0,3:57,33 of 92,17 of 19,7 of 7,41 of 92,13 of 21,3 of 5
560,Decision - Unanimous,3,15:00,L,Tim Boetsch,0,23 of 41,56%,50 of 69,1 of 3,33%,3,1,2:59,9 of 20,9 of 16,5 of 5,11 of 22,10 of 16,2 of 3,W,Mark Munoz,0,69 of 102,67%,132 of 171,5 of 10,50%,2,0,9:26,36 of 64,31 of 35,2 of 3,5 of 15,12 of 23,52 of 64
561,KO/TKO,3,12:11,L,Tim Boetsch,1,25 of 53,47%,41 of 74,2 of 8,25%,0,0,3:09,8 of 28,13 of 21,4 of 4,13 of 37,11 of 14,1 of 2,W,Constantinos Philippou,0,28 of 74,37%,56 of 108,0 of 0,---,0,0,2:49,27 of 70,1 of 3,0 of 1,5 of 34,6 of 9,17 of 31
562,Decision - Split,3,15:00,W,Tim Boetsch,0,54 of 98,55%,57 of 101,0 of 9,0%,0,0,0:07,11 of 39,20 of 32,23 of 27,42 of 78,12 of 20,0 of 0,L,Hector Lombard,0,26 of 77,33%,47 of 99,2 of 4,50%,0,0,2:23,18 of 65,6 of 6,2 of 6,22 of 70,2 of 5,2 of 2
563,KO/TKO,3,10:54,W,Tim Boetsch,1,42 of 93,45%,47 of 99,0 of 1,0%,1,0,0:07,36 of 79,3 of 9,3 of 5,26 of 76,11 of 12,5 of 5,L,Yushin Okami,0,29 of 75,38%,43 of 91,1 of 2,50%,0,0,4:01,26 of 72,2 of 2,1 of 1,19 of 58,0 of 0,10 of 17
564,Decision - Unanimous,3,15:00,W,Tim Boetsch,0,46 of 84,54%,80 of 120,4 of 6,66%,2,0,3:05,31 of 62,10 of 15,5 of 7,20 of 51,17 of 20,9 of 13,L,Nick Ring,0,29 of 82,35%,39 of 94,0 of 2,0%,0,0,3:08,13 of 59,13 of 19,3 of 4,15 of 62,7 of 13,7 of 7
565,Decision - Unanimous,3,15:00,W,Tim Boetsch,0,17 of 22,77%,90 of 111,7 of 14,50%,0,1,10:00,4 of 7,8 of 10,5 of 5,6 of 11,8 of 8,3 of 3,L,Kendall Grove,0,20 of 45,44%,68 of 95,1 of 3,33%,0,0,1:48,1 of 21,12 of 12,7 of 12,7 of 32,12 of 12,1 of 1
566,Submission,2,7:55,L,Tim Boetsch,0,7 of 19,36%,10 of 22,0 of 0,---,1,0,0:07,3 of 12,1 of 2,3 of 5,7 of 18,0 of 1,0 of 0,W,Phil Davis,0,33 of 75,44%,51 of 98,2 of 2,100%,2,0,4:46,10 of 40,15 of 25,8 of 10,14 of 35,7 of 10,12 of 30
567,Decision - Unanimous,3,15:00,W,Tim Boetsch,0,60 of 112,53%,110 of 163,3 of 6,50%,1,0,3:44,35 of 81,17 of 21,8 of 10,35 of 75,15 of 23,10 of 14,L,Todd Brown,0,28 of 72,38%,42 of 87,0 of 0,---,0,0,2:11,8 of 46,8 of 13,12 of 13,18 of 60,10 of 12,0 of 0
568,Decision - Unanimous,3,15:00,L,Tim Boetsch,0,27 of 65,41%,31 of 70,0 of 0,---,0,0,0:02,22 of 60,3 of 3,2 of 2,21 of 58,6 of 7,0 of 0,W,Jason Brilz,0,34 of 103,33%,107 of 183,4 of 8,50%,1,0,7:58,16 of 80,7 of 9,11 of 14,9 of 66,16 of 21,9 of 16
569,KO/TKO,1,2:03,W,Tim Boetsch,1,15 of 31,48%,18 of 34,0 of 0,---,0,0,0:05,11 of 27,3 of 3,1 of 1,8 of 22,1 of 1,6 of 8,L,Michael Patt,0,9 of 21,42%,11 of 23,0 of 1,0%,0,0,0:00,3 of 13,1 of 2,5 of 6,7 of 18,2 of 3,0 of 0
570,KO/TKO,2,6:25,L,Tim Boetsch,0,18 of 58,31%,23 of 63,0 of 1,0%,0,0,0:02,9 of 48,5 of 6,4 of 4,11 of 41,7 of 16,0 of 1,W,Matt Hamill,0,31 of 71,43%,53 of 96,1 of 1,100%,0,0,2:37,30 of 70,0 of 0,1 of 1,18 of 47,0 of 5,13 of 19
571,KO/TKO,1,4:52,W,Tim Boetsch,0,42 of 60,70%,46 of 64,1 of 2,50%,0,0,0:06,25 of 41,14 of 14,3 of 5,20 of 34,18 of 22,4 of 4,L,David Heath,0,7 of 31,22%,7 of 31,0 of 0,---,0,0,0:00,5 of 29,0 of 0,2 of 2,7 of 31,0 of 0,0 of 0
572,KO/TKO,1,4:10,L,Galore Bofando,1,13 of 26,50%,13 of 26,0 of 0,---,0,0,0:00,13 of 26,0 of 0,0 of 0,3 of 7,0 of 0,10 of 19,W,Chad Laprise,0,20 of 39,51%,42 of 66,1 of 1,100%,0,0,2:22,20 of 38,0 of 0,0 of 1,0 of 5,0 of 0,20 of 34
573,KO/TKO,1,2:10,W,Galore Bofando,0,10 of 25,40%,10 of 25,1 of 1,100%,0,0,0:03,6 of 18,2 of 4,2 of 3,8 of 21,0 of 0,2 of 4,L,Charlie Ward,0,3 of 12,25%,4 of 13,0 of 1,0%,0,0,0:08,2 of 9,1 of 2,0 of 1,3 of 9,0 of 3,0 of 0
574,Decision - Unanimous,3,15:00,L,Roman Bogatov,0,50 of 117,42%,81 of 155,1 of 11,9%,0,1,6:07,24 of 82,20 of 29,6 of 6,37 of 96,6 of 7,7 of 14,W,Leonardo Santos,0,66 of 119,55%,116 of 181,1 of 2,50%,0,0,1:34,56 of 106,6 of 9,4 of 4,42 of 89,10 of 12,14 of 18
575,TKO - Doctor's Stoppage,2,7:31,L,Jerry Bohlander,0,9 of 25,36%,39 of 55,0 of 0,---,0,0,--,5 of 17,0 of 0,4 of 8,7 of 20,1 of 4,1 of 1,W,Tito Ortiz,0,37 of 76,48%,59 of 100,6 of 7,85%,0,0,--,35 of 73,2 of 3,0 of 0,12 of 29,7 of 12,18 of 35
576,Submission,1,10:2,W,Jerry Bohlander,0,5 of 17,29%,9 of 21,0 of 2,0%,2,0,--,2 of 14,0 of 0,3 of 3,4 of 16,0 of 0,1 of 1,L,Kevin Jackson,0,18 of 25,72%,35 of 44,2 of 2,100%,0,0,--,13 of 20,4 of 4,1 of 1,5 of 9,0 of 0,13 of 16
577,Submission,1,0:39,W,Jerry Bohlander,0,2 of 4,50%,3 of 5,1 of 1,100%,1,0,--,2 of 3,0 of 0,0 of 1,0 of 2,2 of 2,0 of 0,L,Nick Sanzo,0,0 of 0,---,0 of 0,0 of 1,0%,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
578,Submission,1,1:24,W,Jerry Bohlander,0,0 of 3,0%,4 of 7,1 of 1,100%,1,0,--,0 of 0,0 of 0,0 of 3,0 of 3,0 of 0,0 of 0,L,Rainy Martinez,0,0 of 0,---,0 of 0,0 of 0,---,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
579,Decision - Unanimous,1,15:0,W,Jerry Bohlander,0,18 of 21,85%,179 of 189,1 of 1,100%,0,1,--,9 of 11,5 of 5,4 of 5,1 of 2,5 of 5,12 of 14,L,Fabio Gurgel,0,2 of 3,66%,15 of 16,1 of 3,33%,1,0,--,1 of 2,1 of 1,0 of 0,1 of 2,1 of 1,0 of 0
580,KO/TKO,1,5:31,L,Jerry Bohlander,0,1 of 8,12%,18 of 28,0 of 1,0%,0,1,--,1 of 8,0 of 0,0 of 0,0 of 0,0 of 0,1 of 8,W,Gary Goodridge,0,3 of 6,50%,7 of 10,1 of 1,100%,1,1,--,3 of 6,0 of 0,0 of 0,0 of 1,0 of 0,3 of 5
581,Submission,1,9:03,W,Jerry Bohlander,0,7 of 9,77%,27 of 33,0 of 0,---,1,0,--,3 of 3,2 of 2,2 of 4,4 of 6,2 of 2,1 of 1,L,Scott Ferrozzo,0,9 of 12,75%,17 of 20,2 of 4,50%,1,0,--,6 of 8,2 of 2,1 of 2,1 of 2,4 of 6,4 of 4
582,Submission,1,4:54,L,Jesse Bongfeldt,0,5 of 12,41%,17 of 28,0 of 0,---,0,0,0:00,1 of 7,3 of 3,1 of 2,2 of 9,3 of 3,0 of 0,W,Chris Weidman,0,7 of 17,41%,32 of 44,1 of 1,100%,1,0,3:45,5 of 14,1 of 1,1 of 2,1 of 7,2 of 2,4 of 8
583,Decision - Majority,3,15:00,D,Jesse Bongfeldt,0,53 of 81,65%,71 of 100,2 of 6,33%,0,2,5:16,38 of 65,8 of 8,7 of 8,13 of 29,6 of 7,34 of 45,D,Rafael Natal,0,13 of 23,56%,45 of 63,5 of 8,62%,0,0,6:02,10 of 19,1 of 2,2 of 2,2 of 8,6 of 9,5 of 6
584,KO/TKO,1,4:40,L,Stephan Bonnar,0,12 of 43,27%,28 of 59,0 of 3,0%,0,0,2:58,9 of 33,2 of 7,1 of 3,6 of 27,6 of 16,0 of 0,W,Anderson Silva,1,19 of 27,70%,27 of 35,0 of 0,---,0,0,0:21,15 of 23,4 of 4,0 of 0,4 of 7,10 of 12,5 of 8
585,Decision - Unanimous,3,15:00,W,Stephan Bonnar,0,36 of 74,48%,133 of 183,4 of 6,66%,1,0,10:35,18 of 51,11 of 14,7 of 9,12 of 36,15 of 19,9 of 19,L,Kyle Kingsbury,0,31 of 53,58%,38 of 60,0 of 0,---,0,0,0:58,15 of 33,7 of 9,9 of 11,19 of 37,12 of 16,0 of 0
586,Decision - Unanimous,3,15:00,W,Stephan Bonnar,0,44 of 80,55%,147 of 199,3 of 5,60%,1,1,11:58,19 of 50,23 of 28,2 of 2,10 of 28,16 of 26,18 of 26,L,Igor Pokrajac,0,23 of 55,41%,40 of 73,0 of 1,0%,0,1,1:23,16 of 47,5 of 6,2 of 2,10 of 38,9 of 12,4 of 5
587,KO/TKO,2,8:08,W,Stephan Bonnar,1,48 of 112,42%,82 of 151,2 of 4,50%,0,0,3:17,39 of 97,5 of 8,4 of 7,15 of 50,22 of 46,11 of 16,L,Krzysztof Soszynski,0,32 of 90,35%,33 of 91,0 of 2,0%,0,0,1:10,27 of 82,0 of 0,5 of 8,20 of 50,12 of 40,0 of 0
588,TKO - Doctor's Stoppage,3,11:04,L,Stephan Bonnar,0,36 of 117,30%,56 of 138,2 of 5,40%,0,0,2:45,19 of 93,10 of 14,7 of 10,19 of 82,17 of 33,0 of 2,W,Krzysztof Soszynski,0,48 of 123,39%,57 of 134,0 of 1,0%,0,0,1:16,37 of 104,4 of 8,7 of 11,37 of 99,11 of 24,0 of 0
589,Decision - Unanimous,3,15:00,L,Stephan Bonnar,0,26 of 60,43%,68 of 103,0 of 0,---,3,1,2:41,23 of 55,3 of 5,0 of 0,2 of 21,4 of 9,20 of 30,W,Mark Coleman,0,20 of 36,55%,59 of 82,3 of 9,33%,0,0,9:49,18 of 34,2 of 2,0 of 0,4 of 12,0 of 0,16 of 24
