,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
250,KO/TKO,3,11:58,W,Johnny Bedford,1,82 of 140,58%,155 of 229,4 of 6,66%,0,0,9:21,50 of 102,29 of 35,3 of 3,10 of 34,19 of 23,53 of 83,L,Louis Gaudinot,0,6 of 29,20%,18 of 41,0 of 2,0%,0,0,0:00,3 of 23,0 of 0,3 of 6,2 of 20,4 of 9,0 of 0
251,Decision - Split,3,15:00,L,Chase Beebe,0,24 of 76,31%,63 of 122,5 of 12,41%,0,1,7:16,17 of 65,3 of 5,4 of 6,11 of 49,4 of 7,9 of 20,W,Will Ribeiro,0,25 of 86,29%,44 of 107,1 of 1,100%,5,2,1:15,14 of 69,9 of 15,2 of 2,19 of 73,4 of 9,2 of 4
252,Submission,1,3:59,L,Chase Beebe,0,11 of 25,44%,13 of 27,2 of 2,100%,0,0,1:40,7 of 19,1 of 2,3 of 4,8 of 20,0 of 0,3 of 5,W,Miguel Torres,0,14 of 21,66%,25 of 32,0 of 0,---,2,1,0:28,7 of 14,3 of 3,4 of 4,12 of 18,1 of 1,1 of 2
253,Decision - Unanimous,5,25:00,W,Chase Beebe,0,43 of 65,66%,168 of 206,0 of 0,---,4,1,20:52,31 of 53,11 of 11,1 of 1,6 of 13,0 of 0,37 of 52,L,Rani Yahya,0,9 of 18,50%,16 of 25,1 of 6,16%,5,1,2:23,2 of 11,0 of 0,7 of 7,9 of 18,0 of 0,0 of 0
254,Decision - Unanimous,5,25:00,W,Chase Beebe,0,55 of 175,31%,130 of 269,5 of 14,35%,0,0,10:29,49 of 169,6 of 6,0 of 0,12 of 81,4 of 5,39 of 89,L,Eddie Wineland,1,31 of 181,17%,37 of 194,0 of 0,---,2,0,0:35,18 of 160,7 of 13,6 of 8,21 of 159,8 of 14,2 of 8
255,Submission,1,1:33,L,Lyle Beerbohm,0,1 of 2,50%,2 of 3,0 of 0,---,0,0,0:36,0 of 1,0 of 0,1 of 1,0 of 1,1 of 1,0 of 0,W,Shinya Aoki,0,2 of 2,100%,2 of 2,1 of 1,100%,1,0,0:41,0 of 0,2 of 2,0 of 0,2 of 2,0 of 0,0 of 0
256,Decision - Unanimous,3,15:00,L,Lyle Beerbohm,0,20 of 44,45%,74 of 113,2 of 11,18%,0,2,--,10 of 30,5 of 7,5 of 7,14 of 33,5 of 10,1 of 1,W,Pat Healy,0,47 of 88,53%,90 of 136,1 of 4,25%,2,1,--,27 of 62,17 of 23,3 of 3,22 of 60,20 of 23,5 of 5
257,Decision - Split,3,15:00,W,Lyle Beerbohm,0,37 of 67,55%,65 of 104,0 of 9,0%,0,1,--,15 of 39,12 of 14,10 of 14,16 of 40,16 of 18,5 of 9,L,Vitor Ribeiro,0,18 of 53,33%,20 of 55,3 of 9,33%,3,0,--,11 of 44,7 of 9,0 of 0,10 of 41,8 of 12,0 of 0
258,Submission,3,11:19,W,Lyle Beerbohm,0,27 of 40,67%,87 of 117,4 of 6,66%,1,0,--,20 of 33,3 of 3,4 of 4,6 of 9,1 of 1,20 of 30,L,Ray Perales,0,2 of 8,25%,13 of 27,0 of 0,---,0,0,--,2 of 8,0 of 0,0 of 0,2 of 8,0 of 0,0 of 0
259,Submission,3,11:21,L,Mirsad Bektic,0,13 of 21,61%,76 of 102,7 of 9,77%,0,0,9:24,9 of 16,1 of 2,3 of 3,4 of 10,0 of 1,9 of 10,W,Damon Jackson,0,12 of 26,46%,20 of 34,0 of 0,---,7,1,0:56,10 of 23,2 of 3,0 of 0,2 of 12,3 of 3,7 of 11
260,Decision - Split,3,15:00,L,Mirsad Bektic,0,17 of 60,28%,29 of 74,3 of 10,30%,1,0,6:33,14 of 56,3 of 4,0 of 0,14 of 54,3 of 6,0 of 0,W,Dan Ige,0,43 of 88,48%,64 of 117,1 of 2,50%,0,0,0:54,27 of 70,15 of 17,1 of 1,28 of 68,12 of 16,3 of 4
261,KO/TKO,1,4:25,L,Mirsad Bektic,0,10 of 65,15%,10 of 65,0 of 0,---,0,0,0:00,8 of 62,1 of 2,1 of 1,10 of 65,0 of 0,0 of 0,W,Josh Emmett,1,27 of 52,51%,33 of 60,0 of 0,---,0,0,0:29,22 of 43,3 of 6,2 of 3,12 of 32,0 of 0,15 of 20
262,Decision - Split,3,15:00,W,Mirsad Bektic,0,31 of 89,34%,97 of 174,2 of 4,50%,0,0,8:35,12 of 65,15 of 18,4 of 6,15 of 62,14 of 23,2 of 4,L,Ricardo Lamas,0,34 of 62,54%,69 of 97,0 of 4,0%,2,1,0:54,8 of 34,21 of 23,5 of 5,15 of 40,19 of 20,0 of 2
263,KO/TKO,1,2:47,W,Mirsad Bektic,1,12 of 33,36%,12 of 34,0 of 0,---,0,0,0:04,7 of 24,1 of 4,4 of 5,9 of 29,0 of 0,3 of 4,L,Godofredo Pepey,0,5 of 17,29%,5 of 17,0 of 0,---,0,0,0:00,2 of 12,2 of 4,1 of 1,4 of 16,1 of 1,0 of 0
264,KO/TKO,3,13:19,L,Mirsad Bektic,0,60 of 98,61%,146 of 196,4 of 10,40%,0,0,9:04,55 of 91,4 of 5,1 of 2,17 of 48,7 of 8,36 of 42,W,Darren Elkins,1,28 of 59,47%,72 of 109,0 of 1,0%,1,1,1:22,14 of 45,10 of 10,4 of 4,6 of 36,10 of 11,12 of 12
265,Submission,1,4:22,W,Mirsad Bektic,0,4 of 10,40%,20 of 27,4 of 6,66%,2,0,3:21,4 of 10,0 of 0,0 of 0,4 of 10,0 of 0,0 of 0,L,Russell Doane,0,6 of 15,40%,6 of 16,0 of 0,---,0,0,0:00,3 of 9,0 of 1,3 of 5,4 of 11,1 of 1,1 of 3
266,KO/TKO,2,5:30,W,Mirsad Bektic,1,39 of 69,56%,78 of 123,3 of 5,60%,0,0,4:50,38 of 68,1 of 1,0 of 0,8 of 17,0 of 0,31 of 52,L,Lucas Martins,0,7 of 23,30%,11 of 27,0 of 0,---,0,0,0:00,7 of 23,0 of 0,0 of 0,7 of 23,0 of 0,0 of 0
267,Decision - Unanimous,3,15:00,W,Mirsad Bektic,0,34 of 56,60%,154 of 194,2 of 3,66%,0,0,13:53,33 of 55,1 of 1,0 of 0,5 of 16,0 of 0,29 of 40,L,Paul Redmond,0,2 of 7,28%,16 of 22,0 of 2,0%,0,0,0:00,1 of 6,1 of 1,0 of 0,2 of 7,0 of 0,0 of 0
268,Decision - Majority,3,15:00,W,Mirsad Bektic,0,27 of 90,30%,80 of 148,2 of 4,50%,0,1,4:55,25 of 85,2 of 5,0 of 0,18 of 77,2 of 4,7 of 9,L,Chas Skelly,0,19 of 85,22%,32 of 101,0 of 4,0%,0,1,1:33,17 of 83,1 of 1,1 of 1,10 of 73,6 of 9,3 of 3
269,Submission,1,2:43,L,Diana Belbita,0,5 of 9,55%,6 of 11,1 of 2,50%,0,0,1:34,3 of 6,2 of 3,0 of 0,3 of 5,2 of 4,0 of 0,W,Liana Jojua,0,2 of 3,66%,3 of 4,0 of 0,---,3,0,0:52,1 of 2,1 of 1,0 of 0,1 of 2,1 of 1,0 of 0
270,Decision - Unanimous,3,15:00,L,Diana Belbita,0,98 of 252,38%,104 of 260,1 of 1,100%,0,0,1:26,58 of 201,23 of 31,17 of 20,76 of 219,18 of 29,4 of 4,W,Molly McCann,0,113 of 238,47%,126 of 252,5 of 14,35%,1,0,3:39,86 of 199,17 of 24,10 of 15,73 of 177,8 of 14,32 of 47
271,Decision - Unanimous,3,14:31,L,Alan Belcher,0,29 of 150,19%,29 of 150,0 of 3,0%,0,0,0:00,11 of 111,7 of 19,11 of 20,29 of 150,0 of 0,0 of 0,W,Michael Bisping,0,93 of 225,41%,94 of 226,0 of 0,---,0,0,0:08,64 of 187,3 of 7,26 of 31,92 of 221,1 of 4,0 of 0
272,Decision - Unanimous,3,15:00,L,Alan Belcher,0,6 of 28,21%,15 of 39,0 of 0,---,2,0,3:23,4 of 26,0 of 0,2 of 2,6 of 28,0 of 0,0 of 0,W,Yushin Okami,0,20 of 44,45%,81 of 115,1 of 5,20%,0,0,8:01,14 of 38,5 of 5,1 of 1,5 of 26,2 of 3,13 of 15
273,KO/TKO,1,4:18,W,Alan Belcher,0,20 of 37,54%,29 of 46,0 of 0,---,1,0,2:14,19 of 36,1 of 1,0 of 0,0 of 3,0 of 0,20 of 34,L,Rousimar Palhares,0,0 of 1,0%,1 of 2,1 of 1,100%,1,0,0:07,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
274,KO/TKO,1,3:48,W,Alan Belcher,0,25 of 39,64%,52 of 68,0 of 0,---,0,0,2:57,24 of 38,1 of 1,0 of 0,0 of 4,1 of 1,24 of 34,L,Jason MacDonald,0,2 of 7,28%,5 of 10,0 of 3,0%,0,0,0:25,0 of 5,2 of 2,0 of 0,0 of 4,2 of 3,0 of 0
275,Submission,2,8:25,W,Alan Belcher,0,27 of 51,52%,44 of 68,1 of 1,100%,1,1,2:27,9 of 30,13 of 15,5 of 6,22 of 43,3 of 6,2 of 2,L,Patrick Cote,0,22 of 37,59%,35 of 50,2 of 2,100%,1,0,1:39,19 of 31,0 of 1,3 of 5,19 of 33,2 of 3,1 of 1
276,KO/TKO,1,3:03,W,Alan Belcher,1,21 of 56,37%,26 of 63,0 of 0,---,0,0,0:04,19 of 53,2 of 3,0 of 0,17 of 47,2 of 5,2 of 4,L,Wilson Gouveia,0,29 of 90,32%,30 of 91,0 of 0,---,0,0,0:00,28 of 89,0 of 0,1 of 1,29 of 90,0 of 0,0 of 0
277,Decision - Split,3,15:00,L,Alan Belcher,1,76 of 156,48%,76 of 156,0 of 0,---,0,0,0:44,39 of 108,11 of 15,26 of 33,67 of 144,7 of 9,2 of 3,W,Yoshihiro Akiyama,0,55 of 156,35%,70 of 173,3 of 4,75%,0,0,3:11,50 of 149,2 of 4,3 of 3,48 of 140,1 of 1,6 of 15
278,Submission,2,9:36,W,Alan Belcher,0,9 of 28,32%,9 of 28,0 of 0,---,1,0,0:20,3 of 19,2 of 5,4 of 4,8 of 27,1 of 1,0 of 0,L,Denis Kang,0,26 of 55,47%,54 of 85,3 of 5,60%,1,0,5:43,17 of 45,7 of 8,2 of 2,16 of 39,3 of 4,7 of 12
279,Decision - Split,3,15:00,W,Alan Belcher,0,54 of 90,60%,67 of 103,0 of 0,---,0,0,2:24,29 of 60,8 of 12,17 of 18,39 of 71,15 of 19,0 of 0,L,Ed Herman,0,43 of 130,33%,86 of 175,5 of 12,41%,2,0,4:49,33 of 110,9 of 16,1 of 4,24 of 96,9 of 19,10 of 15
280,KO/TKO,1,3:58,L,Alan Belcher,0,3 of 8,37%,6 of 11,1 of 1,100%,0,0,2:42,1 of 5,2 of 3,0 of 0,2 of 5,0 of 0,1 of 3,W,Jason Day,0,29 of 43,67%,67 of 82,0 of 0,---,0,0,0:00,24 of 38,4 of 4,1 of 1,12 of 21,17 of 22,0 of 0
281,TKO - Doctor's Stoppage,2,6:39,W,Alan Belcher,0,57 of 100,57%,61 of 104,0 of 0,---,0,0,0:51,37 of 77,8 of 11,12 of 12,34 of 66,23 of 34,0 of 0,L,Kalib Starnes,0,40 of 89,44%,45 of 94,1 of 3,33%,0,0,0:28,34 of 79,5 of 9,1 of 1,29 of 75,11 of 14,0 of 0
282,Submission,1,0:53,W,Alan Belcher,0,0 of 2,0%,0 of 2,0 of 0,---,1,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,L,Sean Salmon,0,1 of 1,100%,1 of 1,0 of 1,0%,0,0,0:05,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1
283,Submission,2,9:42,L,Alan Belcher,0,8 of 13,61%,10 of 15,1 of 7,14%,0,0,2:12,0 of 5,5 of 5,3 of 3,7 of 11,0 of 1,1 of 1,W,Kendall Grove,0,41 of 74,55%,95 of 128,1 of 1,100%,2,0,4:44,25 of 52,10 of 16,6 of 6,13 of 32,20 of 29,8 of 13
284,KO/TKO,3,12:45,W,Alan Belcher,1,29 of 76,38%,71 of 122,1 of 2,50%,2,0,4:19,11 of 54,1 of 2,17 of 20,14 of 50,5 of 5,10 of 21,L,Jorge Santiago,0,14 of 59,23%,24 of 69,0 of 3,0%,3,1,2:25,11 of 53,1 of 3,2 of 3,12 of 54,1 of 2,1 of 3
285,Decision - Unanimous,3,15:00,L,Alan Belcher,0,8 of 55,14%,18 of 66,0 of 1,0%,0,1,1:40,5 of 48,0 of 2,3 of 5,7 of 54,1 of 1,0 of 0,W,Yushin Okami,0,12 of 47,25%,59 of 97,5 of 9,55%,0,0,6:25,9 of 44,0 of 0,3 of 3,7 of 38,0 of 0,5 of 9
286,KO/TKO,2,6:00,L,Vitor Belfort,0,2 of 12,16%,2 of 12,0 of 0,---,0,0,0:00,2 of 11,0 of 1,0 of 0,2 of 12,0 of 0,0 of 0,W,Lyoto Machida,1,11 of 22,50%,11 of 22,0 of 0,---,0,0,0:00,2 of 8,7 of 11,2 of 3,11 of 22,0 of 0,0 of 0
287,Decision - Unanimous,3,15:00,W,Vitor Belfort,0,37 of 78,47%,38 of 80,0 of 0,---,0,0,0:00,30 of 69,6 of 8,1 of 1,25 of 58,11 of 19,1 of 1,L,Nate Marquardt,0,57 of 113,50%,68 of 124,1 of 2,50%,0,0,1:03,21 of 74,16 of 18,20 of 21,52 of 108,5 of 5,0 of 0
288,Overturned,1,3:52,NC,Vitor Belfort,0,10 of 28,35%,10 of 28,0 of 0,---,0,0,0:00,5 of 22,5 of 6,0 of 0,10 of 28,0 of 0,0 of 0,NC,Kelvin Gastelum,2,26 of 49,53%,26 of 49,0 of 0,---,0,0,0:43,25 of 48,0 of 0,1 of 1,13 of 31,0 of 0,13 of 18
289,KO/TKO,2,7:43,L,Vitor Belfort,0,8 of 26,30%,9 of 27,0 of 0,---,0,0,0:00,5 of 21,3 of 5,0 of 0,6 of 23,2 of 3,0 of 0,W,Gegard Mousasi,0,57 of 114,50%,65 of 124,1 of 4,25%,0,0,1:32,41 of 95,4 of 7,12 of 12,29 of 57,14 of 30,14 of 27
290,KO/TKO,1,4:38,L,Vitor Belfort,0,4 of 5,80%,5 of 6,0 of 0,---,0,0,0:02,3 of 4,1 of 1,0 of 0,0 of 1,1 of 1,3 of 3,W,Jacare Souza,0,39 of 55,70%,54 of 72,1 of 3,33%,0,0,3:11,38 of 53,1 of 2,0 of 0,1 of 3,2 of 4,36 of 48
291,KO/TKO,1,2:07,W,Vitor Belfort,1,6 of 11,54%,6 of 11,0 of 0,---,0,0,0:07,5 of 10,1 of 1,0 of 0,1 of 1,2 of 3,3 of 7,L,Dan Henderson,0,3 of 3,100%,3 of 3,0 of 0,---,0,0,0:00,0 of 0,0 of 0,3 of 3,3 of 3,0 of 0,0 of 0
292,KO/TKO,1,2:53,L,Vitor Belfort,0,18 of 32,56%,19 of 36,0 of 0,---,0,0,0:00,15 of 28,3 of 4,0 of 0,10 of 21,8 of 11,0 of 0,W,Chris Weidman,0,46 of 69,66%,50 of 73,1 of 2,50%,0,0,1:13,46 of 67,0 of 2,0 of 0,3 of 12,0 of 0,43 of 57
293,KO/TKO,1,1:17,W,Vitor Belfort,2,12 of 17,70%,13 of 18,0 of 0,---,0,0,0:12,12 of 17,0 of 0,0 of 0,1 of 1,2 of 2,9 of 14,L,Dan Henderson,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
294,KO/TKO,1,2:32,W,Vitor Belfort,1,9 of 20,45%,10 of 21,0 of 0,---,0,0,0:13,8 of 18,0 of 1,1 of 1,4 of 14,0 of 0,5 of 6,L,Luke Rockhold,0,6 of 15,40%,6 of 15,0 of 1,0%,0,0,0:00,2 of 8,0 of 2,4 of 5,6 of 15,0 of 0,0 of 0
295,KO/TKO,2,6:27,W,Vitor Belfort,1,18 of 53,33%,19 of 54,0 of 0,---,0,0,0:06,12 of 46,6 of 7,0 of 0,12 of 44,1 of 2,5 of 7,L,Michael Bisping,0,14 of 66,21%,14 of 66,0 of 1,0%,0,0,0:00,8 of 57,0 of 2,6 of 7,14 of 65,0 of 1,0 of 0
296,Submission,4,15:54,L,Vitor Belfort,0,16 of 36,44%,22 of 43,0 of 0,---,1,0,0:06,8 of 26,3 of 5,5 of 5,11 of 28,4 of 6,1 of 2,W,Jon Jones,1,65 of 110,59%,96 of 144,1 of 1,100%,1,0,9:25,46 of 79,5 of 10,14 of 21,23 of 52,0 of 2,42 of 56
297,Submission,1,4:49,W,Vitor Belfort,0,14 of 29,48%,37 of 54,0 of 0,---,1,0,1:12,14 of 28,0 of 1,0 of 0,2 of 10,1 of 6,11 of 13,L,Anthony Johnson,0,4 of 16,25%,14 of 28,2 of 8,25%,0,0,2:12,3 of 14,1 of 1,0 of 1,3 of 11,0 of 1,1 of 4
298,KO/TKO,1,1:52,W,Vitor Belfort,2,12 of 25,48%,12 of 25,0 of 0,---,0,0,0:09,11 of 22,0 of 0,1 of 3,3 of 10,3 of 5,6 of 10,L,Yoshihiro Akiyama,0,1 of 9,11%,1 of 9,0 of 0,---,0,0,0:00,0 of 6,0 of 0,1 of 3,1 of 9,0 of 0,0 of 0
299,KO/TKO,1,3:25,L,Vitor Belfort,0,6 of 15,40%,6 of 15,0 of 0,---,0,0,0:03,4 of 13,0 of 0,2 of 2,5 of 12,1 of 2,0 of 1,W,Anderson Silva,1,6 of 10,60%,6 of 10,0 of 0,---,0,0,0:05,4 of 8,0 of 0,2 of 2,3 of 7,1 of 1,2 of 2
300,KO/TKO,1,3:02,W,Vitor Belfort,0,9 of 22,40%,9 of 22,0 of 0,---,0,0,0:04,7 of 19,0 of 1,2 of 2,5 of 17,0 of 0,4 of 5,L,Rich Franklin,0,4 of 19,21%,4 of 19,0 of 1,0%,0,0,0:00,0 of 14,2 of 3,2 of 2,4 of 19,0 of 0,0 of 0
301,Decision - Unanimous,3,15:00,L,Vitor Belfort,0,21 of 47,44%,54 of 85,1 of 3,33%,0,2,--,9 of 35,8 of 8,4 of 4,5 of 17,3 of 7,13 of 23,W,Alistair Overeem,0,35 of 77,45%,118 of 174,1 of 2,50%,0,0,--,16 of 55,12 of 14,7 of 8,3 of 21,17 of 22,15 of 34
302,Decision - Split,3,15:00,L,Vitor Belfort,0,19 of 38,50%,44 of 65,0 of 0,---,1,1,3:06,16 of 35,2 of 2,1 of 1,1 of 5,8 of 16,10 of 17,W,Tito Ortiz,0,27 of 47,57%,101 of 130,4 of 11,36%,0,0,9:23,20 of 38,2 of 4,5 of 5,1 of 6,8 of 10,18 of 31
303,TKO - Doctor's Stoppage,3,15:00,L,Vitor Belfort,0,3 of 6,50%,10 of 13,0 of 0,---,2,0,0:01,1 of 4,2 of 2,0 of 0,0 of 3,2 of 2,1 of 1,W,Randy Couture,0,50 of 71,70%,131 of 154,2 of 4,50%,0,0,14:06,40 of 56,3 of 5,7 of 10,1 of 4,16 of 25,33 of 42
304,TKO - Doctor's Stoppage,1,0:49,W,Vitor Belfort,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:27,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,L,Randy Couture,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,0:00,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
305,KO/TKO,1,1:07,W,Vitor Belfort,1,9 of 12,75%,9 of 12,0 of 0,---,0,0,0:03,8 of 11,0 of 0,1 of 1,1 of 2,2 of 2,6 of 8,L,Marvin Eastman,0,1 of 5,20%,1 of 5,0 of 0,---,0,0,0:00,0 of 2,0 of 0,1 of 3,1 of 5,0 of 0,0 of 0
306,Decision - Unanimous,3,15:00,L,Vitor Belfort,0,20 of 42,47%,26 of 49,3 of 4,75%,0,0,2:06,12 of 32,0 of 1,8 of 9,14 of 34,3 of 3,3 of 5,W,Chuck Liddell,1,43 of 78,55%,59 of 95,0 of 0,---,0,0,3:34,7 of 38,5 of 7,31 of 33,20 of 53,17 of 18,6 of 7
307,KO/TKO,1,0:44,W,Vitor Belfort,1,7 of 13,53%,7 of 13,0 of 0,---,0,0,--,7 of 13,0 of 0,0 of 0,7 of 13,0 of 0,0 of 0,L,Wanderlei Silva,0,1 of 2,50%,1 of 2,0 of 0,---,0,0,--,0 of 0,0 of 0,1 of 2,1 of 2,0 of 0,0 of 0
308,Submission,1,4:03,W,Vitor Belfort,0,0 of 0,---,0 of 0,2 of 2,100%,3,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,L,Joe Charles,0,1 of 1,100%,1 of 1,0 of 0,---,0,1,--,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
309,KO/TKO,1,8:16,L,Vitor Belfort,0,6 of 21,28%,13 of 28,0 of 1,0%,0,0,--,6 of 21,0 of 0,0 of 0,1 of 13,5 of 8,0 of 0,W,Randy Couture,0,34 of 43,79%,77 of 88,1 of 1,100%,1,0,--,31 of 40,3 of 3,0 of 0,2 of 5,22 of 26,10 of 12
310,KO/TKO,1,0:52,W,Vitor Belfort,0,15 of 24,62%,16 of 25,1 of 1,100%,0,0,--,13 of 22,2 of 2,0 of 0,1 of 1,7 of 11,7 of 12,L,David Abbott,0,2 of 5,40%,2 of 5,0 of 1,0%,0,0,--,0 of 3,2 of 2,0 of 0,0 of 2,2 of 3,0 of 0
311,KO/TKO,1,0:43,W,Vitor Belfort,1,9 of 12,75%,9 of 12,0 of 0,---,0,0,--,9 of 12,0 of 0,0 of 0,2 of 3,0 of 0,7 of 9,L,Scott Ferrozzo,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,--,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
312,KO/TKO,1,1:17,W,Vitor Belfort,1,17 of 29,58%,23 of 35,0 of 0,---,0,0,--,17 of 29,0 of 0,0 of 0,2 of 4,5 of 15,10 of 10,L,Tra Telligman,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,--,0 of 6,1 of 1,0 of 0,0 of 1,1 of 6,0 of 0
313,KO/TKO,1,1:12,L,Danilo Belluardo,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,W,Mark Madsen,0,22 of 29,75%,24 of 31,1 of 2,50%,0,0,0:51,22 of 29,0 of 0,0 of 0,0 of 2,1 of 1,21 of 26
314,KO/TKO,2,7:22,L,Danilo Belluardo,0,13 of 20,65%,56 of 68,2 of 2,100%,0,0,4:22,9 of 16,0 of 0,4 of 4,8 of 13,0 of 0,5 of 7,W,Joel Alvarez,0,19 of 41,46%,87 of 113,0 of 0,---,0,1,0:17,16 of 32,1 of 4,2 of 5,5 of 23,1 of 1,13 of 17
315,Decision - Split,3,15:00,L,Joey Beltran,0,57 of 200,28%,86 of 234,1 of 4,25%,0,0,6:06,37 of 167,18 of 30,2 of 3,21 of 141,33 of 55,3 of 4,W,Fabio Maldonado,0,87 of 168,51%,121 of 204,0 of 0,---,1,0,0:37,61 of 133,25 of 34,1 of 1,58 of 130,29 of 38,0 of 0
316,Overturned,3,15:00,NC,Joey Beltran,0,65 of 139,46%,206 of 299,0 of 3,0%,0,0,9:27,32 of 101,22 of 27,11 of 11,20 of 87,45 of 52,0 of 0,NC,Igor Pokrajac,0,48 of 94,51%,63 of 111,0 of 2,0%,0,0,1:56,39 of 84,6 of 7,3 of 3,34 of 77,14 of 17,0 of 0
317,Decision - Unanimous,3,15:00,L,Joey Beltran,0,73 of 278,26%,90 of 296,1 of 2,50%,0,0,1:51,45 of 243,11 of 17,17 of 18,59 of 264,13 of 13,1 of 1,W,James Te Huna,1,122 of 249,49%,172 of 301,3 of 9,33%,0,0,2:50,80 of 195,23 of 31,19 of 23,109 of 227,3 of 6,10 of 16
318,KO/TKO,1,4:24,L,Joey Beltran,0,22 of 71,30%,36 of 85,0 of 3,0%,0,0,0:04,11 of 57,7 of 10,4 of 4,19 of 68,3 of 3,0 of 0,W,Lavar Johnson,1,65 of 92,70%,66 of 93,0 of 0,---,0,0,1:05,49 of 75,10 of 11,6 of 6,51 of 75,14 of 17,0 of 0
319,Decision - Unanimous,3,15:00,L,Joey Beltran,0,52 of 152,34%,80 of 182,1 of 2,50%,0,0,0:56,36 of 130,11 of 14,5 of 8,36 of 126,9 of 14,7 of 12,W,Stipe Miocic,0,68 of 142,47%,103 of 180,4 of 7,57%,0,0,6:05,38 of 109,9 of 11,21 of 22,44 of 107,12 of 16,12 of 19
320,KO/TKO,3,11:26,W,Joey Beltran,0,88 of 188,46%,185 of 304,1 of 4,25%,0,0,5:20,53 of 146,16 of 19,19 of 23,59 of 154,22 of 27,7 of 7,L,Aaron Rosa,0,73 of 179,40%,135 of 258,0 of 1,0%,0,0,0:08,56 of 158,13 of 16,4 of 5,62 of 160,11 of 19,0 of 0
321,Decision - Unanimous,3,15:00,L,Joey Beltran,0,55 of 177,31%,104 of 235,0 of 6,0%,0,0,4:22,35 of 150,7 of 10,13 of 17,26 of 134,29 of 43,0 of 0,W,Pat Barry,1,46 of 90,51%,58 of 103,0 of 0,---,0,0,0:53,14 of 56,2 of 2,30 of 32,43 of 86,1 of 2,2 of 2
322,Decision - Unanimous,3,15:00,L,Joey Beltran,0,52 of 157,33%,93 of 207,1 of 3,33%,0,0,5:01,35 of 137,13 of 16,4 of 4,29 of 128,14 of 18,9 of 11,W,Matt Mitrione,0,76 of 152,50%,86 of 165,0 of 0,---,0,0,0:00,61 of 135,7 of 8,8 of 9,73 of 144,3 of 8,0 of 0
323,Decision - Unanimous,3,15:00,W,Joey Beltran,0,97 of 161,60%,112 of 176,0 of 0,---,0,1,0:19,93 of 155,0 of 2,4 of 4,74 of 131,18 of 24,5 of 6,L,Tim Hague,0,60 of 120,50%,65 of 125,2 of 7,28%,0,0,2:38,57 of 113,1 of 5,2 of 2,38 of 94,10 of 14,12 of 12
324,KO/TKO,2,6:31,W,Joey Beltran,0,22 of 49,44%,60 of 91,0 of 0,---,0,0,1:24,22 of 49,0 of 0,0 of 0,10 of 31,1 of 3,11 of 15,L,Rolles Gracie,0,15 of 46,32%,20 of 52,1 of 10,10%,0,0,1:42,12 of 41,3 of 4,0 of 1,9 of 36,5 of 8,1 of 2
325,Decision - Unanimous,3,15:00,L,Marco Beltran,0,34 of 109,31%,45 of 120,1 of 1,100%,0,0,0:12,14 of 80,7 of 10,13 of 19,33 of 108,1 of 1,0 of 0,W,Matt Schnell,0,38 of 140,27%,38 of 140,0 of 2,0%,1,0,0:16,24 of 113,2 of 9,12 of 18,35 of 132,3 of 8,0 of 0
326,KO/TKO,2,10:00,L,Marco Beltran,0,16 of 40,40%,19 of 43,0 of 0,---,0,0,1:54,11 of 33,0 of 2,5 of 5,9 of 24,0 of 0,7 of 16,W,Deiveson Figueiredo,1,17 of 26,65%,21 of 31,2 of 3,66%,4,0,4:48,10 of 17,6 of 8,1 of 1,8 of 12,1 of 1,8 of 13
327,Submission,1,1:37,L,Marco Beltran,0,3 of 8,37%,3 of 9,0 of 0,---,0,0,0:00,1 of 5,2 of 2,0 of 1,2 of 7,0 of 0,1 of 1,W,Joe Soto,0,2 of 2,100%,2 of 2,1 of 1,100%,1,0,0:26,0 of 0,0 of 0,2 of 2,2 of 2,0 of 0,0 of 0
