,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
164,Submission,1,0:53,W,Mark Kerr,0,5 of 7,71%,9 of 11,1 of 1,100%,1,0,--,5 of 6,0 of 0,0 of 1,0 of 1,0 of 0,5 of 6,L,Dwayne Cason,0,0 of 0,---,0 of 0,0 of 0,---,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
165,KO/TKO,1,0:17,W,Mark Kerr,1,1 of 2,50%,1 of 2,0 of 0,---,0,0,--,1 of 2,0 of 0,0 of 0,0 of 1,1 of 1,0 of 0,L,Greg Stott,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,--,0 of 2,0 of 1,0 of 0,0 of 3,0 of 0,0 of 0
166,Submission,1,1:38,W,Mark Kerr,0,3 of 6,50%,3 of 7,1 of 1,100%,0,0,--,1 of 4,0 of 0,2 of 2,2 of 2,0 of 0,1 of 4,L,Dan Bobish,0,0 of 1,0%,6 of 7,0 of 0,---,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
167,KO/TKO,1,2:22,W,Mark Kerr,0,14 of 20,70%,18 of 24,1 of 1,100%,0,0,--,14 of 20,0 of 0,0 of 0,0 of 0,0 of 0,14 of 20,L,Moti Horenstein,0,1 of 2,50%,10 of 13,0 of 0,---,0,0,--,0 of 0,1 of 1,0 of 1,0 of 1,0 of 0,1 of 1
168,KO/TKO,1,1:25,L,Will Kerr,0,3 of 4,75%,4 of 5,0 of 0,---,3,0,0:00,3 of 4,0 of 0,0 of 0,0 of 1,0 of 0,3 of 3,W,Danny Castillo,0,8 of 9,88%,9 of 11,1 of 1,100%,0,0,1:15,6 of 7,2 of 2,0 of 0,0 of 0,0 of 0,8 of 9
169,Submission,1,1:20,W,Will Kerr,0,5 of 11,45%,7 of 13,0 of 0,---,1,0,0:42,2 of 8,2 of 2,1 of 1,0 of 5,5 of 6,0 of 0,L,Karen Darabedyan,0,3 of 4,75%,9 of 10,1 of 1,100%,0,0,0:27,1 of 2,1 of 1,1 of 1,1 of 1,2 of 3,0 of 0
170,KO/TKO,1,1:26,L,Will Kerr,0,0 of 4,0%,0 of 4,0 of 0,---,0,0,0:00,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0,W,Kamal Shalorus,2,15 of 26,57%,17 of 28,0 of 0,---,0,0,0:24,11 of 22,2 of 2,2 of 2,11 of 19,1 of 3,3 of 4
171,Submission,1,1:57,W,Ron Keslar,0,0 of 3,0%,3 of 6,0 of 0,---,1,0,0:19,0 of 2,0 of 1,0 of 0,0 of 2,0 of 1,0 of 0,L,Eric Lawson,0,4 of 10,40%,12 of 20,0 of 2,0%,0,1,1:21,4 of 10,0 of 0,0 of 0,0 of 4,0 of 0,4 of 6
172,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,12 of 28,42%,56 of 79,4 of 12,33%,0,0,10:35,6 of 21,3 of 4,3 of 3,8 of 23,0 of 0,4 of 5,L,Sergey Khandozhko,0,25 of 51,49%,188 of 219,0 of 0,---,0,0,0:07,12 of 33,0 of 3,13 of 15,23 of 49,2 of 2,0 of 0
173,Decision - Unanimous,3,15:00,L,Rustam Khabilov,0,43 of 147,29%,44 of 149,3 of 12,25%,0,0,1:02,32 of 126,10 of 20,1 of 1,36 of 134,6 of 10,1 of 3,W,Diego Ferreira,0,83 of 284,29%,91 of 293,0 of 0,---,1,0,0:13,55 of 237,18 of 36,10 of 11,69 of 264,10 of 15,4 of 5
174,Decision - Split,3,15:00,W,Rustam Khabilov,0,17 of 70,24%,34 of 88,3 of 8,37%,0,0,4:10,16 of 64,1 of 6,0 of 0,11 of 59,2 of 5,4 of 6,L,Kajan Johnson,0,44 of 123,35%,57 of 137,0 of 0,---,0,0,0:00,15 of 85,6 of 10,23 of 28,42 of 118,2 of 5,0 of 0
175,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,34 of 108,31%,35 of 109,3 of 11,27%,0,0,1:05,22 of 90,6 of 11,6 of 7,31 of 99,3 of 9,0 of 0,L,Desmond Green,0,47 of 111,42%,53 of 119,1 of 2,50%,0,0,0:20,22 of 80,7 of 12,18 of 19,39 of 96,8 of 15,0 of 0
176,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,42 of 102,41%,93 of 156,4 of 5,80%,0,0,5:48,33 of 86,6 of 7,3 of 9,29 of 80,0 of 1,13 of 21,L,Jason Saggo,0,19 of 72,26%,43 of 100,0 of 2,0%,0,0,0:00,1 of 42,7 of 14,11 of 16,19 of 70,0 of 2,0 of 0
177,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,24 of 82,29%,49 of 111,2 of 10,20%,0,0,3:52,12 of 62,1 of 5,11 of 15,18 of 71,0 of 3,6 of 8,L,Leandro Silva,0,29 of 83,34%,40 of 95,0 of 2,0%,0,0,0:13,13 of 57,11 of 20,5 of 6,26 of 78,3 of 4,0 of 1
178,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,50 of 73,68%,79 of 110,6 of 9,66%,0,1,6:37,39 of 59,2 of 3,9 of 11,20 of 40,2 of 3,28 of 30,L,Chris Wade,1,25 of 58,43%,42 of 76,0 of 0,---,0,1,2:42,11 of 38,7 of 11,7 of 9,22 of 52,3 of 3,0 of 3
179,Decision - Unanimous,3,15:00,W,Rustam Khabilov,0,33 of 85,38%,61 of 114,6 of 9,66%,0,0,4:35,30 of 79,2 of 3,1 of 3,15 of 62,2 of 2,16 of 21,L,Norman Parke,0,17 of 72,23%,17 of 72,1 of 3,33%,0,0,1:48,6 of 53,4 of 8,7 of 11,15 of 68,0 of 1,2 of 3
180,Decision - Split,3,15:00,L,Rustam Khabilov,0,18 of 80,22%,19 of 81,0 of 4,0%,0,0,0:07,10 of 64,7 of 11,1 of 5,17 of 77,1 of 3,0 of 0,W,Adriano Martins,0,12 of 38,31%,17 of 44,3 of 4,75%,0,0,1:58,6 of 31,2 of 3,4 of 4,12 of 36,0 of 0,0 of 2
181,Submission,4,16:16,L,Rustam Khabilov,0,18 of 77,23%,32 of 92,6 of 10,60%,0,0,2:58,11 of 64,5 of 8,2 of 5,8 of 57,8 of 11,2 of 9,W,Benson Henderson,1,26 of 70,37%,48 of 95,1 of 3,33%,2,1,2:53,11 of 45,8 of 11,7 of 14,21 of 62,2 of 5,3 of 3
182,Decision - Unanimous,3,15:00,W,Rustam Khabilov,1,32 of 100,32%,50 of 118,2 of 10,20%,1,0,2:48,27 of 86,5 of 13,0 of 1,27 of 92,4 of 6,1 of 2,L,Jorge Masvidal,0,38 of 93,40%,47 of 103,1 of 2,50%,0,0,1:26,12 of 59,16 of 21,10 of 13,22 of 67,15 of 20,1 of 6
