,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
193,KO/TKO,2,6:48,W,Fedor Emelianenko,1,14 of 36,38%,34 of 56,2 of 2,100%,0,0,2:14,12 of 33,2 of 2,0 of 1,3 of 14,6 of 13,5 of 9,L,Brett Rogers,0,15 of 29,51%,33 of 49,0 of 0,---,0,1,2:13,5 of 18,2 of 3,8 of 8,1 of 8,10 of 11,4 of 10
194,Decision - Unanimous,3,15:00,L,Rob Emerson,1,24 of 74,32%,45 of 96,0 of 1,0%,1,0,0:19,16 of 65,2 of 2,6 of 7,11 of 51,11 of 21,2 of 2,W,Nik Lentz,0,46 of 96,47%,79 of 133,4 of 14,28%,1,0,8:53,26 of 72,16 of 19,4 of 5,12 of 42,12 of 19,22 of 35
195,Decision - Unanimous,3,15:00,W,Rob Emerson,0,26 of 53,49%,40 of 71,7 of 11,63%,0,0,9:08,9 of 32,8 of 9,9 of 12,8 of 26,7 of 9,11 of 18,L,Phillipe Nover,0,19 of 48,39%,36 of 66,0 of 1,0%,2,1,1:21,7 of 31,8 of 11,4 of 6,12 of 35,7 of 7,0 of 6
196,Decision - Unanimous,3,15:00,L,Rob Emerson,0,27 of 172,15%,34 of 181,0 of 1,0%,0,0,0:20,16 of 156,1 of 5,10 of 11,23 of 162,3 of 7,1 of 3,W,Rafael Dos Anjos,0,52 of 165,31%,85 of 201,2 of 12,16%,0,0,4:18,21 of 125,3 of 8,28 of 32,43 of 137,4 of 10,5 of 18
197,Submission,2,8:14,L,Rob Emerson,0,21 of 77,27%,24 of 80,2 of 5,40%,0,0,1:00,13 of 67,1 of 2,7 of 8,17 of 68,1 of 1,3 of 8,W,Kurt Pellegrino,0,16 of 58,27%,27 of 69,1 of 5,20%,1,0,1:29,10 of 49,4 of 6,2 of 3,12 of 54,1 of 1,3 of 3
198,KO/TKO,1,0:12,W,Rob Emerson,1,3 of 3,100%,3 of 3,0 of 0,---,0,0,0:03,3 of 3,0 of 0,0 of 0,2 of 2,0 of 0,1 of 1,L,Manvel Gamburyan,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
199,Decision - Split,3,15:00,W,Rob Emerson,0,81 of 212,38%,89 of 220,0 of 0,---,0,0,0:00,44 of 174,9 of 10,28 of 28,75 of 205,4 of 5,2 of 2,L,Keita Nakamura,1,57 of 191,29%,66 of 203,4 of 4,100%,0,0,1:28,53 of 186,4 of 5,0 of 0,47 of 176,10 of 13,0 of 2
200,Could Not Continue,2,5:39,NC,Rob Emerson,0,3 of 11,27%,8 of 17,1 of 1,100%,1,0,0:10,3 of 11,0 of 0,0 of 0,2 of 5,1 of 6,0 of 0,NC,Gray Maynard,0,20 of 36,55%,33 of 50,2 of 2,100%,1,1,4:25,13 of 29,7 of 7,0 of 0,4 of 8,3 of 9,13 of 19
201,Decision - Unanimous,3,15:00,W,Jamall Emmers,0,103 of 196,52%,113 of 209,5 of 7,71%,0,0,5:47,58 of 143,37 of 44,8 of 9,78 of 164,23 of 30,2 of 2,L,Vince Cachero,0,76 of 152,50%,121 of 201,0 of 2,0%,0,0,0:28,58 of 127,10 of 15,8 of 10,62 of 132,11 of 17,3 of 3
202,Decision - Split,3,15:00,L,Jamall Emmers,0,54 of 127,42%,57 of 130,2 of 6,33%,0,0,2:03,32 of 94,15 of 23,7 of 10,48 of 118,3 of 5,3 of 4,W,Giga Chikadze,0,38 of 122,31%,40 of 125,0 of 0,---,0,1,0:20,19 of 88,10 of 23,9 of 11,37 of 120,0 of 1,1 of 1
203,Decision - Unanimous,3,15:00,W,Josh Emmett,2,127 of 266,47%,136 of 275,1 of 1,100%,0,0,1:24,98 of 232,16 of 21,13 of 13,111 of 243,0 of 0,16 of 23,L,Shane Burgos,0,128 of 250,51%,148 of 270,0 of 0,---,0,0,0:00,68 of 174,20 of 32,40 of 44,121 of 243,7 of 7,0 of 0
204,KO/TKO,1,4:25,W,Josh Emmett,1,27 of 52,51%,33 of 60,0 of 0,---,0,0,0:29,22 of 43,3 of 6,2 of 3,12 of 32,0 of 0,15 of 20,L,Mirsad Bektic,0,10 of 65,15%,10 of 65,0 of 0,---,0,0,0:00,8 of 62,1 of 2,1 of 1,10 of 65,0 of 0,0 of 0
205,KO/TKO,3,14:14,W,Josh Emmett,1,22 of 87,25%,22 of 87,0 of 3,0%,0,0,0:02,7 of 65,7 of 14,8 of 8,22 of 87,0 of 0,0 of 0,L,Michael Johnson,0,24 of 128,18%,24 of 128,0 of 0,---,0,0,0:00,13 of 110,9 of 14,2 of 4,24 of 128,0 of 0,0 of 0
206,KO/TKO,2,6:35,L,Josh Emmett,1,18 of 40,45%,21 of 43,0 of 0,---,0,0,0:21,9 of 30,5 of 6,4 of 4,13 of 32,0 of 0,5 of 8,W,Jeremy Stephens,1,24 of 57,42%,24 of 57,0 of 0,---,0,0,0:09,18 of 46,4 of 8,2 of 3,19 of 49,0 of 0,5 of 8
207,KO/TKO,1,4:33,W,Josh Emmett,1,10 of 38,26%,10 of 38,0 of 0,---,0,0,0:00,6 of 32,1 of 2,3 of 4,10 of 38,0 of 0,0 of 0,L,Ricardo Lamas,0,17 of 37,45%,17 of 37,0 of 0,---,0,0,0:00,3 of 18,4 of 5,10 of 14,17 of 37,0 of 0,0 of 0
208,Decision - Unanimous,3,15:00,W,Josh Emmett,4,67 of 211,31%,78 of 231,1 of 2,50%,0,0,2:45,43 of 182,14 of 19,10 of 10,45 of 163,0 of 0,22 of 48,L,Felipe Arantes,0,43 of 134,32%,44 of 136,0 of 1,0%,0,0,0:00,32 of 119,5 of 9,6 of 6,43 of 133,0 of 1,0 of 0
209,Decision - Split,3,15:00,L,Josh Emmett,0,41 of 142,28%,43 of 144,0 of 1,0%,0,0,0:00,13 of 99,10 of 20,18 of 23,41 of 142,0 of 0,0 of 0,W,Desmond Green,0,57 of 124,45%,66 of 135,1 of 2,50%,0,0,0:33,51 of 113,2 of 5,4 of 6,54 of 121,0 of 0,3 of 3
210,Decision - Unanimous,3,15:00,W,Josh Emmett,0,87 of 160,54%,99 of 175,8 of 12,66%,1,0,3:59,50 of 119,26 of 30,11 of 11,47 of 109,35 of 44,5 of 7,L,Scott Holtzman,0,65 of 179,36%,96 of 215,3 of 4,75%,0,0,3:15,48 of 148,16 of 30,1 of 1,38 of 132,24 of 42,3 of 5
211,Decision - Split,3,15:00,W,Josh Emmett,0,54 of 152,35%,54 of 153,0 of 2,0%,0,0,0:01,32 of 114,11 of 23,11 of 15,54 of 151,0 of 1,0 of 0,L,Jon Tuck,0,53 of 180,29%,54 of 181,0 of 1,0%,0,0,0:07,29 of 150,12 of 16,12 of 14,52 of 174,1 of 5,0 of 1
212,KO/TKO,1,2:12,L,Oliver Enkamp,0,7 of 12,58%,8 of 14,0 of 1,0%,0,0,0:24,1 of 4,1 of 1,5 of 7,5 of 10,2 of 2,0 of 0,W,Danny Roberts,1,4 of 10,40%,4 of 10,0 of 0,---,0,0,0:02,2 of 8,1 of 1,1 of 1,3 of 8,0 of 1,1 of 1
213,Decision - Unanimous,3,15:00,L,Oliver Enkamp,0,34 of 101,33%,44 of 114,1 of 5,20%,0,0,0:47,15 of 68,14 of 24,5 of 9,22 of 84,12 of 17,0 of 0,W,Nordine Taleb,0,57 of 88,64%,71 of 103,2 of 2,100%,0,1,4:32,38 of 63,9 of 11,10 of 14,39 of 67,6 of 8,12 of 13
214,Submission,1,2:44,W,Kenny Ento,0,23 of 29,79%,24 of 30,1 of 1,100%,2,0,--,23 of 29,0 of 0,0 of 0,0 of 1,0 of 0,23 of 28,L,Mario Rivera,0,0 of 1,0%,2 of 4,0 of 0,---,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
215,KO/TKO,1,4:04,L,Ian Entwistle,0,0 of 2,0%,0 of 2,0 of 1,0%,1,0,0:13,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,W,Alejandro Perez,0,48 of 67,71%,87 of 115,0 of 0,---,0,0,1:46,48 of 67,0 of 0,0 of 0,2 of 4,0 of 0,46 of 63
216,Submission,1,1:04,W,Ian Entwistle,0,0 of 2,0%,0 of 2,0 of 0,---,3,0,0:00,0 of 1,0 of 0,0 of 1,0 of 2,0 of 0,0 of 0,L,Anthony Birchak,0,4 of 9,44%,5 of 12,1 of 1,100%,0,0,0:26,4 of 8,0 of 1,0 of 0,0 of 2,0 of 0,4 of 7
217,KO/TKO,1,3:34,L,Ian Entwistle,0,1 of 9,11%,1 of 9,0 of 2,0%,3,0,0:21,0 of 8,1 of 1,0 of 0,0 of 8,1 of 1,0 of 0,W,Dan Hooker,0,12 of 18,66%,51 of 67,0 of 0,---,0,0,1:53,11 of 17,1 of 1,0 of 0,3 of 5,1 of 1,8 of 12
218,KO/TKO,1,1:56,L,Andy Enz,0,1 of 28,3%,1 of 28,0 of 0,---,0,0,0:00,1 of 28,0 of 0,0 of 0,1 of 28,0 of 0,0 of 0,W,Thiago Santos,1,20 of 38,52%,21 of 39,0 of 0,---,0,0,0:07,15 of 32,3 of 4,2 of 2,6 of 21,6 of 6,8 of 11
219,Decision - Split,3,15:00,L,Andy Enz,0,42 of 229,18%,51 of 239,0 of 0,---,0,0,0:00,28 of 206,5 of 13,9 of 10,40 of 226,2 of 3,0 of 0,W,Marcelo Guimaraes,0,78 of 166,46%,85 of 174,3 of 9,33%,0,0,2:58,25 of 99,15 of 24,38 of 43,70 of 152,8 of 14,0 of 0
220,Decision - Unanimous,3,15:00,L,Andy Enz,0,69 of 225,30%,69 of 225,0 of 1,0%,0,0,0:00,45 of 195,17 of 18,7 of 12,69 of 224,0 of 0,0 of 1,W,Clint Hester,1,72 of 200,36%,74 of 202,2 of 3,66%,0,0,1:11,51 of 175,11 of 14,10 of 11,67 of 193,2 of 2,3 of 5
221,Decision - Unanimous,3,15:00,L,Konstantin Erokhin,0,15 of 51,29%,28 of 65,0 of 0,---,0,0,0:10,12 of 48,3 of 3,0 of 0,13 of 48,2 of 3,0 of 0,W,Gabriel Gonzaga,0,20 of 45,44%,29 of 55,2 of 7,28%,0,0,3:00,12 of 35,4 of 5,4 of 5,11 of 28,1 of 4,8 of 13
222,Decision - Unanimous,3,15:00,L,Konstantin Erokhin,0,17 of 36,47%,23 of 43,0 of 0,---,0,0,0:00,11 of 28,4 of 6,2 of 2,12 of 29,5 of 7,0 of 0,W,Viktor Pesta,0,35 of 59,59%,124 of 161,4 of 13,30%,0,0,9:07,25 of 47,5 of 6,5 of 6,10 of 26,3 of 6,22 of 27
223,Submission,3,12:44,W,Julian Erosa,0,103 of 206,50%,107 of 210,3 of 6,50%,1,0,1:13,61 of 144,22 of 39,20 of 23,84 of 179,19 of 27,0 of 0,L,Sean Woodson,1,106 of 219,48%,116 of 230,0 of 0,---,0,0,0:05,93 of 203,7 of 10,6 of 6,102 of 211,3 of 5,1 of 3
224,KO/TKO,3,11:49,L,Julian Erosa,0,43 of 160,26%,46 of 164,0 of 0,---,0,0,0:33,23 of 129,15 of 24,5 of 7,39 of 151,4 of 9,0 of 0,W,Julio Arce,1,74 of 160,46%,74 of 160,1 of 1,100%,0,0,0:13,61 of 142,12 of 17,1 of 1,71 of 155,2 of 4,1 of 1
225,Decision - Unanimous,3,15:00,L,Julian Erosa,0,49 of 85,57%,70 of 109,0 of 0,---,1,0,0:17,37 of 67,9 of 15,3 of 3,30 of 62,8 of 10,11 of 13,W,Grant Dawson,0,57 of 128,44%,86 of 166,6 of 11,54%,1,0,10:07,48 of 115,2 of 5,7 of 8,28 of 75,5 of 12,24 of 41
226,KO/TKO,1,0:46,L,Julian Erosa,0,4 of 7,57%,4 of 7,0 of 0,---,0,0,0:00,1 of 4,1 of 1,2 of 2,4 of 7,0 of 0,0 of 0,W,Devonte Smith,1,13 of 19,68%,13 of 19,0 of 0,---,0,0,0:03,9 of 15,2 of 2,2 of 2,9 of 13,0 of 0,4 of 6
227,KO/TKO,2,5:34,L,Julian Erosa,0,16 of 44,36%,24 of 52,1 of 1,100%,0,0,1:04,4 of 27,9 of 13,3 of 4,14 of 38,2 of 4,0 of 2,W,Teruto Ishihara,1,27 of 51,52%,31 of 55,0 of 0,---,0,0,0:08,19 of 42,3 of 3,5 of 6,22 of 39,1 of 4,4 of 8
228,Decision - Split,3,15:00,W,Julian Erosa,0,61 of 108,56%,107 of 159,2 of 3,66%,2,0,4:39,31 of 71,28 of 34,2 of 3,36 of 73,22 of 31,3 of 4,L,Marcin Wrzosek,0,52 of 119,43%,124 of 204,3 of 12,25%,0,0,4:39,39 of 99,4 of 5,9 of 15,34 of 92,13 of 21,5 of 6
229,KO/TKO,2,8:55,L,Nick Ertl,0,0 of 0,---,0 of 0,0 of 0,---,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,Richard Crunkilton,0,0 of 0,---,0 of 0,0 of 0,---,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,,
230,Decision - Split,3,15:00,W,Nick Ertl,0,32 of 46,69%,114 of 151,3 of 6,50%,0,0,--,19 of 30,5 of 8,8 of 8,2 of 2,6 of 10,24 of 34,L,Nam Phan,0,38 of 65,58%,125 of 162,0 of 0,---,0,0,--,19 of 39,10 of 11,9 of 15,4 of 13,14 of 15,20 of 37
231,Decision - Unanimous,3,15:00,L,Cole Escovedo,0,24 of 58,41%,28 of 63,2 of 4,50%,0,0,1:56,8 of 33,11 of 15,5 of 10,24 of 56,0 of 2,0 of 0,W,Alex Caceres,0,102 of 174,58%,110 of 182,0 of 0,---,1,0,0:51,59 of 126,31 of 34,12 of 14,93 of 163,6 of 7,3 of 4
232,KO/TKO,2,9:30,L,Cole Escovedo,0,29 of 51,56%,33 of 56,0 of 0,---,0,0,0:40,10 of 29,16 of 19,3 of 3,15 of 31,14 of 20,0 of 0,W,Takeya Mizugaki,2,70 of 129,54%,85 of 146,1 of 1,100%,0,0,2:35,50 of 104,13 of 18,7 of 7,46 of 86,21 of 35,3 of 8
233,Decision - Unanimous,3,15:00,L,Cole Escovedo,0,29 of 65,44%,48 of 84,0 of 1,0%,0,0,0:12,10 of 42,14 of 15,5 of 8,27 of 60,1 of 3,1 of 2,W,Renan Barao,0,46 of 88,52%,96 of 139,6 of 7,85%,0,0,8:33,20 of 55,17 of 19,9 of 14,42 of 83,1 of 1,3 of 4
234,Decision - Unanimous,3,15:00,L,Cole Escovedo,0,24 of 66,36%,28 of 71,0 of 1,0%,0,0,--,5 of 44,2 of 3,17 of 19,22 of 60,2 of 6,0 of 0,W,Antonio Banuelos,1,36 of 104,34%,63 of 142,4 of 5,80%,0,0,--,31 of 98,2 of 2,3 of 4,17 of 63,0 of 0,19 of 41
235,KO/TKO,2,10:00,L,Cole Escovedo,0,9 of 18,50%,34 of 44,0 of 0,---,0,0,--,8 of 16,0 of 0,1 of 2,1 of 3,0 of 2,8 of 13,W,Urijah Faber,1,37 of 57,64%,55 of 81,1 of 1,100%,0,1,--,34 of 53,0 of 0,3 of 4,2 of 4,0 of 0,35 of 53
236,Decision - Unanimous,3,15:00,L,Efrain Escudero,0,70 of 114,61%,96 of 141,1 of 7,14%,0,0,2:13,34 of 69,13 of 18,23 of 27,53 of 96,17 of 18,0 of 0,W,Kevin Lee,0,64 of 160,40%,99 of 200,1 of 4,25%,1,0,4:16,44 of 134,17 of 23,3 of 3,44 of 135,12 of 12,8 of 13
237,Decision - Unanimous,3,15:00,L,Efrain Escudero,0,24 of 63,38%,56 of 101,2 of 7,28%,0,0,5:04,12 of 41,7 of 12,5 of 10,12 of 40,2 of 7,10 of 16,W,Leandro Silva,0,35 of 89,39%,47 of 103,0 of 0,---,0,0,3:23,16 of 56,15 of 27,4 of 6,29 of 79,6 of 10,0 of 0
238,Submission,1,0:54,W,Efrain Escudero,0,1 of 1,100%,1 of 1,0 of 0,---,1,0,0:22,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,L,Drew Dober,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:00,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
239,Decision - Unanimous,3,15:00,W,Efrain Escudero,1,94 of 129,72%,194 of 245,2 of 2,100%,0,0,6:11,74 of 108,14 of 15,6 of 6,44 of 72,16 of 16,34 of 41,L,Rodrigo de Lima,0,24 of 72,33%,32 of 83,3 of 8,37%,0,0,3:47,13 of 59,6 of 6,5 of 7,18 of 64,1 of 1,5 of 7
240,Decision - Unanimous,3,15:00,L,Efrain Escudero,1,43 of 101,42%,77 of 143,0 of 0,---,0,0,0:50,27 of 80,6 of 11,10 of 10,37 of 92,4 of 5,2 of 4,W,Leonardo Santos,0,36 of 98,36%,66 of 132,2 of 4,50%,0,0,6:56,23 of 75,7 of 17,6 of 6,20 of 79,1 of 3,15 of 16
241,Decision - Unanimous,3,15:00,L,Efrain Escudero,0,56 of 133,42%,107 of 186,0 of 2,0%,1,0,1:00,24 of 94,15 of 20,17 of 19,44 of 119,12 of 14,0 of 0,W,Mac Danzig,0,67 of 119,56%,130 of 190,1 of 5,20%,0,0,5:34,24 of 75,27 of 28,16 of 16,46 of 95,21 of 24,0 of 0
242,Decision - Unanimous,3,15:00,L,Efrain Escudero,0,7 of 18,38%,53 of 64,0 of 0,---,4,0,1:15,5 of 14,1 of 2,1 of 2,2 of 12,4 of 5,1 of 1,W,Jacob Volkmann,0,17 of 35,48%,85 of 108,3 of 9,33%,2,0,11:21,13 of 26,3 of 3,1 of 6,3 of 17,1 of 1,13 of 17
243,Submission,3,12:25,L,Efrain Escudero,0,13 of 76,17%,26 of 89,0 of 1,0%,0,0,2:47,10 of 68,1 of 2,2 of 6,7 of 65,4 of 7,2 of 4,W,Charles Oliveira,0,35 of 91,38%,60 of 118,2 of 9,22%,1,0,1:04,9 of 52,9 of 17,17 of 22,31 of 86,4 of 5,0 of 0
244,Decision - Unanimous,3,15:00,W,Efrain Escudero,1,64 of 184,34%,67 of 187,0 of 3,0%,0,0,1:34,40 of 148,4 of 7,20 of 29,41 of 133,23 of 50,0 of 1,L,Dan Lauzon,0,17 of 73,23%,17 of 73,0 of 1,0%,0,0,0:45,10 of 65,3 of 4,4 of 4,15 of 66,2 of 7,0 of 0
245,Submission,3,11:59,L,Efrain Escudero,1,26 of 74,35%,38 of 86,0 of 1,0%,2,1,2:52,20 of 67,3 of 3,3 of 4,20 of 56,5 of 12,1 of 6,W,Evan Dunham,0,22 of 80,27%,48 of 109,3 of 4,75%,1,0,3:30,19 of 75,3 of 5,0 of 0,10 of 58,0 of 1,12 of 21
246,KO/TKO,1,3:36,W,Efrain Escudero,1,10 of 32,31%,10 of 32,1 of 1,100%,0,0,0:05,8 of 27,0 of 0,2 of 5,8 of 26,0 of 3,2 of 3,L,Cole Miller,0,6 of 53,11%,6 of 53,0 of 0,---,0,0,0:00,3 of 43,2 of 7,1 of 3,6 of 53,0 of 0,0 of 0
247,Decision - Unanimous,3,15:00,W,Efrain Escudero,0,27 of 45,60%,81 of 104,7 of 8,87%,0,0,9:20,9 of 22,4 of 8,14 of 15,4 of 13,6 of 9,17 of 23,L,Phillipe Nover,0,20 of 55,36%,95 of 132,0 of 1,0%,2,1,1:16,9 of 36,4 of 9,7 of 10,11 of 40,7 of 11,2 of 4
248,Decision - Split,3,15:00,W,Carla Esparza,0,33 of 60,55%,118 of 152,5 of 9,55%,1,0,8:54,29 of 56,3 of 3,1 of 1,4 of 16,1 of 1,28 of 43,L,Marina Rodriguez,0,40 of 76,52%,91 of 129,0 of 0,---,0,0,1:04,34 of 70,0 of 0,6 of 6,15 of 38,0 of 1,25 of 37
249,Decision - Split,3,15:00,W,Carla Esparza,0,45 of 103,43%,48 of 106,1 of 10,10%,0,0,0:46,34 of 88,6 of 8,5 of 7,39 of 94,5 of 8,1 of 1,L,Michelle Waterson,0,44 of 98,44%,44 of 98,0 of 0,---,0,0,0:00,15 of 60,13 of 16,16 of 22,39 of 92,5 of 6,0 of 0
250,Decision - Majority,3,15:00,W,Carla Esparza,0,44 of 80,55%,115 of 157,4 of 11,36%,0,1,7:11,27 of 60,11 of 14,6 of 6,28 of 59,6 of 9,10 of 12,L,Alexa Grasso,0,45 of 103,43%,103 of 169,0 of 1,0%,1,1,0:18,41 of 97,4 of 6,0 of 0,34 of 88,3 of 6,8 of 9
251,Decision - Unanimous,3,15:00,W,Carla Esparza,0,25 of 51,49%,97 of 128,4 of 10,40%,0,1,5:27,18 of 43,6 of 7,1 of 1,12 of 30,8 of 12,5 of 9,L,Virna Jandiroba,0,17 of 37,45%,64 of 89,3 of 9,33%,0,2,3:48,13 of 33,4 of 4,0 of 0,13 of 30,3 of 6,1 of 1
252,KO/TKO,3,14:33,L,Carla Esparza,0,6 of 10,60%,12 of 18,0 of 2,0%,0,1,0:04,1 of 5,5 of 5,0 of 0,0 of 3,6 of 7,0 of 0,W,Tatiana Suarez,0,82 of 98,83%,136 of 155,9 of 11,81%,0,0,12:57,64 of 77,15 of 18,3 of 3,6 of 11,6 of 8,70 of 79
253,Decision - Split,3,15:00,L,Carla Esparza,0,43 of 103,41%,205 of 288,2 of 4,50%,0,0,3:35,33 of 89,3 of 3,7 of 11,28 of 79,7 of 12,8 of 12,W,Claudia Gadelha,0,26 of 64,40%,78 of 124,4 of 5,80%,1,0,5:02,23 of 59,3 of 5,0 of 0,22 of 57,1 of 2,3 of 5
254,Decision - Unanimous,3,15:00,W,Carla Esparza,0,48 of 138,34%,62 of 153,2 of 9,22%,1,1,0:21,27 of 114,3 of 5,18 of 19,41 of 125,3 of 7,4 of 6,L,Cynthia Calvillo,0,38 of 112,33%,57 of 131,1 of 3,33%,0,0,4:23,35 of 106,3 of 4,0 of 2,23 of 95,4 of 4,11 of 13
255,Decision - Unanimous,3,15:00,W,Carla Esparza,0,40 of 95,42%,142 of 204,6 of 14,42%,0,0,6:23,32 of 81,4 of 6,4 of 8,19 of 63,8 of 10,13 of 22,L,Maryna Moroz,0,38 of 119,31%,48 of 134,0 of 0,---,1,0,0:00,35 of 114,3 of 5,0 of 0,32 of 110,0 of 3,6 of 6
256,Decision - Split,3,15:00,L,Carla Esparza,0,32 of 132,24%,37 of 137,4 of 10,40%,1,0,2:46,30 of 127,2 of 5,0 of 0,24 of 118,2 of 6,6 of 8,W,Randa Markos,0,48 of 110,43%,62 of 126,0 of 0,---,0,1,0:18,47 of 109,1 of 1,0 of 0,27 of 85,0 of 1,21 of 24
257,Decision - Unanimous,3,15:00,W,Carla Esparza,0,28 of 42,66%,130 of 167,5 of 7,71%,0,0,9:35,15 of 27,13 of 15,0 of 0,5 of 13,1 of 2,22 of 27,L,Juliana Lima,0,26 of 43,60%,56 of 76,0 of 3,0%,0,2,2:14,18 of 34,7 of 8,1 of 1,7 of 17,5 of 6,14 of 20
258,KO/TKO,2,9:17,L,Carla Esparza,0,4 of 22,18%,6 of 24,1 of 17,5%,0,0,1:07,3 of 19,1 of 2,0 of 1,2 of 19,2 of 3,0 of 0,W,Joanna Jedrzejczyk,0,53 of 105,50%,55 of 107,0 of 0,---,0,0,0:28,50 of 101,3 of 4,0 of 0,32 of 75,16 of 25,5 of 5
259,Submission,3,11:26,W,Carla Esparza,0,42 of 90,46%,107 of 180,5 of 7,71%,1,0,5:02,36 of 79,6 of 10,0 of 1,11 of 45,11 of 21,20 of 24,L,Rose Namajunas,0,28 of 72,38%,29 of 73,1 of 3,33%,0,0,0:24,16 of 53,8 of 14,4 of 5,22 of 58,4 of 10,2 of 4
260,Submission,1,3:48,W,Juan Espino,0,10 of 17,58%,21 of 29,5 of 7,71%,1,0,2:36,9 of 14,1 of 1,0 of 2,2 of 7,0 of 0,8 of 10,L,Jeff Hughes,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0
261,Submission,1,3:36,W,Juan Espino,0,22 of 23,95%,44 of 52,2 of 2,100%,2,0,3:21,19 of 20,3 of 3,0 of 0,0 of 0,5 of 5,17 of 18,L,Justin Frazier,0,4 of 6,66%,17 of 19,0 of 0,---,0,0,0:00,0 of 2,4 of 4,0 of 0,0 of 1,4 of 5,0 of 0
262,Decision - Unanimous,3,15:00,L,Jordan Espinosa,0,50 of 162,30%,50 of 162,0 of 1,0%,0,0,0:00,16 of 119,14 of 20,20 of 23,47 of 156,3 of 6,0 of 0,W,David Dvorak,0,68 of 146,46%,69 of 147,0 of 1,0%,0,0,0:04,30 of 90,8 of 19,30 of 37,61 of 135,7 of 11,0 of 0
263,Decision - Unanimous,3,15:00,W,Jordan Espinosa,0,126 of 185,68%,188 of 254,2 of 3,66%,0,0,2:22,93 of 149,16 of 17,17 of 19,69 of 117,39 of 46,18 of 22,L,Mark De La Rosa,0,37 of 118,31%,43 of 127,0 of 3,0%,0,0,3:49,14 of 80,12 of 19,11 of 19,32 of 102,5 of 16,0 of 0
264,Submission,1,2:33,L,Jordan Espinosa,0,2 of 13,15%,2 of 13,0 of 0,---,0,0,0:00,1 of 9,0 of 0,1 of 4,2 of 13,0 of 0,0 of 0,W,Alex Perez,0,2 of 9,22%,16 of 23,1 of 1,100%,1,0,1:33,0 of 6,0 of 1,2 of 2,2 of 9,0 of 0,0 of 0
265,Submission,1,1:23,L,Jordan Espinosa,0,5 of 6,83%,5 of 6,0 of 1,0%,0,0,0:25,2 of 3,0 of 0,3 of 3,5 of 6,0 of 0,0 of 0,W,Matt Schnell,0,3 of 12,25%,3 of 12,0 of 0,---,1,0,0:00,2 of 11,0 of 0,1 of 1,3 of 12,0 of 0,0 of 0
266,Decision - Unanimous,3,15:00,W,Jordan Espinosa,0,47 of 105,44%,47 of 105,1 of 3,33%,0,0,0:18,19 of 63,10 of 14,18 of 28,46 of 102,1 of 3,0 of 0,L,Eric Shelton,0,25 of 81,30%,25 of 81,0 of 0,---,0,0,0:00,18 of 69,1 of 3,6 of 9,25 of 79,0 of 2,0 of 0
267,Decision - Unanimous,3,15:00,L,Jodie Esquibel,0,43 of 130,33%,69 of 157,3 of 8,37%,0,0,3:15,29 of 110,14 of 20,0 of 0,36 of 114,5 of 13,2 of 3,W,Hannah Cifers,0,70 of 164,42%,112 of 207,1 of 1,100%,1,0,0:11,39 of 123,12 of 16,19 of 25,61 of 147,7 of 14,2 of 3
268,Decision - Unanimous,3,15:00,L,Jodie Esquibel,0,57 of 289,19%,57 of 289,0 of 3,0%,0,0,0:23,40 of 243,15 of 42,2 of 4,50 of 277,7 of 12,0 of 0,W,Angela Hill,0,117 of 236,49%,118 of 237,0 of 3,0%,0,0,0:05,83 of 195,30 of 37,4 of 4,103 of 219,13 of 16,1 of 1
269,Decision - Unanimous,3,15:00,L,Jodie Esquibel,0,81 of 190,42%,81 of 190,0 of 2,0%,0,0,1:27,54 of 152,27 of 38,0 of 0,73 of 178,8 of 12,0 of 0,W,Jessica Aguilar,0,128 of 199,64%,138 of 209,0 of 6,0%,0,0,1:34,83 of 150,32 of 36,13 of 13,85 of 151,43 of 48,0 of 0
