,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
477,Decision - Unanimous,3,15:00,L,George Roop,0,47 of 112,41%,97 of 165,0 of 2,0%,0,0,5:52,23 of 80,17 of 23,7 of 9,30 of 81,17 of 31,0 of 0,W,Takeya Mizugaki,0,70 of 160,43%,88 of 180,0 of 1,0%,0,0,3:00,47 of 135,23 of 25,0 of 0,42 of 102,28 of 58,0 of 0
478,KO/TKO,1,2:19,L,George Roop,0,10 of 37,27%,10 of 37,0 of 0,---,0,0,0:17,5 of 28,2 of 5,3 of 4,9 of 34,1 of 3,0 of 0,W,Rob Font,1,12 of 23,52%,12 of 23,0 of 0,---,0,0,0:04,7 of 18,2 of 2,3 of 3,9 of 19,2 of 2,1 of 2
479,Decision - Unanimous,3,15:00,W,George Roop,0,53 of 109,48%,74 of 135,2 of 2,100%,0,0,8:05,43 of 95,9 of 12,1 of 2,15 of 51,3 of 10,35 of 48,L,Dustin Kimura,0,7 of 31,22%,19 of 45,3 of 6,50%,0,0,2:24,3 of 25,4 of 6,0 of 0,2 of 22,3 of 5,2 of 4
480,KO/TKO,2,7:20,L,George Roop,0,23 of 61,37%,29 of 68,1 of 4,25%,0,0,2:19,14 of 45,5 of 11,4 of 5,16 of 49,7 of 12,0 of 0,W,Francisco Rivera,1,27 of 73,36%,42 of 89,0 of 1,0%,0,0,0:56,23 of 67,1 of 2,3 of 4,14 of 47,8 of 16,5 of 10
481,KO/TKO,2,6:43,W,George Roop,1,44 of 100,44%,46 of 103,0 of 0,---,0,0,0:31,32 of 80,9 of 13,3 of 7,32 of 83,2 of 4,10 of 13,L,Brian Bowles,1,24 of 72,33%,28 of 76,0 of 0,---,1,1,0:49,20 of 65,4 of 7,0 of 0,21 of 67,0 of 1,3 of 4
482,Decision - Unanimous,3,15:00,W,George Roop,0,33 of 75,44%,125 of 174,2 of 3,66%,1,0,4:23,15 of 47,14 of 21,4 of 7,8 of 44,14 of 19,11 of 12,L,Reuben Duran,0,30 of 56,53%,56 of 82,1 of 6,16%,0,0,7:31,15 of 40,11 of 12,4 of 4,12 of 26,11 of 15,7 of 15
483,KO/TKO,2,7:22,L,George Roop,0,35 of 99,35%,44 of 108,0 of 1,0%,0,0,0:07,15 of 63,12 of 23,8 of 13,28 of 88,6 of 10,1 of 1,W,Cub Swanson,1,43 of 66,65%,50 of 74,2 of 2,100%,0,0,1:09,24 of 45,9 of 10,10 of 11,28 of 48,5 of 5,10 of 13
484,Decision - Split,3,15:00,L,George Roop,0,35 of 104,33%,90 of 164,2 of 2,100%,0,0,3:33,20 of 78,11 of 18,4 of 8,22 of 84,9 of 14,4 of 6,W,Hatsu Hioki,0,24 of 49,48%,58 of 84,2 of 7,28%,0,0,6:51,13 of 35,6 of 9,5 of 5,11 of 32,6 of 8,7 of 9
485,KO/TKO,3,13:14,W,George Roop,1,91 of 142,64%,159 of 212,0 of 0,---,0,0,6:03,64 of 110,22 of 24,5 of 8,27 of 53,17 of 20,47 of 69,L,Josh Grispi,0,11 of 28,39%,14 of 31,4 of 5,80%,0,0,4:51,4 of 20,1 of 2,6 of 6,8 of 22,0 of 1,3 of 5
486,KO/TKO,1,1:28,L,George Roop,0,12 of 32,37%,12 of 32,0 of 1,0%,0,0,0:00,4 of 23,1 of 2,7 of 7,12 of 32,0 of 0,0 of 0,W,Mark Hominick,2,9 of 16,56%,9 of 16,0 of 0,---,0,0,0:07,8 of 14,1 of 2,0 of 0,8 of 15,0 of 0,1 of 1
487,KO/TKO,2,6:30,W,George Roop,1,45 of 93,48%,58 of 110,0 of 0,---,0,0,0:06,30 of 75,9 of 11,6 of 7,45 of 93,0 of 0,0 of 0,L,Chan Sung Jung,0,21 of 59,35%,23 of 63,0 of 0,---,0,0,0:17,10 of 46,3 of 5,8 of 8,20 of 58,1 of 1,0 of 0
488,Decision - Split,3,15:00,D,George Roop,0,38 of 95,40%,45 of 105,4 of 5,80%,0,0,4:25,18 of 65,6 of 11,14 of 19,37 of 91,1 of 2,0 of 2,D,Leonard Garcia,0,25 of 109,22%,34 of 118,0 of 0,---,3,0,0:00,13 of 86,2 of 6,10 of 17,23 of 107,1 of 1,1 of 1
489,Decision - Unanimous,3,15:00,L,George Roop,0,35 of 323,10%,35 of 323,0 of 0,---,0,0,0:00,12 of 277,11 of 31,12 of 15,35 of 322,0 of 1,0 of 0,W,Eddie Wineland,1,48 of 175,27%,48 of 175,0 of 0,---,0,0,0:03,35 of 160,8 of 8,5 of 7,47 of 174,0 of 0,1 of 1
490,Submission,2,6:59,L,George Roop,0,5 of 46,10%,22 of 64,0 of 0,---,0,1,0:24,2 of 42,2 of 3,1 of 1,5 of 38,0 of 4,0 of 4,W,George Sotiropoulos,0,14 of 33,42%,30 of 53,3 of 5,60%,1,0,4:18,10 of 29,4 of 4,0 of 0,11 of 22,1 of 2,2 of 9
491,Decision - Split,3,15:00,W,George Roop,0,62 of 226,27%,133 of 302,0 of 0,---,0,0,0:00,47 of 201,7 of 16,8 of 9,57 of 218,3 of 6,2 of 2,L,David Kaplan,0,50 of 105,47%,98 of 158,5 of 14,35%,0,0,5:14,10 of 55,5 of 8,35 of 42,48 of 101,1 of 3,1 of 1
492,Decision - Split,3,15:00,L,George Roop,0,21 of 74,28%,93 of 153,1 of 1,100%,0,0,3:57,10 of 56,8 of 15,3 of 3,8 of 45,9 of 21,4 of 8,W,Shane Nelson,0,10 of 32,31%,69 of 95,3 of 10,30%,2,0,7:58,10 of 32,0 of 0,0 of 0,1 of 9,1 of 3,8 of 20
493,Decision - Unanimous,3,15:00,L,Joao Roque,0,5 of 59,8%,5 of 59,1 of 18,5%,0,0,0:16,2 of 43,2 of 6,1 of 10,5 of 57,0 of 1,0 of 1,W,Jens Pulver,0,4 of 84,4%,18 of 98,0 of 0,---,0,1,2:13,4 of 84,0 of 0,0 of 0,3 of 77,1 of 1,0 of 6
494,KO/TKO,1,2:08,L,Aaron Rosa,0,0 of 12,0%,16 of 29,0 of 0,---,0,0,0:00,0 of 12,0 of 0,0 of 0,0 of 12,0 of 0,0 of 0,W,James Te Huna,0,22 of 33,66%,37 of 50,0 of 0,---,0,0,1:06,20 of 31,0 of 0,2 of 2,11 of 18,4 of 7,7 of 8
495,Decision - Majority,3,15:00,W,Aaron Rosa,0,59 of 99,59%,256 of 311,0 of 0,---,0,0,0:52,25 of 63,29 of 31,5 of 5,18 of 55,41 of 44,0 of 0,L,Matt Lucas,0,19 of 39,48%,48 of 75,1 of 10,10%,0,0,6:52,19 of 39,0 of 0,0 of 0,14 of 34,4 of 4,1 of 1
496,KO/TKO,3,11:26,L,Aaron Rosa,0,73 of 179,40%,135 of 258,0 of 1,0%,0,0,0:08,56 of 158,13 of 16,4 of 5,62 of 160,11 of 19,0 of 0,W,Joey Beltran,0,88 of 188,46%,185 of 304,1 of 4,25%,0,0,5:20,53 of 146,16 of 19,19 of 23,59 of 154,22 of 27,7 of 7
497,KO/TKO,2,8:25,L,Aaron Rosa,0,18 of 40,45%,59 of 83,0 of 0,---,0,0,--,4 of 26,10 of 10,4 of 4,7 of 29,11 of 11,0 of 0,W,Rafael Cavalcante,1,34 of 42,80%,60 of 69,1 of 4,25%,0,0,--,17 of 24,11 of 12,6 of 6,7 of 12,15 of 15,12 of 15
498,Submission,1,4:29,W,Aaron Rosa,0,17 of 25,68%,35 of 45,1 of 2,50%,1,0,--,10 of 16,5 of 6,2 of 3,1 of 6,12 of 14,4 of 5,L,Anthony Ruiz,0,20 of 31,64%,26 of 40,0 of 3,0%,0,0,--,9 of 16,1 of 1,10 of 14,4 of 7,16 of 24,0 of 0
499,Decision - Split,3,15:00,W,Charles Rosa,0,69 of 173,39%,69 of 173,0 of 1,0%,0,0,0:00,33 of 119,15 of 26,21 of 28,69 of 173,0 of 0,0 of 0,L,Kevin Aguilar,0,53 of 135,39%,53 of 135,0 of 2,0%,0,0,0:04,34 of 109,17 of 22,2 of 4,50 of 130,3 of 5,0 of 0
500,Decision - Unanimous,3,15:00,L,Charles Rosa,0,5 of 10,50%,12 of 17,0 of 0,---,0,0,0:00,2 of 7,1 of 1,2 of 2,4 of 8,0 of 0,1 of 2,W,Bryce Mitchell,0,40 of 49,81%,60 of 74,3 of 3,100%,5,0,12:51,27 of 36,13 of 13,0 of 0,0 of 3,0 of 0,40 of 46
501,Submission,1,2:46,W,Charles Rosa,0,6 of 8,75%,8 of 11,0 of 0,---,1,0,0:00,1 of 3,2 of 2,3 of 3,6 of 8,0 of 0,0 of 0,L,Manny Bermudez,0,27 of 38,71%,37 of 49,1 of 1,100%,0,0,2:17,25 of 36,2 of 2,0 of 0,1 of 5,0 of 1,26 of 32
502,KO/TKO,3,11:59,L,Charles Rosa,0,86 of 261,32%,86 of 261,1 of 7,14%,0,0,0:44,46 of 190,6 of 22,34 of 49,85 of 256,1 of 5,0 of 0,W,Shane Burgos,1,77 of 167,46%,98 of 190,0 of 0,---,0,0,0:10,55 of 133,13 of 23,9 of 11,66 of 153,9 of 12,2 of 2
503,Decision - Unanimous,3,15:00,W,Charles Rosa,0,92 of 232,39%,95 of 237,1 of 8,12%,0,0,1:03,54 of 171,13 of 26,25 of 35,87 of 225,5 of 7,0 of 0,L,Kyle Bochniak,1,52 of 129,40%,53 of 130,1 of 5,20%,0,0,0:44,37 of 109,4 of 8,11 of 12,46 of 116,4 of 9,2 of 4
504,Decision - Split,3,15:00,L,Charles Rosa,0,39 of 79,49%,67 of 117,5 of 14,35%,0,0,8:48,30 of 67,3 of 5,6 of 7,23 of 51,0 of 1,16 of 27,W,Yair Rodriguez,0,56 of 100,56%,97 of 149,1 of 1,100%,2,2,0:36,33 of 74,10 of 12,13 of 14,39 of 79,4 of 4,13 of 17
505,Submission,3,14:43,W,Charles Rosa,0,37 of 102,36%,37 of 103,5 of 8,62%,4,0,5:36,25 of 85,8 of 12,4 of 5,30 of 88,5 of 10,2 of 4,L,Sean Soriano,0,69 of 109,63%,72 of 112,3 of 7,42%,0,0,3:07,41 of 79,10 of 11,18 of 19,48 of 78,16 of 25,5 of 6
506,Decision - Unanimous,3,15:00,L,Charles Rosa,0,22 of 91,24%,29 of 99,2 of 4,50%,1,3,0:55,15 of 73,2 of 8,5 of 10,22 of 89,0 of 0,0 of 2,W,Dennis Siver,0,33 of 86,38%,109 of 171,3 of 3,100%,1,2,8:51,22 of 71,4 of 7,7 of 8,31 of 84,0 of 0,2 of 2
507,Decision - Unanimous,3,15:00,W,Karol Rosa,0,120 of 228,52%,177 of 289,2 of 4,50%,0,0,5:50,82 of 180,11 of 16,27 of 32,87 of 178,1 of 1,32 of 49,L,Vanessa Melo,0,45 of 135,33%,78 of 168,0 of 2,0%,0,0,0:06,22 of 103,5 of 10,18 of 22,43 of 133,2 of 2,0 of 0
508,Decision - Split,3,15:00,W,Karol Rosa,1,171 of 351,48%,177 of 358,0 of 0,---,0,0,1:04,108 of 266,11 of 16,52 of 69,159 of 333,7 of 11,5 of 7,L,Lara Procopio,0,165 of 290,56%,169 of 294,0 of 5,0%,0,0,0:22,122 of 244,13 of 15,30 of 31,158 of 281,7 of 9,0 of 0
509,Submission,1,3:59,L,Jake Rosholt,0,5 of 12,41%,7 of 16,3 of 4,75%,1,0,2:05,2 of 8,2 of 3,1 of 1,0 of 4,4 of 5,1 of 3,W,Kendall Grove,0,3 of 8,37%,10 of 15,1 of 1,100%,1,0,1:01,1 of 6,2 of 2,0 of 0,0 of 5,2 of 2,1 of 1
510,Submission,3,11:30,W,Jake Rosholt,0,21 of 42,50%,38 of 60,3 of 4,75%,1,0,2:24,16 of 36,0 of 0,5 of 6,11 of 26,1 of 3,9 of 13,L,Chris Leben,0,14 of 43,32%,77 of 112,1 of 1,100%,0,0,3:29,6 of 29,0 of 1,8 of 13,12 of 40,0 of 0,2 of 3
511,Submission,1,1:03,L,Jake Rosholt,0,2 of 4,50%,5 of 7,1 of 2,50%,0,0,0:26,2 of 4,0 of 0,0 of 0,1 of 2,0 of 0,1 of 2,W,Dan Miller,0,2 of 6,33%,4 of 8,0 of 0,---,2,1,0:22,2 of 6,0 of 0,0 of 0,0 of 4,1 of 1,1 of 1
512,KO/TKO,2,8:48,W,Jake Rosholt,0,40 of 69,57%,84 of 117,4 of 6,66%,1,0,7:12,31 of 59,6 of 6,3 of 4,2 of 4,4 of 4,34 of 61,L,Nissen Osterneck,0,40 of 59,67%,76 of 95,0 of 0,---,1,0,0:00,27 of 46,11 of 11,2 of 2,15 of 22,25 of 37,0 of 0
513,Decision - Unanimous,3,15:00,L,Jared Rosholt,0,36 of 120,30%,36 of 120,0 of 2,0%,0,0,0:00,26 of 106,5 of 7,5 of 7,34 of 115,2 of 5,0 of 0,W,Roy Nelson,0,42 of 121,34%,42 of 121,0 of 1,0%,0,0,0:00,36 of 114,2 of 3,4 of 4,42 of 120,0 of 1,0 of 0
514,Decision - Unanimous,3,15:00,W,Jared Rosholt,0,16 of 37,43%,38 of 59,4 of 7,57%,0,0,6:43,6 of 23,2 of 5,8 of 9,11 of 27,0 of 1,5 of 9,L,Stefan Struve,0,33 of 58,56%,34 of 59,1 of 1,100%,0,0,0:19,23 of 41,7 of 14,3 of 3,21 of 42,1 of 2,11 of 14
515,Decision - Unanimous,3,15:00,W,Jared Rosholt,0,19 of 34,55%,53 of 70,2 of 5,40%,1,0,2:25,16 of 31,3 of 3,0 of 0,4 of 14,7 of 11,8 of 9,L,Timothy Johnson,0,26 of 57,45%,86 of 126,3 of 4,75%,0,0,8:44,20 of 50,6 of 7,0 of 0,10 of 30,14 of 24,2 of 3
516,KO/TKO,3,13:12,W,Jared Rosholt,0,22 of 45,48%,51 of 79,2 of 6,33%,0,0,5:19,19 of 41,3 of 4,0 of 0,9 of 24,3 of 4,10 of 17,L,Josh Copeland,0,9 of 36,25%,19 of 46,0 of 0,---,0,0,0:00,7 of 34,2 of 2,0 of 0,6 of 28,3 of 8,0 of 0
517,KO/TKO,1,3:21,L,Jared Rosholt,0,19 of 32,59%,22 of 35,0 of 0,---,0,0,1:13,14 of 27,3 of 3,2 of 2,2 of 7,17 of 25,0 of 0,W,Aleksei Oleinik,1,13 of 21,61%,38 of 47,0 of 0,---,0,0,0:04,11 of 19,1 of 1,1 of 1,5 of 10,6 of 9,2 of 2
518,Decision - Unanimous,3,15:00,W,Jared Rosholt,0,43 of 58,74%,148 of 177,1 of 4,25%,0,0,11:35,16 of 28,9 of 11,18 of 19,4 of 15,24 of 27,15 of 16,L,Soa Palelei,0,11 of 25,44%,46 of 62,0 of 5,0%,0,0,0:42,8 of 20,1 of 2,2 of 3,4 of 16,3 of 5,4 of 4
519,Decision - Unanimous,3,15:00,W,Jared Rosholt,0,34 of 51,66%,124 of 151,3 of 5,60%,0,0,13:07,17 of 34,16 of 16,1 of 1,4 of 14,0 of 1,30 of 36,L,Daniel Omielanczuk,0,10 of 15,66%,41 of 50,0 of 0,---,0,0,0:05,5 of 10,4 of 4,1 of 1,7 of 11,1 of 1,2 of 3
520,Decision - Unanimous,3,15:00,W,Jared Rosholt,0,33 of 105,31%,73 of 150,1 of 2,50%,0,0,3:48,23 of 89,7 of 12,3 of 4,25 of 88,0 of 1,8 of 16,L,Walt Harris,2,18 of 71,25%,19 of 72,0 of 1,0%,0,0,0:04,8 of 53,10 of 18,0 of 0,18 of 71,0 of 0,0 of 0
521,KO/TKO,1,0:59,L,Kevin Rosier,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,--,0 of 1,0 of 1,0 of 1,0 of 3,0 of 0,0 of 0,W,Gerard Gordeau,1,11 of 17,64%,11 of 17,0 of 0,---,0,0,--,7 of 13,1 of 1,3 of 3,5 of 8,0 of 0,6 of 9
522,KO/TKO,1,4:20,W,Kevin Rosier,2,15 of 27,55%,38 of 53,0 of 0,---,0,0,--,12 of 23,3 of 4,0 of 0,4 of 10,4 of 9,7 of 8,L,Zane Frazier,0,12 of 28,42%,13 of 29,0 of 0,---,0,0,--,7 of 19,3 of 6,2 of 3,0 of 7,10 of 19,2 of 2
523,Decision - Unanimous,3,15:00,L,Nick Rossborough,0,42 of 119,35%,98 of 180,0 of 1,0%,0,0,--,25 of 97,6 of 7,11 of 15,17 of 75,25 of 44,0 of 0,W,Lorenz Larkin,1,65 of 100,65%,130 of 171,0 of 1,0%,0,0,--,30 of 62,14 of 16,21 of 22,23 of 44,25 of 31,17 of 25
524,Submission,1,4:01,L,Kristian Rothaermel,0,3 of 6,50%,16 of 19,0 of 3,0%,0,0,0:00,1 of 3,0 of 1,2 of 2,2 of 4,1 of 2,0 of 0,W,Rob MacDonald,0,10 of 17,58%,14 of 23,4 of 4,100%,3,0,2:48,9 of 16,0 of 0,1 of 1,1 of 4,0 of 0,9 of 13
525,Decision - Unanimous,3,15:00,L,Ben Rothwell,0,89 of 276,32%,95 of 287,0 of 0,---,0,0,0:19,63 of 247,16 of 19,10 of 10,78 of 260,11 of 16,0 of 0,W,Marcin Tybura,0,94 of 183,51%,155 of 274,1 of 3,33%,0,0,3:08,69 of 154,15 of 19,10 of 10,89 of 165,3 of 12,2 of 6
526,Decision - Split,3,15:00,W,Ben Rothwell,0,56 of 110,50%,86 of 142,1 of 3,33%,0,0,5:49,37 of 89,15 of 17,4 of 4,40 of 79,14 of 29,2 of 2,L,Ovince Saint Preux,1,42 of 82,51%,46 of 87,0 of 0,---,0,0,0:22,27 of 62,13 of 15,2 of 5,33 of 70,9 of 12,0 of 0
527,KO/TKO,2,9:57,W,Ben Rothwell,1,58 of 101,57%,71 of 114,0 of 1,0%,0,0,4:38,41 of 83,13 of 13,4 of 5,33 of 66,20 of 29,5 of 6,L,Stefan Struve,0,53 of 77,68%,63 of 87,0 of 1,0%,0,0,0:03,18 of 39,20 of 22,15 of 16,46 of 70,7 of 7,0 of 0
528,Decision - Unanimous,3,15:00,L,Ben Rothwell,0,70 of 177,39%,75 of 183,0 of 1,0%,0,0,2:14,55 of 155,9 of 16,6 of 6,70 of 176,0 of 1,0 of 0,W,Andrei Arlovski,0,152 of 263,57%,160 of 272,0 of 0,---,0,0,0:51,103 of 204,34 of 43,15 of 16,152 of 263,0 of 0,0 of 0
529,Decision - Unanimous,3,15:00,L,Ben Rothwell,0,70 of 163,42%,70 of 163,0 of 0,---,0,0,0:00,47 of 135,6 of 10,17 of 18,69 of 162,1 of 1,0 of 0,W,Blagoy Ivanov,0,72 of 178,40%,73 of 179,0 of 0,---,0,0,0:00,50 of 156,19 of 19,3 of 3,70 of 175,2 of 3,0 of 0
530,Decision - Unanimous,5,25:00,L,Ben Rothwell,0,77 of 212,36%,78 of 213,0 of 0,---,0,0,0:01,51 of 179,7 of 12,19 of 21,75 of 210,2 of 2,0 of 0,W,Junior Dos Santos,0,157 of 247,63%,157 of 247,0 of 0,---,0,0,0:02,65 of 147,92 of 100,0 of 0,156 of 246,1 of 1,0 of 0
531,Submission,2,8:48,W,Ben Rothwell,0,35 of 91,38%,38 of 94,0 of 0,---,1,0,0:07,24 of 77,5 of 8,6 of 6,35 of 91,0 of 0,0 of 0,L,Josh Barnett,0,35 of 68,51%,35 of 68,0 of 1,0%,0,0,0:28,21 of 52,12 of 14,2 of 2,33 of 63,2 of 5,0 of 0
532,Submission,1,1:54,W,Ben Rothwell,0,5 of 16,31%,6 of 17,0 of 0,---,1,0,0:02,4 of 14,0 of 0,1 of 2,5 of 16,0 of 0,0 of 0,L,Matt Mitrione,0,8 of 21,38%,8 of 21,0 of 1,0%,0,0,0:00,6 of 18,1 of 2,1 of 1,8 of 20,0 of 1,0 of 0
533,KO/TKO,1,2:19,W,Ben Rothwell,1,17 of 27,62%,22 of 32,0 of 0,---,0,0,0:13,15 of 25,2 of 2,0 of 0,12 of 22,0 of 0,5 of 5,L,Alistair Overeem,0,20 of 21,95%,20 of 21,0 of 1,0%,0,0,0:02,5 of 6,7 of 7,8 of 8,18 of 19,2 of 2,0 of 0
534,KO/TKO,3,11:54,W,Ben Rothwell,1,56 of 103,54%,60 of 107,0 of 0,---,0,0,1:39,40 of 85,10 of 11,6 of 7,35 of 75,21 of 26,0 of 2,L,Brandon Vera,0,41 of 63,65%,47 of 69,0 of 1,0%,0,0,0:00,12 of 33,18 of 19,11 of 11,29 of 49,12 of 14,0 of 0
535,Submission,2,6:01,L,Ben Rothwell,0,12 of 27,44%,15 of 32,0 of 0,---,0,0,0:37,10 of 25,2 of 2,0 of 0,9 of 22,3 of 5,0 of 0,W,Gabriel Gonzaga,0,17 of 28,60%,20 of 31,3 of 8,37%,1,0,2:18,11 of 20,5 of 7,1 of 1,9 of 16,8 of 12,0 of 0
536,KO/TKO,1,1:10,W,Ben Rothwell,1,8 of 17,47%,8 of 18,0 of 0,---,0,0,0:02,6 of 15,2 of 2,0 of 0,5 of 12,2 of 2,1 of 3,L,Brendan Schaub,0,9 of 17,52%,9 of 17,0 of 0,---,0,0,0:08,9 of 17,0 of 0,0 of 0,7 of 15,2 of 2,0 of 0
537,Decision - Unanimous,3,15:00,L,Ben Rothwell,0,19 of 50,38%,23 of 54,2 of 14,14%,0,0,2:11,19 of 50,0 of 0,0 of 0,9 of 38,0 of 0,10 of 12,W,Mark Hunt,0,47 of 95,49%,120 of 173,2 of 4,50%,1,0,6:18,44 of 92,1 of 1,2 of 2,26 of 66,2 of 3,19 of 26
538,Decision - Unanimous,3,15:00,W,Ben Rothwell,0,44 of 72,61%,120 of 167,5 of 7,71%,2,0,12:16,32 of 58,12 of 14,0 of 0,3 of 8,6 of 10,35 of 54,L,Gilbert Yvel,0,33 of 61,54%,69 of 102,0 of 1,0%,2,3,1:36,30 of 56,2 of 4,1 of 1,5 of 10,5 of 15,23 of 36
539,KO/TKO,2,5:58,L,Ben Rothwell,0,3 of 21,14%,3 of 21,0 of 0,---,0,0,0:00,3 of 21,0 of 0,0 of 0,3 of 19,0 of 2,0 of 0,W,Cain Velasquez,0,62 of 95,65%,84 of 119,5 of 5,100%,0,0,4:38,56 of 89,3 of 3,3 of 3,10 of 21,0 of 1,52 of 73
540,Submission,1,1:53,L,Rick Roufus,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,--,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,W,Maurice Smith,0,2 of 3,66%,8 of 9,1 of 2,50%,1,0,--,0 of 0,1 of 1,1 of 2,1 of 2,0 of 0,1 of 1
541,KO/TKO,1,2:35,L,Khalil Rountree Jr.,0,5 of 12,41%,5 of 12,0 of 0,---,0,0,0:00,4 of 11,1 of 1,0 of 0,3 of 7,2 of 5,0 of 0,W,Ion Cutelaba,0,15 of 26,57%,16 of 27,4 of 5,80%,0,0,1:20,14 of 25,1 of 1,0 of 0,1 of 5,1 of 2,13 of 19
542,Decision - Unanimous,3,15:00,W,Khalil Rountree Jr.,4,79 of 157,50%,83 of 162,0 of 0,---,0,0,1:08,26 of 89,15 of 23,38 of 45,75 of 145,0 of 0,4 of 12,L,Eryk Anders,0,16 of 69,23%,19 of 72,0 of 1,0%,0,0,0:27,12 of 62,4 of 7,0 of 0,16 of 68,0 of 1,0 of 0
543,KO/TKO,1,1:57,L,Khalil Rountree Jr.,0,4 of 9,44%,5 of 10,0 of 0,---,0,0,0:05,3 of 7,0 of 0,1 of 2,1 of 5,3 of 4,0 of 0,W,Johnny Walker,1,10 of 11,90%,10 of 11,0 of 0,---,0,0,0:04,7 of 8,1 of 1,2 of 2,5 of 6,3 of 3,2 of 2
544,KO/TKO,1,1:36,W,Khalil Rountree Jr.,1,9 of 17,52%,9 of 17,0 of 0,---,0,0,0:05,9 of 17,0 of 0,0 of 0,3 of 11,0 of 0,6 of 6,L,Gokhan Saki,0,5 of 11,45%,5 of 11,0 of 0,---,0,0,0:00,2 of 7,0 of 1,3 of 3,5 of 11,0 of 0,0 of 0
545,Decision - Unanimous,3,15:00,NC,Khalil Rountree Jr.,0,52 of 180,28%,67 of 198,0 of 0,---,1,0,0:00,37 of 153,12 of 21,3 of 6,44 of 171,8 of 9,0 of 0,NC,Michal Oleksiejczuk,0,76 of 130,58%,113 of 171,2 of 3,66%,0,0,0:00,40 of 89,29 of 33,7 of 8,67 of 120,3 of 4,6 of 6
546,KO/TKO,1,4:56,W,Khalil Rountree Jr.,1,15 of 47,31%,15 of 47,0 of 0,---,0,0,0:04,14 of 43,1 of 4,0 of 0,13 of 42,0 of 0,2 of 5,L,Paul Craig,0,17 of 29,58%,17 of 29,0 of 1,0%,0,0,0:00,1 of 6,3 of 4,13 of 19,17 of 29,0 of 0,0 of 0
547,KO/TKO,1,0:52,W,Khalil Rountree Jr.,1,3 of 3,100%,5 of 6,0 of 0,---,0,0,0:01,1 of 1,2 of 2,0 of 0,0 of 0,1 of 1,2 of 2,L,Daniel Jolly,0,0 of 3,0%,0 of 3,0 of 2,0%,0,0,0:08,0 of 2,0 of 0,0 of 1,0 of 3,0 of 0,0 of 0
548,Submission,1,4:07,L,Khalil Rountree Jr.,1,3 of 7,42%,10 of 14,0 of 0,---,0,0,0:00,3 of 7,0 of 0,0 of 0,3 of 6,0 of 0,0 of 1,W,Tyson Pedro,0,4 of 7,57%,15 of 21,2 of 2,100%,1,0,3:09,0 of 0,1 of 1,3 of 6,4 of 7,0 of 0,0 of 0
549,Decision - Unanimous,3,15:00,L,Khalil Rountree Jr.,0,14 of 27,51%,58 of 76,0 of 0,---,0,0,0:00,13 of 25,1 of 2,0 of 0,5 of 18,3 of 3,6 of 6,W,Andrew Sanchez,0,31 of 43,72%,118 of 159,6 of 12,50%,0,0,12:02,23 of 33,5 of 7,3 of 3,10 of 18,0 of 0,21 of 25
550,KO/TKO,1,0:48,L,Ronda Rousey,0,7 of 14,50%,7 of 14,0 of 0,---,0,0,0:00,6 of 12,1 of 1,0 of 1,7 of 14,0 of 0,0 of 0,W,Amanda Nunes,0,27 of 47,57%,27 of 47,0 of 0,---,0,0,0:00,23 of 43,3 of 3,1 of 1,27 of 46,0 of 1,0 of 0
551,KO/TKO,2,5:59,L,Ronda Rousey,0,17 of 65,26%,21 of 69,0 of 1,0%,0,0,0:04,13 of 59,4 of 6,0 of 0,13 of 59,4 of 6,0 of 0,W,Holly Holm,1,38 of 53,71%,38 of 53,1 of 1,100%,0,0,0:15,29 of 44,4 of 4,5 of 5,31 of 45,4 of 4,3 of 4
552,KO/TKO,1,0:34,W,Ronda Rousey,1,19 of 32,59%,19 of 32,0 of 0,---,0,0,0:04,17 of 30,2 of 2,0 of 0,5 of 11,14 of 21,0 of 0,L,Bethe Correia,0,9 of 14,64%,9 of 14,0 of 0,---,0,0,0:00,9 of 14,0 of 0,0 of 0,3 of 6,6 of 8,0 of 0
553,Submission,1,0:14,W,Ronda Rousey,0,0 of 0,---,0 of 0,0 of 0,---,1,1,0:05,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,L,Cat Zingano,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:03,0 of 0,0 of 1,0 of 0,0 of 1,0 of 0,0 of 0
554,KO/TKO,1,0:16,W,Ronda Rousey,0,14 of 16,87%,14 of 16,1 of 1,100%,0,0,0:04,13 of 15,1 of 1,0 of 0,4 of 6,1 of 1,9 of 9,L,Alexis Davis,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 6,0 of 0,0 of 0,2 of 6,0 of 0,0 of 0
