,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
124,Decision - Unanimous,3,15:00,W,Alan Patrick,0,40 of 134,29%,42 of 136,2 of 11,18%,0,0,1:40,23 of 103,10 of 22,7 of 9,32 of 121,8 of 13,0 of 0,L,John Makdessi,0,61 of 129,47%,66 of 134,0 of 0,---,0,0,0:01,30 of 77,18 of 38,13 of 14,51 of 108,10 of 21,0 of 0
125,KO/TKO,1,3:54,W,Alan Patrick,1,16 of 35,45%,19 of 42,1 of 2,50%,0,0,0:53,13 of 26,0 of 6,3 of 3,8 of 25,3 of 5,5 of 5,L,Garett Whiteley,0,7 of 28,25%,15 of 36,0 of 1,0%,0,0,0:05,3 of 23,3 of 4,1 of 1,4 of 21,3 of 7,0 of 0
126,KO/TKO,2,6:27,L,Michael Patt,0,5 of 28,17%,5 of 28,0 of 0,---,0,0,0:00,3 of 25,0 of 0,2 of 3,5 of 28,0 of 0,0 of 0,W,Brandon Vera,2,32 of 75,42%,32 of 75,0 of 0,---,0,0,0:11,11 of 49,2 of 4,19 of 22,32 of 75,0 of 0,0 of 0
127,KO/TKO,1,2:03,L,Michael Patt,0,9 of 21,42%,11 of 23,0 of 1,0%,0,0,0:00,3 of 13,1 of 2,5 of 6,7 of 18,2 of 3,0 of 0,W,Tim Boetsch,1,15 of 31,48%,18 of 34,0 of 0,---,0,0,0:05,11 of 27,3 of 3,1 of 1,8 of 22,1 of 1,6 of 8
128,Decision - Unanimous,3,15:00,L,Julio Paulino,0,12 of 42,28%,39 of 71,0 of 0,---,1,1,3:12,5 of 28,6 of 11,1 of 3,4 of 25,4 of 10,4 of 7,W,TJ Grant,0,17 of 33,51%,36 of 59,4 of 6,66%,1,2,9:00,9 of 20,6 of 11,2 of 2,2 of 5,6 of 15,9 of 13
129,Decision - Unanimous,3,15:00,L,Julio Paulino,0,17 of 62,27%,31 of 76,0 of 0,---,0,0,0:00,11 of 51,5 of 7,1 of 4,14 of 56,3 of 6,0 of 0,W,Mike Pierce,0,39 of 76,51%,90 of 131,6 of 10,60%,0,0,11:34,29 of 62,3 of 5,7 of 9,15 of 38,2 of 5,22 of 33
130,KO/TKO,1,2:11,W,Sergei Pavlovich,1,20 of 37,54%,21 of 38,0 of 0,---,0,0,0:14,20 of 36,0 of 1,0 of 0,7 of 17,5 of 8,8 of 12,L,Maurice Greene,0,8 of 22,36%,8 of 22,0 of 0,---,0,0,0:00,1 of 11,1 of 2,6 of 9,8 of 22,0 of 0,0 of 0
131,KO/TKO,1,1:06,W,Sergei Pavlovich,1,17 of 26,65%,17 of 26,0 of 0,---,0,0,0:01,17 of 26,0 of 0,0 of 0,14 of 22,3 of 4,0 of 0,L,Marcelo Golm,0,5 of 15,33%,5 of 15,0 of 0,---,0,0,0:00,4 of 13,0 of 1,1 of 1,4 of 14,1 of 1,0 of 0
132,KO/TKO,1,4:21,L,Sergei Pavlovich,0,13 of 32,40%,18 of 37,0 of 2,0%,0,0,0:12,9 of 25,3 of 6,1 of 1,8 of 22,5 of 10,0 of 0,W,Alistair Overeem,0,22 of 26,84%,26 of 31,1 of 2,50%,0,0,1:56,13 of 16,8 of 9,1 of 1,3 of 5,7 of 7,12 of 14
133,Decision - Unanimous,3,15:00,L,Pawel Pawlak,0,24 of 78,30%,65 of 120,0 of 4,0%,0,0,0:20,10 of 58,12 of 18,2 of 2,20 of 69,4 of 8,0 of 1,W,Leon Edwards,1,36 of 71,50%,73 of 110,0 of 4,0%,0,0,7:03,28 of 60,6 of 9,2 of 2,23 of 54,3 of 5,10 of 12
134,Decision - Unanimous,3,15:00,W,Pawel Pawlak,0,30 of 60,50%,77 of 113,3 of 4,75%,0,0,3:07,15 of 40,14 of 19,1 of 1,8 of 32,16 of 20,6 of 8,L,Sheldon Westcott,0,17 of 45,37%,38 of 70,3 of 11,27%,0,0,9:58,6 of 24,10 of 19,1 of 2,3 of 15,14 of 30,0 of 0
135,Decision - Unanimous,3,15:00,L,Pawel Pawlak,0,21 of 84,25%,65 of 128,0 of 0,---,0,0,0:00,11 of 69,2 of 5,8 of 10,21 of 84,0 of 0,0 of 0,W,Peter Sobotta,0,47 of 101,46%,121 of 180,3 of 5,60%,0,0,7:58,18 of 69,15 of 18,14 of 14,38 of 92,1 of 1,8 of 8
136,KO/TKO,1,1:28,L,Estevan Payan,0,10 of 23,43%,10 of 23,0 of 0,---,0,0,0:00,5 of 17,4 of 5,1 of 1,10 of 23,0 of 0,0 of 0,W,Alex White,1,20 of 30,66%,20 of 30,0 of 0,---,0,0,0:03,12 of 22,8 of 8,0 of 0,14 of 24,0 of 0,6 of 6
137,KO/TKO,3,10:12,L,Estevan Payan,0,32 of 65,49%,62 of 95,1 of 1,100%,0,1,3:45,13 of 41,15 of 19,4 of 5,7 of 30,16 of 19,9 of 16,W,Robert Peralta,1,34 of 68,50%,53 of 90,2 of 2,100%,0,0,3:05,10 of 41,5 of 5,19 of 22,21 of 47,11 of 16,2 of 5
138,Decision - Unanimous,3,15:00,L,Estevan Payan,0,25 of 94,26%,46 of 118,0 of 0,---,1,0,0:17,14 of 70,5 of 10,6 of 14,16 of 82,9 of 11,0 of 1,W,Jeremy Stephens,0,49 of 88,55%,82 of 123,6 of 10,60%,1,0,9:06,24 of 53,11 of 15,14 of 20,24 of 57,1 of 3,24 of 28
139,Decision - Unanimous,3,15:00,W,Estevan Payan,0,110 of 234,47%,118 of 242,0 of 0,---,0,0,0:26,80 of 200,18 of 21,12 of 13,95 of 211,11 of 18,4 of 5,L,Alonzo Martinez,0,46 of 166,27%,47 of 167,0 of 8,0%,0,0,0:14,19 of 131,15 of 20,12 of 15,42 of 161,4 of 5,0 of 0
140,KO/TKO,1,0:46,L,Roland Payne,0,3 of 4,75%,3 of 4,1 of 2,50%,0,0,--,0 of 0,2 of 2,1 of 2,2 of 2,1 of 2,0 of 0,W,Harold Howard,1,9 of 12,75%,12 of 15,0 of 1,0%,0,0,--,9 of 12,0 of 0,0 of 0,1 of 4,4 of 4,4 of 4
141,KO/TKO,1,1:33,L,Jonathan Pearce,0,8 of 19,42%,8 of 19,0 of 0,---,0,0,0:00,4 of 14,2 of 3,2 of 2,8 of 18,0 of 1,0 of 0,W,Joe Lauzon,0,25 of 36,69%,28 of 39,1 of 2,50%,0,0,0:42,24 of 35,1 of 1,0 of 0,9 of 19,1 of 1,15 of 16
142,KO/TKO,1,2:31,L,Joe Pearson,0,1 of 7,14%,21 of 27,0 of 0,---,0,0,0:00,0 of 1,1 of 6,0 of 0,0 of 2,1 of 5,0 of 0,W,Urijah Faber,0,12 of 18,66%,14 of 20,2 of 2,100%,0,0,2:09,10 of 15,1 of 2,1 of 1,1 of 1,0 of 1,11 of 16
143,KO/TKO,1,2:52,L,Ross Pearson,0,12 of 24,50%,12 of 24,0 of 1,0%,0,0,0:00,1 of 6,4 of 11,7 of 7,12 of 24,0 of 0,0 of 0,W,Desmond Green,1,25 of 32,78%,25 of 32,1 of 2,50%,0,0,0:08,17 of 23,6 of 6,2 of 3,10 of 16,1 of 1,14 of 15
144,Decision - Unanimous,3,15:00,L,Ross Pearson,0,79 of 224,35%,81 of 226,0 of 2,0%,0,0,0:18,51 of 182,9 of 15,19 of 27,79 of 223,0 of 1,0 of 0,W,John Makdessi,0,131 of 261,50%,134 of 265,0 of 0,---,0,0,0:00,99 of 211,13 of 25,19 of 25,120 of 244,11 of 17,0 of 0
145,Decision - Unanimous,3,15:00,W,Ross Pearson,0,58 of 176,32%,59 of 177,0 of 0,---,0,0,0:00,31 of 134,16 of 30,11 of 12,57 of 174,1 of 2,0 of 0,L,Mizuto Hirota,0,77 of 213,36%,77 of 213,0 of 1,0%,0,0,0:06,49 of 176,3 of 10,25 of 27,73 of 208,4 of 5,0 of 0
146,KO/TKO,2,8:02,L,Ross Pearson,0,38 of 88,43%,38 of 88,0 of 0,---,0,0,0:02,15 of 59,13 of 18,10 of 11,36 of 86,2 of 2,0 of 0,W,Dan Hooker,1,69 of 141,48%,74 of 146,0 of 1,0%,0,0,0:01,40 of 108,6 of 8,23 of 25,68 of 140,0 of 0,1 of 1
147,Decision - Split,3,15:00,L,Ross Pearson,0,38 of 92,41%,48 of 104,0 of 0,---,0,0,0:08,5 of 40,26 of 45,7 of 7,36 of 89,2 of 3,0 of 0,W,Stevie Ray,0,49 of 117,41%,50 of 119,1 of 3,33%,0,0,3:12,13 of 71,14 of 21,22 of 25,46 of 108,3 of 9,0 of 0
148,Decision - Unanimous,3,15:00,L,Ross Pearson,0,52 of 138,37%,53 of 139,2 of 2,100%,0,0,0:30,14 of 79,19 of 35,19 of 24,51 of 136,1 of 2,0 of 0,W,Jorge Masvidal,1,113 of 256,44%,130 of 277,1 of 1,100%,0,0,0:36,84 of 219,18 of 23,11 of 14,92 of 221,8 of 10,13 of 25
149,Decision - Unanimous,3,15:00,L,Ross Pearson,0,54 of 115,46%,76 of 140,0 of 2,0%,0,0,2:07,15 of 65,29 of 39,10 of 11,31 of 87,23 of 27,0 of 1,W,Will Brooks,0,80 of 150,53%,116 of 190,1 of 6,16%,0,0,4:33,36 of 99,32 of 38,12 of 13,43 of 106,32 of 38,5 of 6
150,Decision - Split,3,15:00,W,Ross Pearson,0,52 of 155,33%,52 of 156,0 of 1,0%,0,0,0:00,21 of 108,10 of 22,21 of 25,52 of 155,0 of 0,0 of 0,L,Chad Laprise,0,78 of 214,36%,78 of 214,0 of 0,---,0,0,0:01,63 of 194,9 of 14,6 of 6,78 of 212,0 of 2,0 of 0
151,Decision - Unanimous,3,15:00,L,Ross Pearson,0,28 of 85,32%,32 of 89,2 of 2,100%,0,0,1:02,9 of 57,13 of 21,6 of 7,23 of 76,2 of 5,3 of 4,W,Francisco Trinaldo,0,51 of 112,45%,53 of 114,1 of 3,33%,0,0,1:05,34 of 90,13 of 17,4 of 5,35 of 88,16 of 24,0 of 0
152,Decision - Split,3,15:00,W,Ross Pearson,0,62 of 116,53%,86 of 140,1 of 1,100%,0,0,3:03,28 of 73,22 of 29,12 of 14,56 of 100,6 of 11,0 of 5,L,Paul Felder,0,60 of 151,39%,72 of 163,0 of 0,---,0,0,1:57,35 of 122,15 of 17,10 of 12,38 of 121,17 of 24,5 of 6
153,Decision - Unanimous,3,15:00,L,Ross Pearson,0,16 of 28,57%,47 of 67,0 of 0,---,0,0,0:10,10 of 20,5 of 7,1 of 1,6 of 16,8 of 10,2 of 2,W,Evan Dunham,0,26 of 48,54%,88 of 119,5 of 13,38%,1,0,11:00,19 of 39,1 of 2,6 of 7,7 of 23,9 of 13,10 of 12
154,KO/TKO,2,6:33,W,Ross Pearson,1,25 of 75,33%,25 of 75,0 of 0,---,0,0,0:02,16 of 59,5 of 11,4 of 5,23 of 73,0 of 0,2 of 2,L,Sam Stout,0,23 of 111,20%,23 of 111,0 of 1,0%,0,0,0:01,12 of 91,8 of 16,3 of 4,22 of 110,1 of 1,0 of 0
155,KO/TKO,2,6:39,L,Ross Pearson,0,20 of 60,33%,21 of 61,0 of 1,0%,0,0,0:00,13 of 49,3 of 6,4 of 5,20 of 60,0 of 0,0 of 0,W,Al Iaquinta,2,31 of 93,33%,32 of 94,0 of 1,0%,0,0,0:03,25 of 81,3 of 9,3 of 3,26 of 84,3 of 6,2 of 3
156,KO/TKO,2,6:35,W,Ross Pearson,1,26 of 55,47%,35 of 64,0 of 0,---,0,0,0:08,20 of 45,4 of 8,2 of 2,16 of 44,6 of 7,4 of 4,L,Gray Maynard,0,15 of 47,31%,25 of 58,2 of 4,50%,0,0,1:13,9 of 40,6 of 7,0 of 0,12 of 44,3 of 3,0 of 0
157,Decision - Split,3,15:00,L,Ross Pearson,1,51 of 122,41%,51 of 122,1 of 1,100%,0,0,0:06,27 of 88,23 of 32,1 of 2,47 of 112,3 of 8,1 of 2,W,Diego Sanchez,0,33 of 134,24%,33 of 134,0 of 1,0%,0,0,0:02,18 of 106,13 of 23,2 of 5,30 of 126,3 of 8,0 of 0
158,Could Not Continue,1,1:57,NC,Ross Pearson,0,3 of 11,27%,3 of 11,0 of 0,---,0,0,0:00,0 of 7,1 of 1,2 of 3,2 of 10,1 of 1,0 of 0,NC,Melvin Guillard,0,9 of 29,31%,9 of 29,0 of 1,0%,0,0,0:04,8 of 26,1 of 2,0 of 1,5 of 24,4 of 5,0 of 0
159,KO/TKO,2,8:45,W,Ross Pearson,1,28 of 41,68%,48 of 62,1 of 1,100%,0,0,0:10,22 of 35,6 of 6,0 of 0,22 of 32,3 of 3,3 of 6,L,Ryan Couture,0,29 of 77,37%,35 of 83,1 of 7,14%,0,0,3:08,7 of 38,12 of 18,10 of 21,15 of 54,14 of 23,0 of 0
160,KO/TKO,3,10:41,W,Ross Pearson,2,50 of 100,50%,53 of 103,0 of 1,0%,0,0,0:18,32 of 81,12 of 13,6 of 6,40 of 88,9 of 11,1 of 1,L,George Sotiropoulos,0,34 of 113,30%,35 of 114,1 of 6,16%,0,0,1:31,27 of 98,6 of 14,1 of 1,31 of 106,3 of 7,0 of 0
161,KO/TKO,2,9:14,L,Ross Pearson,0,38 of 107,35%,49 of 124,3 of 6,50%,0,0,2:37,24 of 89,11 of 15,3 of 3,30 of 94,1 of 1,7 of 12,W,Cub Swanson,1,45 of 104,43%,51 of 115,0 of 1,0%,0,0,0:05,39 of 95,2 of 4,4 of 5,40 of 95,1 of 2,4 of 7
162,Decision - Unanimous,3,15:00,W,Ross Pearson,0,52 of 89,58%,87 of 127,1 of 1,100%,0,0,1:56,28 of 55,16 of 23,8 of 11,39 of 71,13 of 18,0 of 0,L,Junior Assuncao,0,43 of 69,62%,50 of 77,3 of 18,16%,0,0,5:39,32 of 52,8 of 12,3 of 5,32 of 53,10 of 13,1 of 3
163,Decision - Split,3,15:00,L,Ross Pearson,0,60 of 186,32%,62 of 188,0 of 6,0%,0,0,0:39,47 of 166,7 of 13,6 of 7,59 of 184,1 of 2,0 of 0,W,Edson Barboza,1,55 of 190,28%,55 of 190,0 of 1,0%,0,0,0:01,29 of 150,22 of 28,4 of 12,49 of 181,6 of 8,0 of 1
164,Decision - Unanimous,3,15:00,W,Ross Pearson,0,59 of 198,29%,69 of 210,3 of 6,50%,0,0,1:56,38 of 158,10 of 23,11 of 17,50 of 180,8 of 12,1 of 6,L,Spencer Fisher,0,38 of 151,25%,43 of 156,1 of 1,100%,0,0,0:32,21 of 128,4 of 8,13 of 15,33 of 142,4 of 8,1 of 1
165,Submission,2,6:49,L,Ross Pearson,0,26 of 71,36%,30 of 75,0 of 0,---,0,0,0:20,10 of 54,2 of 2,14 of 15,24 of 66,1 of 3,1 of 2,W,Cole Miller,1,24 of 78,30%,24 of 78,1 of 4,25%,1,0,0:39,18 of 71,3 of 3,3 of 4,23 of 75,0 of 2,1 of 1
166,Decision - Unanimous,3,15:00,W,Ross Pearson,0,54 of 159,33%,64 of 170,1 of 1,100%,0,1,1:00,36 of 134,4 of 6,14 of 19,49 of 152,3 of 3,2 of 4,L,Dennis Siver,0,39 of 225,17%,39 of 228,2 of 5,40%,0,1,1:10,28 of 204,5 of 8,6 of 13,35 of 209,3 of 13,1 of 3
167,TKO - Doctor's Stoppage,2,9:38,W,Ross Pearson,0,59 of 122,48%,70 of 135,0 of 0,---,0,0,0:53,38 of 98,17 of 19,4 of 5,32 of 81,27 of 41,0 of 0,L,Aaron Riley,0,15 of 73,20%,19 of 77,0 of 2,0%,0,0,0:19,6 of 56,7 of 11,2 of 6,8 of 55,7 of 18,0 of 0
168,Decision - Unanimous,3,15:00,W,Ross Pearson,0,74 of 129,57%,108 of 164,0 of 7,0%,0,0,3:47,37 of 84,27 of 35,10 of 10,23 of 57,51 of 72,0 of 0,L,Andre Winner,0,46 of 86,53%,95 of 136,0 of 2,0%,0,0,6:01,21 of 54,15 of 21,10 of 11,6 of 39,40 of 47,0 of 0
169,TKO - Doctor's Stoppage,2,6:34,L,Andre Pederneiras,0,10 of 19,52%,17 of 26,0 of 1,0%,0,0,0:04,3 of 10,1 of 2,6 of 7,4 of 8,5 of 9,1 of 2,W,Pat Miletich,0,13 of 42,30%,25 of 54,0 of 0,---,0,0,1:36,6 of 32,5 of 7,2 of 3,6 of 31,7 of 11,0 of 0
170,KO/TKO,1,4:59,L,Carlo Pedersoli Jr.,0,17 of 45,37%,17 of 45,1 of 5,20%,0,0,0:19,7 of 32,9 of 11,1 of 2,14 of 41,3 of 4,0 of 0,W,Dwight Grant,1,20 of 53,37%,22 of 55,0 of 0,---,0,0,0:05,14 of 47,2 of 2,4 of 4,12 of 44,2 of 3,6 of 6
171,KO/TKO,1,0:39,L,Carlo Pedersoli Jr.,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:00,0 of 2,1 of 1,1 of 1,2 of 4,0 of 0,0 of 0,W,Alex Oliveira,0,7 of 10,70%,10 of 13,0 of 0,---,0,0,0:05,7 of 9,0 of 1,0 of 0,2 of 4,0 of 0,5 of 6
172,Decision - Split,3,15:00,W,Carlo Pedersoli Jr.,0,67 of 179,37%,68 of 181,3 of 4,75%,0,0,1:26,39 of 137,22 of 35,6 of 7,65 of 176,0 of 0,2 of 3,L,Brad Scott,1,58 of 155,37%,63 of 160,0 of 0,---,0,0,0:01,32 of 104,16 of 39,10 of 12,55 of 152,2 of 2,1 of 1
173,KO/TKO,3,10:43,L,Tyson Pedro,0,31 of 44,70%,36 of 49,0 of 1,0%,1,0,0:41,21 of 33,9 of 10,1 of 1,21 of 33,10 of 11,0 of 0,W,Mauricio Rua,1,30 of 56,53%,62 of 94,3 of 5,60%,0,0,5:18,23 of 45,2 of 3,5 of 8,12 of 26,1 of 2,17 of 28
174,Submission,1,2:54,L,Tyson Pedro,1,9 of 12,75%,10 of 13,0 of 4,0%,1,0,1:19,5 of 6,3 of 4,1 of 2,6 of 8,3 of 4,0 of 0,W,Ovince Saint Preux,0,7 of 12,58%,13 of 18,0 of 1,0%,1,0,0:34,5 of 9,2 of 3,0 of 0,4 of 8,0 of 0,3 of 4
175,Submission,1,3:54,W,Tyson Pedro,0,12 of 23,52%,17 of 28,0 of 1,0%,1,0,0:01,6 of 17,2 of 2,4 of 4,10 of 18,2 of 5,0 of 0,L,Saparbeg Safarov,0,8 of 22,36%,10 of 24,2 of 5,40%,0,0,1:19,6 of 20,1 of 1,1 of 1,4 of 14,3 of 6,1 of 2
176,Decision - Unanimous,3,15:00,L,Tyson Pedro,0,31 of 54,57%,44 of 68,0 of 0,---,0,0,0:04,12 of 25,8 of 12,11 of 17,21 of 43,8 of 9,2 of 2,W,Ilir Latifi,0,44 of 79,55%,59 of 94,4 of 5,80%,0,0,7:22,38 of 73,5 of 5,1 of 1,13 of 38,4 of 6,27 of 35
177,KO/TKO,1,4:10,W,Tyson Pedro,1,23 of 35,65%,34 of 46,0 of 0,---,0,0,2:37,18 of 28,3 of 4,2 of 3,4 of 9,8 of 15,11 of 11,L,Paul Craig,0,12 of 24,50%,29 of 47,0 of 3,0%,0,0,0:06,2 of 13,7 of 8,3 of 3,4 of 16,8 of 8,0 of 0
178,Submission,1,4:07,W,Tyson Pedro,0,4 of 7,57%,15 of 21,2 of 2,100%,1,0,3:09,0 of 0,1 of 1,3 of 6,4 of 7,0 of 0,0 of 0,L,Khalil Rountree Jr.,1,3 of 7,42%,10 of 14,0 of 0,---,0,0,0:00,3 of 7,0 of 0,0 of 0,3 of 6,0 of 0,0 of 1
179,Submission,1,2:16,L,Filip Pejic,0,0 of 2,0%,2 of 4,0 of 0,---,0,0,0:22,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,W,Damian Stasiak,0,2 of 3,66%,3 of 5,2 of 2,100%,1,0,1:42,1 of 2,0 of 0,1 of 1,1 of 1,0 of 0,1 of 2
180,Decision - Split,3,15:00,L,Kurt Pellegrino,0,47 of 120,39%,97 of 171,1 of 6,16%,0,0,3:09,30 of 103,12 of 12,5 of 5,31 of 103,6 of 7,10 of 10,W,Gleison Tibau,0,44 of 103,42%,81 of 149,2 of 7,28%,0,0,2:52,29 of 87,15 of 16,0 of 0,37 of 92,5 of 8,2 of 3
181,Decision - Unanimous,3,15:00,L,Kurt Pellegrino,1,39 of 108,36%,68 of 141,3 of 3,100%,0,0,3:12,33 of 98,3 of 4,3 of 6,27 of 87,8 of 11,4 of 10,W,George Sotiropoulos,1,48 of 162,29%,82 of 199,1 of 2,50%,0,0,4:47,46 of 152,1 of 9,1 of 1,32 of 141,3 of 6,13 of 15
182,Submission,2,9:20,W,Kurt Pellegrino,0,16 of 29,55%,71 of 91,1 of 1,100%,2,1,6:47,16 of 28,0 of 0,0 of 1,0 of 4,2 of 4,14 of 21,L,Fabricio Camoes,0,8 of 11,72%,19 of 22,1 of 5,20%,2,0,1:40,6 of 9,1 of 1,1 of 1,3 of 5,4 of 4,1 of 2
183,Decision - Unanimous,3,15:00,W,Kurt Pellegrino,0,21 of 48,43%,105 of 148,3 of 5,60%,0,0,12:18,17 of 42,4 of 5,0 of 1,10 of 20,0 of 0,11 of 28,L,Josh Neer,0,24 of 48,50%,65 of 91,0 of 0,---,1,1,0:33,20 of 42,2 of 3,2 of 3,8 of 31,6 of 6,10 of 11
184,Submission,2,8:14,W,Kurt Pellegrino,0,16 of 58,27%,27 of 69,1 of 5,20%,1,0,1:29,10 of 49,4 of 6,2 of 3,12 of 54,1 of 1,3 of 3,L,Rob Emerson,0,21 of 77,27%,24 of 80,2 of 5,40%,0,0,1:00,13 of 67,1 of 2,7 of 8,17 of 68,1 of 1,3 of 8
185,Decision - Unanimous,3,15:00,W,Kurt Pellegrino,2,61 of 97,62%,100 of 138,1 of 2,50%,1,0,6:20,50 of 85,8 of 9,3 of 3,22 of 46,9 of 15,30 of 36,L,Thiago Tavares,0,18 of 72,25%,86 of 146,1 of 11,9%,0,0,3:26,13 of 62,3 of 5,2 of 5,12 of 58,0 of 2,6 of 12
186,Submission,2,8:06,L,Kurt Pellegrino,0,20 of 34,58%,35 of 50,3 of 3,100%,0,1,5:41,19 of 33,1 of 1,0 of 0,0 of 4,0 of 1,20 of 29,W,Nate Diaz,0,6 of 17,35%,28 of 41,1 of 1,100%,1,0,1:22,0 of 10,2 of 2,4 of 5,0 of 10,5 of 6,1 of 1
187,KO/TKO,2,6:55,W,Kurt Pellegrino,0,23 of 51,45%,37 of 66,1 of 2,50%,0,0,2:02,19 of 45,1 of 3,3 of 3,16 of 40,1 of 2,6 of 9,L,Alberto Crane,1,4 of 26,15%,12 of 36,0 of 4,0%,2,0,0:45,3 of 24,1 of 2,0 of 0,4 of 26,0 of 0,0 of 0
188,Decision - Unanimous,3,15:00,L,Kurt Pellegrino,0,27 of 91,29%,35 of 99,3 of 5,60%,1,2,6:09,25 of 86,2 of 5,0 of 0,17 of 74,0 of 3,10 of 14,W,Joe Stevenson,0,42 of 84,50%,80 of 128,3 of 3,100%,3,2,4:07,40 of 79,2 of 5,0 of 0,13 of 38,3 of 5,26 of 41
189,Submission,1,2:58,W,Kurt Pellegrino,0,4 of 7,57%,9 of 12,1 of 2,50%,1,0,1:53,3 of 6,1 of 1,0 of 0,0 of 2,0 of 0,4 of 5,L,Nate Mohr,0,6 of 11,54%,16 of 21,0 of 0,---,0,0,0:00,4 of 8,2 of 2,0 of 1,1 of 3,3 of 3,2 of 5
190,Submission,1,2:04,W,Kurt Pellegrino,0,5 of 9,55%,30 of 37,1 of 1,100%,1,0,1:54,5 of 9,0 of 0,0 of 0,0 of 0,0 of 0,5 of 9,L,Junior Assuncao,0,1 of 6,16%,3 of 10,0 of 0,---,0,0,0:00,1 of 6,0 of 0,0 of 0,1 of 6,0 of 0,0 of 0
191,Submission,3,11:20,L,Kurt Pellegrino,0,25 of 47,53%,84 of 114,5 of 9,55%,0,0,7:15,13 of 33,10 of 11,2 of 3,5 of 19,7 of 11,13 of 17,W,Drew Fickett,0,18 of 35,51%,70 of 92,1 of 1,100%,2,1,0:36,11 of 28,4 of 4,3 of 3,9 of 23,3 of 4,6 of 8
192,Submission,3,13:25,L,Julianna Pena,0,27 of 91,29%,58 of 125,3 of 6,50%,0,0,5:55,19 of 79,7 of 10,1 of 2,18 of 75,2 of 2,7 of 14,W,Germaine de Randamie,0,37 of 91,40%,57 of 119,0 of 0,---,2,0,0:48,32 of 86,5 of 5,0 of 0,32 of 84,4 of 6,1 of 1
193,Decision - Unanimous,3,15:00,W,Julianna Pena,0,45 of 90,50%,108 of 158,2 of 4,50%,0,0,4:37,32 of 73,12 of 14,1 of 3,21 of 64,8 of 9,16 of 17,L,Nicco Montano,0,38 of 79,48%,59 of 103,3 of 5,60%,0,0,6:12,13 of 50,10 of 10,15 of 19,26 of 57,6 of 11,6 of 11
194,Submission,2,9:29,L,Julianna Pena,0,27 of 35,77%,78 of 99,1 of 5,20%,0,0,6:00,2 of 5,22 of 27,3 of 3,0 of 2,25 of 30,2 of 3,W,Valentina Shevchenko,0,13 of 17,76%,46 of 51,2 of 2,100%,1,0,2:43,5 of 9,7 of 7,1 of 1,1 of 4,7 of 7,5 of 6
195,Decision - Unanimous,3,15:00,W,Julianna Pena,0,12 of 21,57%,129 of 150,2 of 3,66%,1,1,4:52,8 of 17,4 of 4,0 of 0,1 of 7,2 of 3,9 of 11,L,Cat Zingano,0,11 of 23,47%,23 of 37,3 of 4,75%,0,2,9:05,6 of 18,4 of 4,1 of 1,3 of 12,2 of 3,6 of 8
196,Decision - Unanimous,3,15:00,W,Julianna Pena,0,34 of 68,50%,100 of 139,3 of 6,50%,3,0,7:18,22 of 52,9 of 12,3 of 4,13 of 41,8 of 12,13 of 15,L,Jessica Eye,0,30 of 54,55%,77 of 104,1 of 1,100%,1,0,5:44,17 of 35,9 of 14,4 of 5,17 of 34,9 of 16,4 of 4
197,KO/TKO,1,3:59,W,Julianna Pena,0,37 of 73,50%,65 of 115,1 of 1,100%,0,0,2:55,32 of 65,0 of 2,5 of 6,0 of 6,5 of 8,32 of 59,L,Milana Dudieva,0,0 of 5,0%,10 of 24,1 of 2,50%,0,0,0:43,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0
198,KO/TKO,1,4:59,W,Julianna Pena,0,33 of 76,43%,66 of 119,2 of 2,100%,0,0,4:27,32 of 74,1 of 2,0 of 0,0 of 4,1 of 2,32 of 70,L,Jessica Rakoczy,0,4 of 5,80%,8 of 9,0 of 0,---,0,0,0:02,2 of 2,2 of 3,0 of 0,2 of 2,2 of 3,0 of 0
199,Submission,3,12:53,L,Luis Pena,0,38 of 77,49%,40 of 79,3 of 7,42%,3,0,4:13,25 of 61,6 of 8,7 of 8,33 of 70,0 of 0,5 of 7,W,Khama Worthy,0,55 of 101,54%,66 of 114,0 of 0,---,1,2,0:46,20 of 61,18 of 22,17 of 18,51 of 96,1 of 2,3 of 3
200,Decision - Unanimous,3,15:00,W,Luis Pena,0,27 of 42,64%,58 of 95,0 of 1,0%,1,0,14:02,24 of 38,1 of 2,2 of 2,6 of 15,2 of 3,19 of 24,L,Steve Garcia,0,21 of 39,53%,98 of 153,1 of 1,100%,1,0,0:14,15 of 32,2 of 3,4 of 4,14 of 27,1 of 1,6 of 11
