,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
223,Decision - Unanimous,3,15:00,W,James Wilks,0,38 of 80,47%,83 of 130,1 of 5,20%,1,2,3:18,21 of 61,11 of 12,6 of 7,16 of 47,14 of 21,8 of 12,L,Peter Sobotta,0,15 of 57,26%,46 of 93,1 of 6,16%,2,1,8:07,8 of 44,4 of 10,3 of 3,7 of 39,7 of 16,1 of 2
224,KO/TKO,3,12:27,L,James Wilks,0,19 of 53,35%,58 of 97,1 of 10,10%,3,2,6:11,13 of 43,1 of 2,5 of 8,16 of 46,3 of 5,0 of 2,W,Matt Brown,1,45 of 75,60%,67 of 97,0 of 1,0%,3,0,2:45,36 of 64,8 of 9,1 of 2,20 of 37,6 of 13,19 of 25
225,Submission,1,4:54,W,James Wilks,0,17 of 29,58%,33 of 47,2 of 2,100%,8,0,2:16,11 of 22,2 of 3,4 of 4,6 of 12,9 of 14,2 of 3,L,DaMarques Johnson,0,13 of 21,61%,26 of 35,0 of 0,---,0,0,1:16,11 of 18,1 of 2,1 of 1,3 of 9,4 of 5,6 of 7
226,Decision - Unanimous,3,15:00,L,Tedd Williams,0,25 of 29,86%,46 of 50,1 of 10,10%,0,0,7:16,9 of 12,16 of 17,0 of 0,2 of 3,1 of 1,22 of 25,W,Ian Freeman,0,30 of 61,49%,55 of 86,0 of 0,---,0,0,5:56,29 of 60,1 of 1,0 of 0,1 of 8,4 of 5,25 of 48
227,KO/TKO,1,3:23,W,Tedd Williams,1,9 of 19,47%,13 of 23,0 of 0,---,0,0,0:42,5 of 13,4 of 6,0 of 0,1 of 5,8 of 14,0 of 0,L,Steve Judson,0,14 of 27,51%,21 of 36,0 of 1,0%,0,0,0:18,11 of 24,3 of 3,0 of 0,0 of 5,14 of 22,0 of 0
228,Submission,1,0:46,L,Pete Williams,0,0 of 1,0%,0 of 1,1 of 1,100%,0,0,0:19,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,W,Frank Mir,0,4 of 6,66%,4 of 6,0 of 0,---,1,0,0:02,1 of 3,1 of 1,2 of 2,4 of 6,0 of 0,0 of 0
229,KO/TKO,2,9:02,L,Pete Williams,0,4 of 6,66%,10 of 13,0 of 0,---,1,0,0:46,1 of 3,2 of 2,1 of 1,1 of 3,0 of 0,3 of 3,W,Ricco Rodriguez,0,26 of 43,60%,86 of 107,5 of 6,83%,1,1,7:16,24 of 41,2 of 2,0 of 0,1 of 4,1 of 1,24 of 38
230,KO/TKO,2,6:28,L,Pete Williams,0,6 of 9,66%,14 of 18,1 of 4,25%,0,0,4:47,6 of 8,0 of 0,0 of 1,1 of 3,0 of 0,5 of 6,W,Semmy Schilt,2,15 of 26,57%,22 of 34,0 of 0,---,0,0,0:22,5 of 14,8 of 9,2 of 3,11 of 20,2 of 4,2 of 2
231,Decision - Unanimous,5,25:00,L,Pete Williams,1,8 of 21,38%,55 of 74,0 of 0,---,1,0,1:10,5 of 16,2 of 3,1 of 2,3 of 10,2 of 5,3 of 6,W,Kevin Randleman,0,10 of 43,23%,52 of 93,6 of 11,54%,2,0,17:40,10 of 42,0 of 0,0 of 1,0 of 3,1 of 4,9 of 36
232,Submission,1,6:28,W,Pete Williams,0,15 of 27,55%,22 of 34,0 of 0,---,2,0,--,7 of 18,0 of 1,8 of 8,8 of 16,1 of 1,6 of 10,L,Travis Fulton,0,6 of 22,27%,18 of 34,0 of 1,0%,0,0,--,4 of 20,0 of 0,2 of 2,2 of 13,0 of 1,4 of 8
233,Submission,1,1:56,W,Pete Williams,0,3 of 7,42%,10 of 14,1 of 1,100%,1,0,--,2 of 6,1 of 1,0 of 0,1 of 3,1 of 2,1 of 2,L,Jason Godsey,0,2 of 7,28%,9 of 16,0 of 0,---,0,0,--,0 of 5,2 of 2,0 of 0,1 of 5,1 of 2,0 of 0
234,Decision - Unanimous,2,8:00,L,Pete Williams,0,13 of 67,19%,15 of 70,0 of 0,---,0,0,--,6 of 52,7 of 13,0 of 2,12 of 64,1 of 2,0 of 1,W,Tsuyoshi Kohsaka,0,14 of 40,35%,30 of 59,3 of 5,60%,5,1,--,7 of 29,4 of 5,3 of 6,11 of 36,0 of 1,3 of 3
235,KO/TKO,2,5:38,W,Pete Williams,1,22 of 42,52%,36 of 56,0 of 0,---,1,0,--,13 of 32,2 of 2,7 of 8,14 of 30,6 of 10,2 of 2,L,Mark Coleman,0,26 of 49,53%,54 of 79,3 of 8,37%,0,0,--,23 of 46,1 of 1,2 of 2,6 of 18,6 of 7,14 of 24
236,KO/TKO,2,5:10,L,Carter Williams,0,8 of 22,36%,17 of 32,1 of 3,33%,0,0,--,4 of 18,2 of 2,2 of 2,3 of 15,3 of 4,2 of 3,W,Paul Buentello,0,12 of 29,41%,22 of 41,0 of 1,0%,0,0,--,9 of 26,2 of 2,1 of 1,4 of 16,8 of 13,0 of 0
237,Decision - Unanimous,3,15:00,L,Patrick Williams,0,61 of 109,55%,68 of 117,1 of 5,20%,0,0,0:55,15 of 56,15 of 20,31 of 33,53 of 94,8 of 15,0 of 0,W,Luke Sanders,1,59 of 140,42%,62 of 143,0 of 0,---,0,0,1:19,44 of 121,13 of 16,2 of 3,44 of 119,13 of 19,2 of 2
